G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
6	Tue, Nov 27, 2007	REG		Canisius	MAAC	W	68	59		3	3	W 1	Alumni Arena	canisius	buffalo	2008
7	Thu, Nov 29, 2007	REG		Tulane	CUSA	W	65	51		4	3	W 2	Alumni Arena	tulane	buffalo	2008
8	Sat, Dec 1, 2007	REG		Evansville	MVC	W	81	60		5	3	W 3	Alumni Arena	evansville	buffalo	2008
9	Wed, Dec 5, 2007	REG	@	Florida International	Sun Belt	L	63	76		5	4	L 1	US Century Bank Arena	florida-international	buffalo	2008
10	Fri, Dec 21, 2007	REG	N	Wyoming	MWC	L	63	66		5	5	L 2	Don Haskins Center	wyoming	buffalo	2008
11	Sat, Dec 22, 2007	REG	N	South Carolina Upstate	A-Sun	W	80	66		6	5	W 1	Don Haskins Center	south-carolina-upstate	buffalo	2008
12	Sat, Dec 29, 2007	REG	@	North Carolina-Asheville	Big South	L	90	101	OT	6	6	L 1	Charlie Justice Center	north-carolina-asheville	buffalo	2008
13	Sun, Jan 6, 2008	REG	@	Kent State	MAC	L	63	68		6	7	L 2	Memorial Athletic & Convocation Center	kent-state	buffalo	2008
14	Sat, Jan 12, 2008	REG		Akron	MAC	L	68	76		6	8	L 3	Alumni Arena	akron	buffalo	2008
15	Thu, Jan 17, 2008	REG	@	Bowling Green State	MAC	L	70	83		6	9	L 4	Anderson Arena	bowling-green-state	buffalo	2008
16	Sun, Jan 20, 2008	REG	@	Miami (OH)	MAC	L	57	64		6	10	L 5	Millett Hall	miami-oh	buffalo	2008
17	Wed, Jan 23, 2008	REG		Ohio	MAC	L	59	68		6	11	L 6	Alumni Arena	ohio	buffalo	2008
18	Sat, Jan 26, 2008	REG	@	Toledo	MAC	L	63	76		6	12	L 7	John F. Savage Hall	toledo	buffalo	2008
19	Tue, Jan 29, 2008	REG		Western Michigan	MAC	L	90	100	2OT	6	13	L 8	Alumni Arena	western-michigan	buffalo	2008
20	Sat, Feb 2, 2008	REG	@	Central Michigan	MAC	L	96	100	2OT	6	14	L 9	Rose Arena	central-michigan	buffalo	2008
21	Tue, Feb 5, 2008	REG	@	Northern Illinois	MAC	W	89	81		7	14	W 1	Convocation Center	northern-illinois	buffalo	2008
22	Sun, Feb 10, 2008	REG		Eastern Michigan	MAC	W	68	64		8	14	W 2	Alumni Arena	eastern-michigan	buffalo	2008
23	Wed, Feb 13, 2008	REG		Ball State	MAC	L	67	76		8	15	L 1	Alumni Arena	ball-state	buffalo	2008
24	Sat, Feb 16, 2008	REG		Miami (OH)	MAC	L	55	64		8	16	L 2	Alumni Arena	miami-oh	buffalo	2008
25	Tue, Feb 19, 2008	REG		Kent State	MAC	L	66	76		8	17	L 3	Alumni Arena	kent-state	buffalo	2008
26	Sat, Feb 23, 2008	REG		Youngstown State	Horizon	W	95	82		9	17	W 1	Alumni Arena	youngstown-state	buffalo	2008
27	Sat, Mar 1, 2008	REG	@	Akron	MAC	L	56	76		9	18	L 1	James A. Rhodes Arena	akron	buffalo	2008
28	Tue, Mar 4, 2008	REG		Bowling Green State	MAC	W	96	50		10	18	W 1	Alumni Arena	bowling-green-state	buffalo	2008
29	Sun, Mar 9, 2008	REG	@	Ohio	MAC	L	80	94		10	19	L 1	Convocation Center	ohio	buffalo	2008
30	Wed, Mar 12, 2008	CTOURN	N	Miami (OH)	MAC	L	68	69		10	20	L 2	Quicken Loans Arena	miami-oh	buffalo	2008
1	Fri, Nov 9, 2007	REG	@	Ball State	MAC	W	61	45		1	0	W 1	Worthen Arena	ball-state	butler	2008
2	Wed, Nov 14, 2007	REG		Indiana State	MVC	W	76	48		2	0	W 2	Hinkle Fieldhouse	indiana-state	butler	2008
3	Sat, Nov 17, 2007	REG	@	Evansville	MVC	W	60	47		3	0	W 3	Roberts Stadium	evansville	butler	2008
4	Wed, Nov 21, 2007	REG	N	Michigan	Big Ten	W	79	65		4	0	W 4	Sullivan Arena	michigan	butler	2008
5	Fri, Nov 23, 2007	REG	N	Virginia Tech	ACC	W	84	78	OT	5	0	W 5	Sullivan Arena	virginia-tech	butler	2008
6	Sat, Nov 24, 2007	REG	N	Texas Tech	Big 12	W	81	71		6	0	W 6	Sullivan Arena	texas-tech	butler	2008
7	Sat, Dec 1, 2007	REG		Ohio State	Big Ten	W	65	46		7	0	W 7	Hinkle Fieldhouse	ohio-state	butler	2008
8	Thu, Dec 6, 2007	REG	@	Detroit Mercy	Horizon	W	53	46		8	0	W 8	Calihan Hall	detroit-mercy	butler	2008
9	Sat, Dec 8, 2007	REG	@	Wright State	Horizon	L	42	43		8	1	L 1	Ervin J. Nutter Center	wright-state	butler	2008
10	Sat, Dec 15, 2007	REG	N	Florida State	ACC	W	79	68		9	1	W 1	Conseco Fieldhouse	florida-state	butler	2008
11	Wed, Dec 19, 2007	REG		Bradley	MVC	W	83	64		10	1	W 2	Hinkle Fieldhouse	bradley	butler	2008
12	Sat, Dec 22, 2007	REG	@	Florida Gulf Coast	A-Sun	W	78	66		11	1	W 3	Alico Arena	florida-gulf-coast	butler	2008
13	Fri, Dec 28, 2007	REG	@	Southern Illinois	MVC	W	57	55		12	1	W 4	The SIU Arena	southern-illinois	butler	2008
14	Sat, Jan 5, 2008	REG		Valparaiso	Horizon	W	73	65		13	1	W 5	Hinkle Fieldhouse	valparaiso	butler	2008
15	Mon, Jan 7, 2008	REG	@	Loyola (IL)	Horizon	W	66	55		14	1	W 6	Joseph J. Gentile Center	loyola-il	butler	2008
16	Thu, Jan 10, 2008	REG		Green Bay	Horizon	W	74	65		15	1	W 7	Hinkle Fieldhouse	green-bay	butler	2008
17	Sat, Jan 12, 2008	REG		Milwaukee	Horizon	W	72	56		16	1	W 8	Hinkle Fieldhouse	milwaukee	butler	2008
18	Thu, Jan 17, 2008	REG	@	Cleveland State	Horizon	L	52	56		16	2	L 1	Henry J. Goodman Arena	cleveland-state	butler	2008
19	Sat, Jan 19, 2008	REG	@	Youngstown State	Horizon	W	78	69		17	2	W 1	Beeghly Center	youngstown-state	butler	2008
20	Thu, Jan 24, 2008	REG		Loyola (IL)	Horizon	W	63	50		18	2	W 2	Hinkle Fieldhouse	loyola-il	butler	2008
21	Sat, Jan 26, 2008	REG		Illinois-Chicago	Horizon	W	73	57		19	2	W 3	Hinkle Fieldhouse	illinois-chicago	butler	2008
22	Tue, Feb 5, 2008	REG	@	Valparaiso	Horizon	W	71	68		20	2	W 4	Athletics-Recreation Center	valparaiso	butler	2008
23	Sat, Feb 9, 2008	REG	@	Green Bay	Horizon	W	62	57		21	2	W 5	Resch Center	green-bay	butler	2008
24	Tue, Feb 12, 2008	REG	@	Milwaukee	Horizon	W	83	75	OT	22	2	W 6	U.S. Cellular Arena	milwaukee	butler	2008
25	Thu, Feb 14, 2008	REG		Youngstown State	Horizon	W	89	73		23	2	W 7	Hinkle Fieldhouse	youngstown-state	butler	2008
26	Sat, Feb 16, 2008	REG		Cleveland State	Horizon	W	51	46		24	2	W 8	Hinkle Fieldhouse	cleveland-state	butler	2008
27	Wed, Feb 20, 2008	REG	@	Illinois-Chicago	Horizon	W	51	46		25	2	W 9	UIC Pavilion	illinois-chicago	butler	2008
28	Sat, Feb 23, 2008	REG		Drake (16)	MVC	L	64	71		25	3	L 1	Hinkle Fieldhouse	drake	butler	2008
29	Thu, Feb 28, 2008	REG		Wright State	Horizon	W	66	61		26	3	W 1	Hinkle Fieldhouse	wright-state	butler	2008
30	Sat, Mar 1, 2008	REG		Detroit Mercy	Horizon	W	65	31		27	3	W 2	Hinkle Fieldhouse	detroit-mercy	butler	2008
31	Sat, Mar 8, 2008	CTOURN		Illinois-Chicago	Horizon	W	66	50		28	3	W 3	Hinkle Fieldhouse	illinois-chicago	butler	2008
32	Tue, Mar 11, 2008	CTOURN		Cleveland State	Horizon	W	70	55		29	3	W 4	Hinkle Fieldhouse	cleveland-state	butler	2008
33	Fri, Mar 21, 2008	NCAA	N	South Alabama	Sun Belt	W	81	61		30	3	W 5	Birmingham-Jefferson Civic Center	south-alabama	butler	2008
34	Sun, Mar 23, 2008	NCAA	N	Tennessee (5)	SEC	L	71	76	OT	30	4	L 1		tennessee	butler	2008
1	Fri, Nov 9, 2007	REG	N	Massachusetts	A-10	L	64	90		0	1	L 1	McLeod Center	massachusetts	cal-poly	2008
2	Sat, Nov 10, 2007	REG	@	Northern Iowa	MVC	L	55	62		0	2	L 2	McLeod Center	northern-iowa	cal-poly	2008
3	Sun, Nov 11, 2007	REG	N	Northern Illinois	MAC	W	88	78		1	2	W 1	McLeod Center	northern-illinois	cal-poly	2008
4	Thu, Nov 15, 2007	REG		Utah State	WAC	W	83	69		2	2	W 2	Robert A. Mott Gymnasium	utah-state	cal-poly	2008
5	Tue, Nov 20, 2007	REG	@	Southern Utah	Summit	W	73	66		3	2	W 3	Centrum	southern-utah	cal-poly	2008
6	Mon, Nov 26, 2007	REG	@	Arizona State	Pac-10	L	41	75		3	3	L 1	Wells Fargo Arena	arizona-state	cal-poly	2008
7	Sun, Dec 2, 2007	REG		Menlo		W	66	44		4	3	W 1	Robert A. Mott Gymnasium	NA	cal-poly	2008
8	Sun, Dec 9, 2007	REG	@	Northern Arizona	Big Sky	L	51	85		4	4	L 1	Walkup Skydome	northern-arizona	cal-poly	2008
9	Wed, Dec 12, 2007	REG	@	Portland State	Big Sky	L	66	74		4	5	L 2	Peter W. Stott Center	portland-state	cal-poly	2008
10	Sat, Dec 15, 2007	REG		Cal State Bakersfield	Ind	W	66	56		5	5	W 1	Robert A. Mott Gymnasium	cal-state-bakersfield	cal-poly	2008
11	Sat, Dec 22, 2007	REG	@	Southern California (25)	Pac-10	L	55	78		5	6	L 1	Galen Center	southern-california	cal-poly	2008
12	Sat, Dec 29, 2007	REG		Southern Utah	Summit	L	53	61		5	7	L 2	Robert A. Mott Gymnasium	southern-utah	cal-poly	2008
13	Thu, Jan 3, 2008	REG		Cal State Northridge	Big West	L	59	80		5	8	L 3	Robert A. Mott Gymnasium	cal-state-northridge	cal-poly	2008
14	Sat, Jan 5, 2008	REG		Long Beach State	Big West	W	64	52		6	8	W 1	Robert A. Mott Gymnasium	long-beach-state	cal-poly	2008
15	Thu, Jan 10, 2008	REG	@	Cal State Fullerton	Big West	L	64	78		6	9	L 1	Titan Gym	cal-state-fullerton	cal-poly	2008
16	Sat, Jan 12, 2008	REG	@	UC-Irvine	Big West	L	69	73		6	10	L 2	Bren Events Center	california-irvine	cal-poly	2008
17	Sat, Jan 19, 2008	REG		UC-Santa Barbara	Big West	L	60	75		6	11	L 3	Robert A. Mott Gymnasium	california-santa-barbara	cal-poly	2008
18	Thu, Jan 24, 2008	REG		UC-Davis	Big West	W	79	67		7	11	W 1	Robert A. Mott Gymnasium	california-davis	cal-poly	2008
19	Mon, Jan 28, 2008	REG	@	Pacific	Big West	W	69	64		8	11	W 2	A.G. Spanos Center	pacific	cal-poly	2008
20	Sat, Feb 2, 2008	REG	@	UC-Riverside	Big West	L	58	62		8	12	L 1	UCR Student Rec Center	california-riverside	cal-poly	2008
21	Thu, Feb 7, 2008	REG		UC-Irvine	Big West	W	57	56		9	12	W 1	Robert A. Mott Gymnasium	california-irvine	cal-poly	2008
22	Sat, Feb 9, 2008	REG		Cal State Fullerton	Big West	L	67	80		9	13	L 1	Robert A. Mott Gymnasium	cal-state-fullerton	cal-poly	2008
23	Thu, Feb 14, 2008	REG	@	UC-Santa Barbara	Big West	L	47	60		9	14	L 2	The Thunderdome	california-santa-barbara	cal-poly	2008
24	Wed, Feb 20, 2008	REG	@	UC-Davis	Big West	W	66	58		10	14	W 1	The Pavilion	california-davis	cal-poly	2008
25	Sat, Feb 23, 2008	REG	@	Fresno State	WAC	L	70	76		10	15	L 1	Save Mart Center	fresno-state	cal-poly	2008
26	Thu, Feb 28, 2008	REG		UC-Riverside	Big West	W	70	63	OT	11	15	W 1	Robert A. Mott Gymnasium	california-riverside	cal-poly	2008
27	Sat, Mar 1, 2008	REG		Pacific	Big West	L	47	68		11	16	L 1	Robert A. Mott Gymnasium	pacific	cal-poly	2008
28	Thu, Mar 6, 2008	REG	@	Long Beach State	Big West	W	68	62		12	16	W 1	The Walter Pyramid	long-beach-state	cal-poly	2008
29	Sat, Mar 8, 2008	REG	@	Cal State Northridge	Big West	L	67	97		12	17	L 1	The Matadome	cal-state-northridge	cal-poly	2008
30	Wed, Mar 12, 2008	CTOURN	N	UC-Riverside	Big West	L	54	62		12	18	L 2	Honda Center	california-riverside	cal-poly	2008
1	Fri, Nov 9, 2007	REG		Cal State Bakersfield	Ind	W	92	75		1	0	W 1	Titan Gym	cal-state-bakersfield	cal-state-fullerton	2008
2	Sun, Nov 11, 2007	REG		Cal State Los Angeles		W	87	67		2	0	W 2	Titan Gym	NA	cal-state-fullerton	2008
3	Sat, Nov 17, 2007	REG	@	Southern Utah	Summit	W	78	63		3	0	W 3	Centrum	southern-utah	cal-state-fullerton	2008
4	Wed, Nov 28, 2007	REG	@	Arizona	Pac-10	L	65	91		3	1	L 1	McKale Center	arizona	cal-state-fullerton	2008
5	Fri, Nov 30, 2007	REG	@	Montana	Big Sky	W	100	91		4	1	W 1	Adams Center/Dahlberg Arena	montana	cal-state-fullerton	2008
6	Sat, Dec 8, 2007	REG	@	Central Michigan	MAC	L	76	79		4	2	L 1	Rose Arena	central-michigan	cal-state-fullerton	2008
7	Mon, Dec 17, 2007	REG		Southern Utah	Summit	W	99	63		5	2	W 1	Titan Gym	southern-utah	cal-state-fullerton	2008
8	Thu, Dec 20, 2007	REG		Montana	Big Sky	W	79	76	OT	6	2	W 2	Titan Gym	montana	cal-state-fullerton	2008
9	Sat, Dec 22, 2007	REG		Wright State	Horizon	L	80	84		6	3	L 1	Titan Gym	wright-state	cal-state-fullerton	2008
10	Fri, Dec 28, 2007	REG	N	Furman	Southern	W	103	72		7	3	W 1	McKeon Pavilion	furman	cal-state-fullerton	2008
11	Sat, Dec 29, 2007	REG	@	Saint Mary's (CA)	WCC	L	59	69		7	4	L 1	McKeon Pavilion	saint-marys-ca	cal-state-fullerton	2008
12	Fri, Jan 4, 2008	REG		UC-Irvine	Big West	W	93	83		8	4	W 1	Titan Gym	california-irvine	cal-state-fullerton	2008
13	Mon, Jan 7, 2008	REG	@	UC-Riverside	Big West	W	77	47		9	4	W 2	UCR Student Rec Center	california-riverside	cal-state-fullerton	2008
14	Thu, Jan 10, 2008	REG		Cal Poly	Big West	W	78	64		10	4	W 3	Titan Gym	cal-poly	cal-state-fullerton	2008
15	Sat, Jan 12, 2008	REG		UC-Santa Barbara	Big West	L	72	87		10	5	L 1	Titan Gym	california-santa-barbara	cal-state-fullerton	2008
16	Thu, Jan 17, 2008	REG	@	Pacific	Big West	L	82	89		10	6	L 2	A.G. Spanos Center	pacific	cal-state-fullerton	2008
17	Sat, Jan 19, 2008	REG	@	UC-Davis	Big West	W	88	66		11	6	W 1	The Pavilion	california-davis	cal-state-fullerton	2008
18	Wed, Jan 23, 2008	REG		UC-Riverside	Big West	W	72	61		12	6	W 2	Titan Gym	california-riverside	cal-state-fullerton	2008
19	Thu, Jan 31, 2008	REG	@	Long Beach State	Big West	W	91	75		13	6	W 3	The Walter Pyramid	long-beach-state	cal-state-fullerton	2008
20	Sat, Feb 2, 2008	REG	@	Cal State Northridge	Big West	W	80	72		14	6	W 4	The Matadome	cal-state-northridge	cal-state-fullerton	2008
21	Thu, Feb 7, 2008	REG	@	UC-Santa Barbara	Big West	L	80	83		14	7	L 1	The Thunderdome	california-santa-barbara	cal-state-fullerton	2008
22	Sat, Feb 9, 2008	REG	@	Cal Poly	Big West	W	80	67		15	7	W 1	Robert A. Mott Gymnasium	cal-poly	cal-state-fullerton	2008
23	Thu, Feb 14, 2008	REG		UC-Davis	Big West	W	94	74		16	7	W 2	Titan Gym	california-davis	cal-state-fullerton	2008
24	Sat, Feb 16, 2008	REG		Pacific	Big West	W	92	78		17	7	W 3	Titan Gym	pacific	cal-state-fullerton	2008
25	Sat, Feb 23, 2008	REG		Portland State	Big Sky	W	85	69		18	7	W 4	Titan Gym	portland-state	cal-state-fullerton	2008
26	Thu, Feb 28, 2008	REG		Cal State Northridge	Big West	L	74	82		18	8	L 1	Titan Gym	cal-state-northridge	cal-state-fullerton	2008
27	Sat, Mar 1, 2008	REG		Long Beach State	Big West	W	85	51		19	8	W 1	Titan Gym	long-beach-state	cal-state-fullerton	2008
28	Tue, Mar 4, 2008	REG	@	Cal State Bakersfield	Ind	W	84	80		20	8	W 2	Rabobank Arena	cal-state-bakersfield	cal-state-fullerton	2008
29	Sat, Mar 8, 2008	REG	@	UC-Irvine	Big West	W	74	66		21	8	W 3	Bren Events Center	california-irvine	cal-state-fullerton	2008
30	Thu, Mar 13, 2008	CTOURN	N	UC-Riverside	Big West	W	81	69		22	8	W 4	Honda Center	california-riverside	cal-state-fullerton	2008
31	Fri, Mar 14, 2008	CTOURN	N	Cal State Northridge	Big West	W	83	68		23	8	W 5	Honda Center	cal-state-northridge	cal-state-fullerton	2008
32	Sat, Mar 15, 2008	CTOURN	N	UC-Irvine	Big West	W	81	66		24	8	W 6	Honda Center	california-irvine	cal-state-fullerton	2008
33	Thu, Mar 20, 2008	NCAA	N	Wisconsin (6)	Big Ten	L	56	71		24	9	L 1		wisconsin	cal-state-fullerton	2008
1	Sat, Nov 10, 2007	REG		Chicago State	Ind	W	96	85		1	0	W 1	The Matadome	chicago-state	cal-state-northridge	2008
2	Sat, Nov 17, 2007	REG	@	Pepperdine	WCC	W	97	89		2	0	W 2	Firestone Fieldhouse	pepperdine	cal-state-northridge	2008
3	Wed, Nov 21, 2007	REG		Cal State Bakersfield	Ind	W	92	76		3	0	W 3	The Matadome	cal-state-bakersfield	cal-state-northridge	2008
4	Wed, Nov 28, 2007	REG	@	Cleveland State	Horizon	W	78	68		4	0	W 4	Henry J. Goodman Arena	cleveland-state	cal-state-northridge	2008
5	Fri, Nov 30, 2007	REG	N	Duquesne	A-10	L	74	97		4	1	L 1	Knapp Center	duquesne	cal-state-northridge	2008
6	Sat, Dec 1, 2007	REG	N	North Carolina Central	Ind	W	69	43		5	1	W 1	Knapp Center	north-carolina-central	cal-state-northridge	2008
7	Wed, Dec 5, 2007	REG		Utah Valley	Ind	W	76	64		6	1	W 2	The Matadome	utah-valley	cal-state-northridge	2008
8	Sat, Dec 8, 2007	REG	@	Gonzaga (17)	WCC	L	59	85		6	2	L 1	McCarthey Athletic Center	gonzaga	cal-state-northridge	2008
9	Thu, Dec 20, 2007	REG		Vanguard		W	94	49		7	2	W 1	The Matadome	NA	cal-state-northridge	2008
10	Sat, Dec 22, 2007	REG	@	Washington	Pac-10	L	66	80		7	3	L 1	Bank of America Arena	washington	cal-state-northridge	2008
11	Fri, Dec 28, 2007	REG	@	Utah Valley	Ind	W	73	65		8	3	W 1	McKay Events Center	utah-valley	cal-state-northridge	2008
12	Thu, Jan 3, 2008	REG	@	Cal Poly	Big West	W	80	59		9	3	W 2	Robert A. Mott Gymnasium	cal-poly	cal-state-northridge	2008
13	Sat, Jan 5, 2008	REG	@	UC-Santa Barbara	Big West	W	88	84		10	3	W 3	The Thunderdome	california-santa-barbara	cal-state-northridge	2008
14	Thu, Jan 10, 2008	REG		UC-Davis	Big West	W	82	47		11	3	W 4	The Matadome	california-davis	cal-state-northridge	2008
15	Sat, Jan 12, 2008	REG		Pacific	Big West	W	78	61		12	3	W 5	The Matadome	pacific	cal-state-northridge	2008
16	Wed, Jan 16, 2008	REG	@	UC-Riverside	Big West	W	66	62		13	3	W 6	UCR Student Rec Center	california-riverside	cal-state-northridge	2008
17	Tue, Jan 22, 2008	REG	@	Chicago State	Ind	L	75	83		13	4	L 1	Emil and Patricia Jones Convocation Center	chicago-state	cal-state-northridge	2008
18	Sat, Jan 26, 2008	REG		Long Beach State	Big West	W	100	61		14	4	W 1	The Matadome	long-beach-state	cal-state-northridge	2008
19	Thu, Jan 31, 2008	REG		UC-Irvine	Big West	W	69	64		15	4	W 2	The Matadome	california-irvine	cal-state-northridge	2008
20	Sat, Feb 2, 2008	REG		Cal State Fullerton	Big West	L	72	80		15	5	L 1	The Matadome	cal-state-fullerton	cal-state-northridge	2008
21	Thu, Feb 7, 2008	REG	@	Pacific	Big West	L	73	78	OT	15	6	L 2	A.G. Spanos Center	pacific	cal-state-northridge	2008
22	Sat, Feb 9, 2008	REG	@	UC-Davis	Big West	W	77	57		16	6	W 1	The Pavilion	california-davis	cal-state-northridge	2008
23	Sat, Feb 16, 2008	REG		UC-Riverside	Big West	W	73	61		17	6	W 2	The Matadome	california-riverside	cal-state-northridge	2008
24	Wed, Feb 20, 2008	REG	@	Long Beach State	Big West	W	82	78		18	6	W 3	The Walter Pyramid	long-beach-state	cal-state-northridge	2008
25	Sat, Feb 23, 2008	REG		Rider	MAAC	L	72	73		18	7	L 1	The Matadome	rider	cal-state-northridge	2008
26	Thu, Feb 28, 2008	REG	@	Cal State Fullerton	Big West	W	82	74		19	7	W 1	Titan Gym	cal-state-fullerton	cal-state-northridge	2008
27	Sat, Mar 1, 2008	REG	@	UC-Irvine	Big West	L	66	82		19	8	L 1	Bren Events Center	california-irvine	cal-state-northridge	2008
28	Thu, Mar 6, 2008	REG		UC-Santa Barbara	Big West	L	66	77		19	9	L 2	The Matadome	california-santa-barbara	cal-state-northridge	2008
29	Sat, Mar 8, 2008	REG		Cal Poly	Big West	W	97	67		20	9	W 1	The Matadome	cal-poly	cal-state-northridge	2008
30	Fri, Mar 14, 2008	CTOURN	N	Cal State Fullerton	Big West	L	68	83		20	10	L 1	Honda Center	cal-state-fullerton	cal-state-northridge	2008
1	Wed, Nov 14, 2007	REG		Southern Mississippi	CUSA	W	67	59		1	0	W 1	Haas Pavilion	southern-mississippi	california	2008
2	Mon, Nov 19, 2007	REG		Nicholls State	Southland	W	74	62		2	0	W 2	Haas Pavilion	nicholls-state	california	2008
3	Sat, Nov 24, 2007	REG		San Diego State	MWC	W	77	69		3	0	W 3	Haas Pavilion	san-diego-state	california	2008
4	Wed, Nov 28, 2007	REG	@	Nevada	WAC	W	74	68		4	0	W 4	Lawlor Events Center	nevada	california	2008
5	Sat, Dec 1, 2007	REG		Missouri	Big 12	W	86	72		5	0	W 5	Haas Pavilion	missouri	california	2008
6	Wed, Dec 5, 2007	REG		Jackson State	SWAC	W	117	74		6	0	W 6	Haas Pavilion	jackson-state	california	2008
7	Sun, Dec 9, 2007	REG	@	Kansas State	Big 12	L	75	82		6	1	L 1	Bramlage Coliseum	kansas-state	california	2008
8	Thu, Dec 20, 2007	REG		Delaware State	MEAC	W	74	57		7	1	W 1	Haas Pavilion	delaware-state	california	2008
9	Sat, Dec 22, 2007	REG		Utah	MWC	L	65	67		7	2	L 1	Haas Pavilion	utah	california	2008
10	Fri, Dec 28, 2007	REG		Long Beach State	Big West	W	102	65		8	2	W 1	Haas Pavilion	long-beach-state	california	2008
11	Sat, Dec 29, 2007	REG		North Dakota State	Summit	W	86	72		9	2	W 2	Haas Pavilion	north-dakota-state	california	2008
12	Thu, Jan 3, 2008	REG		Southern California (22)	Pac-10	W	92	82		10	2	W 3	Haas Pavilion	southern-california	california	2008
13	Sat, Jan 5, 2008	REG		UCLA (5)	Pac-10	L	58	70		10	3	L 1	Haas Pavilion	ucla	california	2008
14	Thu, Jan 10, 2008	REG	@	Oregon	Pac-10	L	70	79		10	4	L 2	McArthur Court	oregon	california	2008
15	Sat, Jan 12, 2008	REG	@	Oregon State	Pac-10	W	69	59		11	4	W 1	Gill Coliseum	oregon-state	california	2008
16	Thu, Jan 17, 2008	REG		Arizona State (22)	Pac-10	L	90	99	2OT	11	5	L 1	Haas Pavilion	arizona-state	california	2008
17	Sat, Jan 19, 2008	REG		Arizona	Pac-10	L	75	79		11	6	L 2	Haas Pavilion	arizona	california	2008
18	Sat, Jan 26, 2008	REG		Stanford (20)	Pac-10	L	77	82		11	7	L 3	Haas Pavilion	stanford	california	2008
19	Thu, Jan 31, 2008	REG	@	Washington State (9)	Pac-10	W	69	64		12	7	W 1	Friel Court	washington-state	california	2008
20	Sat, Feb 2, 2008	REG	@	Washington	Pac-10	W	79	75		13	7	W 2	Bank of America Arena	washington	california	2008
21	Thu, Feb 7, 2008	REG		Oregon State	Pac-10	W	81	76		14	7	W 3	Haas Pavilion	oregon-state	california	2008
22	Sat, Feb 9, 2008	REG		Oregon	Pac-10	L	70	92		14	8	L 1	Haas Pavilion	oregon	california	2008
23	Thu, Feb 14, 2008	REG	@	Arizona	Pac-10	L	73	83		14	9	L 2	McKale Center	arizona	california	2008
24	Sat, Feb 16, 2008	REG	@	Arizona State	Pac-10	W	76	73		15	9	W 1	Wells Fargo Arena	arizona-state	california	2008
25	Sun, Feb 24, 2008	REG	@	Stanford (9)	Pac-10	L	69	79		15	10	L 1	Maples Pavilion	stanford	california	2008
26	Thu, Feb 28, 2008	REG		Washington State (22)	Pac-10	L	49	70		15	11	L 2	Haas Pavilion	washington-state	california	2008
27	Sat, Mar 1, 2008	REG		Washington	Pac-10	L	84	87		15	12	L 3	Haas Pavilion	washington	california	2008
28	Thu, Mar 6, 2008	REG	@	Southern California	Pac-10	L	89	93	OT	15	13	L 4	Galen Center	southern-california	california	2008
29	Sat, Mar 8, 2008	REG	@	UCLA (3)	Pac-10	L	80	81		15	14	L 5	Pauley Pavilion	ucla	california	2008
30	Wed, Mar 12, 2008	CTOURN	N	Washington	Pac-10	W	84	81		16	14	W 1	Staples Center	washington	california	2008
31	Thu, Mar 13, 2008	CTOURN	N	UCLA (3)	Pac-10	L	66	88		16	15	L 1	Staples Center	ucla	california	2008
32	Wed, Mar 19, 2008	NIT		New Mexico	MWC	W	68	66		17	15	W 1	Haas Pavilion	new-mexico	california	2008
33	Mon, Mar 24, 2008	NIT	@	Ohio State	Big Ten	L	56	73		17	16	L 1	Value City Arena	ohio-state	california	2008
1	Sun, Nov 11, 2007	REG		La Verne		W	97	55		1	0	W 1	The Pavilion	NA	california-davis	2008
2	Wed, Nov 14, 2007	REG	@	New Mexico State	WAC	L	65	75		1	1	L 1	Pan American Center	new-mexico-state	california-davis	2008
3	Fri, Nov 16, 2007	REG	@	Texas (16)	Big 12	L	42	73		1	2	L 2	Frank Erwin Center	texas	california-davis	2008
4	Sun, Nov 18, 2007	REG		UC-Santa Cruz		W	71	49		2	2	W 1	The Pavilion	NA	california-davis	2008
5	Wed, Nov 21, 2007	REG		Nicholls State	Southland	W	69	67		3	2	W 2	The Pavilion	nicholls-state	california-davis	2008
6	Sat, Nov 24, 2007	REG		Portland State	Big Sky	W	76	68		4	2	W 3	The Pavilion	portland-state	california-davis	2008
7	Sat, Dec 1, 2007	REG	@	Brown	Ivy	L	57	73		4	3	L 1	Pizzitola Sports Center	brown	california-davis	2008
8	Mon, Dec 3, 2007	REG	@	Dartmouth	Ivy	L	67	70		4	4	L 2	Leede Arena	dartmouth	california-davis	2008
9	Fri, Dec 7, 2007	REG		Oregon State	Pac-10	L	59	73		4	5	L 3	The Pavilion	oregon-state	california-davis	2008
10	Mon, Dec 17, 2007	REG		Presbyterian	Ind	W	76	63		5	5	W 1	The Pavilion	presbyterian	california-davis	2008
11	Fri, Dec 21, 2007	REG	@	Jackson State	SWAC	L	57	81		5	6	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	california-davis	2008
12	Sat, Dec 29, 2007	REG	@	UCLA (5)	Pac-10	L	48	76		5	7	L 2	Pauley Pavilion	ucla	california-davis	2008
13	Wed, Jan 2, 2008	REG	@	Cal State Bakersfield	Ind	W	62	59		6	7	W 1	Rabobank Arena	cal-state-bakersfield	california-davis	2008
14	Fri, Jan 4, 2008	REG		UC-Riverside	Big West	W	58	54		7	7	W 2	The Pavilion	california-riverside	california-davis	2008
