G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
6	Sat, Dec 1, 2007	REG		Wyoming	MWC	W	96	71		5	1	W 4	James A. Rhodes Arena	wyoming	akron	2008
7	Tue, Dec 4, 2007	REG	@	Winthrop	Big South	L	58	68		5	2	L 1	Winthrop Coliseum	winthrop	akron	2008
8	Sat, Dec 8, 2007	REG		North Carolina Central	Ind	W	96	49		6	2	W 1	James A. Rhodes Arena	north-carolina-central	akron	2008
9	Sat, Dec 15, 2007	REG	@	Austin Peay	OVC	W	64	55		7	2	W 2	Winfield Dunn Center	austin-peay	akron	2008
10	Wed, Dec 19, 2007	REG		North Carolina A&T	MEAC	W	88	70		8	2	W 3	James A. Rhodes Arena	north-carolina-at	akron	2008
11	Fri, Dec 21, 2007	REG		Youngstown State	Horizon	W	79	59		9	2	W 4	James A. Rhodes Arena	youngstown-state	akron	2008
12	Sat, Dec 29, 2007	REG		Illinois-Chicago	Horizon	W	79	73		10	2	W 5	James A. Rhodes Arena	illinois-chicago	akron	2008
13	Wed, Jan 2, 2008	REG	@	Dayton (20)	A-10	L	81	83	2OT	10	3	L 1	University of Dayton Arena	dayton	akron	2008
14	Sat, Jan 5, 2008	REG		Miami (OH)	MAC	W	69	54		11	3	W 1	James A. Rhodes Arena	miami-oh	akron	2008
15	Sat, Jan 12, 2008	REG	@	Buffalo	MAC	W	76	68		12	3	W 2	Alumni Arena	buffalo	akron	2008
16	Thu, Jan 17, 2008	REG		Ohio	MAC	W	55	54		13	3	W 3	James A. Rhodes Arena	ohio	akron	2008
17	Sun, Jan 20, 2008	REG		Bowling Green State	MAC	W	80	44		14	3	W 4	James A. Rhodes Arena	bowling-green-state	akron	2008
18	Wed, Jan 23, 2008	REG	@	Kent State	MAC	L	69	75		14	4	L 1	Memorial Athletic & Convocation Center	kent-state	akron	2008
19	Sat, Jan 26, 2008	REG	@	Central Michigan	MAC	L	64	65		14	5	L 2	Rose Arena	central-michigan	akron	2008
20	Wed, Jan 30, 2008	REG		Toledo	MAC	W	68	52		15	5	W 1	James A. Rhodes Arena	toledo	akron	2008
21	Sat, Feb 2, 2008	REG		Eastern Michigan	MAC	W	80	61		16	5	W 2	James A. Rhodes Arena	eastern-michigan	akron	2008
22	Wed, Feb 6, 2008	REG	@	Western Michigan	MAC	L	66	86		16	6	L 1	University Arena	western-michigan	akron	2008
23	Sat, Feb 9, 2008	REG	@	Ball State	MAC	W	70	61		17	6	W 1	Worthen Arena	ball-state	akron	2008
24	Tue, Feb 12, 2008	REG		Northern Illinois	MAC	L	78	88		17	7	L 1	James A. Rhodes Arena	northern-illinois	akron	2008
25	Sat, Feb 16, 2008	REG	@	Bowling Green State	MAC	W	65	56		18	7	W 1	Anderson Arena	bowling-green-state	akron	2008
26	Tue, Feb 19, 2008	REG	@	Miami (OH)	MAC	W	56	52		19	7	W 2	Millett Hall	miami-oh	akron	2008
27	Sat, Feb 23, 2008	REG		Virginia Commonwealth	CAA	L	52	57		19	8	L 1	James A. Rhodes Arena	virginia-commonwealth	akron	2008
28	Sat, Mar 1, 2008	REG		Buffalo	MAC	W	76	56		20	8	W 1	James A. Rhodes Arena	buffalo	akron	2008
29	Tue, Mar 4, 2008	REG	@	Ohio	MAC	W	80	77		21	8	W 2	Convocation Center	ohio	akron	2008
30	Sun, Mar 9, 2008	REG		Kent State	MAC	L	58	61		21	9	L 1	James A. Rhodes Arena	kent-state	akron	2008
31	Thu, Mar 13, 2008	CTOURN	N	Central Michigan	MAC	W	81	60		22	9	W 1	Quicken Loans Arena	central-michigan	akron	2008
32	Fri, Mar 14, 2008	CTOURN	N	Western Michigan	MAC	W	73	62		23	9	W 2	Quicken Loans Arena	western-michigan	akron	2008
33	Sat, Mar 15, 2008	CTOURN	N	Kent State	MAC	L	55	74		23	10	L 1	Quicken Loans Arena	kent-state	akron	2008
34	Tue, Mar 18, 2008	NIT	@	Florida State	ACC	W	65	60	OT	24	10	W 1	Donald L. Tucker Center	florida-state	akron	2008
35	Sat, Mar 22, 2008	NIT	@	Massachusetts	A-10	L	63	68		24	11	L 1	Mullins Center	massachusetts	akron	2008
1	Fri, Nov 9, 2007	REG		Troy	Sun Belt	W	84	72		1	0	W 1	Coleman Coliseum 	troy	alabama	2008
2	Tue, Nov 13, 2007	REG	@	Mercer	A-Sun	W	90	83		2	0	W 2	University Center	mercer	alabama	2008
3	Mon, Nov 19, 2007	REG		Belmont	A-Sun	L	83	85		2	1	L 1	Coleman Coliseum 	belmont	alabama	2008
4	Fri, Nov 23, 2007	REG		Southern Mississippi	CUSA	W	79	77		3	1	W 1	Coleman Coliseum 	southern-mississippi	alabama	2008
5	Wed, Nov 28, 2007	REG	@	Texas A&M (9)	Big 12	L	63	76		3	2	L 1	Reed Arena	texas-am	alabama	2008
6	Sat, Dec 1, 2007	REG		Southeastern Louisiana	Southland	W	63	61	OT	4	2	W 1	Coleman Coliseum 	southeastern-louisiana	alabama	2008
7	Wed, Dec 5, 2007	REG	N	Georgetown (5)	Big East	L	60	70		4	3	L 1	Birmingham-Jefferson Civic Center	georgetown	alabama	2008
8	Sat, Dec 8, 2007	REG		Nicholls State	Southland	W	91	53		5	3	W 1	Coleman Coliseum 	nicholls-state	alabama	2008
9	Mon, Dec 17, 2007	REG		Wofford	Southern	W	80	73		6	3	W 2	Coleman Coliseum 	wofford	alabama	2008
10	Wed, Dec 19, 2007	REG		Texas-Rio Grande Valley	Ind	W	75	65		7	3	W 3	Coleman Coliseum 	texas-pan-american	alabama	2008
11	Sat, Dec 22, 2007	REG	N	Missouri State	MVC	W	81	73		8	3	W 4	Orleans Arena	missouri-state	alabama	2008
12	Sun, Dec 23, 2007	REG	N	Iowa State	Big 12	W	83	68		9	3	W 5	Orleans Arena	iowa-state	alabama	2008
13	Sat, Dec 29, 2007	REG		George Washington	A-10	W	93	57		10	3	W 6	Coleman Coliseum 	george-washington	alabama	2008
14	Tue, Jan 1, 2008	REG		Clemson (19)	ACC	L	61	87		10	4	L 1	Coleman Coliseum 	clemson	alabama	2008
15	Fri, Jan 4, 2008	REG		Chicago State	Ind	W	93	79		11	4	W 1	Coleman Coliseum 	chicago-state	alabama	2008
16	Tue, Jan 8, 2008	REG		Florida	SEC	L	83	90		11	5	L 1	Coleman Coliseum 	florida	alabama	2008
17	Sun, Jan 13, 2008	REG	@	Arkansas	SEC	L	67	71	OT	11	6	L 2	Bud Walton Arena	arkansas	alabama	2008
18	Wed, Jan 16, 2008	REG	@	Georgia	SEC	L	54	61		11	7	L 3	Stegeman Coliseum	georgia	alabama	2008
19	Sat, Jan 19, 2008	REG		Mississippi State	SEC	L	56	66		11	8	L 4	Coleman Coliseum 	mississippi-state	alabama	2008
20	Sat, Jan 26, 2008	REG		Auburn	SEC	W	97	77		12	8	W 1	Coleman Coliseum 	auburn	alabama	2008
21	Tue, Jan 29, 2008	REG		Tennessee (7)	SEC	L	86	93		12	9	L 1	Coleman Coliseum 	tennessee	alabama	2008
22	Sat, Feb 2, 2008	REG		Louisiana State	SEC	W	81	72		13	9	W 1	Coleman Coliseum 	louisiana-state	alabama	2008
23	Wed, Feb 6, 2008	REG	@	Mississippi State	SEC	L	66	73		13	10	L 1	Humphrey Coliseum	mississippi-state	alabama	2008
24	Sat, Feb 9, 2008	REG	@	Kentucky	SEC	L	52	62		13	11	L 2	Rupp Arena	kentucky	alabama	2008
25	Wed, Feb 13, 2008	REG		Mississippi	SEC	W	76	67		14	11	W 1	Coleman Coliseum 	mississippi	alabama	2008
26	Sat, Feb 16, 2008	REG	@	South Carolina	SEC	L	65	67		14	12	L 1	The Colonial Life Arena	south-carolina	alabama	2008
27	Sun, Feb 24, 2008	REG	@	Auburn	SEC	L	76	88		14	13	L 2	Beard-Eaves-Memorial	auburn	alabama	2008
28	Wed, Feb 27, 2008	REG		Arkansas	SEC	W	59	56		15	13	W 1	Coleman Coliseum 	arkansas	alabama	2008
29	Sat, Mar 1, 2008	REG	@	Mississippi	SEC	L	88	91		15	14	L 1	C.M. Tad Smith Coliseum	mississippi	alabama	2008
30	Wed, Mar 5, 2008	REG	@	Louisiana State	SEC	L	74	80		15	15	L 2	Maravich Assembly Center	louisiana-state	alabama	2008
31	Sat, Mar 8, 2008	REG		Vanderbilt (16)	SEC	W	78	73	OT	16	15	W 1	Coleman Coliseum 	vanderbilt	alabama	2008
32	Thu, Mar 13, 2008	CTOURN	N	Florida	SEC	W	80	69		17	15	W 2	Georgia Dome	florida	alabama	2008
33	Fri, Mar 14, 2008	CTOURN	N	Mississippi State	SEC	L	67	69	OT	17	16	L 1	Georgia Dome	mississippi-state	alabama	2008
1	Tue, Nov 6, 2007	REG	N	Gardner-Webb	A-Sun	L	55	69		0	1	L 1	Rupp Arena	gardner-webb	alabama-am	2008
2	Wed, Nov 7, 2007	REG	N	Central Arkansas	Southland	L	59	69		0	2	L 2	Rupp Arena	central-arkansas	alabama-am	2008
3	Sat, Nov 10, 2007	REG		Oakwood		W	88	81	OT	1	2	W 1	Elmore Health Science Building 	NA	alabama-am	2008
4	Sat, Nov 17, 2007	REG	@	Nebraska	Big 12	L	45	59		1	3	L 1	Bob Devaney Sports Center	nebraska	alabama-am	2008
5	Sat, Nov 24, 2007	REG		Stillman		W	66	53		2	3	W 1	Elmore Health Science Building 	NA	alabama-am	2008
6	Sat, Dec 1, 2007	REG		Tuskegee		W	87	61		3	3	W 2	Elmore Health Science Building 	NA	alabama-am	2008
7	Tue, Dec 4, 2007	REG	@	Alabama-Birmingham	CUSA	L	48	91		3	4	L 1	Bartow Arena	alabama-birmingham	alabama-am	2008
8	Mon, Dec 17, 2007	REG	@	Winston-Salem	Ind	L	76	78		3	5	L 2	Lawrence Joel Coliseum	winston-salem	alabama-am	2008
9	Sat, Dec 22, 2007	REG	@	Auburn	SEC	L	56	67		3	6	L 3	Beard-Eaves-Memorial	auburn	alabama-am	2008
10	Wed, Jan 2, 2008	REG	@	Mississippi (18)	SEC	L	50	86		3	7	L 4	C.M. Tad Smith Coliseum	mississippi	alabama-am	2008
11	Sat, Jan 5, 2008	REG	@	Jackson State	SWAC	L	74	87		3	8	L 5	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2008
12	Mon, Jan 7, 2008	REG	@	Grambling	SWAC	W	94	61		4	8	W 1	HPER Complex	grambling	alabama-am	2008
13	Sat, Jan 12, 2008	REG		Arkansas-Pine Bluff	SWAC	L	59	65		4	9	L 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2008
14	Mon, Jan 14, 2008	REG		Mississippi Valley State	SWAC	L	63	68		4	10	L 2	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2008
15	Sat, Jan 19, 2008	REG	@	Alabama State	SWAC	L	55	73		4	11	L 3	ASU Acadome	alabama-state	alabama-am	2008
16	Sat, Jan 26, 2008	REG	@	Southern	SWAC	L	49	65		4	12	L 4	F. G. Clark Activity Center	southern	alabama-am	2008
17	Mon, Jan 28, 2008	REG	@	Alcorn State	SWAC	W	72	68		5	12	W 1	Davey L. Whitney Complex	alcorn-state	alabama-am	2008
18	Sat, Feb 2, 2008	REG		Prairie View	SWAC	W	74	62		6	12	W 2	Elmore Health Science Building 	prairie-view	alabama-am	2008
19	Mon, Feb 4, 2008	REG		Texas Southern	SWAC	W	73	65		7	12	W 3	Elmore Health Science Building 	texas-southern	alabama-am	2008
20	Sat, Feb 9, 2008	REG	@	Arkansas-Pine Bluff	SWAC	L	65	70		7	13	L 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2008
21	Mon, Feb 11, 2008	REG	@	Mississippi Valley State	SWAC	W	53	52		8	13	W 1	Harrison HPER Complex	mississippi-valley-state	alabama-am	2008
22	Sat, Feb 16, 2008	REG		Alabama State	SWAC	L	70	85		8	14	L 1	Elmore Health Science Building 	alabama-state	alabama-am	2008
23	Sat, Feb 23, 2008	REG		Southern	SWAC	W	60	54		9	14	W 1	Elmore Health Science Building 	southern	alabama-am	2008
24	Mon, Feb 25, 2008	REG		Alcorn State	SWAC	W	77	67		10	14	W 2	Elmore Health Science Building 	alcorn-state	alabama-am	2008
25	Sat, Mar 1, 2008	REG	@	Prairie View	SWAC	W	72	62		11	14	W 3	William J. Nicks Building	prairie-view	alabama-am	2008
26	Mon, Mar 3, 2008	REG	@	Texas Southern	SWAC	W	73	58		12	14	W 4	Health & Physical Education Arena	texas-southern	alabama-am	2008
27	Thu, Mar 6, 2008	REG		Jackson State	SWAC	W	64	61		13	14	W 5	Elmore Health Science Building 	jackson-state	alabama-am	2008
28	Sat, Mar 8, 2008	REG		Grambling	SWAC	W	74	43		14	14	W 6	Elmore Health Science Building 	grambling	alabama-am	2008
29	Thu, Mar 13, 2008	CTOURN	N	Arkansas-Pine Bluff	SWAC	L	59	72		14	15	L 1	Fair Park Arena	arkansas-pine-bluff	alabama-am	2008
1	Sat, Nov 10, 2007	REG	@	Georgia State	CAA	W	86	63		1	0	W 1	GSU Sports Arena	georgia-state	alabama-birmingham	2008
2	Tue, Nov 13, 2007	REG		Stetson	A-Sun	W	86	49		2	0	W 2	Bartow Arena	stetson	alabama-birmingham	2008
3	Fri, Nov 16, 2007	REG	N	Florida State	ACC	L	70	78		2	1	L 1	Ocean Center	florida-state	alabama-birmingham	2008
4	Sat, Nov 17, 2007	REG	N	Georgia Southern	Southern	L	57	59		2	2	L 2	Ocean Center	georgia-southern	alabama-birmingham	2008
5	Sun, Nov 18, 2007	REG	N	Rhode Island	A-10	L	69	74		2	3	L 3	Ocean Center	rhode-island	alabama-birmingham	2008
6	Wed, Nov 21, 2007	REG		Eastern Kentucky	OVC	W	64	50		3	3	W 1	Bartow Arena	eastern-kentucky	alabama-birmingham	2008
7	Sat, Nov 24, 2007	REG		Jacksonville	A-Sun	W	84	72		4	3	W 2	Bartow Arena	jacksonville	alabama-birmingham	2008
8	Tue, Nov 27, 2007	REG	@	Louisiana-Lafayette	Sun Belt	W	78	72	OT	5	3	W 3	Cajundome	louisiana-lafayette	alabama-birmingham	2008
9	Sat, Dec 1, 2007	REG		Cincinnati	Big East	W	73	54		6	3	W 4	Bartow Arena	cincinnati	alabama-birmingham	2008
10	Tue, Dec 4, 2007	REG		Alabama A&M	SWAC	W	91	48		7	3	W 5	Bartow Arena	alabama-am	alabama-birmingham	2008
11	Sat, Dec 8, 2007	REG	@	South Florida	Big East	L	58	68		7	4	L 1	Sun Dome	south-florida	alabama-birmingham	2008
12	Sat, Dec 15, 2007	REG	N	Kentucky	SEC	W	79	76		8	4	W 1	Freedom Hall	kentucky	alabama-birmingham	2008
13	Sat, Dec 22, 2007	REG	@	Wichita State	MVC	L	52	61		8	5	L 1	Charles Koch Arena	wichita-state	alabama-birmingham	2008
14	Sat, Dec 29, 2007	REG		Old Dominion	CAA	W	73	57		9	5	W 1	Bartow Arena	old-dominion	alabama-birmingham	2008
15	Wed, Jan 2, 2008	REG		Alabama State	SWAC	W	70	42		10	5	W 2	Bartow Arena	alabama-state	alabama-birmingham	2008
16	Wed, Jan 9, 2008	REG	@	Tulane	CUSA	W	62	61		11	5	W 3	Avron B. Fogelman Arena	tulane	alabama-birmingham	2008
17	Wed, Jan 16, 2008	REG		Southern Mississippi	CUSA	W	72	65		12	5	W 4	Bartow Arena	southern-mississippi	alabama-birmingham	2008
18	Sat, Jan 19, 2008	REG	@	Marshall	CUSA	L	57	62		12	6	L 1	Henderson Center	marshall	alabama-birmingham	2008
19	Wed, Jan 23, 2008	REG		East Carolina	CUSA	W	77	59		13	6	W 1	Bartow Arena	east-carolina	alabama-birmingham	2008
20	Wed, Jan 30, 2008	REG	@	Central Florida	CUSA	W	88	81		14	6	W 2	New UCF Arena	central-florida	alabama-birmingham	2008
21	Sat, Feb 2, 2008	REG		Marshall	CUSA	W	74	55		15	6	W 3	Bartow Arena	marshall	alabama-birmingham	2008
22	Tue, Feb 5, 2008	REG	@	Southern Mississippi	CUSA	L	85	93	2OT	15	7	L 1	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2008
23	Sat, Feb 9, 2008	REG		Texas-El Paso	CUSA	W	81	73		16	7	W 1	Bartow Arena	texas-el-paso	alabama-birmingham	2008
24	Wed, Feb 13, 2008	REG	@	Rice	CUSA	W	69	60		17	7	W 2	Tudor Fieldhouse	rice	alabama-birmingham	2008
25	Sat, Feb 16, 2008	REG		Memphis (1)	CUSA	L	78	79		17	8	L 1	Bartow Arena	memphis	alabama-birmingham	2008
26	Wed, Feb 20, 2008	REG		Houston	CUSA	W	101	99		18	8	W 1	Bartow Arena	houston	alabama-birmingham	2008
27	Sat, Feb 23, 2008	REG	@	Southern Methodist	CUSA	W	73	59		19	8	W 2	Moody Coliseum	southern-methodist	alabama-birmingham	2008
28	Wed, Feb 27, 2008	REG	@	Texas-El Paso	CUSA	W	88	81		20	8	W 3	Don Haskins Center	texas-el-paso	alabama-birmingham	2008
29	Sat, Mar 1, 2008	REG		Tulane	CUSA	W	69	44		21	8	W 4	Bartow Arena	tulane	alabama-birmingham	2008
30	Wed, Mar 5, 2008	REG		Tulsa	CUSA	W	84	70		22	8	W 5	Bartow Arena	tulsa	alabama-birmingham	2008
31	Sat, Mar 8, 2008	REG	@	Memphis (2)	CUSA	L	56	94		22	9	L 1	FedExForum	memphis	alabama-birmingham	2008
32	Thu, Mar 13, 2008	CTOURN	N	Tulsa	CUSA	L	68	78	OT	22	10	L 2	FedExForum	tulsa	alabama-birmingham	2008
33	Wed, Mar 19, 2008	NIT	@	Virginia Commonwealth	CAA	W	80	77		23	10	W 1	Alltel Pavilion at the Stuart C. Siegel Center	virginia-commonwealth	alabama-birmingham	2008
34	Mon, Mar 24, 2008	NIT	@	Virginia Tech	ACC	L	49	75		23	11	L 1	Cassell Coliseum	virginia-tech	alabama-birmingham	2008
1	Sat, Nov 10, 2007	REG		Paul Quinn		W	90	72		1	0	W 1	ASU Acadome	NA	alabama-state	2008
2	Sun, Nov 11, 2007	REG	@	Southern Methodist	CUSA	W	64	54		2	0	W 2	Moody Coliseum	southern-methodist	alabama-state	2008
3	Fri, Nov 16, 2007	REG		Auburn	SEC	L	60	63		2	1	L 1	ASU Acadome	auburn	alabama-state	2008
4	Wed, Nov 28, 2007	REG	@	Miami (FL)	ACC	L	74	83		2	2	L 2	BankUnited Center	miami-fl	alabama-state	2008
5	Wed, Dec 5, 2007	REG		Oakwood		W	72	61		3	2	W 1	ASU Acadome	NA	alabama-state	2008
6	Sat, Dec 8, 2007	REG	@	Troy	Sun Belt	L	74	85		3	3	L 1	Trojan Arena	troy	alabama-state	2008
7	Sat, Dec 15, 2007	REG	@	Southern Mississippi	CUSA	L	68	82		3	4	L 2	Reed Green Coliseum	southern-mississippi	alabama-state	2008
8	Thu, Dec 20, 2007	REG		Auburn Montgomery		W	70	52		4	4	W 1	ASU Acadome	NA	alabama-state	2008
9	Fri, Dec 28, 2007	REG	@	Tulane	CUSA	L	60	69		4	5	L 1	Avron B. Fogelman Arena	tulane	alabama-state	2008
10	Wed, Jan 2, 2008	REG	@	Alabama-Birmingham	CUSA	L	42	70		4	6	L 2	Bartow Arena	alabama-birmingham	alabama-state	2008
11	Sat, Jan 5, 2008	REG	@	Grambling	SWAC	W	81	55		5	6	W 1	HPER Complex	grambling	alabama-state	2008
12	Mon, Jan 7, 2008	REG	@	Jackson State	SWAC	L	71	81		5	7	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2008
13	Sat, Jan 12, 2008	REG		Mississippi Valley State	SWAC	W	71	55		6	7	W 1	ASU Acadome	mississippi-valley-state	alabama-state	2008
14	Mon, Jan 14, 2008	REG		Arkansas-Pine Bluff	SWAC	W	69	40		7	7	W 2	ASU Acadome	arkansas-pine-bluff	alabama-state	2008
15	Sat, Jan 19, 2008	REG		Alabama A&M	SWAC	W	73	55		8	7	W 3	ASU Acadome	alabama-am	alabama-state	2008
16	Sat, Jan 26, 2008	REG	@	Alcorn State	SWAC	W	76	71		9	7	W 4	Davey L. Whitney Complex	alcorn-state	alabama-state	2008
17	Mon, Jan 28, 2008	REG	@	Southern	SWAC	W	59	44		10	7	W 5	F. G. Clark Activity Center	southern	alabama-state	2008
18	Sat, Feb 2, 2008	REG		Texas Southern	SWAC	W	81	68		11	7	W 6	ASU Acadome	texas-southern	alabama-state	2008
19	Mon, Feb 4, 2008	REG		Prairie View	SWAC	W	98	86		12	7	W 7	ASU Acadome	prairie-view	alabama-state	2008
20	Sat, Feb 9, 2008	REG	@	Mississippi Valley State	SWAC	L	60	72		12	8	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-state	2008
21	Mon, Feb 11, 2008	REG	@	Arkansas-Pine Bluff	SWAC	W	69	51		13	8	W 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2008
22	Sat, Feb 16, 2008	REG	@	Alabama A&M	SWAC	W	85	70		14	8	W 2	Elmore Health Science Building 	alabama-am	alabama-state	2008
23	Sat, Feb 23, 2008	REG		Alcorn State	SWAC	L	69	73		14	9	L 1	ASU Acadome	alcorn-state	alabama-state	2008
24	Mon, Feb 25, 2008	REG		Southern	SWAC	W	65	46		15	9	W 1	ASU Acadome	southern	alabama-state	2008
25	Sat, Mar 1, 2008	REG	@	Texas Southern	SWAC	W	72	67		16	9	W 2	Health & Physical Education Arena	texas-southern	alabama-state	2008
26	Mon, Mar 3, 2008	REG	@	Prairie View	SWAC	W	61	57		17	9	W 3	William J. Nicks Building	prairie-view	alabama-state	2008
27	Thu, Mar 6, 2008	REG		Grambling	SWAC	W	73	61		18	9	W 4	ASU Acadome	grambling	alabama-state	2008
28	Sat, Mar 8, 2008	REG		Jackson State	SWAC	W	103	83		19	9	W 5	ASU Acadome	jackson-state	alabama-state	2008
29	Wed, Mar 12, 2008	CTOURN	N	Texas Southern	SWAC	W	67	49		20	9	W 6	Fair Park Arena	texas-southern	alabama-state	2008
30	Fri, Mar 14, 2008	CTOURN	N	Jackson State	SWAC	L	72	77	OT	20	10	L 1	Fair Park Arena	jackson-state	alabama-state	2008
31	Tue, Mar 18, 2008	NIT	@	Arizona State	Pac-10	L	53	64		20	11	L 2	Wells Fargo Arena	arizona-state	alabama-state	2008
1	Sat, Nov 10, 2007	REG	@	Bucknell	Patriot	L	52	55		0	1	L 1	Sojka Pavilion	bucknell	albany-ny	2008
2	Wed, Nov 14, 2007	REG	@	Central Connecticut State	NEC	W	63	60	OT	1	1	W 1	Detrick Gymnasium	central-connecticut-state	albany-ny	2008
3	Sat, Nov 17, 2007	REG		Columbia	Ivy	W	70	38		2	1	W 2	SEFCU Arena	columbia	albany-ny	2008
4	Tue, Nov 20, 2007	REG		Lehigh	Patriot	W	78	66		3	1	W 3	SEFCU Arena	lehigh	albany-ny	2008
5	Sun, Nov 25, 2007	REG		Sacred Heart	NEC	W	75	57		4	1	W 4	SEFCU Arena	sacred-heart	albany-ny	2008
6	Sat, Dec 1, 2007	REG	@	Siena	MAAC	L	71	75		4	2	L 1	Times Union Center 	siena	albany-ny	2008
