G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
20	Sat, Jan 20, 2007	REG		San Diego State	MWC	W	56	51		18	2	W 1	Clune Arena 	san-diego-state	air-force	2007
21	Tue, Jan 23, 2007	REG		Texas Christian	MWC	W	72	39		19	2	W 2	Clune Arena 	texas-christian	air-force	2007
22	Sat, Jan 27, 2007	REG	@	Brigham Young	MWC	L	52	61		19	3	L 1	Marriott Center	brigham-young	air-force	2007
23	Sat, Feb 3, 2007	REG		Wyoming	MWC	W	88	43		20	3	W 1	Clune Arena 	wyoming	air-force	2007
24	Tue, Feb 6, 2007	REG	@	San Diego State	MWC	L	41	62		20	4	L 1	Viejas Arena	san-diego-state	air-force	2007
25	Sat, Feb 10, 2007	REG	@	New Mexico	MWC	W	60	51		21	4	W 1	The Pit/Bob King Court	new-mexico	air-force	2007
26	Wed, Feb 14, 2007	REG		Utah	MWC	W	69	43		22	4	W 2	Clune Arena 	utah	air-force	2007
27	Sat, Feb 17, 2007	REG		Colorado State	MWC	W	67	58		23	4	W 3	Clune Arena 	colorado-state	air-force	2007
28	Tue, Feb 20, 2007	REG	@	Nevada-Las Vegas	MWC	L	50	60		23	5	L 1	Thomas & Mack Center	nevada-las-vegas	air-force	2007
29	Sat, Feb 24, 2007	REG	@	Texas Christian	MWC	L	66	71		23	6	L 2	Daniel-Meyer Coliseum	texas-christian	air-force	2007
30	Tue, Feb 27, 2007	REG		Brigham Young	MWC	L	58	62		23	7	L 3	Clune Arena 	brigham-young	air-force	2007
31	Thu, Mar 8, 2007	CTOURN	N	Wyoming	MWC	L	62	67		23	8	L 4	Thomas & Mack Center	wyoming	air-force	2007
32	Wed, Mar 14, 2007	NIT		Austin Peay	OVC	W	75	51		24	8	W 1	Clune Arena 	austin-peay	air-force	2007
33	Mon, Mar 19, 2007	NIT		Georgia	SEC	W	83	52		25	8	W 2	Clune Arena 	georgia	air-force	2007
34	Wed, Mar 21, 2007	NIT		DePaul	Big East	W	52	51		26	8	W 3	Clune Arena 	depaul	air-force	2007
35	Tue, Mar 27, 2007	NIT	N	Clemson	ACC	L	67	68		26	9	L 1	Madison Square Garden (IV)	clemson	air-force	2007
1	Mon, Nov 13, 2006	REG	N	Arkansas-Little Rock	Sun Belt	L	79	81		0	1	L 1	United Spirit Arena	arkansas-little-rock	akron	2007
2	Tue, Nov 14, 2006	REG	N	Gardner-Webb	A-Sun	W	89	61		1	1	W 1	United Spirit Arena	gardner-webb	akron	2007
3	Sun, Nov 19, 2006	REG		Tiffin		W	97	35		2	1	W 2	James A. Rhodes Arena	NA	akron	2007
4	Sat, Nov 25, 2006	REG	@	Niagara	MAAC	W	63	48		3	1	W 3	Gallagher Center	niagara	akron	2007
5	Sat, Dec 2, 2006	REG	@	Oral Roberts	Mid-Cont	W	61	59		4	1	W 4	Mabee Center	oral-roberts	akron	2007
6	Wed, Dec 6, 2006	REG	@	Binghamton	AEC	W	90	55		5	1	W 5	Events Center	binghamton	akron	2007
7	Sat, Dec 9, 2006	REG		Winston-Salem	Ind	W	79	67		6	1	W 6	James A. Rhodes Arena	winston-salem	akron	2007
8	Sat, Dec 16, 2006	REG	@	Illinois-Chicago	Horizon	L	80	86		6	2	L 1	UIC Pavilion	illinois-chicago	akron	2007
9	Tue, Dec 19, 2006	REG		Saint Francis (PA)	NEC	W	79	44		7	2	W 1	James A. Rhodes Arena	saint-francis-pa	akron	2007
10	Fri, Dec 22, 2006	REG		Nevada (25)	WAC	L	71	73		7	3	L 1	James A. Rhodes Arena	nevada	akron	2007
11	Fri, Dec 29, 2006	REG		Loyola Marymount	WCC	W	92	52		8	3	W 1	James A. Rhodes Arena	loyola-marymount	akron	2007
12	Tue, Jan 2, 2007	REG	@	Youngstown State	Horizon	W	70	61		9	3	W 2	Beeghly Center	youngstown-state	akron	2007
13	Sat, Jan 6, 2007	REG	@	Ohio	MAC	L	72	77		9	4	L 1	Convocation Center	ohio	akron	2007
14	Thu, Jan 11, 2007	REG		Miami (OH)	MAC	W	54	52		10	4	W 1	James A. Rhodes Arena	miami-oh	akron	2007
15	Sun, Jan 14, 2007	REG	@	Bowling Green State	MAC	W	83	62		11	4	W 2	Anderson Arena	bowling-green-state	akron	2007
16	Wed, Jan 17, 2007	REG		Kent State	MAC	W	78	68		12	4	W 3	James A. Rhodes Arena	kent-state	akron	2007
17	Sun, Jan 21, 2007	REG		Buffalo	MAC	W	66	59		13	4	W 4	James A. Rhodes Arena	buffalo	akron	2007
18	Wed, Jan 24, 2007	REG	@	Northern Illinois	MAC	W	87	64		14	4	W 5	Convocation Center	northern-illinois	akron	2007
19	Sat, Jan 27, 2007	REG		Western Michigan	MAC	W	69	36		15	4	W 6	James A. Rhodes Arena	western-michigan	akron	2007
20	Wed, Jan 31, 2007	REG	@	Eastern Michigan	MAC	W	70	60		16	4	W 7	Convocation Center	eastern-michigan	akron	2007
21	Sat, Feb 3, 2007	REG		Ball State	MAC	W	70	52		17	4	W 8	James A. Rhodes Arena	ball-state	akron	2007
22	Wed, Feb 7, 2007	REG		Central Michigan	MAC	W	78	71		18	4	W 9	James A. Rhodes Arena	central-michigan	akron	2007
23	Sat, Feb 10, 2007	REG	@	Toledo	MAC	L	65	68		18	5	L 1	John F. Savage Hall	toledo	akron	2007
24	Tue, Feb 13, 2007	REG		Ohio	MAC	W	79	48		19	5	W 1	James A. Rhodes Arena	ohio	akron	2007
25	Sat, Feb 17, 2007	REG		Austin Peay	OVC	W	74	57		20	5	W 2	James A. Rhodes Arena	austin-peay	akron	2007
26	Wed, Feb 21, 2007	REG	@	Miami (OH)	MAC	L	62	64	OT	20	6	L 1	Millett Hall	miami-oh	akron	2007
27	Sat, Feb 24, 2007	REG		Bowling Green State	MAC	W	93	87		21	6	W 1	James A. Rhodes Arena	bowling-green-state	akron	2007
28	Mon, Feb 26, 2007	REG	@	Duquesne	A-10	W	87	74		22	6	W 2	A.J. Palumbo Center	duquesne	akron	2007
29	Thu, Mar 1, 2007	REG	@	Buffalo	MAC	W	87	69		23	6	W 3	Alumni Arena	buffalo	akron	2007
30	Sun, Mar 4, 2007	REG	@	Kent State	MAC	W	66	64	OT	24	6	W 4	Memorial Athletic & Convocation Center	kent-state	akron	2007
31	Thu, Mar 8, 2007	CTOURN	N	Central Michigan	MAC	W	82	53		25	6	W 5	Quicken Loans Arena	central-michigan	akron	2007
32	Fri, Mar 9, 2007	CTOURN	N	Kent State	MAC	W	61	54		26	6	W 6	Quicken Loans Arena	kent-state	akron	2007
33	Sat, Mar 10, 2007	CTOURN	N	Miami (OH)	MAC	L	52	53		26	7	L 1	Quicken Loans Arena	miami-oh	akron	2007
1	Fri, Nov 10, 2006	REG		Jackson State	SWAC	W	96	65		1	0	W 1	Coleman Coliseum 	jackson-state	alabama	2007
2	Fri, Nov 17, 2006	REG	N	Middle Tennessee	Sun Belt	W	71	62		2	0	W 2	Virgin Islands Sport & Fitness Center 	middle-tennessee	alabama	2007
3	Sun, Nov 19, 2006	REG	N	Iowa	Big Ten	W	72	60		3	0	W 3	Virgin Islands Sport & Fitness Center 	iowa	alabama	2007
4	Mon, Nov 20, 2006	REG	N	Xavier	A-10	W	63	56		4	0	W 4	Virgin Islands Sport & Fitness Center 	xavier	alabama	2007
5	Sat, Nov 25, 2006	REG		Texas Southern	SWAC	W	74	44		5	0	W 5	Coleman Coliseum 	texas-southern	alabama	2007
6	Tue, Nov 28, 2006	REG		Louisiana-Monroe	Sun Belt	W	75	61		6	0	W 6	Coleman Coliseum 	louisiana-monroe	alabama	2007
7	Sat, Dec 2, 2006	REG		Tennessee State	OVC	W	78	60		7	0	W 7	Coleman Coliseum 	tennessee-state	alabama	2007
8	Thu, Dec 7, 2006	REG	@	Notre Dame	Big East	L	85	99		7	1	L 1	Purcell Pavilion at the Joyce Center	notre-dame	alabama	2007
9	Sat, Dec 9, 2006	REG		Alabama State	SWAC	W	92	58		8	1	W 1	Coleman Coliseum 	alabama-state	alabama	2007
10	Sat, Dec 16, 2006	REG	N	Southern Mississippi	CUSA	W	77	64		9	1	W 2	Mitchell Center	southern-mississippi	alabama	2007
11	Wed, Dec 20, 2006	REG	@	North Carolina State	ACC	W	82	75		10	1	W 3	RBC Center	north-carolina-state	alabama	2007
12	Sat, Dec 23, 2006	REG		Coppin State	MEAC	W	99	49		11	1	W 4	Coleman Coliseum 	coppin-state	alabama	2007
13	Fri, Dec 29, 2006	REG		Lipscomb	A-Sun	W	80	58		12	1	W 5	Coleman Coliseum 	lipscomb	alabama	2007
14	Mon, Jan 1, 2007	REG		Oklahoma	Big 12	W	70	55		13	1	W 6	Coleman Coliseum 	oklahoma	alabama	2007
15	Sat, Jan 6, 2007	REG	@	Arkansas	SEC	L	61	88		13	2	L 1	Bud Walton Arena	arkansas	alabama	2007
16	Tue, Jan 9, 2007	REG		Louisiana State (13)	SEC	W	71	61		14	2	W 1	Coleman Coliseum 	louisiana-state	alabama	2007
17	Wed, Jan 17, 2007	REG	@	Vanderbilt	SEC	L	73	94		14	3	L 1	Memorial Gymnasium	vanderbilt	alabama	2007
18	Sat, Jan 20, 2007	REG		Georgia	SEC	W	78	76		15	3	W 1	Coleman Coliseum 	georgia	alabama	2007
19	Tue, Jan 23, 2007	REG	@	Auburn	SEC	L	57	81		15	4	L 1	Beard-Eaves-Memorial	auburn	alabama	2007
20	Sat, Jan 27, 2007	REG		Arkansas	SEC	L	57	63		15	5	L 2	Coleman Coliseum 	arkansas	alabama	2007
21	Wed, Jan 31, 2007	REG	@	Louisiana State	SEC	W	73	70		16	5	W 1	Maravich Assembly Center	louisiana-state	alabama	2007
22	Sat, Feb 3, 2007	REG		South Carolina	SEC	W	64	61		17	5	W 2	Coleman Coliseum 	south-carolina	alabama	2007
23	Wed, Feb 7, 2007	REG		Mississippi State	SEC	W	80	79		18	5	W 3	Coleman Coliseum 	mississippi-state	alabama	2007
24	Sat, Feb 10, 2007	REG	@	Mississippi	SEC	L	69	75		18	6	L 1	C.M. Tad Smith Coliseum	mississippi	alabama	2007
25	Wed, Feb 14, 2007	REG	@	Florida (1)	SEC	L	67	76		18	7	L 2	Stephen C. O'Connell Center	florida	alabama	2007
26	Sat, Feb 17, 2007	REG		Kentucky (20)	SEC	W	72	61		19	7	W 1	Coleman Coliseum 	kentucky	alabama	2007
27	Wed, Feb 21, 2007	REG	@	Tennessee	SEC	L	66	69	OT	19	8	L 1	Thompson-Boling Arena	tennessee	alabama	2007
28	Sat, Feb 24, 2007	REG		Auburn	SEC	L	77	86		19	9	L 2	Coleman Coliseum 	auburn	alabama	2007
29	Wed, Feb 28, 2007	REG		Mississippi	SEC	W	69	58		20	9	W 1	Coleman Coliseum 	mississippi	alabama	2007
30	Sun, Mar 4, 2007	REG	@	Mississippi State	SEC	L	67	91		20	10	L 1	Humphrey Coliseum	mississippi-state	alabama	2007
31	Thu, Mar 8, 2007	CTOURN	N	Kentucky	SEC	L	67	79		20	11	L 2	Georgia Dome	kentucky	alabama	2007
32	Tue, Mar 13, 2007	NIT	@	Massachusetts	A-10	L	87	89	OT	20	12	L 3	Mullins Center	massachusetts	alabama	2007
1	Fri, Nov 10, 2006	REG	N	IUPUI	Mid-Cont	L	47	86		0	1	L 1	Value City Arena	iupui	alabama-am	2007
2	Sat, Nov 11, 2006	REG	N	South Dakota State	Ind	W	70	66		1	1	W 1	Value City Arena	south-dakota-state	alabama-am	2007
3	Sun, Nov 12, 2006	REG	N	Princeton	Ivy	L	39	56		1	2	L 1	Value City Arena	princeton	alabama-am	2007
4	Sat, Nov 18, 2006	REG		Paul Quinn		W	87	59		2	2	W 1	Elmore Health Science Building 	NA	alabama-am	2007
5	Mon, Nov 20, 2006	REG		Stillman		W	65	64		3	2	W 2	Elmore Health Science Building 	NA	alabama-am	2007
6	Fri, Nov 24, 2006	REG	@	Georgia	SEC	L	36	80		3	3	L 1	Stegeman Coliseum	georgia	alabama-am	2007
7	Mon, Nov 27, 2006	REG		Oakwood		W	84	63		4	3	W 1	Elmore Health Science Building 	NA	alabama-am	2007
8	Sat, Dec 2, 2006	REG		Tuskegee		W	59	57		5	3	W 2	Elmore Health Science Building 	NA	alabama-am	2007
9	Sun, Dec 17, 2006	REG	@	Nebraska	Big 12	L	55	82		5	4	L 1	Bob Devaney Sports Center	nebraska	alabama-am	2007
10	Fri, Dec 22, 2006	REG	@	Mississippi	SEC	L	57	81		5	5	L 2	C.M. Tad Smith Coliseum	mississippi	alabama-am	2007
11	Fri, Dec 29, 2006	REG	@	Vanderbilt	SEC	L	47	86		5	6	L 3	Memorial Gymnasium	vanderbilt	alabama-am	2007
12	Tue, Jan 2, 2007	REG		Grambling	SWAC	L	52	63		5	7	L 4	Elmore Health Science Building 	grambling	alabama-am	2007
13	Thu, Jan 4, 2007	REG		Jackson State	SWAC	L	52	68		5	8	L 5	Elmore Health Science Building 	jackson-state	alabama-am	2007
14	Sat, Jan 6, 2007	REG	@	Mississippi Valley State	SWAC	L	41	55		5	9	L 6	Harrison HPER Complex	mississippi-valley-state	alabama-am	2007
15	Mon, Jan 8, 2007	REG	@	Arkansas-Pine Bluff	SWAC	L	45	52		5	10	L 7	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2007
16	Sat, Jan 13, 2007	REG		Alabama State	SWAC	W	61	55		6	10	W 1	Elmore Health Science Building 	alabama-state	alabama-am	2007
17	Sat, Jan 20, 2007	REG		Alcorn State	SWAC	L	58	59		6	11	L 1	Elmore Health Science Building 	alcorn-state	alabama-am	2007
18	Mon, Jan 22, 2007	REG		Southern	SWAC	W	68	63		7	11	W 1	Elmore Health Science Building 	southern	alabama-am	2007
19	Sat, Jan 27, 2007	REG	@	Texas Southern	SWAC	L	66	68		7	12	L 1	Health & Physical Education Arena	texas-southern	alabama-am	2007
20	Mon, Jan 29, 2007	REG	@	Prairie View	SWAC	L	58	60		7	13	L 2	William J. Nicks Building	prairie-view	alabama-am	2007
21	Sat, Feb 3, 2007	REG		Mississippi Valley State	SWAC	L	54	65		7	14	L 3	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2007
22	Mon, Feb 5, 2007	REG		Arkansas-Pine Bluff	SWAC	L	65	66	OT	7	15	L 4	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2007
23	Sat, Feb 10, 2007	REG	@	Alabama State	SWAC	L	70	74		7	16	L 5	ASU Acadome	alabama-state	alabama-am	2007
24	Mon, Feb 12, 2007	REG		Winston-Salem	Ind	W	79	63		8	16	W 1	Elmore Health Science Building 	winston-salem	alabama-am	2007
25	Sat, Feb 17, 2007	REG	@	Alcorn State	SWAC	L	77	86		8	17	L 1	Davey L. Whitney Complex	alcorn-state	alabama-am	2007
26	Mon, Feb 19, 2007	REG	@	Southern	SWAC	L	60	62		8	18	L 2	F. G. Clark Activity Center	southern	alabama-am	2007
27	Sat, Feb 24, 2007	REG		Texas Southern	SWAC	W	79	73		9	18	W 1	Elmore Health Science Building 	texas-southern	alabama-am	2007
28	Mon, Feb 26, 2007	REG		Prairie View	SWAC	W	86	66		10	18	W 2	Elmore Health Science Building 	prairie-view	alabama-am	2007
29	Thu, Mar 1, 2007	REG	@	Grambling	SWAC	L	69	93		10	19	L 1	HPER Complex	grambling	alabama-am	2007
30	Sat, Mar 3, 2007	REG	@	Jackson State	SWAC	L	70	81		10	20	L 2	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2007
1	Fri, Nov 10, 2006	REG	N	Washington State	Pac-10	L	60	71		0	1	L 1	U.S. Cellular Arena	washington-state	alabama-birmingham	2007
2	Sat, Nov 11, 2006	REG	N	Radford	Big South	W	76	63		1	1	W 1	U.S. Cellular Arena	radford	alabama-birmingham	2007
3	Sun, Nov 12, 2006	REG	@	Milwaukee	Horizon	W	75	60		2	1	W 2	U.S. Cellular Arena	milwaukee	alabama-birmingham	2007
4	Sat, Nov 18, 2006	REG	@	Wyoming	MWC	L	87	93		2	2	L 1	Arena-Auditorium	wyoming	alabama-birmingham	2007
5	Wed, Nov 22, 2006	REG		Wyoming	MWC	W	92	71		3	2	W 1	Bartow Arena	wyoming	alabama-birmingham	2007
6	Tue, Nov 28, 2006	REG	@	Western Kentucky	Sun Belt	L	54	69		3	3	L 1	E.A. Diddle Arena	western-kentucky	alabama-birmingham	2007
7	Sat, Dec 2, 2006	REG	@	Cincinnati	Big East	W	59	57		4	3	W 1	Fifth Third Arena	cincinnati	alabama-birmingham	2007
8	Tue, Dec 5, 2006	REG		Minnesota	Big Ten	W	88	81	2OT	5	3	W 2	Bartow Arena	minnesota	alabama-birmingham	2007
9	Sat, Dec 9, 2006	REG		DePaul	Big East	W	58	57	OT	6	3	W 3	Bartow Arena	depaul	alabama-birmingham	2007
10	Sat, Dec 16, 2006	REG	@	Virginia Commonwealth	CAA	L	44	53		6	4	L 1	Alltel Pavilion at the Stuart C. Siegel Center	virginia-commonwealth	alabama-birmingham	2007
11	Mon, Dec 18, 2006	REG	@	Old Dominion	CAA	L	42	56		6	5	L 2	Ted Constant Convocation Ctr.	old-dominion	alabama-birmingham	2007
12	Sat, Dec 23, 2006	REG		Winston-Salem	Ind	W	84	53		7	5	W 1	Bartow Arena	winston-salem	alabama-birmingham	2007
13	Wed, Dec 27, 2006	REG		South Florida	Big East	W	78	62		8	5	W 2	Bartow Arena	south-florida	alabama-birmingham	2007
14	Sat, Dec 30, 2006	REG	N	Florida (3)	SEC	L	70	75		8	6	L 1	BankUnited Center	florida	alabama-birmingham	2007
15	Sat, Jan 6, 2007	REG	@	Texas-El Paso	CUSA	L	63	76		8	7	L 2	Don Haskins Center	texas-el-paso	alabama-birmingham	2007
16	Wed, Jan 10, 2007	REG		Central Florida	CUSA	W	74	64	OT	9	7	W 1	Bartow Arena	central-florida	alabama-birmingham	2007
17	Sat, Jan 13, 2007	REG	@	Tulane	CUSA	W	67	60		10	7	W 2	Avron B. Fogelman Arena	tulane	alabama-birmingham	2007
18	Tue, Jan 16, 2007	REG	@	Memphis (17)	CUSA	L	54	79		10	8	L 1	FedExForum	memphis	alabama-birmingham	2007
19	Sat, Jan 20, 2007	REG		Southern Mississippi	CUSA	L	55	57	OT	10	9	L 2	Bartow Arena	southern-mississippi	alabama-birmingham	2007
20	Sat, Jan 27, 2007	REG	@	East Carolina	CUSA	W	58	42		11	9	W 1	Williams Arena at Minges Coliseum	east-carolina	alabama-birmingham	2007
21	Wed, Jan 31, 2007	REG		Southern Methodist	CUSA	L	56	60		11	10	L 1	Bartow Arena	southern-methodist	alabama-birmingham	2007
22	Sat, Feb 3, 2007	REG	@	Marshall	CUSA	L	54	61		11	11	L 2	Henderson Center	marshall	alabama-birmingham	2007
23	Thu, Feb 8, 2007	REG		Memphis (8)	CUSA	L	56	70		11	12	L 3	Bartow Arena	memphis	alabama-birmingham	2007
24	Sat, Feb 10, 2007	REG		Texas-El Paso	CUSA	W	73	64		12	12	W 1	Bartow Arena	texas-el-paso	alabama-birmingham	2007
25	Wed, Feb 14, 2007	REG		Rice	CUSA	W	84	73		13	12	W 2	Bartow Arena	rice	alabama-birmingham	2007
26	Sat, Feb 17, 2007	REG	@	Houston	CUSA	L	64	70		13	13	L 1	Hofheinz Pavilion	houston	alabama-birmingham	2007
27	Wed, Feb 21, 2007	REG	@	Tulsa	CUSA	W	62	57		14	13	W 1	Donald W. Reynolds Center	tulsa	alabama-birmingham	2007
28	Sat, Feb 24, 2007	REG		Marshall	CUSA	W	70	57		15	13	W 2	Bartow Arena	marshall	alabama-birmingham	2007
29	Wed, Feb 28, 2007	REG	@	Southern Mississippi	CUSA	L	68	76		15	14	L 1	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2007
30	Sat, Mar 3, 2007	REG		Tulane	CUSA	L	74	76		15	15	L 2	Bartow Arena	tulane	alabama-birmingham	2007
31	Wed, Mar 7, 2007	CTOURN	N	Marshall	CUSA	L	52	53		15	16	L 3	FedExForum	marshall	alabama-birmingham	2007
1	Sat, Nov 18, 2006	REG	@	Southern Mississippi	CUSA	L	43	80		0	1	L 1	Reed Green Coliseum	southern-mississippi	alabama-state	2007
2	Tue, Nov 21, 2006	REG	@	Georgia State	CAA	L	59	70		0	2	L 2	GSU Sports Arena	georgia-state	alabama-state	2007
3	Fri, Nov 24, 2006	REG		Tuskegee		W	80	77		1	2	W 1	ASU Acadome	NA	alabama-state	2007
4	Mon, Nov 27, 2006	REG		Troy	Sun Belt	W	63	56		2	2	W 2	ASU Acadome	troy	alabama-state	2007
5	Thu, Nov 30, 2006	REG	@	Missouri State	MVC	L	49	89		2	3	L 1	Hammons Student Center	missouri-state	alabama-state	2007
6	Fri, Dec 1, 2006	REG	N	Santa Clara	WCC	L	45	71		2	4	L 2	Hammons Student Center	santa-clara	alabama-state	2007
7	Sat, Dec 9, 2006	REG	@	Alabama (4)	SEC	L	58	92		2	5	L 3	Coleman Coliseum 	alabama	alabama-state	2007
8	Sat, Dec 16, 2006	REG		Georgia State	CAA	L	56	64		2	6	L 4	ASU Acadome	georgia-state	alabama-state	2007
9	Mon, Dec 18, 2006	REG	@	Mississippi State	SEC	L	59	74		2	7	L 5	Humphrey Coliseum	mississippi-state	alabama-state	2007
10	Fri, Dec 29, 2006	REG	N	Colorado State	MWC	L	56	61		2	8	L 6	The McKenzie Arena	colorado-state	alabama-state	2007
11	Sat, Dec 30, 2006	REG	N	Kennesaw State	A-Sun	L	72	78		2	9	L 7	The McKenzie Arena	kennesaw-state	alabama-state	2007
12	Tue, Jan 2, 2007	REG		Jackson State	SWAC	L	68	81		2	10	L 8	ASU Acadome	jackson-state	alabama-state	2007
13	Thu, Jan 4, 2007	REG		Grambling	SWAC	W	76	66		3	10	W 1	ASU Acadome	grambling	alabama-state	2007
14	Sat, Jan 6, 2007	REG	@	Arkansas-Pine Bluff	SWAC	W	46	43		4	10	W 2	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2007
15	Mon, Jan 8, 2007	REG	@	Mississippi Valley State	SWAC	L	57	59		4	11	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-state	2007
16	Sat, Jan 13, 2007	REG	@	Alabama A&M	SWAC	L	55	61		4	12	L 2	Elmore Health Science Building 	alabama-am	alabama-state	2007
17	Sat, Jan 20, 2007	REG		Southern	SWAC	W	49	44		5	12	W 1	ASU Acadome	southern	alabama-state	2007
18	Mon, Jan 22, 2007	REG		Alcorn State	SWAC	L	77	80	OT	5	13	L 1	ASU Acadome	alcorn-state	alabama-state	2007
19	Sat, Jan 27, 2007	REG	@	Prairie View	SWAC	L	47	50		5	14	L 2	William J. Nicks Building	prairie-view	alabama-state	2007
20	Mon, Jan 29, 2007	REG	@	Texas Southern	SWAC	W	78	61		6	14	W 1	Health & Physical Education Arena	texas-southern	alabama-state	2007
21	Sat, Feb 3, 2007	REG		Arkansas-Pine Bluff	SWAC	W	60	56		7	14	W 2	ASU Acadome	arkansas-pine-bluff	alabama-state	2007
22	Mon, Feb 5, 2007	REG		Mississippi Valley State	SWAC	L	44	52		7	15	L 1	ASU Acadome	mississippi-valley-state	alabama-state	2007
23	Sat, Feb 10, 2007	REG		Alabama A&M	SWAC	W	74	70		8	15	W 1	ASU Acadome	alabama-am	alabama-state	2007
24	Sat, Feb 17, 2007	REG	@	Southern	SWAC	W	71	58		9	15	W 2	F. G. Clark Activity Center	southern	alabama-state	2007
25	Mon, Feb 19, 2007	REG	@	Alcorn State	SWAC	L	65	66		9	16	L 1	Davey L. Whitney Complex	alcorn-state	alabama-state	2007
26	Sat, Feb 24, 2007	REG		Prairie View	SWAC	L	60	74		9	17	L 2	ASU Acadome	prairie-view	alabama-state	2007
27	Mon, Feb 26, 2007	REG		Texas Southern	SWAC	W	72	67		10	17	W 1	ASU Acadome	texas-southern	alabama-state	2007
28	Thu, Mar 1, 2007	REG	@	Jackson State	SWAC	L	65	69		10	18	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2007
29	Sat, Mar 3, 2007	REG	@	Grambling	SWAC	L	70	76		10	19	L 2	HPER Complex	grambling	alabama-state	2007
30	Wed, Mar 7, 2007	CTOURN	N	Mississippi Valley State	SWAC	L	52	62		10	20	L 3	Fair Park Arena	mississippi-valley-state	alabama-state	2007
1	Sat, Nov 11, 2006	REG		Bucknell	Patriot	W	55	49		1	0	W 1	SEFCU Arena	bucknell	albany-ny	2007
2	Fri, Nov 17, 2006	REG		Delaware	CAA	W	87	67		2	0	W 2	SEFCU Arena	delaware	albany-ny	2007
3	Tue, Nov 21, 2006	REG	@	Sacred Heart	NEC	L	71	90		2	1	L 1	William H. Pitt Center	sacred-heart	albany-ny	2007
4	Sun, Nov 26, 2006	REG	@	Connecticut (18)	Big East	L	55	86		2	2	L 2	Harry A. Gampel Pavilion	connecticut	albany-ny	2007
5	Sat, Dec 2, 2006	REG	@	Siena	MAAC	L	75	76	2OT	2	3	L 3	Times Union Center 	siena	albany-ny	2007
6	Wed, Dec 6, 2006	REG		Virginia Commonwealth	CAA	L	57	75		2	4	L 4	SEFCU Arena	virginia-commonwealth	albany-ny	2007
