G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
20	Wed, Jan 30, 2013	REG	@	Bowling Green State	MAC	W	68	55		16	4	W 12	Stroh Center	bowling-green-state	akron	2013
21	Sat, Feb 2, 2013	REG		Ohio	MAC	W	86	72		17	4	W 13	James A. Rhodes Arena	ohio	akron	2013
22	Tue, Feb 5, 2013	REG		Central Michigan	MAC	W	68	56		18	4	W 14	James A. Rhodes Arena	central-michigan	akron	2013
23	Sat, Feb 9, 2013	REG	@	Miami (OH)	MAC	W	54	50		19	4	W 15	Millett Hall	miami-oh	akron	2013
24	Wed, Feb 13, 2013	REG	@	Eastern Michigan	MAC	W	70	62		20	4	W 16	Convocation Center	eastern-michigan	akron	2013
25	Sat, Feb 16, 2013	REG		Bowling Green State	MAC	W	67	50		21	4	W 17	James A. Rhodes Arena	bowling-green-state	akron	2013
26	Fri, Feb 22, 2013	REG		North Dakota State	Summit	W	68	53		22	4	W 18	James A. Rhodes Arena	north-dakota-state	akron	2013
27	Wed, Feb 27, 2013	REG	@	Ohio	MAC	W	88	81	OT	23	4	W 19	Convocation Center	ohio	akron	2013
28	Sat, Mar 2, 2013	REG	@	Buffalo	MAC	L	67	81		23	5	L 1	Alumni Arena	buffalo	akron	2013
29	Tue, Mar 5, 2013	REG		Miami (OH)	MAC	W	72	58		24	5	W 1	James A. Rhodes Arena	miami-oh	akron	2013
30	Fri, Mar 8, 2013	REG		Kent State	MAC	L	64	68		24	6	L 1	James A. Rhodes Arena	kent-state	akron	2013
31	Fri, Mar 15, 2013	CTOURN	N	Kent State	MAC	W	62	59		25	6	W 1		kent-state	akron	2013
32	Sat, Mar 16, 2013	CTOURN	N	Ohio	MAC	W	65	46		26	6	W 2		ohio	akron	2013
33	Thu, Mar 21, 2013	NCAA	N	Virginia Commonwealth	A-10	L	42	88		26	7	L 1	Palace of Auburn Hills	virginia-commonwealth	akron	2013
1	Fri, Nov 9, 2012	REG		South Dakota State	Summit	W	70	67		1	0	W 1	Coleman Coliseum 	south-dakota-state	alabama	2013
2	Sun, Nov 11, 2012	REG		West Alabama		W	80	49		2	0	W 2	Coleman Coliseum 	NA	alabama	2013
3	Thu, Nov 15, 2012	REG	N	Oregon State	Pac-12	W	65	62		3	0	W 3		oregon-state	alabama	2013
4	Fri, Nov 16, 2012	REG	N	Villanova	Big East	W	77	55		4	0	W 4		villanova	alabama	2013
5	Fri, Nov 23, 2012	REG		Charleston Southern	Big South	W	59	46		5	0	W 5	Coleman Coliseum 	charleston-southern	alabama	2013
6	Tue, Nov 27, 2012	REG		Lamar	Southland	W	75	47		6	0	W 6	Coleman Coliseum 	lamar	alabama	2013
7	Sat, Dec 1, 2012	REG	@	Cincinnati (17)	Big East	L	56	58		6	1	L 1	Fifth Third Arena	cincinnati	alabama	2013
8	Wed, Dec 5, 2012	REG		Dayton	A-10	L	76	81		6	2	L 2	Coleman Coliseum 	dayton	alabama	2013
9	Sat, Dec 15, 2012	REG	@	Virginia Commonwealth	A-10	L	54	73		6	3	L 3	Alltel Pavilion at the Stuart C. Siegel Center	virginia-commonwealth	alabama	2013
10	Wed, Dec 19, 2012	REG	@	Texas Tech	Big 12	W	66	62		7	3	W 1	United Spirit Arena	texas-tech	alabama	2013
11	Sat, Dec 22, 2012	REG		Mercer	A-Sun	L	59	66		7	4	L 1	Coleman Coliseum 	mercer	alabama	2013
12	Sun, Dec 30, 2012	REG		Tulane	CUSA	L	50	53		7	5	L 2	Coleman Coliseum 	tulane	alabama	2013
13	Sat, Jan 5, 2013	REG		Oakland	Summit	W	65	45		8	5	W 1	Coleman Coliseum 	oakland	alabama	2013
14	Tue, Jan 8, 2013	REG	@	Missouri (10)	SEC	L	68	84		8	6	L 1	Mizzou Arena	missouri	alabama	2013
15	Sat, Jan 12, 2013	REG		Tennessee	SEC	W	68	65		9	6	W 1	Coleman Coliseum 	tennessee	alabama	2013
16	Wed, Jan 16, 2013	REG	@	Mississippi State	SEC	W	75	43		10	6	W 2	Humphrey Coliseum	mississippi-state	alabama	2013
17	Sat, Jan 19, 2013	REG		Texas A&M	SEC	W	50	49		11	6	W 3	Coleman Coliseum 	texas-am	alabama	2013
18	Tue, Jan 22, 2013	REG		Kentucky	SEC	W	59	55		12	6	W 4	Coleman Coliseum 	kentucky	alabama	2013
19	Sat, Jan 26, 2013	REG	@	Tennessee	SEC	L	53	54		12	7	L 1	Thompson-Boling Arena	tennessee	alabama	2013
20	Thu, Jan 31, 2013	REG		Arkansas	SEC	W	59	56		13	7	W 1	Coleman Coliseum 	arkansas	alabama	2013
21	Sat, Feb 2, 2013	REG	@	Vanderbilt	SEC	W	58	54		14	7	W 2	Memorial Gymnasium	vanderbilt	alabama	2013
22	Wed, Feb 6, 2013	REG	@	Auburn	SEC	L	37	49		14	8	L 1	Auburn Arena	auburn	alabama	2013
23	Sat, Feb 9, 2013	REG		Louisiana State	SEC	W	60	57		15	8	W 1	Coleman Coliseum 	louisiana-state	alabama	2013
24	Tue, Feb 12, 2013	REG	@	Georgia	SEC	W	52	45		16	8	W 2	Stegeman Coliseum	georgia	alabama	2013
25	Sat, Feb 16, 2013	REG		South Carolina	SEC	W	68	58		17	8	W 3	Coleman Coliseum 	south-carolina	alabama	2013
26	Wed, Feb 20, 2013	REG		Mississippi State	SEC	W	64	56		18	8	W 4	Coleman Coliseum 	mississippi-state	alabama	2013
27	Sat, Feb 23, 2013	REG	@	Louisiana State	SEC	L	94	97	3OT	18	9	L 1	Maravich Assembly Center	louisiana-state	alabama	2013
28	Tue, Feb 26, 2013	REG		Auburn	SEC	W	61	43		19	9	W 1	Coleman Coliseum 	auburn	alabama	2013
29	Sat, Mar 2, 2013	REG	@	Florida (8)	SEC	L	52	64		19	10	L 1	Stephen C. O'Connell Center	florida	alabama	2013
30	Tue, Mar 5, 2013	REG	@	Mississippi	SEC	L	83	87		19	11	L 2	C.M. Tad Smith Coliseum	mississippi	alabama	2013
31	Sat, Mar 9, 2013	REG		Georgia	SEC	W	61	58		20	11	W 1	Coleman Coliseum 	georgia	alabama	2013
32	Fri, Mar 15, 2013	CTOURN	N	Tennessee	SEC	W	58	48		21	11	W 2		tennessee	alabama	2013
33	Sat, Mar 16, 2013	CTOURN	N	Florida (14)	SEC	L	51	61		21	12	L 1	Bridgestone Arena	florida	alabama	2013
34	Tue, Mar 19, 2013	NIT		Northeastern	CAA	W	62	43		22	12	W 1	Coleman Coliseum 	northeastern	alabama	2013
35	Sat, Mar 23, 2013	NIT		Stanford	Pac-12	W	66	54		23	12	W 2	Coleman Coliseum 	stanford	alabama	2013
36	Tue, Mar 26, 2013	NIT		Maryland	ACC	L	57	58		23	13	L 1	Coleman Coliseum 	maryland	alabama	2013
1	Fri, Nov 9, 2012	REG		Miles		W	68	48		1	0	W 1	Elmore Health Science Building 	NA	alabama-am	2013
2	Mon, Nov 12, 2012	REG	@	Iowa State	Big 12	L	40	98		1	1	L 1	James H. Hilton Coliseum 	iowa-state	alabama-am	2013
3	Thu, Nov 15, 2012	REG	@	Jacksonville State	OVC	L	61	79		1	2	L 2	Pete Mathews Coliseum	jacksonville-state	alabama-am	2013
4	Tue, Nov 20, 2012	REG		Oakwood		W	103	77		2	2	W 1	Elmore Health Science Building 	NA	alabama-am	2013
5	Mon, Nov 26, 2012	REG	@	Evansville	MVC	L	46	72		2	3	L 1	Ford Center	evansville	alabama-am	2013
6	Sat, Dec 1, 2012	REG		Tennessee State	OVC	L	72	83		2	4	L 2	Elmore Health Science Building 	tennessee-state	alabama-am	2013
7	Sat, Dec 8, 2012	REG	@	Mercer	A-Sun	L	46	65		2	5	L 3	University Center	mercer	alabama-am	2013
8	Sat, Dec 15, 2012	REG	@	Vanderbilt	SEC	L	46	71		2	6	L 4	Memorial Gymnasium	vanderbilt	alabama-am	2013
9	Tue, Dec 18, 2012	REG		Missouri State	MVC	W	59	47		3	6	W 1	Elmore Health Science Building 	missouri-state	alabama-am	2013
10	Sat, Dec 22, 2012	REG	N	Arkansas	SEC	L	68	95		3	7	L 1		arkansas	alabama-am	2013
11	Sun, Dec 30, 2012	REG	@	Mississippi State	SEC	W	59	57		4	7	W 1	Humphrey Coliseum	mississippi-state	alabama-am	2013
12	Wed, Jan 2, 2013	REG		Grambling	SWAC	W	78	53		5	7	W 2	Elmore Health Science Building 	grambling	alabama-am	2013
13	Fri, Jan 4, 2013	REG		Jackson State	SWAC	W	88	87	2OT	6	7	W 3	Elmore Health Science Building 	jackson-state	alabama-am	2013
14	Sun, Jan 6, 2013	REG	@	Mississippi Valley State	SWAC	L	68	79		6	8	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-am	2013
15	Tue, Jan 8, 2013	REG	@	Arkansas-Pine Bluff	SWAC	L	61	77		6	9	L 2		arkansas-pine-bluff	alabama-am	2013
16	Sat, Jan 12, 2013	REG		Alabama State	SWAC	W	64	57		7	9	W 1	Elmore Health Science Building 	alabama-state	alabama-am	2013
17	Sat, Jan 19, 2013	REG		Alcorn State	SWAC	L	59	69		7	10	L 1	Elmore Health Science Building 	alcorn-state	alabama-am	2013
18	Mon, Jan 21, 2013	REG		Southern	SWAC	L	68	82		7	11	L 2	Elmore Health Science Building 	southern	alabama-am	2013
19	Sat, Jan 26, 2013	REG	@	Texas Southern	SWAC	L	56	89		7	12	L 3	Health & Physical Education Arena	texas-southern	alabama-am	2013
20	Mon, Jan 28, 2013	REG	@	Prairie View	SWAC	L	46	65		7	13	L 4	William J. Nicks Building	prairie-view	alabama-am	2013
21	Sat, Feb 2, 2013	REG		Mississippi Valley State	SWAC	W	65	64		8	13	W 1	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2013
22	Mon, Feb 4, 2013	REG		Arkansas-Pine Bluff	SWAC	L	67	76		8	14	L 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2013
23	Sat, Feb 9, 2013	REG	@	Alabama State	SWAC	L	62	69		8	15	L 2		alabama-state	alabama-am	2013
24	Sat, Feb 16, 2013	REG	@	Alcorn State	SWAC	W	72	65		9	15	W 1	Davey L. Whitney Complex	alcorn-state	alabama-am	2013
25	Mon, Feb 18, 2013	REG	@	Southern	SWAC	L	67	81		9	16	L 1	F. G. Clark Activity Center	southern	alabama-am	2013
26	Sat, Feb 23, 2013	REG		Texas Southern	SWAC	L	62	64		9	17	L 2	Elmore Health Science Building 	texas-southern	alabama-am	2013
27	Mon, Feb 25, 2013	REG		Prairie View	SWAC	L	57	61	OT	9	18	L 3	Elmore Health Science Building 	prairie-view	alabama-am	2013
28	Thu, Feb 28, 2013	REG	@	Grambling	SWAC	W	74	47		10	18	W 1	HPER Complex	grambling	alabama-am	2013
29	Sat, Mar 2, 2013	REG	@	Jackson State	SWAC	L	57	60		10	19	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2013
30	Wed, Mar 13, 2013	CTOURN	N	Grambling	SWAC	W	59	51		11	19	W 1		grambling	alabama-am	2013
31	Fri, Mar 15, 2013	CTOURN	N	Southern	SWAC	L	59	72		11	20	L 1	Curtis Culwell Center	southern	alabama-am	2013
1	Sat, Nov 10, 2012	REG		Young Harris		W	105	59		1	0	W 1	Bartow Arena	NA	alabama-birmingham	2013
2	Wed, Nov 14, 2012	REG	@	Creighton (15)	MVC	L	60	77		1	1	L 1	Qwest Center OMAHA	creighton	alabama-birmingham	2013
3	Sun, Nov 18, 2012	REG		Navy	Patriot	W	82	63		2	1	W 1	Bartow Arena	navy	alabama-birmingham	2013
4	Tue, Nov 20, 2012	REG		Prairie View	SWAC	W	76	70		3	1	W 2	Bartow Arena	prairie-view	alabama-birmingham	2013
5	Fri, Nov 23, 2012	REG	N	Illinois State	MVC	L	65	77		3	2	L 1		illinois-state	alabama-birmingham	2013
6	Sat, Nov 24, 2012	REG	N	Texas Christian	Big 12	L	73	76		3	3	L 2	South Padre Island Convention Centre	texas-christian	alabama-birmingham	2013
7	Tue, Nov 27, 2012	REG	@	Troy	Sun Belt	W	75	55		4	3	W 1	Trojan Arena	troy	alabama-birmingham	2013
8	Sat, Dec 1, 2012	REG	@	North Carolina (14)	ACC	L	84	102		4	4	L 1	Smith Center	north-carolina	alabama-birmingham	2013
9	Wed, Dec 5, 2012	REG	@	Middle Tennessee	Sun Belt	L	64	84		4	5	L 2	Murphy Athletic Center	middle-tennessee	alabama-birmingham	2013
10	Sat, Dec 8, 2012	REG		South Alabama	Sun Belt	W	92	78		5	5	W 1	Bartow Arena	south-alabama	alabama-birmingham	2013
11	Sun, Dec 16, 2012	REG	@	Rutgers	Big East	L	79	88		5	6	L 1	Louis Brown Athletic Center	rutgers	alabama-birmingham	2013
12	Thu, Dec 20, 2012	REG		Louisiana-Monroe	Sun Belt	W	76	69		6	6	W 1	Bartow Arena	louisiana-monroe	alabama-birmingham	2013
13	Sat, Dec 29, 2012	REG		Northeastern	CAA	W	83	63		7	6	W 2	Bartow Arena	northeastern	alabama-birmingham	2013
14	Wed, Jan 2, 2013	REG		Georgia Southern	Southern	W	65	61		8	6	W 3	Bartow Arena	georgia-southern	alabama-birmingham	2013
15	Sat, Jan 5, 2013	REG	@	Dayton	A-10	L	71	78		8	7	L 1	University of Dayton Arena	dayton	alabama-birmingham	2013
16	Wed, Jan 9, 2013	REG	@	Central Florida	CUSA	L	48	64		8	8	L 2	New UCF Arena	central-florida	alabama-birmingham	2013
17	Sat, Jan 12, 2013	REG		Memphis	CUSA	L	53	69		8	9	L 3	Bartow Arena	memphis	alabama-birmingham	2013
18	Sat, Jan 19, 2013	REG	@	Southern Mississippi	CUSA	L	59	74		8	10	L 4	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2013
19	Wed, Jan 23, 2013	REG		East Carolina	CUSA	L	85	91		8	11	L 5	Bartow Arena	east-carolina	alabama-birmingham	2013
20	Sat, Jan 26, 2013	REG	@	Houston	CUSA	L	61	66		8	12	L 6	Hofheinz Pavilion	houston	alabama-birmingham	2013
21	Wed, Jan 30, 2013	REG		Texas-El Paso	CUSA	W	78	72	OT	9	12	W 1	Bartow Arena	texas-el-paso	alabama-birmingham	2013
22	Sat, Feb 2, 2013	REG		Southern Mississippi	CUSA	L	75	79		9	13	L 1	Bartow Arena	southern-mississippi	alabama-birmingham	2013
23	Wed, Feb 6, 2013	REG	@	Tulsa	CUSA	W	70	63		10	13	W 1	Donald W. Reynolds Center	tulsa	alabama-birmingham	2013
24	Sat, Feb 9, 2013	REG		Marshall	CUSA	W	75	61		11	13	W 2	Bartow Arena	marshall	alabama-birmingham	2013
25	Wed, Feb 13, 2013	REG	@	East Carolina	CUSA	L	61	74		11	14	L 1	Williams Arena at Minges Coliseum	east-carolina	alabama-birmingham	2013
26	Sat, Feb 16, 2013	REG		Rice	CUSA	W	80	57		12	14	W 1	Bartow Arena	rice	alabama-birmingham	2013
27	Sat, Feb 23, 2013	REG	@	Marshall	CUSA	W	52	48		13	14	W 2	Henderson Center	marshall	alabama-birmingham	2013
28	Wed, Feb 27, 2013	REG	@	Tulane	CUSA	W	76	71		14	14	W 3	Avron B. Fogelman Arena	tulane	alabama-birmingham	2013
29	Sat, Mar 2, 2013	REG		Southern Methodist	CUSA	W	74	69		15	14	W 4	Bartow Arena	southern-methodist	alabama-birmingham	2013
30	Wed, Mar 6, 2013	REG		Central Florida	CUSA	L	70	74		15	15	L 1	Bartow Arena	central-florida	alabama-birmingham	2013
31	Sat, Mar 9, 2013	REG	@	Memphis (25)	CUSA	L	71	86		15	16	L 2	FedExForum	memphis	alabama-birmingham	2013
32	Wed, Mar 13, 2013	CTOURN	N	Southern Methodist	CUSA	W	53	52		16	16	W 1		southern-methodist	alabama-birmingham	2013
33	Thu, Mar 14, 2013	CTOURN	N	Southern Mississippi	CUSA	L	66	81		16	17	L 1	BOK Center	southern-mississippi	alabama-birmingham	2013
1	Fri, Nov 9, 2012	REG	@	Middle Tennessee	Sun Belt	L	53	97		0	1	L 1	Murphy Athletic Center	middle-tennessee	alabama-state	2013
2	Sun, Nov 11, 2012	REG	@	Florida (10)	SEC	L	35	84		0	2	L 2	Stephen C. O'Connell Center	florida	alabama-state	2013
3	Tue, Nov 13, 2012	REG	@	Central Florida	CUSA	L	56	85		0	3	L 3	New UCF Arena	central-florida	alabama-state	2013
4	Fri, Nov 16, 2012	REG		Savannah State	MEAC	L	54	59		0	4	L 4	ASU Acadome	savannah-state	alabama-state	2013
5	Sun, Nov 25, 2012	REG	@	Troy	Sun Belt	L	62	66		0	5	L 5	Trojan Arena	troy	alabama-state	2013
6	Sat, Dec 8, 2012	REG	@	Chicago State	GWC	L	54	67		0	6	L 6	Emil and Patricia Jones Convocation Center	chicago-state	alabama-state	2013
7	Mon, Dec 10, 2012	REG	@	Detroit Mercy	Horizon	L	68	81		0	7	L 7	Calihan Hall	detroit-mercy	alabama-state	2013
8	Thu, Dec 13, 2012	REG		Troy	Sun Belt	W	74	68		1	7	W 1	ASU Acadome	troy	alabama-state	2013
9	Sat, Dec 15, 2012	REG	@	Evansville	MVC	L	67	80		1	8	L 1	Ford Center	evansville	alabama-state	2013
10	Mon, Dec 17, 2012	REG	@	Georgia Tech	ACC	L	41	75		1	9	L 2	Alexander Memorial Coliseum	georgia-tech	alabama-state	2013
11	Wed, Dec 19, 2012	REG	N	Pepperdine	WCC	L	58	66		1	10	L 3	Avron B. Fogelman Arena	pepperdine	alabama-state	2013
12	Thu, Dec 20, 2012	REG	N	Texas-Rio Grande Valley	GWC	L	70	76	OT	1	11	L 4	Avron B. Fogelman Arena	texas-pan-american	alabama-state	2013
13	Sat, Dec 29, 2012	REG		Auburn Montgomery		W	73	50		2	11	W 1	ASU Acadome	NA	alabama-state	2013
14	Wed, Jan 2, 2013	REG		Jackson State	SWAC	W	70	66		3	11	W 2	ASU Acadome	jackson-state	alabama-state	2013
15	Fri, Jan 4, 2013	REG		Grambling	SWAC	W	69	56		4	11	W 3	ASU Acadome	grambling	alabama-state	2013
16	Sun, Jan 6, 2013	REG	@	Arkansas-Pine Bluff	SWAC	L	58	73		4	12	L 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2013
17	Tue, Jan 8, 2013	REG	@	Mississippi Valley State	SWAC	W	69	65		5	12	W 1	Harrison HPER Complex	mississippi-valley-state	alabama-state	2013
18	Sat, Jan 12, 2013	REG	@	Alabama A&M	SWAC	L	57	64		5	13	L 1	Elmore Health Science Building 	alabama-am	alabama-state	2013
19	Sat, Jan 19, 2013	REG		Southern	SWAC	L	67	79		5	14	L 2	ASU Acadome	southern	alabama-state	2013
20	Mon, Jan 21, 2013	REG		Alcorn State	SWAC	W	49	46		6	14	W 1	ASU Acadome	alcorn-state	alabama-state	2013
21	Sat, Jan 26, 2013	REG	@	Prairie View	SWAC	L	72	74		6	15	L 1	William J. Nicks Building	prairie-view	alabama-state	2013
22	Mon, Jan 28, 2013	REG	@	Texas Southern	SWAC	L	65	97		6	16	L 2	Health & Physical Education Arena	texas-southern	alabama-state	2013
23	Sat, Feb 2, 2013	REG		Arkansas-Pine Bluff	SWAC	L	77	81		6	17	L 3	ASU Acadome	arkansas-pine-bluff	alabama-state	2013
24	Mon, Feb 4, 2013	REG		Mississippi Valley State	SWAC	W	73	65		7	17	W 1	ASU Acadome	mississippi-valley-state	alabama-state	2013
25	Sat, Feb 9, 2013	REG		Alabama A&M	SWAC	W	69	62		8	17	W 2		alabama-am	alabama-state	2013
26	Sat, Feb 16, 2013	REG	@	Southern	SWAC	L	49	58		8	18	L 1	F. G. Clark Activity Center	southern	alabama-state	2013
27	Mon, Feb 18, 2013	REG	@	Alcorn State	SWAC	W	66	58		9	18	W 1	Davey L. Whitney Complex	alcorn-state	alabama-state	2013
28	Sat, Feb 23, 2013	REG		Prairie View	SWAC	L	56	65		9	19	L 1	ASU Acadome	prairie-view	alabama-state	2013
29	Mon, Feb 25, 2013	REG		Texas Southern	SWAC	L	50	70		9	20	L 2	ASU Acadome	texas-southern	alabama-state	2013
30	Thu, Feb 28, 2013	REG	@	Jackson State	SWAC	L	65	70	OT	9	21	L 3	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2013
31	Sat, Mar 2, 2013	REG	@	Grambling	SWAC	W	74	62		10	21	W 1	HPER Complex	grambling	alabama-state	2013
32	Thu, Mar 14, 2013	CTOURN	N	Jackson State	SWAC	L	59	66		10	22	L 1	Curtis Culwell Center	jackson-state	alabama-state	2013
1	Fri, Nov 9, 2012	REG		Duquesne	A-10	W	69	66		1	0	W 1	SEFCU Arena	duquesne	albany-ny	2013
2	Sun, Nov 11, 2012	REG	@	Ohio State (4)	Big Ten	L	60	82		1	1	L 1	Value City Arena	ohio-state	albany-ny	2013
3	Tue, Nov 13, 2012	REG	@	Washington	Pac-12	W	63	62		2	1	W 1	Bank of America Arena	washington	albany-ny	2013
