G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
8	Sun, Dec 22, 2002	REG		Harvard	Ivy	W	84	77		6	2	W 5	Silvio O. Conte Forum	harvard	boston-college	2003
9	Sat, Dec 28, 2002	REG	N	Kent State	MAC	L	83	86		6	3	L 1	Quicken Loans Arena	kent-state	boston-college	2003
10	Thu, Jan 2, 2003	REG		Providence	Big East	L	80	93		6	4	L 2	Silvio O. Conte Forum	providence	boston-college	2003
11	Sun, Jan 5, 2003	REG		Northeastern	AEC	L	67	72		6	5	L 3	Silvio O. Conte Forum	northeastern	boston-college	2003
12	Sat, Jan 11, 2003	REG	@	Syracuse	Big East	L	74	82		6	6	L 4	Carrier Dome	syracuse	boston-college	2003
13	Thu, Jan 16, 2003	REG	@	North Carolina State	ACC	W	93	81		7	6	W 1	RBC Center	north-carolina-state	boston-college	2003
14	Sun, Jan 19, 2003	REG		West Virginia	Big East	W	75	70		8	6	W 2	Silvio O. Conte Forum	west-virginia	boston-college	2003
15	Wed, Jan 22, 2003	REG	@	Villanova	Big East	L	83	94		8	7	L 1	Wells Fargo Center	villanova	boston-college	2003
16	Sat, Jan 25, 2003	REG		Notre Dame (16)	Big East	L	96	101	OT	8	8	L 2	Silvio O. Conte Forum	notre-dame	boston-college	2003
17	Wed, Jan 29, 2003	REG	@	Virginia Tech	Big East	W	95	71		9	8	W 1	Cassell Coliseum	virginia-tech	boston-college	2003
18	Sat, Feb 1, 2003	REG	@	Connecticut (14)	Big East	W	95	71		10	8	W 2	Harry A. Gampel Pavilion	connecticut	boston-college	2003
19	Wed, Feb 5, 2003	REG		St. John's (NY)	Big East	W	84	82		11	8	W 3	Silvio O. Conte Forum	st-johns-ny	boston-college	2003
20	Sat, Feb 8, 2003	REG	@	Rutgers	Big East	L	72	75		11	9	L 1	Louis Brown Athletic Center	rutgers	boston-college	2003
21	Wed, Feb 12, 2003	REG	@	Providence	Big East	W	80	69		12	9	W 1	Dunkin' Donuts Center	providence	boston-college	2003
22	Sat, Feb 15, 2003	REG		Miami (FL)	Big East	W	76	65		13	9	W 2	Silvio O. Conte Forum	miami-fl	boston-college	2003
23	Wed, Feb 19, 2003	REG		Virginia Tech	Big East	W	87	69		14	9	W 3	Silvio O. Conte Forum	virginia-tech	boston-college	2003
24	Wed, Feb 26, 2003	REG	@	St. John's (NY)	Big East	W	81	63		15	9	W 4	Madison Square Garden (IV)	st-johns-ny	boston-college	2003
25	Sat, Mar 1, 2003	REG	@	Miami (FL)	Big East	W	72	68		16	9	W 5	Miami Arena	miami-fl	boston-college	2003
26	Tue, Mar 4, 2003	REG		Villanova	Big East	W	92	84		17	9	W 6	Silvio O. Conte Forum	villanova	boston-college	2003
27	Sat, Mar 8, 2003	REG		Connecticut	Big East	L	54	91		17	10	L 1	Silvio O. Conte Forum	connecticut	boston-college	2003
28	Thu, Mar 13, 2003	CTOURN	N	St. John's (NY)	Big East	W	82	75	OT	18	10	W 1	Madison Square Garden (IV)	st-johns-ny	boston-college	2003
29	Fri, Mar 14, 2003	CTOURN	N	Pittsburgh (5)	Big East	L	48	61		18	11	L 1	Madison Square Garden (IV)	pittsburgh	boston-college	2003
30	Tue, Mar 18, 2003	NIT	@	Fairfield	MAAC	W	90	78		19	11	W 1	Arena at Harbor Yard	fairfield	boston-college	2003
31	Fri, Mar 21, 2003	NIT	N	Temple	A-10	L	62	75		19	12	L 1	The Palestra	temple	boston-college	2003
1	Mon, Nov 18, 2002	REG	@	Stanford	Pac-10	L	57	61		0	1	L 1	Maples Pavilion	stanford	boston-university	2003
2	Sat, Nov 23, 2002	REG		Columbia	Ivy	W	66	37		1	1	W 1	Case Gym	columbia	boston-university	2003
3	Tue, Nov 26, 2002	REG	@	Boston College	Big East	L	61	80		1	2	L 1	Silvio O. Conte Forum	boston-college	boston-university	2003
4	Sat, Nov 30, 2002	REG	@	Dartmouth	Ivy	W	65	53		2	2	W 1	Leede Arena	dartmouth	boston-university	2003
5	Tue, Dec 3, 2002	REG	@	Harvard	Ivy	W	68	61		3	2	W 2	Lavietes Pavilion	harvard	boston-university	2003
6	Thu, Dec 5, 2002	REG	@	Saint Joseph's	A-10	L	49	71		3	3	L 1	Hagan Arena	saint-josephs	boston-university	2003
7	Wed, Dec 11, 2002	REG		George Washington	A-10	L	55	68		3	4	L 2	Case Gym	george-washington	boston-university	2003
8	Fri, Dec 13, 2002	REG		Ohio	MAC	W	78	57		4	4	W 1	Case Gym	ohio	boston-university	2003
9	Sat, Dec 21, 2002	REG	@	Cleveland State	Horizon	L	56	70		4	5	L 1	Henry J. Goodman Arena	cleveland-state	boston-university	2003
10	Sat, Dec 28, 2002	REG	N	Florida State	ACC	W	84	69		5	5	W 1	McKale Center	florida-state	boston-university	2003
11	Mon, Dec 30, 2002	REG	@	Arizona (4)	Pac-10	L	71	85		5	6	L 1	McKale Center	arizona	boston-university	2003
12	Sat, Jan 4, 2003	REG		Binghamton	AEC	W	70	65	OT	6	6	W 1	Case Gym	binghamton	boston-university	2003
13	Wed, Jan 8, 2003	REG	@	Albany (NY)	AEC	W	66	63		7	6	W 2	SEFCU Arena	albany-ny	boston-university	2003
14	Sat, Jan 11, 2003	REG		Vermont	AEC	W	65	62		8	6	W 3	Case Gym	vermont	boston-university	2003
15	Wed, Jan 15, 2003	REG		Stony Brook	AEC	W	81	66		9	6	W 4	Case Gym	stony-brook	boston-university	2003
16	Sat, Jan 18, 2003	REG	@	Hartford	AEC	W	59	58		10	6	W 5	Chase Arena at Reich Family Pavilion	hartford	boston-university	2003
17	Wed, Jan 22, 2003	REG	@	New Hampshire	AEC	W	94	64		11	6	W 6	Lundholm Gymnasium	new-hampshire	boston-university	2003
18	Sat, Jan 25, 2003	REG		Northeastern	AEC	L	69	72		11	7	L 1	Case Gym	northeastern	boston-university	2003
19	Wed, Jan 29, 2003	REG	@	Maine	AEC	W	63	53		12	7	W 1	Alfond Arena	maine	boston-university	2003
20	Wed, Feb 5, 2003	REG		Albany (NY)	AEC	W	78	50		13	7	W 2	Case Gym	albany-ny	boston-university	2003
21	Sun, Feb 9, 2003	REG	@	Binghamton	AEC	W	85	82		14	7	W 3	West Gym	binghamton	boston-university	2003
22	Tue, Feb 11, 2003	REG	@	Stony Brook	AEC	L	67	73		14	8	L 1	USB Sports Complex	stony-brook	boston-university	2003
23	Sat, Feb 15, 2003	REG		Hartford	AEC	W	65	59	OT	15	8	W 1	Case Gym	hartford	boston-university	2003
24	Wed, Feb 19, 2003	REG		Maine	AEC	W	65	54		16	8	W 2	Case Gym	maine	boston-university	2003
25	Sat, Feb 22, 2003	REG	@	Vermont	AEC	L	53	60		16	9	L 1	Roy L. Patrick Gymnasium	vermont	boston-university	2003
26	Wed, Feb 26, 2003	REG		New Hampshire	AEC	W	76	62		17	9	W 1	Case Gym	new-hampshire	boston-university	2003
27	Sun, Mar 2, 2003	REG	@	Northeastern	AEC	W	76	65		18	9	W 2	Solomon Court at the Cabot Center	northeastern	boston-university	2003
28	Sun, Mar 9, 2003	CTOURN		New Hampshire	AEC	W	75	61		19	9	W 3	Walter Brown Arena	new-hampshire	boston-university	2003
29	Mon, Mar 10, 2003	CTOURN	N	Northeastern	AEC	W	71	61		20	9	W 4	Walter Brown Arena	northeastern	boston-university	2003
30	Sat, Mar 15, 2003	CTOURN		Vermont	AEC	L	55	56		20	10	L 1	Case Gym	vermont	boston-university	2003
31	Wed, Mar 19, 2003	NIT	@	St. John's (NY)	Big East	L	57	62		20	11	L 2	Carnesecca Arena	st-johns-ny	boston-university	2003
1	Sat, Nov 23, 2002	REG	@	Detroit Mercy	Horizon	L	61	75		0	1	L 1	Calihan Hall	detroit-mercy	bowling-green-state	2003
2	Sat, Nov 30, 2002	REG		Tiffin		W	91	57		1	1	W 1	Anderson Arena	NA	bowling-green-state	2003
3	Wed, Dec 4, 2002	REG		Buffalo	MAC	W	76	59		2	1	W 2	Anderson Arena	buffalo	bowling-green-state	2003
4	Sat, Dec 7, 2002	REG	@	Northwestern	Big Ten	L	60	62		2	2	L 1	Welsh-Ryan Arena	northwestern	bowling-green-state	2003
5	Wed, Dec 11, 2002	REG	@	Michigan	Big Ten	L	57	83		2	3	L 2	Crisler Arena	michigan	bowling-green-state	2003
6	Sat, Dec 14, 2002	REG	N	Alabama (2)	SEC	L	63	72		2	4	L 3	Mobile Civic Center	alabama	bowling-green-state	2003
7	Thu, Dec 19, 2002	REG		Oakland	Mid-Cont	W	75	68		3	4	W 1	Anderson Arena	oakland	bowling-green-state	2003
8	Sat, Dec 21, 2002	REG		Urbana		W	76	48		4	4	W 2	Anderson Arena	NA	bowling-green-state	2003
9	Sat, Dec 28, 2002	REG	N	Cleveland State	Horizon	W	80	72		5	4	W 3	Quicken Loans Arena	cleveland-state	bowling-green-state	2003
10	Sat, Jan 4, 2003	REG	@	Northern Illinois	MAC	W	64	63		6	4	W 4	Convocation Center	northern-illinois	bowling-green-state	2003
11	Tue, Jan 7, 2003	REG		Ball State	MAC	W	61	57		7	4	W 5	Anderson Arena	ball-state	bowling-green-state	2003
12	Sat, Jan 11, 2003	REG	@	Kent State	MAC	W	78	74		8	4	W 6	Memorial Athletic & Convocation Center	kent-state	bowling-green-state	2003
13	Tue, Jan 14, 2003	REG	@	Eastern Michigan	MAC	L	67	73		8	5	L 1	Convocation Center	eastern-michigan	bowling-green-state	2003
14	Sat, Jan 18, 2003	REG		Akron	MAC	W	74	60		9	5	W 1	Anderson Arena	akron	bowling-green-state	2003
15	Wed, Jan 22, 2003	REG	@	Western Michigan	MAC	L	58	76		9	6	L 1	University Arena	western-michigan	bowling-green-state	2003
16	Sat, Jan 25, 2003	REG		Northern Illinois	MAC	L	46	63		9	7	L 2	Anderson Arena	northern-illinois	bowling-green-state	2003
17	Tue, Jan 28, 2003	REG	@	Ohio	MAC	W	66	60	OT	10	7	W 1	Convocation Center	ohio	bowling-green-state	2003
18	Sat, Feb 1, 2003	REG	@	Central Michigan	MAC	L	71	88		10	8	L 1	Rose Arena	central-michigan	bowling-green-state	2003
19	Thu, Feb 6, 2003	REG		Kent State	MAC	L	67	73		10	9	L 2	Anderson Arena	kent-state	bowling-green-state	2003
20	Sat, Feb 8, 2003	REG	@	Marshall	MAC	L	54	56		10	10	L 3	Henderson Center	marshall	bowling-green-state	2003
21	Tue, Feb 11, 2003	REG	@	Toledo	MAC	L	59	73		10	11	L 4	John F. Savage Hall	toledo	bowling-green-state	2003
22	Sat, Feb 15, 2003	REG		Western Michigan	MAC	L	65	67		10	12	L 5	Anderson Arena	western-michigan	bowling-green-state	2003
23	Sat, Feb 22, 2003	REG	@	Illinois-Chicago	Horizon	L	72	83		10	13	L 6	UIC Pavilion	illinois-chicago	bowling-green-state	2003
24	Wed, Feb 26, 2003	REG	@	Ball State	MAC	L	73	94		10	14	L 7	Worthen Arena	ball-state	bowling-green-state	2003
25	Sat, Mar 1, 2003	REG		Miami (OH)	MAC	W	51	48		11	14	W 1	Anderson Arena	miami-oh	bowling-green-state	2003
26	Thu, Mar 6, 2003	REG		Eastern Michigan	MAC	W	73	72		12	14	W 2	Anderson Arena	eastern-michigan	bowling-green-state	2003
27	Sat, Mar 8, 2003	REG		Toledo	MAC	L	64	68		12	15	L 1	Anderson Arena	toledo	bowling-green-state	2003
28	Mon, Mar 10, 2003	CTOURN	@	Ball State	MAC	W	90	81		13	15	W 1	Worthen Arena	ball-state	bowling-green-state	2003
29	Thu, Mar 13, 2003	CTOURN	N	Central Michigan	MAC	L	70	87		13	16	L 1	Quicken Loans Arena	central-michigan	bowling-green-state	2003
1	Fri, Nov 22, 2002	REG		Pepperdine	WCC	W	95	81	OT	1	0	W 1	Carver Arena	pepperdine	bradley	2003
2	Mon, Nov 25, 2002	REG	@	Loyola (IL)	Horizon	L	84	88		1	1	L 1	Joseph J. Gentile Center	loyola-il	bradley	2003
3	Sat, Nov 30, 2002	REG		Chattanooga	Southern	L	70	82		1	2	L 2	Carver Arena	chattanooga	bradley	2003
4	Sat, Dec 7, 2002	REG		Arkansas-Monticello		W	107	70		2	2	W 1	Carver Arena	NA	bradley	2003
5	Tue, Dec 10, 2002	REG	@	Butler	Horizon	L	70	75		2	3	L 1	Hinkle Fieldhouse	butler	bradley	2003
6	Sat, Dec 14, 2002	REG		Nevada-Las Vegas	MWC	L	83	85	OT	2	4	L 2	Carver Arena	nevada-las-vegas	bradley	2003
7	Wed, Dec 18, 2002	REG		Central Michigan	MAC	L	71	74		2	5	L 3	Carver Arena	central-michigan	bradley	2003
8	Sat, Dec 21, 2002	REG	@	IUPUI	Mid-Cont	L	73	75		2	6	L 4	The Jungle	iupui	bradley	2003
9	Fri, Dec 27, 2002	REG	@	Hawaii	WAC	L	69	90		2	7	L 5	Stan Sheriff Center	hawaii	bradley	2003
10	Sun, Dec 29, 2002	REG	N	Alcorn State	SWAC	W	95	68		3	7	W 1	Stan Sheriff Center	alcorn-state	bradley	2003
11	Mon, Dec 30, 2002	REG	N	Chicago State	Mid-Cont	W	88	76		4	7	W 2	Stan Sheriff Center	chicago-state	bradley	2003
12	Sat, Jan 4, 2003	REG	@	Missouri State	MVC	L	45	67		4	8	L 1	Hammons Student Center	missouri-state	bradley	2003
13	Wed, Jan 8, 2003	REG		Creighton (16)	MVC	L	58	65		4	9	L 2	Carver Arena	creighton	bradley	2003
14	Sat, Jan 11, 2003	REG	@	Evansville	MVC	L	79	93		4	10	L 3	Roberts Stadium	evansville	bradley	2003
15	Wed, Jan 15, 2003	REG		Drake	MVC	W	72	57		5	10	W 1	Carver Arena	drake	bradley	2003
16	Sat, Jan 18, 2003	REG		Northern Iowa	MVC	W	71	56		6	10	W 2	Carver Arena	northern-iowa	bradley	2003
17	Wed, Jan 22, 2003	REG	@	Indiana State	MVC	W	63	45		7	10	W 3	Hulman Center	indiana-state	bradley	2003
18	Sat, Jan 25, 2003	REG		Wichita State	MVC	L	60	64		7	11	L 1	Carver Arena	wichita-state	bradley	2003
19	Wed, Jan 29, 2003	REG	@	Southern Illinois	MVC	L	72	75		7	12	L 2	The SIU Arena	southern-illinois	bradley	2003
20	Sat, Feb 1, 2003	REG	@	Illinois State	MVC	L	74	89		7	13	L 3	Redbird Arena	illinois-state	bradley	2003
21	Wed, Feb 5, 2003	REG		Indiana State	MVC	W	63	51		8	13	W 1	Carver Arena	indiana-state	bradley	2003
22	Sat, Feb 8, 2003	REG	@	Creighton (13)	MVC	L	65	88		8	14	L 1	Omaha Civic Auditorium	creighton	bradley	2003
23	Wed, Feb 12, 2003	REG		Illinois State	MVC	W	88	76		9	14	W 1	Carver Arena	illinois-state	bradley	2003
24	Sat, Feb 15, 2003	REG		Southern Illinois	MVC	W	77	73	OT	10	14	W 2	Carver Arena	southern-illinois	bradley	2003
25	Wed, Feb 19, 2003	REG	@	Northern Iowa	MVC	L	80	84		10	15	L 1	UNI-Dome	northern-iowa	bradley	2003
26	Sat, Feb 22, 2003	REG		Missouri State	MVC	L	52	54		10	16	L 2	Carver Arena	missouri-state	bradley	2003
27	Tue, Feb 25, 2003	REG	@	Wichita State	MVC	W	86	77		11	16	W 1	Kansas Coliseum	wichita-state	bradley	2003
28	Sat, Mar 1, 2003	REG		Evansville	MVC	L	51	54		11	17	L 1	Carver Arena	evansville	bradley	2003
29	Mon, Mar 3, 2003	REG	@	Drake	MVC	W	77	67		12	17	W 1	Knapp Center	drake	bradley	2003
30	Sat, Mar 8, 2003	CTOURN	N	Wichita State	MVC	L	66	70		12	18	L 1	Scottrade Center	wichita-state	bradley	2003
1	Fri, Nov 22, 2002	REG	N	Toledo	MAC	W	71	56		1	0	W 1	Virgin Islands Sport & Fitness Center 	toledo	brigham-young	2003
2	Sat, Nov 23, 2002	REG	N	Kansas State	Big 12	W	73	64		2	0	W 2	Virgin Islands Sport & Fitness Center 	kansas-state	brigham-young	2003
3	Mon, Nov 25, 2002	REG	N	St. Bonaventure	A-10	W	66	57		3	0	W 3	Virgin Islands Sport & Fitness Center 	st-bonaventure	brigham-young	2003
4	Sat, Nov 30, 2002	REG		Rice	WAC	W	95	56		4	0	W 4	Marriott Center	rice	brigham-young	2003
5	Wed, Dec 4, 2002	REG	@	Arizona State	Pac-10	W	64	60		5	0	W 5	Wells Fargo Arena	arizona-state	brigham-young	2003
6	Sat, Dec 7, 2002	REG	@	Creighton	MVC	L	64	74		5	1	L 1	Omaha Civic Auditorium	creighton	brigham-young	2003
7	Wed, Dec 11, 2002	REG		San Diego	WCC	W	64	49		6	1	W 1	Marriott Center	san-diego	brigham-young	2003
8	Sat, Dec 14, 2002	REG		Utah State	Big West	W	66	56		7	1	W 2	Marriott Center	utah-state	brigham-young	2003
9	Sat, Dec 21, 2002	REG		UC-Santa Barbara	Big West	W	69	56		8	1	W 3	Marriott Center	california-santa-barbara	brigham-young	2003
10	Mon, Dec 23, 2002	REG	@	San Francisco	WCC	L	72	84		8	2	L 1	War Memorial Gymnasium	san-francisco	brigham-young	2003
11	Sat, Dec 28, 2002	REG		Southern Utah	Mid-Cont	W	93	60		9	2	W 1	Marriott Center	southern-utah	brigham-young	2003
12	Thu, Jan 2, 2003	REG		Pepperdine	WCC	W	84	68		10	2	W 2	Marriott Center	pepperdine	brigham-young	2003
13	Sat, Jan 4, 2003	REG	N	Oklahoma State	Big 12	L	65	78		10	3	L 1	Ford Center	oklahoma-state	brigham-young	2003
14	Wed, Jan 8, 2003	REG	@	Weber State	Big Sky	L	69	75		10	4	L 2	Dee Events Center	weber-state	brigham-young	2003
15	Sat, Jan 11, 2003	REG		Idaho State	Big Sky	W	77	58		11	4	W 1	Marriott Center	idaho-state	brigham-young	2003
16	Thu, Jan 16, 2003	REG		Nevada-Las Vegas	MWC	W	85	77		12	4	W 2	Marriott Center	nevada-las-vegas	brigham-young	2003
17	Mon, Jan 20, 2003	REG	@	San Diego State	MWC	W	80	69		13	4	W 3	Viejas Arena	san-diego-state	brigham-young	2003
18	Sat, Jan 25, 2003	REG		Utah	MWC	L	75	79		13	5	L 1	Marriott Center	utah	brigham-young	2003
19	Sat, Feb 1, 2003	REG		New Mexico	MWC	W	80	64		14	5	W 1	Marriott Center	new-mexico	brigham-young	2003
20	Mon, Feb 3, 2003	REG		Air Force	MWC	W	65	33		15	5	W 2	Marriott Center	air-force	brigham-young	2003
21	Sat, Feb 8, 2003	REG	@	Wyoming	MWC	W	74	66		16	5	W 3	Arena-Auditorium	wyoming	brigham-young	2003
22	Mon, Feb 10, 2003	REG	@	Colorado State	MWC	W	77	68		17	5	W 4	Moby Arena	colorado-state	brigham-young	2003
23	Fri, Feb 14, 2003	REG	@	Nevada-Las Vegas	MWC	L	54	61		17	6	L 1	Thomas & Mack Center	nevada-las-vegas	brigham-young	2003
24	Mon, Feb 17, 2003	REG		San Diego State	MWC	W	66	64		18	6	W 1	Marriott Center	san-diego-state	brigham-young	2003
25	Mon, Feb 24, 2003	REG	@	Utah (23)	MWC	L	64	71		18	7	L 1	Jon M. Huntsman Center	utah	brigham-young	2003
26	Sat, Mar 1, 2003	REG	@	Air Force	MWC	W	56	43		19	7	W 1	Clune Arena 	air-force	brigham-young	2003
27	Mon, Mar 3, 2003	REG	@	New Mexico	MWC	W	91	81		20	7	W 2	The Pit/Bob King Court	new-mexico	brigham-young	2003
28	Thu, Mar 6, 2003	REG		Wyoming	MWC	W	69	50		21	7	W 3	Marriott Center	wyoming	brigham-young	2003
29	Sat, Mar 8, 2003	REG		Colorado State	MWC	W	67	55		22	7	W 4	Marriott Center	colorado-state	brigham-young	2003
30	Thu, Mar 13, 2003	CTOURN	N	New Mexico	MWC	W	71	56		23	7	W 5	Thomas & Mack Center	new-mexico	brigham-young	2003
31	Fri, Mar 14, 2003	CTOURN	N	Colorado State	MWC	L	80	86	OT	23	8	L 1	Thomas & Mack Center	colorado-state	brigham-young	2003
32	Thu, Mar 20, 2003	NCAA	N	Connecticut (23)	Big East	L	53	58		23	9	L 2		connecticut	brigham-young	2003
1	Sun, Nov 17, 2002	REG	N	IUPUI	Mid-Cont	L	65	66		0	1	L 1	Purcell Pavilion at the Joyce Center	iupui	brown	2003
2	Mon, Nov 18, 2002	REG	N	Belmont	A-Sun	L	77	83	OT	0	2	L 2	Purcell Pavilion at the Joyce Center	belmont	brown	2003
3	Sat, Nov 23, 2002	REG	@	Providence	Big East	L	64	83		0	3	L 3	Dunkin' Donuts Center	providence	brown	2003
4	Tue, Nov 26, 2002	REG	@	Wagner	NEC	L	69	81		0	4	L 4	Spiro Sports Center	wagner	brown	2003
5	Sat, Nov 30, 2002	REG	@	Navy	Patriot	W	97	92	OT	1	4	W 1	Alumni Hall	navy	brown	2003
6	Mon, Dec 2, 2002	REG		Ohio	MAC	L	71	75		1	5	L 1	Pizzitola Sports Center	ohio	brown	2003
7	Sat, Dec 7, 2002	REG		Holy Cross	Patriot	L	56	72		1	6	L 2	Pizzitola Sports Center	holy-cross	brown	2003
8	Mon, Dec 9, 2002	REG	@	Rhode Island	A-10	L	48	67		1	7	L 3	Thomas M. Ryan Center	rhode-island	brown	2003
9	Sat, Dec 21, 2002	REG	@	Central Connecticut State	NEC	W	75	67		2	7	W 1	Detrick Gymnasium	central-connecticut-state	brown	2003
10	Sat, Dec 28, 2002	REG	@	San Jose State	WAC	W	86	75		3	7	W 2	The Event Center	san-jose-state	brown	2003
11	Mon, Dec 30, 2002	REG	@	Saint Mary's (CA)	WCC	L	63	77		3	8	L 1	McKeon Pavilion	saint-marys-ca	brown	2003
12	Sat, Jan 4, 2003	REG	@	San Francisco	WCC	L	52	81		3	9	L 2	War Memorial Gymnasium	san-francisco	brown	2003
13	Wed, Jan 8, 2003	REG		Rider	MAAC	W	65	53		4	9	W 1	Pizzitola Sports Center	rider	brown	2003
14	Mon, Jan 13, 2003	REG	@	New Hampshire	AEC	W	93	76		5	9	W 2	Lundholm Gymnasium	new-hampshire	brown	2003
15	Sat, Jan 18, 2003	REG	@	Yale	Ivy	W	78	66		6	9	W 3	John J. Lee Ampitheater	yale	brown	2003
16	Fri, Jan 24, 2003	REG		Yale	Ivy	W	94	84		7	9	W 4	Pizzitola Sports Center	yale	brown	2003
17	Fri, Jan 31, 2003	REG	@	Cornell	Ivy	W	70	54		8	9	W 5	Newman Arena	cornell	brown	2003
18	Sat, Feb 1, 2003	REG	@	Columbia	Ivy	W	72	59		9	9	W 6	Levien Gym	columbia	brown	2003
19	Fri, Feb 7, 2003	REG		Harvard	Ivy	W	91	86		10	9	W 7	Pizzitola Sports Center	harvard	brown	2003
20	Sat, Feb 8, 2003	REG		Dartmouth	Ivy	W	61	53		11	9	W 8	Pizzitola Sports Center	dartmouth	brown	2003
21	Fri, Feb 14, 2003	REG	@	Princeton	Ivy	W	80	73		12	9	W 9	Jadwin Gymnasium	princeton	brown	2003
22	Sat, Feb 15, 2003	REG	@	Pennsylvania	Ivy	L	66	73		12	10	L 1	The Palestra	pennsylvania	brown	2003
23	Fri, Feb 21, 2003	REG		Columbia	Ivy	W	83	70		13	10	W 1	Pizzitola Sports Center	columbia	brown	2003
24	Sat, Feb 22, 2003	REG		Cornell	Ivy	W	70	62		14	10	W 2	Pizzitola Sports Center	cornell	brown	2003
25	Fri, Feb 28, 2003	REG		Pennsylvania	Ivy	L	65	69		14	11	L 1	Pizzitola Sports Center	pennsylvania	brown	2003
26	Sat, Mar 1, 2003	REG		Princeton	Ivy	W	88	74		15	11	W 1	Pizzitola Sports Center	princeton	brown	2003
27	Fri, Mar 7, 2003	REG	@	Dartmouth	Ivy	W	79	67		16	11	W 2	Leede Arena	dartmouth	brown	2003
28	Sat, Mar 8, 2003	REG	@	Harvard	Ivy	W	93	80		17	11	W 3	Lavietes Pavilion	harvard	brown	2003
29	Wed, Mar 19, 2003	NIT	@	Virginia	ACC	L	73	89		17	12	L 1	University Hall	virginia	brown	2003
1	Fri, Nov 22, 2002	REG	@	Notre Dame	Big East	L	42	73		0	1	L 1	Purcell Pavilion at the Joyce Center	notre-dame	bucknell	2003
2	Tue, Nov 26, 2002	REG	@	Albany (NY)	AEC	W	56	53		1	1	W 1	SEFCU Arena	albany-ny	bucknell	2003
3	Fri, Nov 29, 2002	REG	N	Columbia	Ivy	W	61	47		2	1	W 2	Charles E. Smith Center	columbia	bucknell	2003
4	Sat, Nov 30, 2002	REG	@	George Washington	A-10	L	77	80		2	2	L 1	Charles E. Smith Center	george-washington	bucknell	2003
5	Tue, Dec 3, 2002	REG		Canisius	MAAC	L	67	71		2	3	L 2	Davis Gym	canisius	bucknell	2003
6	Sat, Dec 7, 2002	REG		Saint Francis (PA)	NEC	W	57	54		3	3	W 1	Davis Gym	saint-francis-pa	bucknell	2003
7	Mon, Dec 9, 2002	REG		Fairleigh Dickinson-Florham		W	72	45		4	3	W 2	Davis Gym	NA	bucknell	2003
8	Fri, Dec 20, 2002	REG	@	Penn State	Big Ten	L	55	59		4	4	L 1	Bryce Jordan Center	penn-state	bucknell	2003
9	Fri, Dec 27, 2002	REG	@	Arizona State	Pac-10	L	52	79		4	5	L 2	Wells Fargo Arena	arizona-state	bucknell	2003
10	Sat, Dec 28, 2002	REG	N	UC-Santa Barbara	Big West	W	67	60		5	5	W 1	Wells Fargo Arena	california-santa-barbara	bucknell	2003
11	Sat, Jan 4, 2003	REG	N	Niagara	MAAC	L	52	63		5	6	L 1	Martz Hall	niagara	bucknell	2003
12	Tue, Jan 7, 2003	REG		Robert Morris	NEC	W	66	53		6	6	W 1	Sojka Pavilion	robert-morris	bucknell	2003
13	Sat, Jan 11, 2003	REG		American	Patriot	W	63	52		7	6	W 2	Sojka Pavilion	american	bucknell	2003
14	Wed, Jan 15, 2003	REG		Lehigh	Patriot	L	56	60		7	7	L 1	Sojka Pavilion	lehigh	bucknell	2003
15	Sat, Jan 18, 2003	REG	@	Navy	Patriot	L	53	66		7	8	L 2	Alumni Hall	navy	bucknell	2003
16	Tue, Jan 21, 2003	REG	@	Cornell	Ivy	L	60	64		7	9	L 3	Newman Arena	cornell	bucknell	2003
17	Fri, Jan 24, 2003	REG		Army	Patriot	W	53	38		8	9	W 1	Sojka Pavilion	army	bucknell	2003
18	Sun, Jan 26, 2003	REG		Lafayette	Patriot	W	68	48		9	9	W 2	Sojka Pavilion	lafayette	bucknell	2003
19	Fri, Jan 31, 2003	REG	@	Colgate	Patriot	W	62	42		10	9	W 3	Cotterell Court	colgate	bucknell	2003
20	Sun, Feb 2, 2003	REG	@	Holy Cross	Patriot	L	47	69		10	10	L 1	Hart Recreation Center	holy-cross	bucknell	2003
21	Sat, Feb 8, 2003	REG	@	American	Patriot	L	56	70		10	11	L 2	Bender Arena	american	bucknell	2003
22	Tue, Feb 11, 2003	REG	@	Lehigh	Patriot	L	49	61		10	12	L 3	Stabler Arena	lehigh	bucknell	2003
23	Fri, Feb 14, 2003	REG		Navy	Patriot	W	59	41		11	12	W 1	Sojka Pavilion	navy	bucknell	2003
24	Fri, Feb 21, 2003	REG	@	Lafayette	Patriot	W	70	53		12	12	W 2	Kirby Sports Center	lafayette	bucknell	2003
25	Sun, Feb 23, 2003	REG	@	Army	Patriot	W	66	65		13	12	W 3	Christl Arena	army	bucknell	2003
26	Fri, Feb 28, 2003	REG		Holy Cross	Patriot	L	43	54		13	13	L 1	Sojka Pavilion	holy-cross	bucknell	2003
27	Sun, Mar 2, 2003	REG		Colgate	Patriot	L	56	64		13	14	L 2	Sojka Pavilion	colgate	bucknell	2003
28	Sat, Mar 8, 2003	CTOURN	N	Lehigh	Patriot	W	52	47		14	14	W 1	The Show Place Arena	lehigh	bucknell	2003
29	Sun, Mar 9, 2003	CTOURN	N	Holy Cross	Patriot	L	50	75		14	15	L 1	The Show Place Arena	holy-cross	bucknell	2003
