G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
16	Sat, Jan 25, 2003	REG	@	Western Michigan	MAC	L	52	68		7	9	L 4	University Arena	western-michigan	akron	2003
17	Wed, Jan 29, 2003	REG	@	Northern Illinois	MAC	W	101	100	2OT	8	9	W 1	Convocation Center	northern-illinois	akron	2003
18	Sat, Feb 1, 2003	REG		Eastern Michigan	MAC	W	96	80		9	9	W 2	James A. Rhodes Arena	eastern-michigan	akron	2003
19	Wed, Feb 5, 2003	REG		Toledo	MAC	W	78	67		10	9	W 3	James A. Rhodes Arena	toledo	akron	2003
20	Sat, Feb 8, 2003	REG		Central Michigan	MAC	L	92	99		10	10	L 1	James A. Rhodes Arena	central-michigan	akron	2003
21	Wed, Feb 12, 2003	REG	@	Marshall	MAC	L	58	74		10	11	L 2	Henderson Center	marshall	akron	2003
22	Thu, Feb 20, 2003	REG		Miami (OH)	MAC	L	53	55		10	12	L 3	James A. Rhodes Arena	miami-oh	akron	2003
23	Sun, Feb 23, 2003	REG		Ohio	MAC	W	84	82	OT	11	12	W 1	James A. Rhodes Arena	ohio	akron	2003
24	Tue, Feb 25, 2003	REG	@	Central Michigan	MAC	W	70	69		12	12	W 2	Rose Arena	central-michigan	akron	2003
25	Sat, Mar 1, 2003	REG	@	Kent State	MAC	W	85	70		13	12	W 3	Memorial Athletic & Convocation Center	kent-state	akron	2003
26	Wed, Mar 5, 2003	REG		Marshall	MAC	W	79	71		14	12	W 4	James A. Rhodes Arena	marshall	akron	2003
27	Sat, Mar 8, 2003	REG	@	Buffalo	MAC	L	66	70		14	13	L 1	Alumni Arena	buffalo	akron	2003
28	Mon, Mar 10, 2003	CTOURN		Ohio	MAC	L	77	79		14	14	L 2	James A. Rhodes Arena	ohio	akron	2003
1	Thu, Nov 14, 2002	REG	N	Oklahoma (3)	Big 12	W	68	62		1	0	W 1	Madison Square Garden (IV)	oklahoma	alabama	2003
2	Fri, Nov 22, 2002	REG		Alabama State	SWAC	W	82	56		2	0	W 2	Coleman Coliseum 	alabama-state	alabama	2003
3	Mon, Nov 25, 2002	REG		Middle Tennessee	Sun Belt	W	80	65		3	0	W 3	Coleman Coliseum 	middle-tennessee	alabama	2003
4	Fri, Nov 29, 2002	REG	N	Ohio State	Big Ten	W	54	48		4	0	W 4	MassMutual Center	ohio-state	alabama	2003
5	Tue, Dec 3, 2002	REG		North Carolina-Greensboro	Southern	W	89	61		5	0	W 5	Coleman Coliseum 	north-carolina-greensboro	alabama	2003
6	Sat, Dec 7, 2002	REG		St. Bonaventure	A-10	W	77	68		6	0	W 6	Coleman Coliseum 	st-bonaventure	alabama	2003
7	Sat, Dec 14, 2002	REG	N	Bowling Green State	MAC	W	72	63		7	0	W 7	Mobile Civic Center	bowling-green-state	alabama	2003
8	Sat, Dec 21, 2002	REG		Providence	Big East	W	69	61		8	0	W 8	Coleman Coliseum 	providence	alabama	2003
9	Mon, Dec 23, 2002	REG		Morehead State	OVC	W	82	64		9	0	W 9	Coleman Coliseum 	morehead-state	alabama	2003
10	Mon, Dec 30, 2002	REG	@	Utah	MWC	L	49	51		9	1	L 1	Jon M. Huntsman Center	utah	alabama	2003
11	Sat, Jan 4, 2003	REG		Xavier (19)	A-10	W	65	58		10	1	W 1	Coleman Coliseum 	xavier	alabama	2003
12	Wed, Jan 8, 2003	REG		Arkansas	SEC	W	61	51		11	1	W 2	Coleman Coliseum 	arkansas	alabama	2003
13	Sat, Jan 11, 2003	REG	@	Vanderbilt	SEC	L	69	70		11	2	L 1	Memorial Gymnasium	vanderbilt	alabama	2003
14	Wed, Jan 15, 2003	REG		Mississippi State (14)	SEC	W	68	62	OT	12	2	W 1	Coleman Coliseum 	mississippi-state	alabama	2003
15	Sat, Jan 18, 2003	REG	@	Auburn	SEC	L	68	77		12	3	L 1	Beard-Eaves-Memorial	auburn	alabama	2003
16	Tue, Jan 21, 2003	REG	@	Mississippi	SEC	L	57	76		12	4	L 2	C.M. Tad Smith Coliseum	mississippi	alabama	2003
17	Sat, Jan 25, 2003	REG		Kentucky (8)	SEC	L	46	63		12	5	L 3	Coleman Coliseum 	kentucky	alabama	2003
18	Sat, Feb 1, 2003	REG		Louisiana State	SEC	W	75	66		13	5	W 1	Coleman Coliseum 	louisiana-state	alabama	2003
19	Wed, Feb 5, 2003	REG	@	Arkansas	SEC	L	70	81		13	6	L 1	Bud Walton Arena	arkansas	alabama	2003
20	Sat, Feb 8, 2003	REG	@	Florida (1)	SEC	L	56	75		13	7	L 2	Stephen C. O'Connell Center	florida	alabama	2003
21	Sat, Feb 15, 2003	REG		Auburn	SEC	W	84	68		14	7	W 1	Coleman Coliseum 	auburn	alabama	2003
22	Tue, Feb 18, 2003	REG		Georgia (22)	SEC	L	69	74		14	8	L 1	Coleman Coliseum 	georgia	alabama	2003
23	Sat, Feb 22, 2003	REG	@	Tennessee	SEC	W	76	71		15	8	W 1	Thompson-Boling Arena	tennessee	alabama	2003
24	Wed, Feb 26, 2003	REG	@	Mississippi State (20)	SEC	L	55	59		15	9	L 1	Humphrey Coliseum	mississippi-state	alabama	2003
25	Sun, Mar 2, 2003	REG		Mississippi	SEC	W	86	63		16	9	W 1	Coleman Coliseum 	mississippi	alabama	2003
26	Wed, Mar 5, 2003	REG		South Carolina	SEC	W	82	59		17	9	W 2	Coleman Coliseum 	south-carolina	alabama	2003
27	Sat, Mar 8, 2003	REG	@	Louisiana State	SEC	L	62	66		17	10	L 1	Maravich Assembly Center	louisiana-state	alabama	2003
28	Thu, Mar 13, 2003	CTOURN	N	Vanderbilt	SEC	L	69	82		17	11	L 2	Louisiana Superdome	vanderbilt	alabama	2003
29	Fri, Mar 21, 2003	NCAA	N	Indiana	Big Ten	L	62	67		17	12	L 3		indiana	alabama	2003
1	Fri, Nov 22, 2002	REG		Tuskegee		W	96	79		1	0	W 1	Elmore Health Science Building 	NA	alabama-am	2003
2	Sun, Nov 24, 2002	REG	@	Vanderbilt	SEC	L	40	68		1	1	L 1	Memorial Gymnasium	vanderbilt	alabama-am	2003
3	Mon, Dec 2, 2002	REG	@	Mississippi State (23)	SEC	L	58	100		1	2	L 2	Humphrey Coliseum	mississippi-state	alabama-am	2003
4	Sat, Dec 7, 2002	REG		South Carolina State	MEAC	L	75	88		1	3	L 3	Elmore Health Science Building 	south-carolina-state	alabama-am	2003
5	Mon, Dec 9, 2002	REG		Savannah State	Ind	W	97	78		2	3	W 1	Elmore Health Science Building 	savannah-state	alabama-am	2003
6	Sat, Dec 14, 2002	REG	@	Morris Brown	Ind	W	65	58		3	3	W 2	John H. Lewis Gym	morris-brown	alabama-am	2003
7	Mon, Dec 16, 2002	REG	@	Florida A&M	MEAC	L	89	91	2OT	3	4	L 1	Gaither Athletic Center	florida-am	alabama-am	2003
8	Sat, Dec 21, 2002	REG	@	Alabama-Birmingham	CUSA	L	69	91		3	5	L 2	Bartow Arena	alabama-birmingham	alabama-am	2003
9	Sat, Jan 4, 2003	REG		Grambling	SWAC	W	74	70		4	5	W 1	Elmore Health Science Building 	grambling	alabama-am	2003
10	Mon, Jan 6, 2003	REG		Jackson State	SWAC	L	68	82		4	6	L 1	Elmore Health Science Building 	jackson-state	alabama-am	2003
11	Sat, Jan 11, 2003	REG	@	Mississippi Valley State	SWAC	L	81	91		4	7	L 2	Harrison HPER Complex	mississippi-valley-state	alabama-am	2003
12	Mon, Jan 13, 2003	REG	@	Arkansas-Pine Bluff	SWAC	W	66	65		5	7	W 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2003
13	Sat, Jan 18, 2003	REG		Alabama State	SWAC	L	52	53		5	8	L 1	Elmore Health Science Building 	alabama-state	alabama-am	2003
14	Sat, Jan 25, 2003	REG		Alcorn State	SWAC	L	65	66		5	9	L 2	Elmore Health Science Building 	alcorn-state	alabama-am	2003
15	Mon, Jan 27, 2003	REG		Southern	SWAC	L	60	66		5	10	L 3	Elmore Health Science Building 	southern	alabama-am	2003
16	Sat, Feb 1, 2003	REG	@	Texas Southern	SWAC	L	67	72	OT	5	11	L 4	Health & Physical Education Arena	texas-southern	alabama-am	2003
17	Mon, Feb 3, 2003	REG	@	Prairie View	SWAC	L	67	79		5	12	L 5	William J. Nicks Building	prairie-view	alabama-am	2003
18	Sat, Feb 8, 2003	REG		Mississippi Valley State	SWAC	L	72	103		5	13	L 6	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2003
19	Mon, Feb 10, 2003	REG		Arkansas-Pine Bluff	SWAC	W	72	54		6	13	W 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2003
20	Sat, Feb 15, 2003	REG	@	Alabama State	SWAC	L	74	85		6	14	L 1	ASU Acadome	alabama-state	alabama-am	2003
21	Wed, Feb 19, 2003	REG		Morris Brown	Ind	W	92	58		7	14	W 1	Elmore Health Science Building 	morris-brown	alabama-am	2003
22	Sat, Feb 22, 2003	REG	@	Alcorn State	SWAC	L	71	79		7	15	L 1	Davey L. Whitney Complex	alcorn-state	alabama-am	2003
23	Mon, Feb 24, 2003	REG	@	Southern	SWAC	L	93	94	OT	7	16	L 2	F. G. Clark Activity Center	southern	alabama-am	2003
24	Sat, Mar 1, 2003	REG		Texas Southern	SWAC	W	90	82		8	16	W 1	Elmore Health Science Building 	texas-southern	alabama-am	2003
25	Mon, Mar 3, 2003	REG		Prairie View	SWAC	L	75	76		8	17	L 1	Elmore Health Science Building 	prairie-view	alabama-am	2003
26	Thu, Mar 6, 2003	REG	@	Grambling	SWAC	L	62	63		8	18	L 2	Tiger Memorial Gym	grambling	alabama-am	2003
27	Sat, Mar 8, 2003	REG	@	Jackson State	SWAC	L	72	81		8	19	L 3	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2003
1	Fri, Nov 22, 2002	REG		Birmingham-Southern	Ind	W	71	53		1	0	W 1	Bartow Arena	birmingham-southern	alabama-birmingham	2003
2	Sun, Nov 24, 2002	REG		Chattanooga	Southern	W	92	81		2	0	W 2	Bartow Arena	chattanooga	alabama-birmingham	2003
3	Wed, Nov 27, 2002	REG	@	Nevada-Las Vegas	MWC	L	75	84		2	1	L 1	Thomas & Mack Center	nevada-las-vegas	alabama-birmingham	2003
4	Sun, Dec 1, 2002	REG		West Alabama		W	97	71		3	1	W 1	Bartow Arena	NA	alabama-birmingham	2003
5	Wed, Dec 4, 2002	REG	@	Richmond	A-10	L	68	72		3	2	L 1	Robins Center	richmond	alabama-birmingham	2003
6	Tue, Dec 17, 2002	REG		Nicholls State	Southland	W	82	70		4	2	W 1	Bartow Arena	nicholls-state	alabama-birmingham	2003
7	Thu, Dec 19, 2002	REG		Texas A&M-Corpus Christi	Ind	W	108	74		5	2	W 2	Bartow Arena	texas-am-corpus-christi	alabama-birmingham	2003
8	Sat, Dec 21, 2002	REG		Alabama A&M	SWAC	W	91	69		6	2	W 3	Bartow Arena	alabama-am	alabama-birmingham	2003
9	Fri, Dec 27, 2002	REG	N	Air Force	MWC	W	69	59		7	2	W 4	Don Haskins Center	air-force	alabama-birmingham	2003
10	Sat, Dec 28, 2002	REG	N	Columbia	Ivy	W	71	42		8	2	W 5	Don Haskins Center	columbia	alabama-birmingham	2003
11	Thu, Jan 2, 2003	REG		Mississippi State (8)	SEC	L	52	68		8	3	L 1	Bartow Arena	mississippi-state	alabama-birmingham	2003
12	Wed, Jan 8, 2003	REG	@	South Florida	CUSA	W	79	69		9	3	W 1	Sun Dome	south-florida	alabama-birmingham	2003
13	Sat, Jan 11, 2003	REG	@	Houston	CUSA	W	63	50		10	3	W 2	Hofheinz Pavilion	houston	alabama-birmingham	2003
14	Tue, Jan 14, 2003	REG		Charlotte	CUSA	L	58	78		10	4	L 1	Bartow Arena	charlotte	alabama-birmingham	2003
15	Sat, Jan 18, 2003	REG		Southern Mississippi	CUSA	W	84	71		11	4	W 1	Bartow Arena	southern-mississippi	alabama-birmingham	2003
16	Sat, Jan 25, 2003	REG	@	Tulane	CUSA	L	72	75		11	5	L 1	Avron B. Fogelman Arena	tulane	alabama-birmingham	2003
17	Wed, Jan 29, 2003	REG		Texas Christian	CUSA	W	84	82		12	5	W 1	Bartow Arena	texas-christian	alabama-birmingham	2003
18	Tue, Feb 4, 2003	REG	@	Southern Mississippi	CUSA	L	80	82	2OT	12	6	L 1	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2003
19	Sat, Feb 8, 2003	REG		Tulane	CUSA	L	66	71		12	7	L 2	Bartow Arena	tulane	alabama-birmingham	2003
20	Wed, Feb 12, 2003	REG		South Florida	CUSA	W	85	67		13	7	W 1	Bartow Arena	south-florida	alabama-birmingham	2003
21	Sat, Feb 15, 2003	REG	@	Memphis	CUSA	L	70	94		13	8	L 1	The Pyramid	memphis	alabama-birmingham	2003
22	Tue, Feb 18, 2003	REG	@	Texas Christian	CUSA	W	88	85	OT	14	8	W 1	Daniel-Meyer Coliseum	texas-christian	alabama-birmingham	2003
23	Sat, Feb 22, 2003	REG		Houston	CUSA	W	80	52		15	8	W 2	Bartow Arena	houston	alabama-birmingham	2003
24	Wed, Feb 26, 2003	REG		DePaul	CUSA	W	77	71		16	8	W 3	Bartow Arena	depaul	alabama-birmingham	2003
25	Sat, Mar 1, 2003	REG	@	Marquette (10)	CUSA	L	87	98		16	9	L 1	Bradley Center	marquette	alabama-birmingham	2003
26	Wed, Mar 5, 2003	REG	@	Cincinnati	CUSA	L	70	87		16	10	L 2	Fifth Third Arena	cincinnati	alabama-birmingham	2003
27	Sat, Mar 8, 2003	REG		Memphis (18)	CUSA	L	79	90		16	11	L 3	Bartow Arena	memphis	alabama-birmingham	2003
28	Wed, Mar 12, 2003	CTOURN	N	Charlotte	CUSA	W	85	61		17	11	W 1	Freedom Hall	charlotte	alabama-birmingham	2003
29	Thu, Mar 13, 2003	CTOURN	N	Marquette (8)	CUSA	W	83	76		18	11	W 2	Freedom Hall	marquette	alabama-birmingham	2003
30	Fri, Mar 14, 2003	CTOURN	N	Saint Louis	CUSA	W	63	62		19	11	W 3	Freedom Hall	saint-louis	alabama-birmingham	2003
31	Sat, Mar 15, 2003	CTOURN	@	Louisville (20)	CUSA	L	78	83		19	12	L 1	Freedom Hall	louisville	alabama-birmingham	2003
32	Wed, Mar 19, 2003	NIT		Louisiana-Lafayette	Sun Belt	W	82	80		20	12	W 1	Bartow Arena	louisiana-lafayette	alabama-birmingham	2003
33	Tue, Mar 25, 2003	NIT	@	Siena	MAAC	W	80	71		21	12	W 2	Times Union Center 	siena	alabama-birmingham	2003
34	Thu, Mar 27, 2003	NIT	@	St. John's (NY)	Big East	L	71	79		21	13	L 1	Carnesecca Arena	st-johns-ny	alabama-birmingham	2003
1	Sun, Nov 17, 2002	REG	N	Furman	Southern	L	73	74		0	1	L 1	Omaha Civic Auditorium	furman	alabama-state	2003
2	Mon, Nov 18, 2002	REG	N	Texas-Arlington	Southland	L	47	59		0	2	L 2	Omaha Civic Auditorium	texas-arlington	alabama-state	2003
3	Fri, Nov 22, 2002	REG	@	Alabama (4)	SEC	L	56	82		0	3	L 3	Coleman Coliseum 	alabama	alabama-state	2003
4	Wed, Nov 27, 2002	REG	@	Mississippi	SEC	L	58	74		0	4	L 4	C.M. Tad Smith Coliseum	mississippi	alabama-state	2003
5	Sat, Nov 30, 2002	REG	@	Florida A&M	MEAC	L	67	68		0	5	L 5	Gaither Athletic Center	florida-am	alabama-state	2003
6	Thu, Dec 5, 2002	REG	@	Georgia State	A-Sun	W	82	77	OT	1	5	W 1	GSU Sports Arena	georgia-state	alabama-state	2003
7	Sat, Dec 7, 2002	REG		Troy	A-Sun	L	71	80		1	6	L 1	ASU Acadome	troy	alabama-state	2003
8	Sat, Dec 14, 2002	REG		Montevallo		W	79	61		2	6	W 1	ASU Acadome	NA	alabama-state	2003
9	Sat, Dec 21, 2002	REG		Birmingham-Southern	Ind	W	58	53		3	6	W 2	ASU Acadome	birmingham-southern	alabama-state	2003
10	Mon, Dec 30, 2002	REG	@	Troy	A-Sun	L	61	81		3	7	L 1	Trojan Arena	troy	alabama-state	2003
11	Sat, Jan 4, 2003	REG		Jackson State	SWAC	W	70	58		4	7	W 1	ASU Acadome	jackson-state	alabama-state	2003
12	Mon, Jan 6, 2003	REG		Grambling	SWAC	W	79	70		5	7	W 2	ASU Acadome	grambling	alabama-state	2003
13	Sat, Jan 11, 2003	REG	@	Arkansas-Pine Bluff	SWAC	W	43	33		6	7	W 3	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2003
14	Mon, Jan 13, 2003	REG	@	Mississippi Valley State	SWAC	W	73	67		7	7	W 4	Harrison HPER Complex	mississippi-valley-state	alabama-state	2003
15	Sat, Jan 18, 2003	REG	@	Alabama A&M	SWAC	W	53	52		8	7	W 5	Elmore Health Science Building 	alabama-am	alabama-state	2003
16	Sat, Jan 25, 2003	REG		Southern	SWAC	W	78	60		9	7	W 6	ASU Acadome	southern	alabama-state	2003
17	Mon, Jan 27, 2003	REG		Alcorn State	SWAC	W	75	49		10	7	W 7	ASU Acadome	alcorn-state	alabama-state	2003
18	Sat, Feb 1, 2003	REG	@	Prairie View	SWAC	L	57	63		10	8	L 1	William J. Nicks Building	prairie-view	alabama-state	2003
19	Mon, Feb 3, 2003	REG	@	Texas Southern	SWAC	L	52	58		10	9	L 2	Health & Physical Education Arena	texas-southern	alabama-state	2003
20	Sat, Feb 8, 2003	REG		Arkansas-Pine Bluff	SWAC	W	57	33		11	9	W 1	ASU Acadome	arkansas-pine-bluff	alabama-state	2003
21	Mon, Feb 10, 2003	REG		Mississippi Valley State	SWAC	L	78	79		11	10	L 1	ASU Acadome	mississippi-valley-state	alabama-state	2003
22	Sat, Feb 15, 2003	REG		Alabama A&M	SWAC	W	85	74		12	10	W 1	ASU Acadome	alabama-am	alabama-state	2003
23	Sat, Feb 22, 2003	REG	@	Southern	SWAC	L	54	57		12	11	L 1	F. G. Clark Activity Center	southern	alabama-state	2003
24	Mon, Feb 24, 2003	REG	@	Alcorn State	SWAC	L	50	69		12	12	L 2	Davey L. Whitney Complex	alcorn-state	alabama-state	2003
25	Sat, Mar 1, 2003	REG		Prairie View	SWAC	L	54	60		12	13	L 3	ASU Acadome	prairie-view	alabama-state	2003
26	Mon, Mar 3, 2003	REG		Texas Southern	SWAC	W	68	64		13	13	W 1	ASU Acadome	texas-southern	alabama-state	2003
27	Thu, Mar 6, 2003	REG	@	Jackson State	SWAC	L	60	70		13	14	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2003
28	Sat, Mar 8, 2003	REG	@	Grambling	SWAC	W	67	63		14	14	W 1	Tiger Memorial Gym	grambling	alabama-state	2003
29	Tue, Mar 11, 2003	CTOURN		Alcorn State	SWAC	L	55	58		14	15	L 1	ASU Acadome	alcorn-state	alabama-state	2003
1	Fri, Nov 22, 2002	REG	@	Siena	MAAC	L	75	79		0	1	L 1	Times Union Center 	siena	albany-ny	2003
2	Tue, Nov 26, 2002	REG		Bucknell	Patriot	L	53	56		0	2	L 2	SEFCU Arena	bucknell	albany-ny	2003
3	Sat, Nov 30, 2002	REG	@	Notre Dame	Big East	L	55	90		0	3	L 3	Purcell Pavilion at the Joyce Center	notre-dame	albany-ny	2003
4	Mon, Dec 9, 2002	REG	@	Army	Patriot	W	47	43		1	3	W 1	Christl Arena	army	albany-ny	2003
5	Wed, Dec 11, 2002	REG		Long Island University	NEC	L	62	78		1	4	L 1	SEFCU Arena	long-island-university	albany-ny	2003
6	Sat, Dec 21, 2002	REG		Robert Morris	NEC	W	69	67		2	4	W 1	SEFCU Arena	robert-morris	albany-ny	2003
7	Mon, Dec 23, 2002	REG		Quinnipiac	NEC	L	65	78		2	5	L 1	SEFCU Arena	quinnipiac	albany-ny	2003
8	Sat, Dec 28, 2002	REG	@	Syracuse	Big East	L	79	109		2	6	L 2	Carrier Dome	syracuse	albany-ny	2003
9	Mon, Dec 30, 2002	REG	@	Lafayette	Patriot	L	75	83		2	7	L 3	Kirby Sports Center	lafayette	albany-ny	2003
10	Thu, Jan 2, 2003	REG		Colgate	Patriot	W	61	54		3	7	W 1	SEFCU Arena	colgate	albany-ny	2003
11	Sat, Jan 4, 2003	REG	@	Maine	AEC	L	71	90		3	8	L 1	Alfond Arena	maine	albany-ny	2003
12	Wed, Jan 8, 2003	REG		Boston University	AEC	L	63	66		3	9	L 2	SEFCU Arena	boston-university	albany-ny	2003
13	Sat, Jan 11, 2003	REG		New Hampshire	AEC	W	61	58		4	9	W 1	SEFCU Arena	new-hampshire	albany-ny	2003
14	Wed, Jan 15, 2003	REG		Vermont	AEC	L	53	63		4	10	L 1	SEFCU Arena	vermont	albany-ny	2003
15	Sun, Jan 19, 2003	REG	@	Stony Brook	AEC	L	87	92	2OT	4	11	L 2	USB Sports Complex	stony-brook	albany-ny	2003
16	Tue, Jan 21, 2003	REG	@	Binghamton	AEC	L	59	86		4	12	L 3	West Gym	binghamton	albany-ny	2003
17	Sat, Jan 25, 2003	REG		Dartmouth	Ivy	W	85	84	3OT	5	12	W 1	SEFCU Arena	dartmouth	albany-ny	2003
18	Wed, Jan 29, 2003	REG	@	Hartford	AEC	L	68	80		5	13	L 1	Chase Arena at Reich Family Pavilion	hartford	albany-ny	2003
19	Sun, Feb 2, 2003	REG		Northeastern	AEC	L	80	89	OT	5	14	L 2	SEFCU Arena	northeastern	albany-ny	2003
20	Wed, Feb 5, 2003	REG	@	Boston University	AEC	L	50	78		5	15	L 3	Case Gym	boston-university	albany-ny	2003
21	Sat, Feb 8, 2003	REG		Maine	AEC	L	71	82		5	16	L 4	SEFCU Arena	maine	albany-ny	2003
22	Fri, Feb 14, 2003	REG		Stony Brook	AEC	W	82	74		6	16	W 1	SEFCU Arena	stony-brook	albany-ny	2003
23	Sun, Feb 16, 2003	REG	@	New Hampshire	AEC	W	87	79		7	16	W 2	Lundholm Gymnasium	new-hampshire	albany-ny	2003
