G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
11	Thu, Dec 30, 1999	REG		Oakland	Mid-Cont	W	97	72		8	3	W 1	James A. Rhodes Arena	oakland	akron	2000
12	Sun, Jan 2, 2000	REG		Western Michigan	MAC	W	73	62		9	3	W 2	James A. Rhodes Arena	western-michigan	akron	2000
13	Wed, Jan 5, 2000	REG		Marshall	MAC	W	92	78		10	3	W 3	James A. Rhodes Arena	marshall	akron	2000
14	Sat, Jan 8, 2000	REG	@	Toledo	MAC	W	82	79		11	3	W 4	John F. Savage Hall	toledo	akron	2000
15	Tue, Jan 11, 2000	REG	@	Ohio	MAC	W	62	60		12	3	W 5	Convocation Center	ohio	akron	2000
16	Sat, Jan 15, 2000	REG		Miami (OH)	MAC	L	48	55		12	4	L 1	James A. Rhodes Arena	miami-oh	akron	2000
17	Wed, Jan 19, 2000	REG	@	Eastern Michigan	MAC	W	89	81	OT	13	4	W 1	Convocation Center	eastern-michigan	akron	2000
18	Sat, Jan 22, 2000	REG		Kent State	MAC	W	69	64		14	4	W 2	James A. Rhodes Arena	kent-state	akron	2000
19	Mon, Jan 24, 2000	REG	@	Buffalo	MAC	L	83	84		14	5	L 1	Alumni Arena	buffalo	akron	2000
20	Sat, Jan 29, 2000	REG	@	Bowling Green State	MAC	L	77	88		14	6	L 2	Anderson Arena	bowling-green-state	akron	2000
21	Wed, Feb 2, 2000	REG		Central Michigan	MAC	W	69	55		15	6	W 1	James A. Rhodes Arena	central-michigan	akron	2000
22	Sat, Feb 5, 2000	REG	@	Western Michigan	MAC	W	89	83		16	6	W 2	University Arena	western-michigan	akron	2000
23	Wed, Feb 9, 2000	REG	@	Miami (OH)	MAC	L	60	71		16	7	L 1	Millett Hall	miami-oh	akron	2000
24	Sat, Feb 12, 2000	REG		Ohio	MAC	W	81	79	OT	17	7	W 1	James A. Rhodes Arena	ohio	akron	2000
25	Mon, Feb 14, 2000	REG	@	Ball State	MAC	L	68	89		17	8	L 1	Worthen Arena	ball-state	akron	2000
26	Sat, Feb 19, 2000	REG	@	Kent State	MAC	L	54	83		17	9	L 2	Memorial Athletic & Convocation Center	kent-state	akron	2000
27	Thu, Feb 24, 2000	REG		Bowling Green State	MAC	L	72	73		17	10	L 3	James A. Rhodes Arena	bowling-green-state	akron	2000
28	Wed, Mar 1, 2000	CTOURN		Central Michigan	MAC	L	73	75		17	11	L 4	James A. Rhodes Arena	central-michigan	akron	2000
1	Sat, Nov 13, 1999	REG	N	Northern Iowa	MVC	L	73	74		0	1	L 1	Scottrade Center	northern-iowa	alabama	2000
2	Sun, Nov 14, 1999	REG	@	Saint Louis	CUSA	L	70	78		0	2	L 2	Scottrade Center	saint-louis	alabama	2000
3	Fri, Nov 19, 1999	REG		Weber State	Big Sky	W	81	61		1	2	W 1	Coleman Coliseum 	weber-state	alabama	2000
4	Mon, Nov 22, 1999	REG		Tennessee Tech	OVC	W	91	72		2	2	W 2	Coleman Coliseum 	tennessee-tech	alabama	2000
5	Fri, Nov 26, 1999	REG		Centenary (LA)	Ind	W	94	72		3	2	W 3	Coleman Coliseum 	centenary-la	alabama	2000
6	Sat, Nov 27, 1999	REG		La Salle	A-10	W	85	70		4	2	W 4	Coleman Coliseum 	la-salle	alabama	2000
7	Thu, Dec 2, 1999	REG		Samford	A-Sun	L	67	79	OT	4	3	L 1	Coleman Coliseum 	samford	alabama	2000
8	Sat, Dec 11, 1999	REG	@	Louisville	CUSA	L	72	87		4	4	L 2	Freedom Hall	louisville	alabama	2000
9	Sat, Dec 18, 1999	REG	N	Chattanooga	Southern	W	75	51		5	4	W 1	Von Braun Center	chattanooga	alabama	2000
10	Tue, Dec 21, 1999	REG		Alabama A&M	SWAC	W	97	74		6	4	W 2	Coleman Coliseum 	alabama-am	alabama	2000
11	Tue, Dec 28, 1999	REG	N	Delaware	AEC	L	66	76		6	5	L 1	McKale Center	delaware	alabama	2000
12	Thu, Dec 30, 1999	REG	N	North Carolina-Wilmington	CAA	W	62	45		7	5	W 1	McKale Center	north-carolina-wilmington	alabama	2000
13	Wed, Jan 5, 2000	REG	@	Louisiana State (21)	SEC	L	66	78		7	6	L 1	Maravich Assembly Center	louisiana-state	alabama	2000
14	Sat, Jan 8, 2000	REG		Mississippi State	SEC	W	77	74	OT	8	6	W 1	Coleman Coliseum 	mississippi-state	alabama	2000
15	Sat, Jan 15, 2000	REG	@	Georgia	SEC	L	59	75		8	7	L 1	Stegeman Coliseum	georgia	alabama	2000
16	Wed, Jan 19, 2000	REG		Arkansas	SEC	W	73	64		9	7	W 1	Coleman Coliseum 	arkansas	alabama	2000
17	Sat, Jan 22, 2000	REG		Florida (9)	SEC	L	73	77		9	8	L 1	Coleman Coliseum 	florida	alabama	2000
18	Sat, Jan 29, 2000	REG		Mississippi	SEC	W	96	67		10	8	W 1	Coleman Coliseum 	mississippi	alabama	2000
19	Wed, Feb 2, 2000	REG	@	Auburn (10)	SEC	L	63	77		10	9	L 1	Beard-Eaves-Memorial	auburn	alabama	2000
20	Sat, Feb 5, 2000	REG		Louisiana State (22)	SEC	L	60	93		10	10	L 2	Coleman Coliseum 	louisiana-state	alabama	2000
21	Wed, Feb 9, 2000	REG	@	Arkansas	SEC	L	66	81		10	11	L 3	Bud Walton Arena	arkansas	alabama	2000
22	Sat, Feb 12, 2000	REG		Vanderbilt (22)	SEC	W	77	63		11	11	W 1	Coleman Coliseum 	vanderbilt	alabama	2000
23	Wed, Feb 16, 2000	REG	@	Kentucky (19)	SEC	L	54	66		11	12	L 1	Rupp Arena	kentucky	alabama	2000
24	Sat, Feb 19, 2000	REG	@	South Carolina	SEC	L	61	82		11	13	L 2	Carolina Coliseum	south-carolina	alabama	2000
25	Tue, Feb 22, 2000	REG		Auburn (11)	SEC	W	68	64		12	13	W 1	Coleman Coliseum 	auburn	alabama	2000
26	Sat, Feb 26, 2000	REG		Tennessee (7)	SEC	W	80	75		13	13	W 2	Coleman Coliseum 	tennessee	alabama	2000
27	Wed, Mar 1, 2000	REG	@	Mississippi	SEC	L	59	63		13	14	L 1	C.M. Tad Smith Coliseum	mississippi	alabama	2000
28	Sat, Mar 4, 2000	REG	@	Mississippi State	SEC	L	70	92		13	15	L 2	Humphrey Coliseum	mississippi-state	alabama	2000
29	Thu, Mar 9, 2000	CTOURN	N	South Carolina	SEC	L	59	69		13	16	L 3	Georgia Dome	south-carolina	alabama	2000
1	Sat, Nov 20, 1999	REG	@	Mississippi State	SEC	L	67	89		0	1	L 1	Humphrey Coliseum	mississippi-state	alabama-am	2000
2	Tue, Nov 23, 1999	REG	@	Alabama-Birmingham	CUSA	L	53	82		0	2	L 2	Bartow Arena	alabama-birmingham	alabama-am	2000
3	Mon, Nov 29, 1999	REG	@	Memphis	CUSA	L	66	97		0	3	L 3	The Pyramid	memphis	alabama-am	2000
4	Sat, Dec 4, 1999	REG		Tuskegee		W	104	63		1	3	W 1	Elmore Health Science Building 	NA	alabama-am	2000
5	Mon, Dec 6, 1999	REG		Morris Brown		W	97	67		2	3	W 2	Elmore Health Science Building 	NA	alabama-am	2000
6	Fri, Dec 10, 1999	REG	N	Jackson State	SWAC	W	63	41		3	3	W 3		jackson-state	alabama-am	2000
7	Sat, Dec 18, 1999	REG	@	Grambling	SWAC	W	92	81		4	3	W 4	Tiger Memorial Gym	grambling	alabama-am	2000
8	Tue, Dec 21, 1999	REG	@	Alabama	SEC	L	74	97		4	4	L 1	Coleman Coliseum 	alabama	alabama-am	2000
9	Tue, Dec 28, 1999	REG	@	South Alabama	Sun Belt	L	61	85		4	5	L 2	Mitchell Center	south-alabama	alabama-am	2000
10	Mon, Jan 3, 2000	REG		Arkansas-Pine Bluff	SWAC	W	73	57		5	5	W 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2000
11	Wed, Jan 5, 2000	REG		Mississippi Valley State	SWAC	W	62	51		6	5	W 2	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2000
12	Sat, Jan 8, 2000	REG	@	Alabama State	SWAC	W	60	58		7	5	W 3	ASU Acadome	alabama-state	alabama-am	2000
13	Sat, Jan 15, 2000	REG	@	Southern	SWAC	L	72	74		7	6	L 1	F. G. Clark Activity Center	southern	alabama-am	2000
14	Mon, Jan 17, 2000	REG	@	Alcorn State	SWAC	L	70	79		7	7	L 2	Davey L. Whitney Complex	alcorn-state	alabama-am	2000
15	Thu, Jan 20, 2000	REG		Belmont	Ind	W	86	73		8	7	W 1	Elmore Health Science Building 	belmont	alabama-am	2000
16	Sat, Jan 22, 2000	REG		Prairie View	SWAC	W	103	85		9	7	W 2	Elmore Health Science Building 	prairie-view	alabama-am	2000
17	Mon, Jan 24, 2000	REG		Texas Southern	SWAC	W	77	72		10	7	W 3	Elmore Health Science Building 	texas-southern	alabama-am	2000
18	Mon, Jan 31, 2000	REG	@	Mississippi Valley State	SWAC	W	81	74		11	7	W 4	Harrison HPER Complex	mississippi-valley-state	alabama-am	2000
19	Sat, Feb 5, 2000	REG		Alabama State	SWAC	L	57	75		11	8	L 1	Elmore Health Science Building 	alabama-state	alabama-am	2000
20	Mon, Feb 7, 2000	REG	@	Georgia State	A-Sun	L	64	69		11	9	L 2	GSU Sports Arena	georgia-state	alabama-am	2000
21	Sat, Feb 12, 2000	REG		Southern	SWAC	W	84	76		12	9	W 1	Elmore Health Science Building 	southern	alabama-am	2000
22	Mon, Feb 14, 2000	REG		Alcorn State	SWAC	L	65	69		12	10	L 1	Elmore Health Science Building 	alcorn-state	alabama-am	2000
23	Thu, Feb 17, 2000	REG		Talladega		W	99	75		13	10	W 1	Elmore Health Science Building 	NA	alabama-am	2000
24	Sat, Feb 19, 2000	REG	@	Prairie View	SWAC	W	89	75		14	10	W 2	William J. Nicks Building	prairie-view	alabama-am	2000
25	Mon, Feb 21, 2000	REG	@	Texas Southern	SWAC	W	73	69	OT	15	10	W 3	Health & Physical Education Arena	texas-southern	alabama-am	2000
26	Sat, Feb 26, 2000	REG		Jackson State	SWAC	W	63	60		16	10	W 4	Elmore Health Science Building 	jackson-state	alabama-am	2000
27	Mon, Feb 28, 2000	REG		Grambling	SWAC	W	76	69		17	10	W 5	Elmore Health Science Building 	grambling	alabama-am	2000
28	Wed, Mar 1, 2000	REG	@	Arkansas-Pine Bluff	SWAC	W	95	74		18	10	W 6	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2000
1	Fri, Nov 19, 1999	REG	@	Auburn (3)	SEC	L	59	65		0	1	L 1	Beard-Eaves-Memorial	auburn	alabama-birmingham	2000
2	Tue, Nov 23, 1999	REG		Alabama A&M	SWAC	W	82	53		1	1	W 1	Bartow Arena	alabama-am	alabama-birmingham	2000
3	Sat, Nov 27, 1999	REG		Georgia Southern	Southern	W	84	77		2	1	W 2	Bartow Arena	georgia-southern	alabama-birmingham	2000
4	Wed, Dec 1, 1999	REG		Texas-Rio Grande Valley	Ind	W	103	82		3	1	W 3	Bartow Arena	texas-pan-american	alabama-birmingham	2000
5	Sat, Dec 4, 1999	REG	@	Tulsa	WAC	L	73	88		3	2	L 1	Donald W. Reynolds Center	tulsa	alabama-birmingham	2000
6	Tue, Dec 7, 1999	REG		South Alabama	Sun Belt	W	91	86		4	2	W 1	Bartow Arena	south-alabama	alabama-birmingham	2000
7	Sat, Dec 11, 1999	REG		Fresno State	WAC	W	103	99	OT	5	2	W 2	Bartow Arena	fresno-state	alabama-birmingham	2000
8	Sat, Dec 18, 1999	REG	@	Princeton	Ivy	L	41	64		5	3	L 1	Jadwin Gymnasium	princeton	alabama-birmingham	2000
9	Tue, Dec 21, 1999	REG		Tennessee-Martin	OVC	W	91	84		6	3	W 1	Bartow Arena	tennessee-martin	alabama-birmingham	2000
10	Mon, Dec 27, 1999	REG	N	Holy Cross	Patriot	L	60	69		6	4	L 1	Assembly Hall	holy-cross	alabama-birmingham	2000
11	Tue, Dec 28, 1999	REG	N	Canisius	MAAC	W	85	79		7	4	W 1	Assembly Hall	canisius	alabama-birmingham	2000
12	Wed, Jan 5, 2000	REG	@	South Florida	CUSA	L	69	88		7	5	L 1	Sun Dome	south-florida	alabama-birmingham	2000
13	Wed, Jan 12, 2000	REG		Louisville (25)	CUSA	W	56	50		8	5	W 1	Bartow Arena	louisville	alabama-birmingham	2000
14	Sat, Jan 15, 2000	REG		South Florida	CUSA	W	75	66	OT	9	5	W 2	Bartow Arena	south-florida	alabama-birmingham	2000
15	Wed, Jan 19, 2000	REG		Southern Mississippi	CUSA	W	73	57		10	5	W 3	Bartow Arena	southern-mississippi	alabama-birmingham	2000
16	Sun, Jan 23, 2000	REG	@	Tulane	CUSA	L	62	73		10	6	L 1	Avron B. Fogelman Arena	tulane	alabama-birmingham	2000
17	Wed, Jan 26, 2000	REG	@	Memphis	CUSA	L	70	84		10	7	L 2	The Pyramid	memphis	alabama-birmingham	2000
18	Sat, Jan 29, 2000	REG		DePaul	CUSA	W	69	68		11	7	W 1	Bartow Arena	depaul	alabama-birmingham	2000
19	Wed, Feb 2, 2000	REG	@	Houston	CUSA	W	90	87		12	7	W 2	Hofheinz Pavilion	houston	alabama-birmingham	2000
20	Sat, Feb 5, 2000	REG		Cincinnati (1)	CUSA	L	80	93		12	8	L 1	Bartow Arena	cincinnati	alabama-birmingham	2000
21	Wed, Feb 9, 2000	REG	@	Saint Louis	CUSA	L	61	78		12	9	L 2	Scottrade Center	saint-louis	alabama-birmingham	2000
22	Sat, Feb 12, 2000	REG		Tulane	CUSA	L	66	77		12	10	L 3	Bartow Arena	tulane	alabama-birmingham	2000
23	Wed, Feb 16, 2000	REG		Memphis	CUSA	W	102	75		13	10	W 1	Bartow Arena	memphis	alabama-birmingham	2000
24	Sat, Feb 19, 2000	REG	@	Southern Mississippi	CUSA	L	71	83		13	11	L 1	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2000
25	Sat, Feb 26, 2000	REG		Houston	CUSA	W	69	66		14	11	W 1	Bartow Arena	houston	alabama-birmingham	2000
26	Wed, Mar 1, 2000	REG	@	Marquette	CUSA	L	58	68		14	12	L 1	Bradley Center	marquette	alabama-birmingham	2000
27	Sat, Mar 4, 2000	REG	@	Charlotte	CUSA	L	37	61		14	13	L 2	Dale F. Halton Arena	charlotte	alabama-birmingham	2000
28	Wed, Mar 8, 2000	CTOURN	N	Charlotte	CUSA	L	73	76		14	14	L 3	The Pyramid	charlotte	alabama-birmingham	2000
1	Fri, Nov 19, 1999	REG		Faulkner University		W	80	69		1	0	W 1	ASU Acadome	NA	alabama-state	2000
2	Tue, Nov 23, 1999	REG	@	South Alabama	Sun Belt	L	59	77		1	1	L 1	Mitchell Center	south-alabama	alabama-state	2000
3	Wed, Dec 1, 1999	REG		Mississippi	SEC	L	65	77		1	2	L 2	ASU Acadome	mississippi	alabama-state	2000
4	Tue, Dec 7, 1999	REG		Montevallo		W	66	62		2	2	W 1	ASU Acadome	NA	alabama-state	2000
5	Sat, Dec 11, 1999	REG	@	Murray State	OVC	L	95	113		2	3	L 1	Regional Special Events Center	murray-state	alabama-state	2000
6	Sat, Dec 18, 1999	REG	@	Jackson State	SWAC	L	69	75	OT	2	4	L 2	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2000
7	Mon, Dec 20, 1999	REG	@	Grambling	SWAC	W	67	66		3	4	W 1	Tiger Memorial Gym	grambling	alabama-state	2000
8	Wed, Dec 29, 1999	REG	@	New Mexico	MWC	L	47	68		3	5	L 1	The Pit/Bob King Court	new-mexico	alabama-state	2000
9	Thu, Dec 30, 1999	REG	N	Lafayette	Patriot	L	54	88		3	6	L 2	The Pit/Bob King Court	lafayette	alabama-state	2000
10	Mon, Jan 3, 2000	REG		Mississippi Valley State	SWAC	W	64	59		4	6	W 1	ASU Acadome	mississippi-valley-state	alabama-state	2000
11	Wed, Jan 5, 2000	REG		Arkansas-Pine Bluff	SWAC	W	64	59		5	6	W 2	ASU Acadome	arkansas-pine-bluff	alabama-state	2000
12	Sat, Jan 8, 2000	REG		Alabama A&M	SWAC	L	58	60		5	7	L 1	ASU Acadome	alabama-am	alabama-state	2000
13	Sat, Jan 15, 2000	REG	@	Alcorn State	SWAC	L	55	71		5	8	L 2	Davey L. Whitney Complex	alcorn-state	alabama-state	2000
14	Mon, Jan 17, 2000	REG	@	Southern	SWAC	L	62	67		5	9	L 3	F. G. Clark Activity Center	southern	alabama-state	2000
15	Sat, Jan 22, 2000	REG		Texas Southern	SWAC	L	51	71		5	10	L 4	ASU Acadome	texas-southern	alabama-state	2000
16	Mon, Jan 24, 2000	REG		Prairie View	SWAC	W	62	61		6	10	W 1	ASU Acadome	prairie-view	alabama-state	2000
17	Sat, Jan 29, 2000	REG	@	Mississippi Valley State	SWAC	W	62	52		7	10	W 2	Harrison HPER Complex	mississippi-valley-state	alabama-state	2000
18	Mon, Jan 31, 2000	REG	@	Arkansas-Pine Bluff	SWAC	W	62	52		8	10	W 3	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2000
19	Sat, Feb 5, 2000	REG	@	Alabama A&M	SWAC	W	75	57		9	10	W 4	Elmore Health Science Building 	alabama-am	alabama-state	2000
20	Mon, Feb 7, 2000	REG		Athens State		L	62	66		9	11	L 1	ASU Acadome	NA	alabama-state	2000
21	Sat, Feb 12, 2000	REG		Alcorn State	SWAC	L	60	62		9	12	L 2	ASU Acadome	alcorn-state	alabama-state	2000
22	Mon, Feb 14, 2000	REG		Southern	SWAC	L	69	79		9	13	L 3	ASU Acadome	southern	alabama-state	2000
23	Sat, Feb 19, 2000	REG	@	Texas Southern	SWAC	W	79	73		10	13	W 1	Health & Physical Education Arena	texas-southern	alabama-state	2000
24	Mon, Feb 21, 2000	REG	@	Prairie View	SWAC	L	75	78		10	14	L 1	William J. Nicks Building	prairie-view	alabama-state	2000
25	Wed, Feb 23, 2000	REG		Grambling	SWAC	W	85	73		11	14	W 1	ASU Acadome	grambling	alabama-state	2000
26	Mon, Feb 28, 2000	REG		Jackson State	SWAC	W	76	72		12	14	W 2	ASU Acadome	jackson-state	alabama-state	2000
27	Sat, Mar 4, 2000	REG		Knoxville College		W	94	69		13	14	W 3	ASU Acadome	NA	alabama-state	2000
28	Thu, Mar 9, 2000	CTOURN	N	Jackson State	SWAC	L	50	56		13	15	L 1	Mississippi Coast Coliseum	jackson-state	alabama-state	2000
1	Fri, Nov 19, 1999	REG	@	Central Connecticut State	NEC	L	56	70		0	1	L 1	Detrick Gymnasium	central-connecticut-state	albany-ny	2000
2	Sat, Nov 20, 1999	REG	N	Colgate	Patriot	L	69	79		0	2	L 2	Detrick Gymnasium	colgate	albany-ny	2000
3	Tue, Nov 23, 1999	REG	@	Maryland-Eastern Shore	MEAC	L	52	59		0	3	L 3	Hytche Athletic Center	maryland-eastern-shore	albany-ny	2000
4	Fri, Nov 26, 1999	REG		Elon	Big South	W	73	69		1	3	W 1	SEFCU Arena	elon	albany-ny	2000
5	Sun, Nov 28, 1999	REG		Niagara	MAAC	L	77	84		1	4	L 1	SEFCU Arena	niagara	albany-ny	2000
6	Thu, Dec 2, 1999	REG		Vermont	AEC	L	61	72		1	5	L 2	SEFCU Arena	vermont	albany-ny	2000
7	Sat, Dec 4, 1999	REG	@	Liberty	Big South	W	75	59		2	5	W 1	Vines Center	liberty	albany-ny	2000
8	Tue, Dec 7, 1999	REG	@	Syracuse (12)	Big East	L	46	86		2	6	L 1	Carrier Dome	syracuse	albany-ny	2000
9	Sat, Dec 11, 1999	REG	@	Monmouth	NEC	L	49	61		2	7	L 2	Boylan Gymnasium	monmouth	albany-ny	2000
10	Mon, Dec 13, 1999	REG		Green Mountain		W	77	57		3	7	W 1	SEFCU Arena	NA	albany-ny	2000
11	Wed, Dec 29, 1999	REG	@	Long Beach State	Big West	L	45	83		3	8	L 1	The Walter Pyramid	long-beach-state	albany-ny	2000
12	Mon, Jan 3, 2000	REG	@	Wagner	NEC	L	66	71		3	9	L 2	Spiro Sports Center	wagner	albany-ny	2000
13	Wed, Jan 5, 2000	REG	@	Harvard	Ivy	L	60	78		3	10	L 3	Lavietes Pavilion	harvard	albany-ny	2000
14	Sat, Jan 8, 2000	REG	@	Lehigh	Patriot	L	74	75		3	11	L 4	Stabler Arena	lehigh	albany-ny	2000
15	Wed, Jan 12, 2000	REG		Maryland-Eastern Shore	MEAC	L	52	55		3	12	L 5	SEFCU Arena	maryland-eastern-shore	albany-ny	2000
16	Mon, Jan 17, 2000	REG		Texas A&M-Corpus Christi		W	90	78		4	12	W 1	SEFCU Arena	NA	albany-ny	2000
17	Wed, Jan 19, 2000	REG	@	Delaware State	MEAC	L	50	53		4	13	L 1	Memorial Hall	delaware-state	albany-ny	2000
18	Fri, Jan 21, 2000	REG	@	Stony Brook	Ind	W	51	47		5	13	W 1	USB Sports Complex	stony-brook	albany-ny	2000
19	Tue, Jan 25, 2000	REG		Southern Vermont		W	108	84		6	13	W 2	SEFCU Arena	NA	albany-ny	2000
20	Sat, Jan 29, 2000	REG		Dartmouth	Ivy	W	68	59		7	13	W 3	SEFCU Arena	dartmouth	albany-ny	2000
21	Mon, Jan 31, 2000	REG		Yale	Ivy	W	77	69	OT	8	13	W 4	SEFCU Arena	yale	albany-ny	2000
22	Wed, Feb 2, 2000	REG	@	Army	Patriot	W	63	56		9	13	W 5	Christl Arena	army	albany-ny	2000
23	Sat, Feb 5, 2000	REG		Stony Brook	Ind	W	67	53		10	13	W 6	SEFCU Arena	stony-brook	albany-ny	2000
24	Mon, Feb 7, 2000	REG	@	Lafayette	Patriot	L	70	90		10	14	L 1	Kirby Sports Center	lafayette	albany-ny	2000
25	Mon, Feb 14, 2000	REG	@	Rutgers	Big East	L	60	79		10	15	L 2	Louis Brown Athletic Center	rutgers	albany-ny	2000
26	Sat, Feb 19, 2000	REG		Army	Patriot	L	45	52		10	16	L 3	SEFCU Arena	army	albany-ny	2000
27	Wed, Feb 23, 2000	REG	@	Bucknell	Patriot	L	61	72		10	17	L 4	Davis Gym	bucknell	albany-ny	2000
28	Tue, Feb 29, 2000	REG	@	Colgate	Patriot	W	86	70		11	17	W 1	Cotterell Court	colgate	albany-ny	2000
1	Sun, Nov 21, 1999	REG	@	Southern Mississippi	CUSA	L	58	88		0	1	L 1	Reed Green Coliseum	southern-mississippi	alcorn-state	2000
2	Fri, Nov 26, 1999	REG	N	Chattanooga	Southern	W	86	80		1	1	W 1	The Pit/Bob King Court	chattanooga	alcorn-state	2000
3	Sat, Nov 27, 1999	REG	@	New Mexico	MWC	L	58	85		1	2	L 1	The Pit/Bob King Court	new-mexico	alcorn-state	2000
