G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
23	Tue, Feb 8, 2000	REG	@	Wichita State	MVC	L	40	53		8	15	L 1	Levitt Arena	wichita-state	centenary-la	2000
24	Sat, Feb 12, 2000	REG	@	Texas A&M-Corpus Christi		L	83	91		8	16	L 2	Circle K Court	NA	centenary-la	2000
25	Tue, Feb 15, 2000	REG		Arkansas-Little Rock	Sun Belt	W	66	64		9	16	W 1	Gold Dome	arkansas-little-rock	centenary-la	2000
26	Sat, Feb 19, 2000	REG	@	Belmont	Ind	L	64	70		9	17	L 1	Striplin Gymnasium	belmont	centenary-la	2000
27	Tue, Feb 22, 2000	REG		Texas College		W	94	59		10	17	W 1	Gold Dome	NA	centenary-la	2000
28	Sat, Feb 26, 2000	REG	@	Texas-Rio Grande Valley	Ind	L	60	68		10	18	L 1	UTPA Fieldhouse	texas-pan-american	centenary-la	2000
1	Fri, Nov 19, 1999	REG		Albany (NY)	Ind	W	70	56		1	0	W 1	Detrick Gymnasium	albany-ny	central-connecticut-state	2000
2	Sat, Nov 20, 1999	REG		Dartmouth	Ivy	W	63	61		2	0	W 2	Detrick Gymnasium	dartmouth	central-connecticut-state	2000
3	Tue, Nov 23, 1999	REG	@	La Salle	A-10	L	60	70		2	1	L 1	Tom Gola Arena	la-salle	central-connecticut-state	2000
4	Thu, Dec 2, 1999	REG	N	Yale	Ivy	W	59	45		3	1	W 1	XL Center	yale	central-connecticut-state	2000
5	Fri, Dec 3, 1999	REG	N	Hartford	AEC	W	64	61		4	1	W 2	XL Center	hartford	central-connecticut-state	2000
6	Sat, Dec 11, 1999	REG		Fairfield	MAAC	L	82	85		4	2	L 1	Detrick Gymnasium	fairfield	central-connecticut-state	2000
7	Sat, Dec 18, 1999	REG		New Hampshire	AEC	W	87	65		5	2	W 1	Detrick Gymnasium	new-hampshire	central-connecticut-state	2000
8	Tue, Dec 21, 1999	REG	@	Providence	Big East	W	54	50		6	2	W 2	Dunkin' Donuts Center	providence	central-connecticut-state	2000
9	Tue, Dec 28, 1999	REG		Air Force	MWC	W	83	63		7	2	W 3	Detrick Gymnasium	air-force	central-connecticut-state	2000
10	Sat, Jan 8, 2000	REG		Sacred Heart	NEC	W	86	55		8	2	W 4	Detrick Gymnasium	sacred-heart	central-connecticut-state	2000
11	Mon, Jan 10, 2000	REG		Wagner	NEC	W	73	71		9	2	W 5	Detrick Gymnasium	wagner	central-connecticut-state	2000
12	Thu, Jan 13, 2000	REG	@	St. Francis (NY)	NEC	W	81	79		10	2	W 6	Pope Physical Education Center	st-francis-ny	central-connecticut-state	2000
13	Sat, Jan 15, 2000	REG	@	Long Island University	NEC	W	88	58		11	2	W 7	Schwartz Athletic Center	long-island-university	central-connecticut-state	2000
14	Sat, Jan 22, 2000	REG		Robert Morris	NEC	W	73	52		12	2	W 8	Detrick Gymnasium	robert-morris	central-connecticut-state	2000
15	Mon, Jan 24, 2000	REG		Saint Francis (PA)	NEC	W	67	64		13	2	W 9	Detrick Gymnasium	saint-francis-pa	central-connecticut-state	2000
16	Thu, Jan 27, 2000	REG	@	Quinnipiac	NEC	W	84	63		14	2	W 10	Burt Kahn Court-Athletic Center	quinnipiac	central-connecticut-state	2000
17	Sat, Jan 29, 2000	REG		Fairleigh Dickinson	NEC	W	88	84	OT	15	2	W 11	Detrick Gymnasium	fairleigh-dickinson	central-connecticut-state	2000
18	Mon, Jan 31, 2000	REG	@	Monmouth	NEC	W	76	58		16	2	W 12	Boylan Gymnasium	monmouth	central-connecticut-state	2000
19	Thu, Feb 3, 2000	REG		Mount St. Mary's	NEC	W	73	61		17	2	W 13	Detrick Gymnasium	mount-st-marys	central-connecticut-state	2000
20	Sat, Feb 5, 2000	REG		Maryland-Baltimore County	NEC	W	63	57		18	2	W 14	Detrick Gymnasium	maryland-baltimore-county	central-connecticut-state	2000
21	Thu, Feb 10, 2000	REG		Monmouth	NEC	W	64	51		19	2	W 15	Detrick Gymnasium	monmouth	central-connecticut-state	2000
22	Sat, Feb 12, 2000	REG	@	Fairleigh Dickinson	NEC	L	58	69		19	3	L 1	Rothman Center	fairleigh-dickinson	central-connecticut-state	2000
23	Thu, Feb 17, 2000	REG	@	Robert Morris	NEC	L	64	71	OT	19	4	L 2	Charles L. Sewall Center	robert-morris	central-connecticut-state	2000
24	Sat, Feb 19, 2000	REG	@	Saint Francis (PA)	NEC	W	65	57		20	4	W 1	Maurice Stokes Athletic Center	saint-francis-pa	central-connecticut-state	2000
25	Tue, Feb 22, 2000	REG		Quinnipiac	NEC	W	94	60		21	4	W 2	Detrick Gymnasium	quinnipiac	central-connecticut-state	2000
26	Thu, Feb 24, 2000	REG	@	Wagner	NEC	L	77	88		21	5	L 1	Spiro Sports Center	wagner	central-connecticut-state	2000
27	Sat, Feb 26, 2000	REG	@	Sacred Heart	NEC	W	99	57		22	5	W 1	William H. Pitt Center	sacred-heart	central-connecticut-state	2000
28	Fri, Mar 3, 2000	CTOURN	N	Maryland-Baltimore County	NEC	W	63	55		23	5	W 2	Sun National Bank Center	maryland-baltimore-county	central-connecticut-state	2000
29	Sat, Mar 4, 2000	CTOURN	N	St. Francis (NY)	NEC	W	83	73		24	5	W 3	Sun National Bank Center	st-francis-ny	central-connecticut-state	2000
30	Sun, Mar 5, 2000	CTOURN	N	Robert Morris	NEC	W	63	46		25	5	W 4	Sun National Bank Center	robert-morris	central-connecticut-state	2000
31	Thu, Mar 16, 2000	NCAA	N	Iowa State (6)	Big 12	L	78	88		25	6	L 1		iowa-state	central-connecticut-state	2000
1	Fri, Nov 19, 1999	REG		Miami (FL)	Big East	L	54	81		0	1	L 1	UCF Arena	miami-fl	central-florida	2000
2	Tue, Nov 23, 1999	REG	@	Winthrop	Big South	L	54	78		0	2	L 2	Winthrop Coliseum	winthrop	central-florida	2000
3	Fri, Nov 26, 1999	REG	N	Clemson	ACC	L	48	54		0	3	L 3	BI-LO Center	clemson	central-florida	2000
4	Sat, Nov 27, 1999	REG	N	Old Dominion	CAA	L	57	61		0	4	L 4	BI-LO Center	old-dominion	central-florida	2000
5	Sun, Nov 28, 1999	REG	N	South Carolina State	MEAC	L	70	71		0	5	L 5	BI-LO Center	south-carolina-state	central-florida	2000
6	Fri, Dec 3, 1999	REG		South Florida	CUSA	L	55	79		0	6	L 6	UCF Arena	south-florida	central-florida	2000
7	Fri, Dec 10, 1999	REG		Flagler		W	109	86		1	6	W 1	UCF Arena	NA	central-florida	2000
8	Mon, Dec 13, 1999	REG	@	Ohio	MAC	L	57	77		1	7	L 1	Convocation Center	ohio	central-florida	2000
9	Wed, Dec 15, 1999	REG	@	Louisville	CUSA	L	58	78		1	8	L 2	Freedom Hall	louisville	central-florida	2000
10	Tue, Dec 21, 1999	REG		North Carolina-Wilmington	CAA	L	60	74		1	9	L 3	UCF Arena	north-carolina-wilmington	central-florida	2000
11	Thu, Dec 23, 1999	REG		Middle Tennessee	OVC	W	88	77		2	9	W 1	UCF Arena	middle-tennessee	central-florida	2000
12	Thu, Dec 30, 1999	REG		Troy	A-Sun	L	73	74		2	10	L 1	UCF Arena	troy	central-florida	2000
13	Wed, Jan 5, 2000	REG		Mercer	A-Sun	W	93	77		3	10	W 1	UCF Arena	mercer	central-florida	2000
14	Sat, Jan 8, 2000	REG	@	Samford	A-Sun	L	67	75		3	11	L 1	Seibert Hall	samford	central-florida	2000
15	Mon, Jan 10, 2000	REG	@	Jacksonville State	A-Sun	L	83	90	OT	3	12	L 2	Pete Mathews Coliseum	jacksonville-state	central-florida	2000
16	Thu, Jan 13, 2000	REG		Georgia State	A-Sun	W	72	67		4	12	W 1	UCF Arena	georgia-state	central-florida	2000
17	Sat, Jan 15, 2000	REG		Campbell	A-Sun	W	90	63		5	12	W 2	UCF Arena	campbell	central-florida	2000
18	Thu, Jan 20, 2000	REG	@	Jacksonville	A-Sun	W	79	70		6	12	W 3	Jacksonville Memorial Coliseum	jacksonville	central-florida	2000
19	Sat, Jan 22, 2000	REG	@	Stetson	A-Sun	L	86	88		6	13	L 1	Edmunds Center	stetson	central-florida	2000
20	Wed, Jan 26, 2000	REG	@	Florida Atlantic	A-Sun	W	84	68		7	13	W 1	FAU Arena	florida-atlantic	central-florida	2000
21	Sat, Jan 29, 2000	REG		Jacksonville	A-Sun	W	65	57		8	13	W 2	UCF Arena	jacksonville	central-florida	2000
22	Mon, Jan 31, 2000	REG		Stetson	A-Sun	L	61	75		8	14	L 1	UCF Arena	stetson	central-florida	2000
23	Sat, Feb 5, 2000	REG		Florida Atlantic	A-Sun	W	86	59		9	14	W 1	UCF Arena	florida-atlantic	central-florida	2000
24	Thu, Feb 10, 2000	REG	@	Mercer	A-Sun	L	65	67		9	15	L 1	Porter Gym	mercer	central-florida	2000
25	Sat, Feb 12, 2000	REG	@	Troy	A-Sun	L	73	85		9	16	L 2	Trojan Arena	troy	central-florida	2000
26	Thu, Feb 17, 2000	REG		Jacksonville State	A-Sun	W	68	64		10	16	W 1	UCF Arena	jacksonville-state	central-florida	2000
27	Sat, Feb 19, 2000	REG		Samford	A-Sun	W	71	68	OT	11	16	W 2	UCF Arena	samford	central-florida	2000
28	Thu, Feb 24, 2000	REG	@	Campbell	A-Sun	W	77	67		12	16	W 3	Carter Gymnasium	campbell	central-florida	2000
29	Sat, Feb 26, 2000	REG	@	Georgia State	A-Sun	L	63	78		12	17	L 1	GSU Sports Arena	georgia-state	central-florida	2000
30	Thu, Mar 2, 2000	CTOURN	@	Jacksonville State	A-Sun	W	74	55		13	17	W 1	Pete Mathews Coliseum	jacksonville-state	central-florida	2000
31	Fri, Mar 3, 2000	CTOURN	N	Mercer	A-Sun	W	84	79		14	17	W 2	Jacksonville Memorial Coliseum	mercer	central-florida	2000
32	Sat, Mar 4, 2000	CTOURN	N	Samford	A-Sun	L	69	78		14	18	L 1	Jacksonville Memorial Coliseum	samford	central-florida	2000
1	Sat, Nov 20, 1999	REG		Milwaukee	MW Coll	L	68	69		0	1	L 1	Rose Arena	milwaukee	central-michigan	2000
2	Tue, Nov 23, 1999	REG		Wright State	MW Coll	W	76	48		1	1	W 1	Rose Arena	wright-state	central-michigan	2000
3	Sat, Nov 27, 1999	REG	@	Illinois-Chicago	MW Coll	W	78	75		2	1	W 2	UIC Pavilion	illinois-chicago	central-michigan	2000
4	Wed, Dec 1, 1999	REG		Rochester (MI)		W	81	63		3	1	W 3	Rose Arena	NA	central-michigan	2000
5	Sat, Dec 4, 1999	REG	@	Illinois State	MVC	L	63	72		3	2	L 1	Redbird Arena	illinois-state	central-michigan	2000
6	Wed, Dec 8, 1999	REG		Detroit Mercy	MW Coll	L	80	83		3	3	L 2	Rose Arena	detroit-mercy	central-michigan	2000
7	Sat, Dec 11, 1999	REG		Xavier	A-10	L	75	94		3	4	L 3	Rose Arena	xavier	central-michigan	2000
8	Sat, Dec 18, 1999	REG	@	Georgia State	A-Sun	L	66	74		3	5	L 4	GSU Sports Arena	georgia-state	central-michigan	2000
9	Wed, Dec 22, 1999	REG	@	Purdue	Big Ten	L	61	92		3	6	L 5	Mackey Arena	purdue	central-michigan	2000
10	Thu, Dec 30, 1999	REG	@	Marshall	MAC	L	63	87		3	7	L 6	Henderson Center	marshall	central-michigan	2000
11	Sun, Jan 2, 2000	REG	@	Toledo	MAC	L	57	80		3	8	L 7	John F. Savage Hall	toledo	central-michigan	2000
12	Wed, Jan 5, 2000	REG		Miami (OH)	MAC	L	55	60		3	9	L 8	Rose Arena	miami-oh	central-michigan	2000
13	Wed, Jan 12, 2000	REG	@	Buffalo	MAC	L	58	71		3	10	L 9	Alumni Arena	buffalo	central-michigan	2000
14	Sat, Jan 15, 2000	REG		Western Michigan	MAC	W	88	72		4	10	W 1	Rose Arena	western-michigan	central-michigan	2000
15	Mon, Jan 17, 2000	REG		Bowling Green State	MAC	L	74	77		4	11	L 1	Rose Arena	bowling-green-state	central-michigan	2000
16	Thu, Jan 20, 2000	REG		Ohio	MAC	L	80	93		4	12	L 2	Rose Arena	ohio	central-michigan	2000
17	Sat, Jan 22, 2000	REG	@	Ball State	MAC	L	69	88		4	13	L 3	Worthen Arena	ball-state	central-michigan	2000
18	Wed, Jan 26, 2000	REG	@	Eastern Michigan	MAC	L	57	68		4	14	L 4	Convocation Center	eastern-michigan	central-michigan	2000
19	Mon, Jan 31, 2000	REG		Northern Illinois	MAC	W	75	65		5	14	W 1	Rose Arena	northern-illinois	central-michigan	2000
20	Wed, Feb 2, 2000	REG	@	Akron	MAC	L	55	69		5	15	L 1	James A. Rhodes Arena	akron	central-michigan	2000
21	Sat, Feb 5, 2000	REG		Kent State	MAC	L	54	60		5	16	L 2	Rose Arena	kent-state	central-michigan	2000
22	Wed, Feb 9, 2000	REG	@	Ohio	MAC	L	77	83	OT	5	17	L 3	Convocation Center	ohio	central-michigan	2000
23	Sat, Feb 12, 2000	REG	@	Western Michigan	MAC	L	75	76		5	18	L 4	University Arena	western-michigan	central-michigan	2000
24	Mon, Feb 14, 2000	REG	@	Eastern Michigan	MAC	L	59	72		5	19	L 5	Convocation Center	eastern-michigan	central-michigan	2000
25	Sun, Feb 20, 2000	REG	@	Northern Illinois	MAC	L	61	84		5	20	L 6	Chick Evans Fieldhouse	northern-illinois	central-michigan	2000
26	Thu, Feb 24, 2000	REG		Ball State	MAC	L	80	91		5	21	L 7	Rose Arena	ball-state	central-michigan	2000
27	Sat, Feb 26, 2000	REG		Toledo	MAC	L	69	78		5	22	L 8	Rose Arena	toledo	central-michigan	2000
28	Wed, Mar 1, 2000	CTOURN	@	Akron	MAC	W	75	73		6	22	W 1	James A. Rhodes Arena	akron	central-michigan	2000
29	Sun, Mar 5, 2000	CTOURN	N	Marshall	MAC	L	56	58		6	23	L 1	Quicken Loans Arena	marshall	central-michigan	2000
1	Sat, Nov 20, 1999	REG	@	Saint Peter's	MAAC	L	71	84		0	1	L 1	Yanitelli Center	saint-peters	charleston-southern	2000
2	Mon, Nov 22, 1999	REG	@	Rutgers	Big East	L	63	77		0	2	L 2	Louis Brown Athletic Center	rutgers	charleston-southern	2000
3	Sat, Nov 27, 1999	REG		North Greenville		W	71	51		1	2	W 1	CSU Fieldhouse	NA	charleston-southern	2000
4	Tue, Nov 30, 1999	REG	@	South Carolina	SEC	L	52	72		1	3	L 1	Carolina Coliseum	south-carolina	charleston-southern	2000
5	Sat, Dec 4, 1999	REG	@	Clemson	ACC	L	51	69		1	4	L 2	Littlejohn Coliseum	clemson	charleston-southern	2000
6	Wed, Dec 8, 1999	REG		Furman	Southern	W	59	58	OT	2	4	W 1	CSU Fieldhouse	furman	charleston-southern	2000
7	Fri, Dec 10, 1999	REG		Anderson (SC)		W	82	66		3	4	W 2	CSU Fieldhouse	NA	charleston-southern	2000
8	Sat, Dec 18, 1999	REG		Stetson	A-Sun	W	76	73		4	4	W 3	CSU Fieldhouse	stetson	charleston-southern	2000
9	Mon, Dec 20, 1999	REG	@	South Carolina State	MEAC	L	72	89		4	5	L 1	SHM Memorial Center	south-carolina-state	charleston-southern	2000
10	Tue, Dec 28, 1999	REG		Tennessee Tech	OVC	L	66	93		4	6	L 2	CSU Fieldhouse	tennessee-tech	charleston-southern	2000
11	Wed, Dec 29, 1999	REG		Hampton	MEAC	L	57	75		4	7	L 3	CSU Fieldhouse	hampton	charleston-southern	2000
12	Wed, Jan 5, 2000	REG	@	College of Charleston	Southern	L	49	68		4	8	L 4	F. Mitchell Johnson Center	college-of-charleston	charleston-southern	2000
13	Mon, Jan 10, 2000	REG		Lees-McRae		L	66	71		4	9	L 5	CSU Fieldhouse	NA	charleston-southern	2000
14	Wed, Jan 12, 2000	REG	@	North Carolina-Asheville	Big South	L	62	77		4	10	L 6	Charlie Justice Center	north-carolina-asheville	charleston-southern	2000
15	Sat, Jan 15, 2000	REG	@	High Point	Big South	L	61	79		4	11	L 7	Millis Center	high-point	charleston-southern	2000
16	Mon, Jan 17, 2000	REG	@	Elon	Big South	L	67	76		4	12	L 8	Alumni Gym	elon	charleston-southern	2000
17	Sat, Jan 22, 2000	REG		Radford	Big South	L	75	82		4	13	L 9	CSU Fieldhouse	radford	charleston-southern	2000
18	Mon, Jan 24, 2000	REG		Liberty	Big South	W	60	58		5	13	W 1	CSU Fieldhouse	liberty	charleston-southern	2000
19	Sat, Jan 29, 2000	REG		Coastal Carolina	Big South	L	69	76		5	14	L 1	CSU Fieldhouse	coastal-carolina	charleston-southern	2000
20	Wed, Feb 2, 2000	REG	@	Winthrop	Big South	L	41	75		5	15	L 2	Winthrop Coliseum	winthrop	charleston-southern	2000
21	Sat, Feb 5, 2000	REG		Elon	Big South	W	90	89	OT	6	15	W 1	CSU Fieldhouse	elon	charleston-southern	2000
22	Mon, Feb 7, 2000	REG		High Point	Big South	L	54	56		6	16	L 1	CSU Fieldhouse	high-point	charleston-southern	2000
23	Fri, Feb 11, 2000	REG	@	Radford	Big South	L	64	78		6	17	L 2	Donald N. Dedmon Center	radford	charleston-southern	2000
24	Mon, Feb 14, 2000	REG	@	Liberty	Big South	L	60	76		6	18	L 3	Vines Center	liberty	charleston-southern	2000
25	Sat, Feb 19, 2000	REG		Winthrop	Big South	L	65	79		6	19	L 4	CSU Fieldhouse	winthrop	charleston-southern	2000
26	Wed, Feb 23, 2000	REG		North Carolina-Asheville	Big South	L	61	76		6	20	L 5	CSU Fieldhouse	north-carolina-asheville	charleston-southern	2000
27	Sat, Feb 26, 2000	REG	@	Coastal Carolina	Big South	W	71	69		7	20	W 1	Kimbel Arena	coastal-carolina	charleston-southern	2000
28	Thu, Mar 2, 2000	CTOURN	N	Coastal Carolina	Big South	W	83	71		8	20	W 2	Asheville Civic Center	coastal-carolina	charleston-southern	2000
29	Fri, Mar 3, 2000	CTOURN	N	Winthrop	Big South	L	65	90		8	21	L 1	Asheville Civic Center	winthrop	charleston-southern	2000
1	Tue, Nov 23, 1999	REG		St. Bonaventure	A-10	W	66	56		1	0	W 1	Dale F. Halton Arena	st-bonaventure	charlotte	2000
2	Sat, Nov 27, 1999	REG	@	Pepperdine	WCC	W	80	74		2	0	W 2	Firestone Fieldhouse	pepperdine	charlotte	2000
3	Sun, Nov 28, 1999	REG	N	St. Bonaventure	A-10	L	66	75		2	1	L 1	Firestone Fieldhouse	st-bonaventure	charlotte	2000
4	Wed, Dec 1, 1999	REG		Davidson	Southern	W	74	55		3	1	W 1	Dale F. Halton Arena	davidson	charlotte	2000
5	Sat, Dec 4, 1999	REG	@	Virginia Tech	A-10	L	52	60		3	2	L 1	Cassell Coliseum	virginia-tech	charlotte	2000
6	Tue, Dec 7, 1999	REG	@	Miami (FL)	Big East	W	75	65		4	2	W 1	Miami Arena	miami-fl	charlotte	2000
7	Sat, Dec 11, 1999	REG		Rhode Island	A-10	W	84	61		5	2	W 2	Dale F. Halton Arena	rhode-island	charlotte	2000
8	Tue, Dec 21, 1999	REG	N	Illinois-Chicago	MW Coll	W	87	61		6	2	W 3	Eugene Guerra Sports Complex	illinois-chicago	charlotte	2000
9	Wed, Dec 22, 1999	REG	N	Tulsa	WAC	L	61	76		6	3	L 1	Eugene Guerra Sports Complex	tulsa	charlotte	2000
10	Thu, Dec 23, 1999	REG	N	Southern Illinois	MVC	L	65	66	OT	6	4	L 2	Eugene Guerra Sports Complex	southern-illinois	charlotte	2000
11	Tue, Dec 28, 1999	REG	@	South Carolina	SEC	L	65	71		6	5	L 3	Carolina Coliseum	south-carolina	charlotte	2000
12	Fri, Dec 31, 1999	REG	@	George Washington	A-10	W	98	93	OT	7	5	W 1	Charles E. Smith Center	george-washington	charlotte	2000
13	Wed, Jan 5, 2000	REG	@	Cincinnati (3)	CUSA	L	54	81		7	6	L 1	Fifth Third Arena	cincinnati	charlotte	2000
14	Sat, Jan 8, 2000	REG	@	DePaul (23)	CUSA	L	75	77		7	7	L 2	Allstate Arena	depaul	charlotte	2000
15	Wed, Jan 12, 2000	REG		Houston	CUSA	W	92	74		8	7	W 1	Dale F. Halton Arena	houston	charlotte	2000
16	Sat, Jan 15, 2000	REG		Saint Louis	CUSA	W	72	51		9	7	W 2	Dale F. Halton Arena	saint-louis	charlotte	2000
17	Wed, Jan 19, 2000	REG	@	Marquette	CUSA	L	55	65		9	8	L 1	Bradley Center	marquette	charlotte	2000
18	Sat, Jan 22, 2000	REG	@	Louisville	CUSA	W	69	59		10	8	W 1	Freedom Hall	louisville	charlotte	2000
19	Wed, Jan 26, 2000	REG		Old Dominion	CAA	W	72	48		11	8	W 2	Dale F. Halton Arena	old-dominion	charlotte	2000
20	Sat, Jan 29, 2000	REG		Marquette	CUSA	W	60	54		12	8	W 3	Dale F. Halton Arena	marquette	charlotte	2000
21	Thu, Feb 3, 2000	REG		Cincinnati (1)	CUSA	L	62	70		12	9	L 1	Dale F. Halton Arena	cincinnati	charlotte	2000
22	Sun, Feb 6, 2000	REG		DePaul	CUSA	L	66	80		12	10	L 2	Dale F. Halton Arena	depaul	charlotte	2000
23	Wed, Feb 9, 2000	REG	@	Southern Mississippi	CUSA	W	66	52		13	10	W 1	Reed Green Coliseum	southern-mississippi	charlotte	2000
24	Sun, Feb 13, 2000	REG	@	South Florida	CUSA	L	83	87		13	11	L 1	Sun Dome	south-florida	charlotte	2000
25	Wed, Feb 16, 2000	REG		Louisville	CUSA	L	51	67		13	12	L 2	Dale F. Halton Arena	louisville	charlotte	2000
26	Sun, Feb 20, 2000	REG	@	Memphis	CUSA	L	67	78		13	13	L 3	The Pyramid	memphis	charlotte	2000
27	Sat, Feb 26, 2000	REG		Tulane	CUSA	W	78	59		14	13	W 1	Dale F. Halton Arena	tulane	charlotte	2000
28	Wed, Mar 1, 2000	REG	@	Saint Louis	CUSA	L	63	72		14	14	L 1	Scottrade Center	saint-louis	charlotte	2000
29	Sat, Mar 4, 2000	REG		Alabama-Birmingham	CUSA	W	61	37		15	14	W 1	Dale F. Halton Arena	alabama-birmingham	charlotte	2000
30	Wed, Mar 8, 2000	CTOURN	N	Alabama-Birmingham	CUSA	W	76	73		16	14	W 2	The Pyramid	alabama-birmingham	charlotte	2000
31	Thu, Mar 9, 2000	CTOURN	N	Louisville	CUSA	W	57	52		17	14	W 3	The Pyramid	louisville	charlotte	2000
32	Fri, Mar 10, 2000	CTOURN	N	DePaul	CUSA	L	49	56		17	15	L 1	The Pyramid	depaul	charlotte	2000
33	Wed, Mar 15, 2000	NIT	@	Mississippi	SEC	L	45	62		17	16	L 2	C.M. Tad Smith Coliseum	mississippi	charlotte	2000
1	Sat, Nov 20, 1999	REG	@	Old Dominion	CAA	L	64	77		0	1	L 1	Norfolk Scope	old-dominion	chattanooga	2000
2	Fri, Nov 26, 1999	REG	N	Alcorn State	SWAC	L	80	86		0	2	L 2	The Pit/Bob King Court	alcorn-state	chattanooga	2000
3	Sat, Nov 27, 1999	REG	N	Sam Houston State	Southland	L	68	78		0	3	L 3	The Pit/Bob King Court	sam-houston-state	chattanooga	2000
4	Tue, Nov 30, 1999	REG		Belmont	Ind	W	78	67		1	3	W 1	The McKenzie Arena	belmont	chattanooga	2000
5	Sat, Dec 4, 1999	REG	@	Michigan	Big Ten	L	61	72		1	4	L 1	Crisler Arena	michigan	chattanooga	2000
6	Thu, Dec 16, 1999	REG		Southern Tech		L	69	73		1	5	L 2	The McKenzie Arena	NA	chattanooga	2000
7	Sat, Dec 18, 1999	REG	N	Alabama	SEC	L	51	75		1	6	L 3	Von Braun Center	alabama	chattanooga	2000
8	Mon, Dec 20, 1999	REG		Southern Methodist	WAC	L	66	67	OT	1	7	L 4	The McKenzie Arena	southern-methodist	chattanooga	2000
9	Thu, Dec 23, 1999	REG		Saint Joseph's	A-10	W	68	65		2	7	W 1	The McKenzie Arena	saint-josephs	chattanooga	2000
10	Wed, Dec 29, 1999	REG		Radford	Big South	W	70	56		3	7	W 2	The McKenzie Arena	radford	chattanooga	2000
11	Thu, Dec 30, 1999	REG		Youngstown State	Mid-Cont	L	58	62		3	8	L 1	The McKenzie Arena	youngstown-state	chattanooga	2000
12	Mon, Jan 3, 2000	REG		Western Carolina	Southern	L	68	75		3	9	L 2	The McKenzie Arena	western-carolina	chattanooga	2000
13	Sat, Jan 8, 2000	REG	@	East Tennessee State	Southern	W	63	58		4	9	W 1	Memorial Center	east-tennessee-state	chattanooga	2000
14	Mon, Jan 10, 2000	REG		Virginia Military Institute	Southern	W	84	73		5	9	W 2	The McKenzie Arena	virginia-military-institute	chattanooga	2000
15	Sat, Jan 15, 2000	REG		Furman	Southern	W	72	63		6	9	W 3	The McKenzie Arena	furman	chattanooga	2000
16	Mon, Jan 17, 2000	REG	@	Citadel	Southern	W	68	59		7	9	W 4	McAlister Field House	citadel	chattanooga	2000
17	Sat, Jan 22, 2000	REG	@	Wofford	Southern	L	68	71		7	10	L 1	Benjamin Johnson Arena	wofford	chattanooga	2000
18	Mon, Jan 24, 2000	REG		Georgia Southern	Southern	L	59	62		7	11	L 2	The McKenzie Arena	georgia-southern	chattanooga	2000
19	Sat, Jan 29, 2000	REG	@	Appalachian State	Southern	L	90	93	OT	7	12	L 3	Varsity Gym	appalachian-state	chattanooga	2000
20	Mon, Jan 31, 2000	REG		College of Charleston	Southern	W	70	68		8	12	W 1	The McKenzie Arena	college-of-charleston	chattanooga	2000
21	Sat, Feb 5, 2000	REG	@	Furman	Southern	L	60	67		8	13	L 1	Timmons Arena	furman	chattanooga	2000
22	Mon, Feb 7, 2000	REG	@	Georgia Southern	Southern	L	92	96		8	14	L 2	Hanner Fieldhouse	georgia-southern	chattanooga	2000
23	Sat, Feb 12, 2000	REG		North Carolina-Greensboro	Southern	L	70	74		8	15	L 3	The McKenzie Arena	north-carolina-greensboro	chattanooga	2000
24	Mon, Feb 14, 2000	REG	@	Davidson	Southern	L	78	104		8	16	L 4	Belk Arena	davidson	chattanooga	2000
25	Sat, Feb 19, 2000	REG		Wofford	Southern	W	69	51		9	16	W 1	The McKenzie Arena	wofford	chattanooga	2000
26	Mon, Feb 21, 2000	REG		Citadel	Southern	L	61	63		9	17	L 1	The McKenzie Arena	citadel	chattanooga	2000
27	Sat, Feb 26, 2000	REG	@	College of Charleston	Southern	L	57	84		9	18	L 2	F. Mitchell Johnson Center	college-of-charleston	chattanooga	2000
28	Thu, Mar 2, 2000	CTOURN	N	Western Carolina	Southern	W	90	75		10	18	W 1	Timmons Arena	western-carolina	chattanooga	2000
29	Fri, Mar 3, 2000	CTOURN	N	Appalachian State	Southern	L	66	88		10	19	L 1	Timmons Arena	appalachian-state	chattanooga	2000
1	Sat, Nov 20, 1999	REG	@	Marquette	CUSA	L	43	62		0	1	L 1	Bradley Center	marquette	chicago-state	2000
2	Tue, Nov 23, 1999	REG	@	Northwestern	Big Ten	L	47	55		0	2	L 2	Welsh-Ryan Arena	northwestern	chicago-state	2000
3	Sat, Nov 27, 1999	REG		Eastern Michigan	MAC	W	65	62		1	2	W 1	Jacoby Dickens Center	eastern-michigan	chicago-state	2000
4	Wed, Dec 1, 1999	REG	@	DePaul (22)	CUSA	L	57	104		1	3	L 1	Allstate Arena	depaul	chicago-state	2000
5	Tue, Dec 7, 1999	REG		Illinois-Chicago	MW Coll	W	69	61		2	3	W 1	Jacoby Dickens Center	illinois-chicago	chicago-state	2000
6	Sat, Dec 18, 1999	REG	@	Utah	MWC	L	58	84		2	4	L 1	Jon M. Huntsman Center	utah	chicago-state	2000
7	Mon, Dec 20, 1999	REG		Saint Joseph's (IN)		W	86	78		3	4	W 1	Jacoby Dickens Center	NA	chicago-state	2000
8	Wed, Dec 22, 1999	REG		Hampton	MEAC	L	68	79		3	5	L 1	Jacoby Dickens Center	hampton	chicago-state	2000
9	Tue, Dec 28, 1999	REG	@	Detroit Mercy	MW Coll	L	64	75		3	6	L 2	Calihan Hall	detroit-mercy	chicago-state	2000
