G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
12	Fri, Dec 21, 2001	REG		Eastern Oregon		W	105	45		10	2	W 7	The Kennel	NA	gonzaga	2002
13	Sat, Dec 29, 2001	REG	@	Monmouth	NEC	W	79	54		11	2	W 8	Boylan Gymnasium	monmouth	gonzaga	2002
14	Mon, Dec 31, 2001	REG	@	Saint Joseph's	A-10	W	83	80		12	2	W 9	Hagan Arena	saint-josephs	gonzaga	2002
15	Mon, Jan 7, 2002	REG	@	New Mexico	MWC	W	95	90	OT	13	2	W 10	The Pit/Bob King Court	new-mexico	gonzaga	2002
16	Fri, Jan 11, 2002	REG		Santa Clara	WCC	W	83	81		14	2	W 11	The Kennel	santa-clara	gonzaga	2002
17	Sun, Jan 13, 2002	REG		San Diego	WCC	W	75	62		15	2	W 12	The Kennel	san-diego	gonzaga	2002
18	Fri, Jan 18, 2002	REG	@	Pepperdine	WCC	L	79	88		15	3	L 1	Firestone Fieldhouse	pepperdine	gonzaga	2002
19	Sat, Jan 19, 2002	REG	@	Loyola Marymount	WCC	W	94	60		16	3	W 1	Albert Gersten Pavilion	loyola-marymount	gonzaga	2002
20	Thu, Jan 24, 2002	REG		San Francisco	WCC	W	93	73		17	3	W 2	The Kennel	san-francisco	gonzaga	2002
21	Sat, Jan 26, 2002	REG		Saint Mary's (CA)	WCC	W	70	52		18	3	W 3	The Kennel	saint-marys-ca	gonzaga	2002
22	Wed, Jan 30, 2002	REG		Portland	WCC	W	102	67		19	3	W 4	The Kennel	portland	gonzaga	2002
23	Sat, Feb 2, 2002	REG	@	Portland	WCC	W	94	80		20	3	W 5	Chiles Center	portland	gonzaga	2002
24	Thu, Feb 7, 2002	REG	@	Santa Clara	WCC	W	84	69		21	3	W 6	Leavey Center	santa-clara	gonzaga	2002
25	Sat, Feb 9, 2002	REG	@	San Diego	WCC	W	77	76		22	3	W 7	Jenny Craig Pavillion	san-diego	gonzaga	2002
26	Thu, Feb 14, 2002	REG		Loyola Marymount	WCC	W	72	51		23	3	W 8	The Kennel	loyola-marymount	gonzaga	2002
27	Sat, Feb 16, 2002	REG		Pepperdine	WCC	W	91	78		24	3	W 9	The Kennel	pepperdine	gonzaga	2002
28	Fri, Feb 22, 2002	REG	@	San Francisco	WCC	W	70	54		25	3	W 10	War Memorial Gymnasium	san-francisco	gonzaga	2002
29	Sat, Feb 23, 2002	REG	@	Saint Mary's (CA)	WCC	W	74	55		26	3	W 11	McKeon Pavilion	saint-marys-ca	gonzaga	2002
30	Sat, Mar 2, 2002	CTOURN	N	Loyola Marymount	WCC	W	82	64		27	3	W 12	Jenny Craig Pavillion	loyola-marymount	gonzaga	2002
31	Sun, Mar 3, 2002	CTOURN	@	San Diego	WCC	W	87	79		28	3	W 13	Jenny Craig Pavillion	san-diego	gonzaga	2002
32	Mon, Mar 4, 2002	CTOURN	N	Pepperdine	WCC	W	96	90		29	3	W 14	Jenny Craig Pavillion	pepperdine	gonzaga	2002
33	Thu, Mar 14, 2002	NCAA	N	Wyoming	MWC	L	66	73		29	4	L 1	The Pit/Bob King Court	wyoming	gonzaga	2002
1	Sat, Nov 17, 2001	REG		Wiley		W	81	54		1	0	W 1	Tiger Memorial Gym	NA	grambling	2002
2	Mon, Nov 19, 2001	REG	@	Tulsa	WAC	L	61	104		1	1	L 1	Donald W. Reynolds Center	tulsa	grambling	2002
3	Wed, Nov 21, 2001	REG	@	Villanova	Big East	L	68	82		1	2	L 2	Wells Fargo Center	villanova	grambling	2002
4	Mon, Nov 26, 2001	REG	@	Georgetown (16)	Big East	L	69	103		1	3	L 3	Verizon Center	georgetown	grambling	2002
5	Thu, Nov 29, 2001	REG	@	Creighton	MVC	L	64	102		1	4	L 4	Omaha Civic Auditorium	creighton	grambling	2002
6	Sat, Dec 1, 2001	REG	@	Missouri (3)	Big 12	L	76	100		1	5	L 5	Hearnes Center	missouri	grambling	2002
7	Sat, Dec 8, 2001	REG		Northwestern State	Southland	W	91	88		2	5	W 1	Tiger Memorial Gym	northwestern-state	grambling	2002
8	Sat, Dec 15, 2001	REG		Alabama State	SWAC	L	55	62		2	6	L 1	Tiger Memorial Gym	alabama-state	grambling	2002
9	Mon, Dec 17, 2001	REG		Alabama A&M	SWAC	W	89	88		3	6	W 1	Tiger Memorial Gym	alabama-am	grambling	2002
10	Fri, Dec 21, 2001	REG		Arkansas-Little Rock	Sun Belt	L	69	93		3	7	L 1	Tiger Memorial Gym	arkansas-little-rock	grambling	2002
11	Sun, Dec 30, 2001	REG	@	Virginia (4)	ACC	L	67	112		3	8	L 2	University Hall	virginia	grambling	2002
12	Sat, Jan 5, 2002	REG	@	Southern	SWAC	L	87	106		3	9	L 3	F. G. Clark Activity Center	southern	grambling	2002
13	Mon, Jan 7, 2002	REG	@	Alcorn State	SWAC	L	87	99		3	10	L 4	Davey L. Whitney Complex	alcorn-state	grambling	2002
14	Sat, Jan 12, 2002	REG		Prairie View	SWAC	W	79	61		4	10	W 1	Tiger Memorial Gym	prairie-view	grambling	2002
15	Mon, Jan 14, 2002	REG		Texas Southern	SWAC	W	66	55		5	10	W 2	Tiger Memorial Gym	texas-southern	grambling	2002
16	Sat, Jan 19, 2002	REG	@	Jackson State	SWAC	L	91	96		5	11	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	grambling	2002
17	Sat, Jan 26, 2002	REG	@	Arkansas-Pine Bluff	SWAC	W	84	72		6	11	W 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	grambling	2002
18	Mon, Jan 28, 2002	REG	@	Mississippi Valley State	SWAC	L	87	91	OT	6	12	L 1	Harrison HPER Complex	mississippi-valley-state	grambling	2002
19	Sat, Feb 2, 2002	REG		Southern	SWAC	W	81	80		7	12	W 1	Tiger Memorial Gym	southern	grambling	2002
20	Mon, Feb 4, 2002	REG		Alcorn State	SWAC	L	85	87	OT	7	13	L 1	Tiger Memorial Gym	alcorn-state	grambling	2002
21	Sat, Feb 9, 2002	REG	@	Prairie View	SWAC	L	73	75		7	14	L 2	William J. Nicks Building	prairie-view	grambling	2002
22	Mon, Feb 11, 2002	REG	@	Texas Southern	SWAC	L	68	87		7	15	L 3	Health & Physical Education Arena	texas-southern	grambling	2002
23	Sat, Feb 16, 2002	REG		Jackson State	SWAC	W	98	83		8	15	W 1	Tiger Memorial Gym	jackson-state	grambling	2002
24	Sat, Feb 23, 2002	REG		Arkansas-Pine Bluff	SWAC	W	91	77		9	15	W 2	Tiger Memorial Gym	arkansas-pine-bluff	grambling	2002
25	Mon, Feb 25, 2002	REG		Mississippi Valley State	SWAC	L	87	99		9	16	L 1	Tiger Memorial Gym	mississippi-valley-state	grambling	2002
26	Thu, Feb 28, 2002	REG	@	Alabama State	SWAC	L	74	82		9	17	L 2	ASU Acadome	alabama-state	grambling	2002
27	Sat, Mar 2, 2002	REG	@	Alabama A&M	SWAC	L	76	81		9	18	L 3	Elmore Health Science Building 	alabama-am	grambling	2002
28	Tue, Mar 5, 2002	CTOURN	@	Alcorn State	SWAC	L	84	108		9	19	L 4	Davey L. Whitney Complex	alcorn-state	grambling	2002
1	Sat, Nov 17, 2001	REG		Missouri-Kansas City	Mid-Cont	L	47	48		0	1	L 1	Brown County Arena	missouri-kansas-city	green-bay	2002
2	Tue, Nov 20, 2001	REG	@	Kansas State	Big 12	L	55	68		0	2	L 2	Bramlage Coliseum	kansas-state	green-bay	2002
3	Sun, Nov 25, 2001	REG		Northern Iowa	MVC	L	79	83		0	3	L 3	Brown County Arena	northern-iowa	green-bay	2002
4	Tue, Nov 27, 2001	REG		Chicago State	Mid-Cont	W	78	62		1	3	W 1	Brown County Arena	chicago-state	green-bay	2002
5	Sat, Dec 1, 2001	REG	@	Wisconsin	Big Ten	L	57	70		1	4	L 1	Kohl Center	wisconsin	green-bay	2002
6	Sat, Dec 8, 2001	REG	@	St. Bonaventure	A-10	L	83	93		1	5	L 2	Reilly Center	st-bonaventure	green-bay	2002
7	Tue, Dec 11, 2001	REG		Eastern Michigan	MAC	W	106	76		2	5	W 1	Brown County Arena	eastern-michigan	green-bay	2002
8	Sat, Dec 15, 2001	REG	@	Missouri-Kansas City	Mid-Cont	L	54	67		2	6	L 1	Municipal Auditorium	missouri-kansas-city	green-bay	2002
9	Sat, Dec 22, 2001	REG	@	Evansville	MVC	L	69	77		2	7	L 2	Roberts Stadium	evansville	green-bay	2002
10	Fri, Dec 28, 2001	REG		Boston University	AEC	L	75	79	OT	2	8	L 3	Brown County Arena	boston-university	green-bay	2002
11	Sat, Dec 29, 2001	REG		Lipscomb		W	77	44		3	8	W 1	Brown County Arena	NA	green-bay	2002
12	Sat, Jan 5, 2002	REG	@	Milwaukee	Horizon	L	51	63		3	9	L 1	Klotsche Center	milwaukee	green-bay	2002
13	Thu, Jan 10, 2002	REG		Illinois-Chicago	Horizon	L	66	75		3	10	L 2	Brown County Arena	illinois-chicago	green-bay	2002
14	Sat, Jan 12, 2002	REG		Loyola (IL)	Horizon	L	68	72		3	11	L 3	Brown County Arena	loyola-il	green-bay	2002
15	Thu, Jan 17, 2002	REG	@	Butler	Horizon	L	41	64		3	12	L 4	Hinkle Fieldhouse	butler	green-bay	2002
16	Sat, Jan 19, 2002	REG	@	Wright State	Horizon	L	73	96		3	13	L 5	Ervin J. Nutter Center	wright-state	green-bay	2002
17	Thu, Jan 24, 2002	REG		Detroit Mercy	Horizon	L	40	52		3	14	L 6	Brown County Arena	detroit-mercy	green-bay	2002
18	Sat, Jan 26, 2002	REG		Cleveland State	Horizon	W	61	50		4	14	W 1	Brown County Arena	cleveland-state	green-bay	2002
19	Mon, Jan 28, 2002	REG		Youngstown State	Horizon	W	53	50		5	14	W 2	Brown County Arena	youngstown-state	green-bay	2002
20	Thu, Feb 7, 2002	REG	@	Loyola (IL)	Horizon	L	74	84	OT	5	15	L 1	Joseph J. Gentile Center	loyola-il	green-bay	2002
21	Sat, Feb 9, 2002	REG	@	Illinois-Chicago	Horizon	L	67	75		5	16	L 2	UIC Pavilion	illinois-chicago	green-bay	2002
22	Mon, Feb 11, 2002	REG	@	Detroit Mercy	Horizon	W	65	61		6	16	W 1	Calihan Hall	detroit-mercy	green-bay	2002
23	Thu, Feb 14, 2002	REG		Butler	Horizon	L	74	77		6	17	L 1	Brown County Arena	butler	green-bay	2002
24	Sun, Feb 17, 2002	REG		Wright State	Horizon	L	70	71		6	18	L 2	Brown County Arena	wright-state	green-bay	2002
25	Thu, Feb 21, 2002	REG	@	Youngstown State	Horizon	L	55	69		6	19	L 3	Beeghly Center	youngstown-state	green-bay	2002
26	Sat, Feb 23, 2002	REG	@	Cleveland State	Horizon	W	74	66		7	19	W 1	Henry J. Goodman Arena	cleveland-state	green-bay	2002
27	Mon, Feb 25, 2002	REG	@	Milwaukee	Horizon	L	66	76		7	20	L 1	Klotsche Center	milwaukee	green-bay	2002
28	Fri, Mar 1, 2002	CTOURN	N	Youngstown State	Horizon	W	86	65		8	20	W 1	Henry J. Goodman Arena	youngstown-state	green-bay	2002
29	Sat, Mar 2, 2002	CTOURN	N	Butler	Horizon	W	49	48		9	20	W 2	Henry J. Goodman Arena	butler	green-bay	2002
30	Sun, Mar 3, 2002	CTOURN	N	Loyola (IL)	Horizon	L	57	63		9	21	L 1	Henry J. Goodman Arena	loyola-il	green-bay	2002
1	Fri, Nov 16, 2001	REG	@	North Carolina (19)	ACC	W	77	69		1	0	W 1	Smith Center	north-carolina	hampton	2002
2	Mon, Nov 19, 2001	REG		Central Florida	A-Sun	W	73	72		2	0	W 2	Convocation Center	central-florida	hampton	2002
3	Fri, Nov 23, 2001	REG	N	Vanderbilt	SEC	L	85	100		2	1	L 1	Neal S. Blaisdell Center	vanderbilt	hampton	2002
4	Sat, Nov 24, 2001	REG	N	Akron	MAC	W	67	59		3	1	W 1	Neal S. Blaisdell Center	akron	hampton	2002
5	Sun, Nov 25, 2001	REG	N	Hawaii Pacific		W	83	76		4	1	W 2	Neal S. Blaisdell Center	NA	hampton	2002
6	Sat, Dec 1, 2001	REG	@	Morgan State	MEAC	W	78	70		5	1	W 3	Hill Field House	morgan-state	hampton	2002
7	Mon, Dec 3, 2001	REG	@	Coppin State	MEAC	W	81	69		6	1	W 4	Coppin Center	coppin-state	hampton	2002
8	Sat, Dec 8, 2001	REG		Norfolk State	MEAC	W	85	57		7	1	W 5	Convocation Center	norfolk-state	hampton	2002
9	Tue, Dec 18, 2001	REG	@	Old Dominion	CAA	W	84	77		8	1	W 6	ODU Fieldhouse	old-dominion	hampton	2002
10	Fri, Dec 21, 2001	REG	@	Bradley	MVC	L	84	87	2OT	8	2	L 1	Carver Arena	bradley	hampton	2002
11	Sun, Dec 23, 2001	REG	@	Western Illinois	Mid-Cont	L	74	77		8	3	L 2	Western Hall	western-illinois	hampton	2002
12	Sat, Dec 29, 2001	REG	@	Montana State	Big Sky	L	66	80		8	4	L 3	Worthington Arena	montana-state	hampton	2002
13	Sun, Dec 30, 2001	REG	N	Troy	A-Sun	L	91	100	OT	8	5	L 4	Worthington Arena	troy	hampton	2002
14	Sat, Jan 5, 2002	REG		Maryland-Eastern Shore	MEAC	W	86	71		9	5	W 1	Convocation Center	maryland-eastern-shore	hampton	2002
15	Sat, Jan 12, 2002	REG	@	South Carolina State	MEAC	W	81	75		10	5	W 2	SHM Memorial Center	south-carolina-state	hampton	2002
16	Mon, Jan 14, 2002	REG	@	North Carolina A&T	MEAC	W	82	68		11	5	W 3	Ellis Corbett Sports Center	north-carolina-at	hampton	2002
17	Sat, Jan 19, 2002	REG		Delaware State	MEAC	W	58	55		12	5	W 4	Convocation Center	delaware-state	hampton	2002
18	Mon, Jan 21, 2002	REG		Howard	MEAC	W	79	58		13	5	W 5	Convocation Center	howard	hampton	2002
19	Fri, Jan 25, 2002	REG	@	Bethune-Cookman	MEAC	W	85	69		14	5	W 6	Moore Gymnasium	bethune-cookman	hampton	2002
20	Mon, Jan 28, 2002	REG		Florida A&M	MEAC	W	97	65		15	5	W 7	Convocation Center	florida-am	hampton	2002
21	Sat, Feb 2, 2002	REG		Morgan State	MEAC	W	89	74		16	5	W 8	Convocation Center	morgan-state	hampton	2002
22	Mon, Feb 4, 2002	REG		Coppin State	MEAC	W	78	51		17	5	W 9	Convocation Center	coppin-state	hampton	2002
23	Wed, Feb 6, 2002	REG	@	William & Mary	CAA	W	64	59		18	5	W 10	Kaplan Arena at William and Mary Hall	william-mary	hampton	2002
24	Sat, Feb 9, 2002	REG	@	Maryland-Eastern Shore	MEAC	W	81	63		19	5	W 11	Hytche Athletic Center	maryland-eastern-shore	hampton	2002
25	Sat, Feb 16, 2002	REG		South Carolina State	MEAC	W	87	73		20	5	W 12	Convocation Center	south-carolina-state	hampton	2002
26	Mon, Feb 18, 2002	REG		North Carolina A&T	MEAC	W	72	61		21	5	W 13	Convocation Center	north-carolina-at	hampton	2002
27	Thu, Feb 21, 2002	REG	@	Delaware State	MEAC	W	63	58		22	5	W 14	Memorial Hall	delaware-state	hampton	2002
28	Mon, Feb 25, 2002	REG	@	Howard	MEAC	L	81	82		22	6	L 1	Burr Gymnasium	howard	hampton	2002
29	Sat, Mar 2, 2002	REG	@	Norfolk State	MEAC	W	92	89	OT	23	6	W 1	Echols Memorial Hall	norfolk-state	hampton	2002
30	Wed, Mar 6, 2002	CTOURN	N	Morgan State	MEAC	W	93	70		24	6	W 2	Arthur Ashe Athletic Center	morgan-state	hampton	2002
31	Fri, Mar 8, 2002	CTOURN	N	South Carolina State	MEAC	W	80	70		25	6	W 3	Arthur Ashe Athletic Center	south-carolina-state	hampton	2002
32	Sat, Mar 9, 2002	CTOURN	N	Howard	MEAC	W	80	62		26	6	W 4	Arthur Ashe Athletic Center	howard	hampton	2002
33	Fri, Mar 15, 2002	NCAA	N	Connecticut (10)	Big East	L	67	78		26	7	L 1	Verizon Center	connecticut	hampton	2002
1	Fri, Nov 16, 2001	REG	@	Delaware State	MEAC	L	57	69		0	1	L 1	Memorial Hall	delaware-state	hartford	2002
2	Mon, Nov 19, 2001	REG	@	Iowa State	Big 12	L	54	83		0	2	L 2	James H. Hilton Coliseum 	iowa-state	hartford	2002
3	Thu, Nov 22, 2001	REG	N	Saint Louis	CUSA	L	52	85		0	3	L 3	Valley High School	saint-louis	hartford	2002
4	Fri, Nov 23, 2001	REG	N	Southern Illinois	MVC	L	46	78		0	4	L 4	Valley High School	southern-illinois	hartford	2002
5	Sat, Nov 24, 2001	REG	N	Eastern Illinois	OVC	L	57	73		0	5	L 5	Valley High School	eastern-illinois	hartford	2002
6	Thu, Nov 29, 2001	REG		Central Connecticut State	NEC	L	59	73		0	6	L 6	Chase Arena at Reich Family Pavilion	central-connecticut-state	hartford	2002
7	Fri, Nov 30, 2001	REG		Winthrop	Big South	W	58	55		1	6	W 1	Chase Arena at Reich Family Pavilion	winthrop	hartford	2002
8	Mon, Dec 3, 2001	REG	@	Manhattan	MAAC	L	38	76		1	7	L 1	Draddy Gymnasium	manhattan	hartford	2002
9	Sat, Dec 8, 2001	REG		Fairleigh Dickinson	NEC	W	73	56		2	7	W 1	Chase Arena at Reich Family Pavilion	fairleigh-dickinson	hartford	2002
10	Tue, Dec 11, 2001	REG	@	Siena	MAAC	L	52	68		2	8	L 1	Times Union Center 	siena	hartford	2002
11	Thu, Dec 13, 2001	REG	@	Rutgers	Big East	L	53	63		2	9	L 2	Louis Brown Athletic Center	rutgers	hartford	2002
12	Fri, Dec 28, 2001	REG		Clemson	ACC	L	48	78		2	10	L 3	Chase Arena at Reich Family Pavilion	clemson	hartford	2002
13	Wed, Jan 2, 2002	REG	@	Binghamton	AEC	W	68	66		3	10	W 1	West Gym	binghamton	hartford	2002
14	Sat, Jan 5, 2002	REG		Northeastern	AEC	W	64	61		4	10	W 2	Chase Arena at Reich Family Pavilion	northeastern	hartford	2002
15	Mon, Jan 7, 2002	REG		Boston University	AEC	L	56	70		4	11	L 1	Chase Arena at Reich Family Pavilion	boston-university	hartford	2002
16	Sat, Jan 12, 2002	REG		New Hampshire	AEC	L	78	80		4	12	L 2	Chase Arena at Reich Family Pavilion	new-hampshire	hartford	2002
17	Thu, Jan 17, 2002	REG	@	Maine	AEC	W	50	47		5	12	W 1	Alfond Arena	maine	hartford	2002
18	Sun, Jan 20, 2002	REG		Vermont	AEC	W	78	65		6	12	W 2	Chase Arena at Reich Family Pavilion	vermont	hartford	2002
19	Tue, Jan 22, 2002	REG	@	Dartmouth	Ivy	W	67	65	OT	7	12	W 3	Leede Arena	dartmouth	hartford	2002
20	Thu, Jan 24, 2002	REG	@	New Hampshire	AEC	L	70	74		7	13	L 1	Lundholm Gymnasium	new-hampshire	hartford	2002
21	Sat, Jan 26, 2002	REG		Stony Brook	AEC	W	76	70		8	13	W 1	Chase Arena at Reich Family Pavilion	stony-brook	hartford	2002
22	Tue, Jan 29, 2002	REG	@	Boston University	AEC	W	44	42		9	13	W 2	Case Gym	boston-university	hartford	2002
23	Fri, Feb 1, 2002	REG	@	Northeastern	AEC	L	66	67		9	14	L 1	Solomon Court at the Cabot Center	northeastern	hartford	2002
24	Tue, Feb 5, 2002	REG		Maine	AEC	W	59	47		10	14	W 1	Chase Arena at Reich Family Pavilion	maine	hartford	2002
25	Fri, Feb 8, 2002	REG		Albany (NY)	AEC	W	62	51		11	14	W 2	Chase Arena at Reich Family Pavilion	albany-ny	hartford	2002
26	Wed, Feb 13, 2002	REG		Maryland-Eastern Shore	MEAC	L	57	61		11	15	L 1	Chase Arena at Reich Family Pavilion	maryland-eastern-shore	hartford	2002
27	Fri, Feb 15, 2002	REG	@	Stony Brook	AEC	W	80	73	OT	12	15	W 1	USB Sports Complex	stony-brook	hartford	2002
28	Sun, Feb 17, 2002	REG		Binghamton	AEC	W	88	63		13	15	W 2	Chase Arena at Reich Family Pavilion	binghamton	hartford	2002
29	Fri, Feb 22, 2002	REG	@	Albany (NY)	AEC	L	48	51		13	16	L 1	SEFCU Arena	albany-ny	hartford	2002
30	Sun, Feb 24, 2002	REG	@	Vermont	AEC	L	66	75		13	17	L 2	Roy L. Patrick Gymnasium	vermont	hartford	2002
31	Sat, Mar 2, 2002	CTOURN	N	Albany (NY)	AEC	W	65	49		14	17	W 1	Walter Brown Arena	albany-ny	hartford	2002
32	Sun, Mar 3, 2002	CTOURN	@	Boston University	AEC	L	60	63		14	18	L 1	Walter Brown Arena	boston-university	hartford	2002
1	Fri, Nov 16, 2001	REG		Fairfield	MAAC	W	68	62		1	0	W 1	Lavietes Pavilion	fairfield	harvard	2002
2	Tue, Nov 20, 2001	REG	@	Holy Cross	Patriot	L	57	65		1	1	L 1	Hart Recreation Center	holy-cross	harvard	2002
3	Sat, Nov 24, 2001	REG	@	Lehigh	Patriot	W	64	62		2	1	W 1	Stabler Arena	lehigh	harvard	2002
4	Tue, Nov 27, 2001	REG		Northeastern	AEC	W	68	61		3	1	W 2	Lavietes Pavilion	northeastern	harvard	2002
5	Sat, Dec 1, 2001	REG		Stony Brook	AEC	W	64	59		4	1	W 3	Lavietes Pavilion	stony-brook	harvard	2002
6	Tue, Dec 4, 2001	REG	@	Boston University	AEC	L	41	51		4	2	L 1	Case Gym	boston-university	harvard	2002
7	Sat, Dec 8, 2001	REG		Colgate	Patriot	L	64	76		4	3	L 2	Lavietes Pavilion	colgate	harvard	2002
8	Wed, Dec 12, 2001	REG	@	New Hampshire	AEC	W	70	65		5	3	W 1	Lundholm Gymnasium	new-hampshire	harvard	2002
9	Sat, Dec 15, 2001	REG		Dartmouth	Ivy	W	70	53		6	3	W 2	Lavietes Pavilion	dartmouth	harvard	2002
10	Tue, Dec 18, 2001	REG	@	Vermont	AEC	L	54	74		6	4	L 1	Roy L. Patrick Gymnasium	vermont	harvard	2002
11	Fri, Dec 21, 2001	REG		Sacred Heart	NEC	W	81	69		7	4	W 1	Lavietes Pavilion	sacred-heart	harvard	2002
12	Fri, Dec 28, 2001	REG	@	University of California	Pac-10	L	54	69		7	5	L 1	Haas Pavilion	california	harvard	2002
13	Sat, Dec 29, 2001	REG	N	Coppin State	MEAC	W	55	51	OT	8	5	W 1	Harmon Gym	coppin-state	harvard	2002
14	Sat, Jan 5, 2002	REG	@	Dartmouth	Ivy	W	88	57		9	5	W 2	Leede Arena	dartmouth	harvard	2002
15	Fri, Jan 11, 2002	REG		Princeton	Ivy	L	48	50		9	6	L 1	Lavietes Pavilion	princeton	harvard	2002
16	Sat, Jan 12, 2002	REG		Pennsylvania	Ivy	W	78	75	OT	10	6	W 1	Lavietes Pavilion	pennsylvania	harvard	2002
17	Fri, Feb 1, 2002	REG		Brown	Ivy	W	89	81		11	6	W 2	Lavietes Pavilion	brown	harvard	2002
18	Sat, Feb 2, 2002	REG		Yale	Ivy	L	57	66		11	7	L 1	Lavietes Pavilion	yale	harvard	2002
19	Fri, Feb 8, 2002	REG	@	Columbia	Ivy	W	55	52		12	7	W 1	Levien Gym	columbia	harvard	2002
20	Sat, Feb 9, 2002	REG	@	Cornell	Ivy	L	62	63		12	8	L 1	Newman Arena	cornell	harvard	2002
21	Fri, Feb 15, 2002	REG	@	Pennsylvania	Ivy	L	51	78		12	9	L 2	The Palestra	pennsylvania	harvard	2002
22	Sat, Feb 16, 2002	REG	@	Princeton	Ivy	L	59	70		12	10	L 3	Jadwin Gymnasium	princeton	harvard	2002
23	Fri, Feb 22, 2002	REG		Cornell	Ivy	W	55	46		13	10	W 1	Lavietes Pavilion	cornell	harvard	2002
24	Sat, Feb 23, 2002	REG		Columbia	Ivy	W	59	56		14	10	W 2	Lavietes Pavilion	columbia	harvard	2002
25	Fri, Mar 1, 2002	REG	@	Yale	Ivy	L	72	77		14	11	L 1	John J. Lee Ampitheater	yale	harvard	2002
26	Sat, Mar 2, 2002	REG	@	Brown	Ivy	L	83	92		14	12	L 2	Pizzitola Sports Center	brown	harvard	2002
1	Fri, Nov 16, 2001	REG		Norfolk State	MEAC	W	76	52		1	0	W 1	Stan Sheriff Center	norfolk-state	hawaii	2002
2	Sun, Nov 18, 2001	REG		Drake	MVC	W	74	63		2	0	W 2	Stan Sheriff Center	drake	hawaii	2002
3	Fri, Nov 23, 2001	REG	N	Mercer	A-Sun	W	89	72		3	0	W 3	Afook-Chinen Civic Auditorium	mercer	hawaii	2002
4	Sat, Nov 24, 2001	REG	N	Colorado State	MWC	L	59	61		3	1	L 1	Afook-Chinen Civic Auditorium	colorado-state	hawaii	2002
5	Sun, Nov 25, 2001	REG	N	Wisconsin	Big Ten	W	60	57		4	1	W 1	Afook-Chinen Civic Auditorium	wisconsin	hawaii	2002
6	Tue, Nov 27, 2001	REG		Northwestern State	Southland	W	60	58		5	1	W 2	Stan Sheriff Center	northwestern-state	hawaii	2002
7	Mon, Dec 10, 2001	REG		Alcorn State	SWAC	W	62	48		6	1	W 3	Stan Sheriff Center	alcorn-state	hawaii	2002
8	Fri, Dec 14, 2001	REG		San Diego State	MWC	L	58	61		6	2	L 1	Stan Sheriff Center	san-diego-state	hawaii	2002
9	Wed, Dec 19, 2001	REG		Portland	WCC	W	75	68		7	2	W 1	Stan Sheriff Center	portland	hawaii	2002
10	Fri, Dec 21, 2001	REG		Iona	MAAC	W	67	56		8	2	W 2	Stan Sheriff Center	iona	hawaii	2002
11	Sat, Dec 22, 2001	REG		Georgia	SEC	W	54	44		9	2	W 3	Stan Sheriff Center	georgia	hawaii	2002
12	Thu, Dec 27, 2001	REG		Fresno State	WAC	W	83	73		10	2	W 4	Stan Sheriff Center	fresno-state	hawaii	2002
13	Sat, Dec 29, 2001	REG		Nevada	WAC	W	58	40		11	2	W 5	Stan Sheriff Center	nevada	hawaii	2002
14	Thu, Jan 3, 2002	REG	@	Texas-El Paso	WAC	W	70	68		12	2	W 6	Don Haskins Center	texas-el-paso	hawaii	2002
15	Sat, Jan 5, 2002	REG	@	Boise State	WAC	W	64	62		13	2	W 7	Taco Bell Arena	boise-state	hawaii	2002
16	Thu, Jan 10, 2002	REG		Louisiana Tech	WAC	W	81	61		14	2	W 8	Stan Sheriff Center	louisiana-tech	hawaii	2002
17	Sat, Jan 12, 2002	REG		Southern Methodist	WAC	W	83	74		15	2	W 9	Stan Sheriff Center	southern-methodist	hawaii	2002
18	Sat, Jan 19, 2002	REG	@	San Jose State	WAC	L	53	57		15	3	L 1	The Event Center	san-jose-state	hawaii	2002
19	Thu, Jan 24, 2002	REG	@	Rice	WAC	W	88	79		16	3	W 1	Tudor Fieldhouse	rice	hawaii	2002
20	Sat, Jan 26, 2002	REG	@	Tulsa	WAC	W	90	82		17	3	W 2	Donald W. Reynolds Center	tulsa	hawaii	2002
21	Thu, Jan 31, 2002	REG		Boise State	WAC	W	67	56		18	3	W 3	Stan Sheriff Center	boise-state	hawaii	2002
22	Sat, Feb 2, 2002	REG		Texas-El Paso	WAC	W	75	60		19	3	W 4	Stan Sheriff Center	texas-el-paso	hawaii	2002
23	Thu, Feb 7, 2002	REG	@	Southern Methodist	WAC	W	85	76		20	3	W 5	Moody Coliseum	southern-methodist	hawaii	2002
24	Sat, Feb 9, 2002	REG	@	Louisiana Tech	WAC	L	57	61		20	4	L 1	Thomas Assembly Center	louisiana-tech	hawaii	2002
25	Sat, Feb 16, 2002	REG		San Jose State	WAC	W	71	46		21	4	W 1	Stan Sheriff Center	san-jose-state	hawaii	2002
26	Thu, Feb 21, 2002	REG		Tulsa	WAC	W	86	85		22	4	W 2	Stan Sheriff Center	tulsa	hawaii	2002
27	Sat, Feb 23, 2002	REG		Rice	WAC	W	79	50		23	4	W 3	Stan Sheriff Center	rice	hawaii	2002
28	Thu, Feb 28, 2002	REG	@	Nevada	WAC	L	69	79		23	5	L 1	Lawlor Events Center	nevada	hawaii	2002
