G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
29	Thu, Mar 8, 2001	CTOURN	N	Brigham Young	MWC	L	54	69		8	21	L 2	Thomas & Mack Center	brigham-young	air-force	2001
1	Sat, Nov 25, 2000	REG	@	Oakland	Mid-Cont	W	79	68		1	0	W 1	Athletics Center O'rena	oakland	akron	2001
2	Fri, Dec 1, 2000	REG	@	Syracuse (20)	Big East	L	51	81		1	1	L 1	Carrier Dome	syracuse	akron	2001
3	Sat, Dec 2, 2000	REG	N	Fairfield	MAAC	L	53	71		1	2	L 2	Carrier Dome	fairfield	akron	2001
4	Wed, Dec 6, 2000	REG		Rhode Island	A-10	W	74	60		2	2	W 1	James A. Rhodes Arena	rhode-island	akron	2001
5	Sat, Dec 9, 2000	REG	N	Alabama (23)	SEC	L	59	73		2	3	L 1	Birmingham-Jefferson Civic Center	alabama	akron	2001
6	Sat, Dec 16, 2000	REG	@	Western Kentucky	Sun Belt	L	58	73		2	4	L 2	E.A. Diddle Arena	western-kentucky	akron	2001
7	Thu, Dec 21, 2000	REG		Cleveland State	MW Coll	W	82	80		3	4	W 1	James A. Rhodes Arena	cleveland-state	akron	2001
8	Sat, Dec 23, 2000	REG		Wyoming	MWC	L	73	81		3	5	L 1	James A. Rhodes Arena	wyoming	akron	2001
9	Wed, Dec 27, 2000	REG		Purdue	Big Ten	L	67	98		3	6	L 2	James A. Rhodes Arena	purdue	akron	2001
10	Wed, Jan 3, 2001	REG	@	Buffalo	MAC	W	75	65	OT	4	6	W 1	Alumni Arena	buffalo	akron	2001
11	Sat, Jan 6, 2001	REG	@	Kent State	MAC	L	61	73		4	7	L 1	Memorial Athletic & Convocation Center	kent-state	akron	2001
12	Tue, Jan 9, 2001	REG		Western Michigan	MAC	W	79	64		5	7	W 1	James A. Rhodes Arena	western-michigan	akron	2001
13	Sat, Jan 13, 2001	REG	@	Marshall	MAC	L	68	77		5	8	L 1	Henderson Center	marshall	akron	2001
14	Wed, Jan 17, 2001	REG		Bowling Green State	MAC	W	83	80		6	8	W 1	James A. Rhodes Arena	bowling-green-state	akron	2001
15	Sat, Jan 20, 2001	REG	@	Ohio	MAC	L	67	85		6	9	L 1	Convocation Center	ohio	akron	2001
16	Wed, Jan 24, 2001	REG	@	Miami (OH)	MAC	W	56	46		7	9	W 1	Millett Hall	miami-oh	akron	2001
17	Sat, Jan 27, 2001	REG		Eastern Michigan	MAC	W	63	56		8	9	W 2	James A. Rhodes Arena	eastern-michigan	akron	2001
18	Wed, Jan 31, 2001	REG	@	Central Michigan	MAC	L	75	78		8	10	L 1	Rose Arena	central-michigan	akron	2001
19	Sat, Feb 3, 2001	REG		Buffalo	MAC	W	78	77		9	10	W 1	James A. Rhodes Arena	buffalo	akron	2001
20	Mon, Feb 5, 2001	REG	@	Northern Illinois	MAC	W	103	75		10	10	W 2	Chick Evans Fieldhouse	northern-illinois	akron	2001
21	Wed, Feb 7, 2001	REG		Toledo	MAC	L	64	94		10	11	L 1	James A. Rhodes Arena	toledo	akron	2001
22	Wed, Feb 14, 2001	REG		Ohio	MAC	L	61	70		10	12	L 2	James A. Rhodes Arena	ohio	akron	2001
23	Sat, Feb 17, 2001	REG		Miami (OH)	MAC	W	58	55		11	12	W 1	James A. Rhodes Arena	miami-oh	akron	2001
24	Wed, Feb 21, 2001	REG	@	Western Michigan	MAC	L	42	50		11	13	L 1	University Arena	western-michigan	akron	2001
25	Sat, Feb 24, 2001	REG	@	Bowling Green State	MAC	L	78	86		11	14	L 2	Anderson Arena	bowling-green-state	akron	2001
26	Wed, Feb 28, 2001	REG		Ball State	MAC	L	62	81		11	15	L 3	James A. Rhodes Arena	ball-state	akron	2001
27	Sat, Mar 3, 2001	REG		Kent State	MAC	W	76	68		12	15	W 1	James A. Rhodes Arena	kent-state	akron	2001
28	Mon, Mar 5, 2001	CTOURN	@	Miami (OH)	MAC	L	56	69		12	16	L 1	Millett Hall	miami-oh	akron	2001
1	Mon, Nov 20, 2000	REG		Troy	A-Sun	W	92	64		1	0	W 1	Coleman Coliseum 	troy	alabama	2001
2	Sat, Nov 25, 2000	REG		Arkansas-Pine Bluff	SWAC	W	110	53		2	0	W 2	Coleman Coliseum 	arkansas-pine-bluff	alabama	2001
3	Thu, Nov 30, 2000	REG		Louisville	CUSA	W	100	71		3	0	W 3	Coleman Coliseum 	louisville	alabama	2001
4	Mon, Dec 4, 2000	REG		Grambling	SWAC	W	107	61		4	0	W 4	Coleman Coliseum 	grambling	alabama	2001
5	Thu, Dec 7, 2000	REG		Wofford	Southern	W	68	64		5	0	W 5	Coleman Coliseum 	wofford	alabama	2001
6	Sat, Dec 9, 2000	REG	N	Akron	MAC	W	73	59		6	0	W 6	Birmingham-Jefferson Civic Center	akron	alabama	2001
7	Sat, Dec 16, 2000	REG		North Texas	Sun Belt	W	94	55		7	0	W 7	Coleman Coliseum 	north-texas	alabama	2001
8	Wed, Dec 20, 2000	REG	N	Northern Iowa	MVC	W	64	56		8	0	W 8		northern-iowa	alabama	2001
9	Thu, Dec 21, 2000	REG	N	Washington	Pac-10	W	69	60		9	0	W 9		washington	alabama	2001
10	Fri, Dec 22, 2000	REG	N	Cincinnati (22)	CUSA	L	74	77	OT	9	1	L 1		cincinnati	alabama	2001
11	Sat, Dec 30, 2000	REG		Alabama State	SWAC	W	82	56		10	1	W 1	Coleman Coliseum 	alabama-state	alabama	2001
12	Tue, Jan 2, 2001	REG		Southeastern Louisiana	Southland	W	92	63		11	1	W 2	Coleman Coliseum 	southeastern-louisiana	alabama	2001
13	Sat, Jan 6, 2001	REG	@	Louisiana State	SEC	W	82	73		12	1	W 3	Maravich Assembly Center	louisiana-state	alabama	2001
14	Tue, Jan 9, 2001	REG	@	Tennessee (4)	SEC	L	69	86		12	2	L 1	Thompson-Boling Arena	tennessee	alabama	2001
15	Sat, Jan 13, 2001	REG		Mississippi State	SEC	W	72	59		13	2	W 1	Coleman Coliseum 	mississippi-state	alabama	2001
16	Wed, Jan 17, 2001	REG		Mississippi (21)	SEC	W	82	63		14	2	W 2	Coleman Coliseum 	mississippi	alabama	2001
17	Sat, Jan 20, 2001	REG	@	Arkansas	SEC	L	58	87		14	3	L 1	Bud Walton Arena	arkansas	alabama	2001
18	Tue, Jan 23, 2001	REG		Kentucky	SEC	W	70	60		15	3	W 1	Coleman Coliseum 	kentucky	alabama	2001
19	Sat, Jan 27, 2001	REG		Auburn	SEC	W	81	80		16	3	W 2	Coleman Coliseum 	auburn	alabama	2001
20	Wed, Jan 31, 2001	REG	@	Vanderbilt	SEC	L	62	68		16	4	L 1	Memorial Gymnasium	vanderbilt	alabama	2001
21	Sat, Feb 3, 2001	REG		Louisiana State	SEC	W	76	66		17	4	W 1	Coleman Coliseum 	louisiana-state	alabama	2001
22	Wed, Feb 7, 2001	REG	@	Mississippi State	SEC	L	70	84		17	5	L 1	Humphrey Coliseum	mississippi-state	alabama	2001
23	Sat, Feb 10, 2001	REG		Georgia	SEC	W	76	68		18	5	W 1	Coleman Coliseum 	georgia	alabama	2001
24	Wed, Feb 14, 2001	REG		South Carolina	SEC	W	60	55		19	5	W 2	Coleman Coliseum 	south-carolina	alabama	2001
25	Sat, Feb 17, 2001	REG		Ohio State	Big Ten	W	85	67		20	5	W 3	Coleman Coliseum 	ohio-state	alabama	2001
26	Wed, Feb 21, 2001	REG	@	Auburn	SEC	L	69	72	OT	20	6	L 1	Beard-Eaves-Memorial	auburn	alabama	2001
27	Sat, Feb 24, 2001	REG	@	Florida (7)	SEC	L	68	89		20	7	L 2	Stephen C. O'Connell Center	florida	alabama	2001
28	Wed, Feb 28, 2001	REG		Arkansas	SEC	L	63	66		20	8	L 3	Coleman Coliseum 	arkansas	alabama	2001
29	Sat, Mar 3, 2001	REG	@	Mississippi (14)	SEC	L	71	105		20	9	L 4	C.M. Tad Smith Coliseum	mississippi	alabama	2001
30	Thu, Mar 8, 2001	CTOURN	N	Vanderbilt	SEC	W	78	59		21	9	W 1	Bridgestone Arena	vanderbilt	alabama	2001
31	Fri, Mar 9, 2001	CTOURN	N	Florida (5)	SEC	L	61	69		21	10	L 1	Bridgestone Arena	florida	alabama	2001
32	Tue, Mar 13, 2001	NIT		Seton Hall	Big East	W	85	79		22	10	W 1	Coleman Coliseum 	seton-hall	alabama	2001
33	Tue, Mar 20, 2001	NIT		Toledo	MAC	W	79	69		23	10	W 2	Coleman Coliseum 	toledo	alabama	2001
34	Fri, Mar 23, 2001	NIT	@	Purdue	Big Ten	W	85	77	2OT	24	10	W 3	Mackey Arena	purdue	alabama	2001
35	Tue, Mar 27, 2001	NIT	N	Detroit Mercy	MW Coll	W	74	63		25	10	W 4	Madison Square Garden (IV)	detroit-mercy	alabama	2001
36	Thu, Mar 29, 2001	NIT	N	Tulsa	WAC	L	60	79		25	11	L 1	Madison Square Garden (IV)	tulsa	alabama	2001
1	Fri, Nov 17, 2000	REG		Jacksonville State	A-Sun	W	74	71		1	0	W 1	Elmore Health Science Building 	jacksonville-state	alabama-am	2001
2	Tue, Nov 21, 2000	REG	@	Alabama-Birmingham	CUSA	L	62	97		1	1	L 1	Bartow Arena	alabama-birmingham	alabama-am	2001
3	Sat, Nov 25, 2000	REG		Georgia State	A-Sun	L	73	82		1	2	L 2	Elmore Health Science Building 	georgia-state	alabama-am	2001
4	Tue, Nov 28, 2000	REG	@	Wright State	MW Coll	L	82	92		1	3	L 3	Ervin J. Nutter Center	wright-state	alabama-am	2001
5	Thu, Nov 30, 2000	REG	@	Mississippi State	SEC	L	60	102		1	4	L 4	Humphrey Coliseum	mississippi-state	alabama-am	2001
6	Fri, Dec 8, 2000	REG	N	Northern Arizona	Big Sky	W	57	55		2	4	W 1	Mackey Arena	northern-arizona	alabama-am	2001
7	Sat, Dec 9, 2000	REG	@	Purdue	Big Ten	L	51	79		2	5	L 1	Mackey Arena	purdue	alabama-am	2001
8	Sat, Dec 16, 2000	REG		Grambling	SWAC	W	86	78		3	5	W 1	Elmore Health Science Building 	grambling	alabama-am	2001
9	Mon, Dec 18, 2000	REG		Jackson State	SWAC	W	63	51		4	5	W 2	Elmore Health Science Building 	jackson-state	alabama-am	2001
10	Thu, Dec 21, 2000	REG	@	Tennessee-Martin	OVC	L	88	92		4	6	L 1	Skyhawk Arena	tennessee-martin	alabama-am	2001
11	Sat, Jan 6, 2001	REG	@	Mississippi Valley State	SWAC	L	62	72		4	7	L 2	Harrison HPER Complex	mississippi-valley-state	alabama-am	2001
12	Mon, Jan 8, 2001	REG	@	Arkansas-Pine Bluff	SWAC	W	61	58		5	7	W 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2001
13	Sat, Jan 13, 2001	REG		Alabama State	SWAC	L	63	72		5	8	L 1	Elmore Health Science Building 	alabama-state	alabama-am	2001
14	Sat, Jan 20, 2001	REG		Alcorn State	SWAC	W	75	71		6	8	W 1	Elmore Health Science Building 	alcorn-state	alabama-am	2001
15	Mon, Jan 22, 2001	REG		Southern	SWAC	W	63	52		7	8	W 2	Elmore Health Science Building 	southern	alabama-am	2001
16	Sat, Jan 27, 2001	REG	@	Texas Southern	SWAC	W	73	65		8	8	W 3	Health & Physical Education Arena	texas-southern	alabama-am	2001
17	Mon, Jan 29, 2001	REG	@	Prairie View	SWAC	W	74	72		9	8	W 4	William J. Nicks Building	prairie-view	alabama-am	2001
18	Thu, Feb 1, 2001	REG		Tennessee-Martin	OVC	W	72	69		10	8	W 5	Elmore Health Science Building 	tennessee-martin	alabama-am	2001
19	Sat, Feb 3, 2001	REG		Mississippi Valley State	SWAC	W	93	92	OT	11	8	W 6	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2001
20	Mon, Feb 5, 2001	REG		Arkansas-Pine Bluff	SWAC	W	72	60		12	8	W 7	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2001
21	Thu, Feb 8, 2001	REG		Morris Brown		W	90	83		13	8	W 8	Elmore Health Science Building 	NA	alabama-am	2001
22	Sat, Feb 10, 2001	REG	@	Alabama State	SWAC	L	63	71	2OT	13	9	L 1	ASU Acadome	alabama-state	alabama-am	2001
23	Sat, Feb 17, 2001	REG	@	Alcorn State	SWAC	L	74	77		13	10	L 2	Davey L. Whitney Complex	alcorn-state	alabama-am	2001
24	Mon, Feb 19, 2001	REG	@	Southern	SWAC	L	65	74		13	11	L 3	F. G. Clark Activity Center	southern	alabama-am	2001
25	Sat, Feb 24, 2001	REG		Texas Southern	SWAC	W	92	66		14	11	W 1	Elmore Health Science Building 	texas-southern	alabama-am	2001
26	Mon, Feb 26, 2001	REG		Prairie View	SWAC	W	90	83		15	11	W 2	Elmore Health Science Building 	prairie-view	alabama-am	2001
27	Thu, Mar 1, 2001	REG	@	Grambling	SWAC	W	93	84		16	11	W 3	Tiger Memorial Gym	grambling	alabama-am	2001
28	Sat, Mar 3, 2001	REG	@	Jackson State	SWAC	W	82	71		17	11	W 4	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2001
1	Tue, Nov 21, 2000	REG		Alabama A&M	SWAC	W	97	62		1	0	W 1	Bartow Arena	alabama-am	alabama-birmingham	2001
2	Sat, Nov 25, 2000	REG		La Salle	A-10	W	73	62		2	0	W 2	Bartow Arena	la-salle	alabama-birmingham	2001
3	Tue, Nov 28, 2000	REG	@	Texas Tech	Big 12	W	89	71		3	0	W 3	United Spirit Arena	texas-tech	alabama-birmingham	2001
4	Tue, Dec 5, 2000	REG	@	Bradley	MVC	L	64	75		3	1	L 1	Carver Arena	bradley	alabama-birmingham	2001
5	Fri, Dec 8, 2000	REG		Murray State	OVC	L	72	84	OT	3	2	L 2	Bartow Arena	murray-state	alabama-birmingham	2001
6	Wed, Dec 13, 2000	REG		Chattanooga	Southern	W	65	59		4	2	W 1	Bartow Arena	chattanooga	alabama-birmingham	2001
7	Sat, Dec 16, 2000	REG	@	Fresno State	WAC	L	67	87		4	3	L 1	Selland Arena 	fresno-state	alabama-birmingham	2001
8	Thu, Dec 21, 2000	REG	N	Cal State Northridge	Big Sky	W	71	67		5	3	W 1	Stan Sheriff Center	cal-state-northridge	alabama-birmingham	2001
9	Fri, Dec 22, 2000	REG	N	Georgia State	A-Sun	L	63	74		5	4	L 1	Stan Sheriff Center	georgia-state	alabama-birmingham	2001
10	Sat, Dec 23, 2000	REG	@	Hawaii	WAC	L	86	100		5	5	L 2	Stan Sheriff Center	hawaii	alabama-birmingham	2001
11	Sat, Dec 30, 2000	REG		Virginia Commonwealth	CAA	W	70	61		6	5	W 1	Bartow Arena	virginia-commonwealth	alabama-birmingham	2001
12	Wed, Jan 3, 2001	REG		Alcorn State	SWAC	W	76	68		7	5	W 2	Bartow Arena	alcorn-state	alabama-birmingham	2001
13	Sun, Jan 7, 2001	REG		Tulane	CUSA	W	98	76		8	5	W 3	Bartow Arena	tulane	alabama-birmingham	2001
14	Wed, Jan 10, 2001	REG	@	Houston	CUSA	L	65	67		8	6	L 1	Hofheinz Pavilion	houston	alabama-birmingham	2001
15	Sat, Jan 13, 2001	REG		Southern Mississippi	CUSA	L	52	64		8	7	L 2	Bartow Arena	southern-mississippi	alabama-birmingham	2001
16	Wed, Jan 17, 2001	REG	@	Cincinnati	CUSA	L	83	90		8	8	L 3	Fifth Third Arena	cincinnati	alabama-birmingham	2001
17	Sat, Jan 20, 2001	REG	@	Tulane	CUSA	W	76	66		9	8	W 1	Avron B. Fogelman Arena	tulane	alabama-birmingham	2001
18	Wed, Jan 24, 2001	REG		Charlotte	CUSA	W	81	61		10	8	W 2	Bartow Arena	charlotte	alabama-birmingham	2001
19	Sat, Jan 27, 2001	REG		Memphis	CUSA	L	73	76	OT	10	9	L 1	Bartow Arena	memphis	alabama-birmingham	2001
20	Wed, Jan 31, 2001	REG		Houston	CUSA	W	65	53		11	9	W 1	Bartow Arena	houston	alabama-birmingham	2001
21	Sat, Feb 3, 2001	REG	@	Southern Mississippi	CUSA	W	71	59		12	9	W 2	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2001
22	Sat, Feb 10, 2001	REG	@	South Florida	CUSA	L	60	61		12	10	L 1	Sun Dome	south-florida	alabama-birmingham	2001
23	Mon, Feb 12, 2001	REG		Centenary (LA)	Ind	W	97	62		13	10	W 1	Bartow Arena	centenary-la	alabama-birmingham	2001
24	Wed, Feb 14, 2001	REG		Marquette	CUSA	W	72	66		14	10	W 2	Bartow Arena	marquette	alabama-birmingham	2001
25	Mon, Feb 19, 2001	REG	@	Memphis	CUSA	L	69	86		14	11	L 1	The Pyramid	memphis	alabama-birmingham	2001
26	Wed, Feb 21, 2001	REG		South Florida	CUSA	L	47	75		14	12	L 2	Bartow Arena	south-florida	alabama-birmingham	2001
27	Sat, Feb 24, 2001	REG	@	DePaul	CUSA	W	68	61		15	12	W 1	Allstate Arena	depaul	alabama-birmingham	2001
28	Tue, Feb 27, 2001	REG	@	Louisville	CUSA	W	74	57		16	12	W 2	Freedom Hall	louisville	alabama-birmingham	2001
29	Sat, Mar 3, 2001	REG		Saint Louis	CUSA	L	48	73		16	13	L 1	Bartow Arena	saint-louis	alabama-birmingham	2001
30	Wed, Mar 7, 2001	CTOURN	@	Louisville	CUSA	W	74	61		17	13	W 1	Freedom Hall	louisville	alabama-birmingham	2001
31	Thu, Mar 8, 2001	CTOURN	N	Cincinnati	CUSA	L	70	73		17	14	L 1	Freedom Hall	cincinnati	alabama-birmingham	2001
1	Fri, Nov 17, 2000	REG		Birmingham-Southern		W	78	69		1	0	W 1	ASU Acadome	NA	alabama-state	2001
2	Mon, Nov 20, 2000	REG	@	Texas Christian	WAC	L	58	104		1	1	L 1	Daniel-Meyer Coliseum	texas-christian	alabama-state	2001
3	Sat, Nov 25, 2000	REG		Morris Brown		L	54	56		1	2	L 2	ASU Acadome	NA	alabama-state	2001
4	Mon, Nov 27, 2000	REG	@	Florida A&M	MEAC	L	85	87	OT	1	3	L 3	Gaither Athletic Center	florida-am	alabama-state	2001
5	Fri, Dec 1, 2000	REG	N	North Carolina A&T	MEAC	W	82	61		2	3	W 1	Target Center	north-carolina-at	alabama-state	2001
6	Sat, Dec 2, 2000	REG	N	Coppin State	MEAC	L	62	63		2	4	L 1	Target Center	coppin-state	alabama-state	2001
7	Sat, Dec 9, 2000	REG		South Alabama	Sun Belt	W	69	61		3	4	W 1	ASU Acadome	south-alabama	alabama-state	2001
8	Thu, Dec 14, 2000	REG		Grambling	SWAC	W	78	74		4	4	W 2	ASU Acadome	grambling	alabama-state	2001
9	Sat, Dec 16, 2000	REG		Jackson State	SWAC	W	62	48		5	4	W 3	ASU Acadome	jackson-state	alabama-state	2001
10	Thu, Dec 21, 2000	REG	@	Morris Brown		W	72	57		6	4	W 4	John H. Lewis Gym	NA	alabama-state	2001
11	Sat, Dec 30, 2000	REG	@	Alabama (20)	SEC	L	56	82		6	5	L 1	Coleman Coliseum 	alabama	alabama-state	2001
12	Sat, Jan 6, 2001	REG	@	Arkansas-Pine Bluff	SWAC	W	69	63		7	5	W 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2001
13	Mon, Jan 8, 2001	REG	@	Mississippi Valley State	SWAC	L	70	78		7	6	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-state	2001
14	Sat, Jan 13, 2001	REG	@	Alabama A&M	SWAC	W	72	63		8	6	W 1	Elmore Health Science Building 	alabama-am	alabama-state	2001
15	Sat, Jan 20, 2001	REG		Southern	SWAC	W	80	59		9	6	W 2	ASU Acadome	southern	alabama-state	2001
16	Mon, Jan 22, 2001	REG		Alcorn State	SWAC	W	64	52		10	6	W 3	ASU Acadome	alcorn-state	alabama-state	2001
17	Sat, Jan 27, 2001	REG	@	Prairie View	SWAC	W	78	64		11	6	W 4	William J. Nicks Building	prairie-view	alabama-state	2001
18	Mon, Jan 29, 2001	REG	@	Texas Southern	SWAC	W	75	57		12	6	W 5	Health & Physical Education Arena	texas-southern	alabama-state	2001
19	Sat, Feb 3, 2001	REG		Arkansas-Pine Bluff	SWAC	W	76	52		13	6	W 6	ASU Acadome	arkansas-pine-bluff	alabama-state	2001
20	Mon, Feb 5, 2001	REG		Mississippi Valley State	SWAC	L	73	81		13	7	L 1	ASU Acadome	mississippi-valley-state	alabama-state	2001
21	Sat, Feb 10, 2001	REG		Alabama A&M	SWAC	W	71	63	2OT	14	7	W 1	ASU Acadome	alabama-am	alabama-state	2001
22	Sat, Feb 17, 2001	REG	@	Southern	SWAC	W	62	55	OT	15	7	W 2	F. G. Clark Activity Center	southern	alabama-state	2001
23	Mon, Feb 19, 2001	REG	@	Alcorn State	SWAC	W	67	50		16	7	W 3	Davey L. Whitney Complex	alcorn-state	alabama-state	2001
24	Sat, Feb 24, 2001	REG		Prairie View	SWAC	W	65	56		17	7	W 4	ASU Acadome	prairie-view	alabama-state	2001
25	Mon, Feb 26, 2001	REG		Texas Southern	SWAC	W	71	52		18	7	W 5	ASU Acadome	texas-southern	alabama-state	2001
26	Thu, Mar 1, 2001	REG	@	Jackson State	SWAC	L	53	70		18	8	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2001
27	Sat, Mar 3, 2001	REG	@	Grambling	SWAC	W	62	54		19	8	W 1	Tiger Memorial Gym	grambling	alabama-state	2001
28	Tue, Mar 6, 2001	CTOURN		Prairie View	SWAC	W	91	72		20	8	W 2	ASU Acadome	prairie-view	alabama-state	2001
29	Fri, Mar 9, 2001	CTOURN	N	Southern	SWAC	W	81	56		21	8	W 3	Fair Park Arena	southern	alabama-state	2001
30	Sat, Mar 10, 2001	CTOURN	N	Alcorn State	SWAC	W	64	52		22	8	W 4	Fair Park Arena	alcorn-state	alabama-state	2001
31	Fri, Mar 16, 2001	NCAA	N	Michigan State (3)	Big Ten	L	35	69		22	9	L 1		s/2001-03-16-alabama-	alabama-state	2001
1	Fri, Nov 17, 2000	REG	@	Central Connecticut State	NEC	L	67	76		0	1	L 1	Detrick Gymnasium	central-connecticut-state	albany-ny	2001
2	Sat, Nov 18, 2000	REG	N	Catholic		L	56	59		0	2	L 2	Detrick Gymnasium	NA	albany-ny	2001
3	Tue, Nov 21, 2000	REG	@	Niagara	MAAC	L	66	74		0	3	L 3	Gallagher Center	niagara	albany-ny	2001
4	Sun, Nov 26, 2000	REG		Green Mountain		W	101	55		1	3	W 1		NA	albany-ny	2001
5	Thu, Nov 30, 2000	REG	@	Vermont	AEC	L	73	100		1	4	L 1	Roy L. Patrick Gymnasium	vermont	albany-ny	2001
6	Sat, Dec 2, 2000	REG		Harvard	Ivy	W	82	78		2	4	W 1	SEFCU Arena	harvard	albany-ny	2001
7	Tue, Dec 5, 2000	REG	@	Syracuse (13)	Big East	L	75	105		2	5	L 1	Carrier Dome	syracuse	albany-ny	2001
8	Sat, Dec 9, 2000	REG		Monmouth	NEC	L	52	61		2	6	L 2		monmouth	albany-ny	2001
9	Mon, Dec 11, 2000	REG	@	University of California	Pac-10	L	61	95		2	7	L 3	Haas Pavilion	california	albany-ny	2001
10	Thu, Dec 14, 2000	REG	@	Army	Patriot	L	66	70		2	8	L 4	Christl Arena	army	albany-ny	2001
11	Fri, Dec 29, 2000	REG	@	Utah State	Big West	L	43	88		2	9	L 5	Dee Glen Smith Spectrum	utah-state	albany-ny	2001
12	Sat, Dec 30, 2000	REG	N	Cornell	Ivy	W	72	59		3	9	W 1	Dee Glen Smith Spectrum	cornell	albany-ny	2001
13	Wed, Jan 3, 2001	REG		Liberty	Big South	L	59	70		3	10	L 1	SEFCU Arena	liberty	albany-ny	2001
14	Sat, Jan 6, 2001	REG	@	Elon	Big South	W	69	68		4	10	W 1	Alumni Gym	elon	albany-ny	2001
15	Tue, Jan 9, 2001	REG		Maryland-Eastern Shore	MEAC	L	96	102	3OT	4	11	L 1	SEFCU Arena	maryland-eastern-shore	albany-ny	2001
