G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
22	Sat, Feb 1, 2014	REG	@	South Alabama	Sun Belt	W	62	58		12	10	W 2	Mitchell Center	s/2014-02-01-south-al	arkansas-little-rock	2014
23	Thu, Feb 6, 2014	REG		Georgia State	Sun Belt	L	57	68		12	11	L 1		s/2014-02-06-arkansas-little	arkansas-little-rock	2014
24	Sat, Feb 8, 2014	REG		Western Kentucky	Sun Belt	L	78	79		12	12	L 2		s/2014-02-08-arkansas-little	arkansas-little-rock	2014
25	Thu, Feb 13, 2014	REG	@	Louisiana-Lafayette	Sun Belt	L	87	93	2OT	12	13	L 3	Cajundome	s/2014-02-13-louisiana-lafa	arkansas-little-rock	2014
26	Sat, Feb 15, 2014	REG	@	Louisiana-Monroe	Sun Belt	L	49	65		12	14	L 4	Fant-Ewing Coliseum	s/2014-02-15-louisiana-m	arkansas-little-rock	2014
27	Sat, Feb 22, 2014	REG		Texas-Arlington	Sun Belt	L	71	75		12	15	L 5	Jack Stephens Center	s/2014-02-22-arkansas-little	arkansas-little-rock	2014
28	Thu, Feb 27, 2014	REG	@	Troy	Sun Belt	W	62	55		13	15	W 1	Trojan Arena	s/2014-02-27	arkansas-little-rock	2014
29	Sat, Mar 1, 2014	REG		Arkansas State	Sun Belt	W	74	67		14	15	W 2	Jack Stephens Center	s/2014-03-01-arkansas-little	arkansas-little-rock	2014
30	Sat, Mar 8, 2014	REG		Louisiana-Monroe	Sun Belt	L	65	66		14	16	L 1	Jack Stephens Center	s/2014-03-08-arkansas-little	arkansas-little-rock	2014
31	Thu, Mar 13, 2014	CTOURN	N	Troy	Sun Belt	W	74	61		15	16	W 1		s/2014-03-13-arkansas-little	arkansas-little-rock	2014
32	Fri, Mar 14, 2014	CTOURN	N	Arkansas State	Sun Belt	L	114	116	4OT	15	17	L 1	Kiefer Lakefront Arena	s/2014-03-14-arkansas-little	arkansas-little-rock	2014
1	Sun, Nov 10, 2013	REG	N	Tuskegee		W	66	64		1	0	W 1		s/2013-11-10-arkansas-pine-	arkansas-pine-bluff	2014
2	Mon, Nov 11, 2013	REG	@	Morehouse		W	67	54		2	0	W 2	Frank L. Forbes Arena	s/2013-11-11-more	arkansas-pine-bluff	2014
3	Fri, Nov 15, 2013	REG	@	Oklahoma State (8)	Big 12	L	63	97		2	1	L 1	Gallagher-Iba Arena	s/2013-11-15-oklahoma-	arkansas-pine-bluff	2014
4	Sun, Nov 17, 2013	REG	@	Air Force	MWC	L	64	67		2	2	L 2	Clune Arena 	s/2013-11-17-air-	arkansas-pine-bluff	2014
5	Sun, Nov 24, 2013	REG	@	Southern Methodist	AAC	L	61	87		2	3	L 3	Moody Coliseum	s/2013-11-24-southern-meth	arkansas-pine-bluff	2014
6	Tue, Nov 26, 2013	REG	@	Texas A&M	SEC	L	55	88		2	4	L 4	Reed Arena	s/2013-11-26-tex	arkansas-pine-bluff	2014
7	Fri, Nov 29, 2013	REG	N	Sam Houston State	Southland	L	49	75		2	5	L 5	American Bank Center	s/2013-11-29-arkansas-pine-	arkansas-pine-bluff	2014
8	Sat, Nov 30, 2013	REG	N	Hampton	MEAC	L	65	72		2	6	L 6	American Bank Center	s/2013-11-30-arkansas-pine-	arkansas-pine-bluff	2014
9	Fri, Dec 13, 2013	REG	@	Oregon State	Pac-12	L	63	77		2	7	L 7	Gill Coliseum	s/2013-12-13-oregon-	arkansas-pine-bluff	2014
10	Tue, Dec 17, 2013	REG	@	Creighton	Big East	L	51	88		2	8	L 8	Qwest Center OMAHA	s/2013-12-17-crei	arkansas-pine-bluff	2014
11	Sun, Dec 22, 2013	REG	@	Iowa (25)	Big Ten	L	61	86		2	9	L 9	Carver-Hawkeye Arena	s/2013-12-22	arkansas-pine-bluff	2014
12	Mon, Dec 30, 2013	REG	@	Auburn	SEC	L	59	91		2	10	L 10	Auburn Arena	s/2013-12-30-a	arkansas-pine-bluff	2014
13	Sat, Jan 4, 2014	REG	@	Mississippi Valley State	SWAC	W	78	73		3	10	W 1	Harrison HPER Complex	s/2014-01-04-mississippi-valley-	arkansas-pine-bluff	2014
14	Sat, Jan 11, 2014	REG	@	Alabama A&M	SWAC	W	72	64		4	10	W 2	Elmore Health Science Building 	s/2014-01-11-alaba	arkansas-pine-bluff	2014
15	Mon, Jan 13, 2014	REG	@	Alabama State	SWAC	L	64	77		4	11	L 1	ASU Acadome	s/2014-01-13-alabama-	arkansas-pine-bluff	2014
16	Sat, Jan 18, 2014	REG		Southern	SWAC	L	56	60		4	12	L 2	K.L. Johnson HPER Complex	s/2014-01-18-arkansas-pine-	arkansas-pine-bluff	2014
17	Mon, Jan 20, 2014	REG		Alcorn State	SWAC	L	45	71		4	13	L 3	K.L. Johnson HPER Complex	s/2014-01-20-arkansas-pine-	arkansas-pine-bluff	2014
18	Sat, Jan 25, 2014	REG	@	Prairie View	SWAC	L	62	71		4	14	L 4	William J. Nicks Building	s/2014-01-25-prairie	arkansas-pine-bluff	2014
19	Mon, Jan 27, 2014	REG	@	Texas Southern	SWAC	L	71	72		4	15	L 5	Health & Physical Education Arena	s/2014-01-27-texas-sou	arkansas-pine-bluff	2014
20	Sat, Feb 1, 2014	REG		Grambling	SWAC	W	66	64		5	15	W 1	K.L. Johnson HPER Complex	s/2014-02-01-arkansas-pine-	arkansas-pine-bluff	2014
21	Mon, Feb 3, 2014	REG		Jackson State	SWAC	W	70	69		6	15	W 2	K.L. Johnson HPER Complex	s/2014-02-03-arkansas-pine-	arkansas-pine-bluff	2014
22	Sat, Feb 8, 2014	REG		Alabama A&M	SWAC	W	64	61		7	15	W 3	K.L. Johnson HPER Complex	s/2014-02-08-arkansas-pine-	arkansas-pine-bluff	2014
23	Mon, Feb 10, 2014	REG		Alabama State	SWAC	W	76	71		8	15	W 4	K.L. Johnson HPER Complex	s/2014-02-10-arkansas-pine-	arkansas-pine-bluff	2014
24	Sat, Feb 15, 2014	REG	@	Southern	SWAC	W	64	58		9	15	W 5	F. G. Clark Activity Center	s/2014-02-15-sou	arkansas-pine-bluff	2014
25	Mon, Feb 17, 2014	REG	@	Alcorn State	SWAC	L	54	57		9	16	L 1	Davey L. Whitney Complex	s/2014-02-17-alcorn-	arkansas-pine-bluff	2014
26	Sat, Feb 22, 2014	REG		Prairie View	SWAC	W	76	61		10	16	W 1	K.L. Johnson HPER Complex	s/2014-02-22-arkansas-pine-	arkansas-pine-bluff	2014
27	Mon, Feb 24, 2014	REG		Texas Southern	SWAC	L	55	65		10	17	L 1	K.L. Johnson HPER Complex	s/2014-02-24-arkansas-pine-	arkansas-pine-bluff	2014
28	Sat, Mar 1, 2014	REG	@	Grambling	SWAC	W	61	52		11	17	W 1	HPER Complex	s/2014-03-01-gram	arkansas-pine-bluff	2014
29	Mon, Mar 3, 2014	REG	@	Jackson State	SWAC	W	66	59		12	17	W 2	Lee E. Williams Athletics and Assembly Center	s/2014-03-03-jackson-	arkansas-pine-bluff	2014
30	Sat, Mar 8, 2014	REG		Mississippi Valley State	SWAC	W	83	68		13	17	W 3	K.L. Johnson HPER Complex	s/2014-03-08-arkansas-pine-	arkansas-pine-bluff	2014
31	Thu, Mar 13, 2014	CTOURN	N	Alabama A&M	SWAC	L	50	69		13	18	L 1		s/2014-03-13-alaba	arkansas-pine-bluff	2014
1	Mon, Nov 11, 2013	REG	@	Jackson State	SWAC	W	65	61		1	0	W 1	Lee E. Williams Athletics and Assembly Center	s/2013-11-11-jackson-	arkansas-state	2014
2	Wed, Nov 13, 2013	REG		Tennessee-Martin	OVC	W	72	62		2	0	W 2	Convocation Center	s/2013-11-13-arkansas-	arkansas-state	2014
3	Sat, Nov 16, 2013	REG	@	Wyoming	MWC	L	64	85		2	1	L 1	Arena-Auditorium	s/2013-11-16-wy	arkansas-state	2014
4	Mon, Nov 18, 2013	REG	@	Colorado	Pac-12	L	70	93		2	2	L 2	Coors Events/Conference Center	s/2013-11-18-col	arkansas-state	2014
5	Sun, Nov 24, 2013	REG		Central Arkansas	Southland	W	99	56		3	2	W 1	Convocation Center	s/2013-11-24-arkansas-	arkansas-state	2014
6	Sat, Nov 30, 2013	REG	@	Lamar	Southland	W	95	89		4	2	W 2	Montagne Center	s/2013-11-30-	arkansas-state	2014
7	Mon, Dec 2, 2013	REG		Niagara	MAAC	W	86	61		5	2	W 3	Convocation Center	s/2013-12-02-arkansas-	arkansas-state	2014
8	Sat, Dec 14, 2013	REG	@	Nebraska	Big Ten	L	67	79		5	3	L 1	Pinnacle Bank Arena	s/2013-12-14-neb	arkansas-state	2014
9	Tue, Dec 17, 2013	REG		Toledo	MAC	L	65	78		5	4	L 2	Convocation Center	s/2013-12-17-arkansas-	arkansas-state	2014
10	Sat, Dec 21, 2013	REG	@	Marshall	CUSA	W	83	82		6	4	W 1	Henderson Center	s/2013-12-21-mar	arkansas-state	2014
11	Mon, Dec 30, 2013	REG		Southern Arkansas		W	91	66		7	4	W 2	Convocation Center	s/2013-12-30-arkansas-	arkansas-state	2014
12	Thu, Jan 2, 2014	REG	@	Texas-Arlington	Sun Belt	W	82	66		8	4	W 3	College Park Center	s/2014-01-02-texas-arli	arkansas-state	2014
13	Sat, Jan 4, 2014	REG	@	Texas State	Sun Belt	W	74	69		9	4	W 4	Strahan Coliseum	s/2014-01-04-texas-	arkansas-state	2014
14	Thu, Jan 9, 2014	REG		Troy	Sun Belt	L	84	98		9	5	L 1	Convocation Center	s/2014-01-09-arkansas-	arkansas-state	2014
15	Sat, Jan 11, 2014	REG		South Alabama	Sun Belt	W	72	60		10	5	W 1	Convocation Center	s/2014-01-11-arkansas-	arkansas-state	2014
16	Thu, Jan 16, 2014	REG	@	Georgia State	Sun Belt	L	72	73		10	6	L 1	GSU Sports Arena	s/2014-01-16-georgia-	arkansas-state	2014
17	Sat, Jan 18, 2014	REG	@	Western Kentucky	Sun Belt	L	77	82	2OT	10	7	L 2	E.A. Diddle Arena	s/2014-01-18-western-ken	arkansas-state	2014
18	Sat, Jan 25, 2014	REG		Arkansas-Little Rock	Sun Belt	W	77	49		11	7	W 1	Convocation Center	s/2014-01-25-arkansas-	arkansas-state	2014
19	Thu, Jan 30, 2014	REG	@	Louisiana-Monroe	Sun Belt	L	65	72		11	8	L 1	Fant-Ewing Coliseum	s/2014-01-30-louisiana-m	arkansas-state	2014
20	Sat, Feb 1, 2014	REG	@	Troy	Sun Belt	W	83	73		12	8	W 1	Trojan Arena	s/2014-02-01	arkansas-state	2014
21	Mon, Feb 10, 2014	REG		Western Kentucky	Sun Belt	W	72	58		13	8	W 2		s/2014-02-10-arkansas-	arkansas-state	2014
22	Thu, Feb 13, 2014	REG	@	South Alabama	Sun Belt	W	85	61		14	8	W 3	Mitchell Center	s/2014-02-13-south-al	arkansas-state	2014
23	Sat, Feb 15, 2014	REG	@	Louisiana-Lafayette	Sun Belt	L	67	85		14	9	L 1	Cajundome	s/2014-02-15-louisiana-lafa	arkansas-state	2014
24	Thu, Feb 20, 2014	REG		Texas-Arlington	Sun Belt	W	83	60		15	9	W 1	Convocation Center	s/2014-02-20-arkansas-	arkansas-state	2014
25	Sat, Feb 22, 2014	REG		Texas State	Sun Belt	W	73	68		16	9	W 2	Convocation Center	s/2014-02-22-arkansas-	arkansas-state	2014
26	Tue, Feb 25, 2014	REG		Lyon		W	65	39		17	9	W 3	Convocation Center	s/2014-02-25-arkansas-	arkansas-state	2014
27	Sat, Mar 1, 2014	REG	@	Arkansas-Little Rock	Sun Belt	L	67	74		17	10	L 1	Jack Stephens Center	s/2014-03-01-arkansas-little	arkansas-state	2014
28	Tue, Mar 4, 2014	REG		Georgia State	Sun Belt	L	76	79	OT	17	11	L 2		s/2014-03-04-arkansas-	arkansas-state	2014
29	Thu, Mar 6, 2014	REG		Louisiana-Monroe	Sun Belt	W	64	58		18	11	W 1	Convocation Center	s/2014-03-06-arkansas-	arkansas-state	2014
30	Sat, Mar 8, 2014	REG		Louisiana-Lafayette	Sun Belt	L	76	77		18	12	L 1	Convocation Center	s/2014-03-08-arkansas-	arkansas-state	2014
31	Fri, Mar 14, 2014	CTOURN	N	Arkansas-Little Rock	Sun Belt	W	116	114	4OT	19	12	W 1	Kiefer Lakefront Arena	s/2014-03-14-arkansas-little	arkansas-state	2014
32	Sat, Mar 15, 2014	CTOURN	N	Georgia State	Sun Belt	L	45	72		19	13	L 1	Kiefer Lakefront Arena	s/2014-03-15-arkansas-	arkansas-state	2014
1	Fri, Nov 8, 2013	REG	N	Air Force	MWC	L	68	79		0	1	L 1		s/2013-11-08-air-	army	2014
2	Sat, Nov 9, 2013	REG	N	Citadel	Southern	W	84	69		1	1	W 1		s/2013-11-09	army	2014
3	Fri, Nov 15, 2013	REG		NJIT	Ind	L	85	89		1	2	L 1	Christl Arena	s/2013-11-15	army	2014
4	Tue, Nov 19, 2013	REG		Delaware	CAA	L	74	89		1	3	L 2	Christl Arena	s/2013-11-19	army	2014
5	Sun, Nov 24, 2013	REG	@	Notre Dame	ACC	L	60	93		1	4	L 3	Purcell Pavilion at the Joyce Center	s/2013-11-24-notre	army	2014
6	Sat, Nov 30, 2013	REG		Houston Baptist	Southland	L	72	74	OT	1	5	L 4	Christl Arena	s/2013-11-30	army	2014
7	Wed, Dec 4, 2013	REG	@	Columbia	Ivy	L	64	81		1	6	L 5	Levien Gym	s/2013-12-04-col	army	2014
8	Sat, Dec 7, 2013	REG		St. Francis (NY)	NEC	W	67	54		2	6	W 1	Christl Arena	s/2013-12-07	army	2014
9	Fri, Dec 13, 2013	REG	@	Maine	AEC	W	90	80		3	6	W 2	Alfond Arena	s/2013-12-13-	army	2014
10	Sun, Dec 22, 2013	REG	@	Rutgers	AAC	L	72	75		3	7	L 1	Louis Brown Athletic Center	s/2013-12-22-ru	army	2014
11	Mon, Dec 30, 2013	REG		Coast Guard		W	68	48		4	7	W 1	Christl Arena	s/2013-12-30	army	2014
12	Thu, Jan 2, 2014	REG	@	Lafayette	Patriot	W	85	66		5	7	W 2	Kirby Sports Center	s/2014-01-02-lafa	army	2014
13	Sun, Jan 5, 2014	REG		Loyola (MD)	Patriot	W	91	82		6	7	W 3	Christl Arena	s/2014-01-05	army	2014
14	Wed, Jan 8, 2014	REG	@	Lehigh	Patriot	W	79	76		7	7	W 4	Stabler Arena	s/2014-01-08-l	army	2014
15	Sat, Jan 11, 2014	REG	@	Navy	Patriot	W	60	55		8	7	W 5	Alumni Hall	s/2014-01-11	army	2014
16	Wed, Jan 15, 2014	REG		Holy Cross	Patriot	L	75	78		8	8	L 1	Christl Arena	s/2014-01-15	army	2014
17	Sun, Jan 19, 2014	REG		Bucknell	Patriot	W	74	67		9	8	W 1	Christl Arena	s/2014-01-19	army	2014
18	Wed, Jan 22, 2014	REG	@	Colgate	Patriot	W	66	63		10	8	W 2	Cotterell Court	s/2014-01-22-co	army	2014
19	Sat, Jan 25, 2014	REG		American	Patriot	L	74	84		10	9	L 1	Christl Arena	s/2014-01-25	army	2014
20	Wed, Jan 29, 2014	REG	@	Boston University	Patriot	L	81	86	OT	10	10	L 2	Agganis Arena	s/2014-01-29-boston-unive	army	2014
21	Sat, Feb 1, 2014	REG	@	Loyola (MD)	Patriot	W	77	71		11	10	W 1	Reitz Arena	s/2014-02-01-loyo	army	2014
22	Wed, Feb 5, 2014	REG		Lehigh	Patriot	W	70	51		12	10	W 2	Christl Arena	s/2014-02-05	army	2014
23	Sat, Feb 8, 2014	REG		Navy	Patriot	L	57	79		12	11	L 1	Christl Arena	s/2014-02-08	army	2014
24	Wed, Feb 12, 2014	REG	@	Holy Cross	Patriot	L	63	66		12	12	L 2	Hart Recreation Center	s/2014-02-12-holy-	army	2014
25	Sat, Feb 15, 2014	REG	@	Bucknell	Patriot	L	61	73		12	13	L 3	Sojka Pavilion	s/2014-02-15-buc	army	2014
26	Wed, Feb 19, 2014	REG		Colgate	Patriot	W	74	66		13	13	W 1	Christl Arena	s/2014-02-19	army	2014
27	Sat, Feb 22, 2014	REG	@	American	Patriot	L	54	58		13	14	L 1	Bender Arena	s/2014-02-22-ame	army	2014
28	Wed, Feb 26, 2014	REG		Boston University	Patriot	L	70	71		13	15	L 2	Christl Arena	s/2014-02-26	army	2014
29	Sat, Mar 1, 2014	REG		Lafayette	Patriot	W	87	84		14	15	W 1	Christl Arena	s/2014-03-01	army	2014
30	Wed, Mar 5, 2014	CTOURN	@	Bucknell	Patriot	W	72	71		15	15	W 2	Sojka Pavilion	s/2014-03-05-buc	army	2014
31	Sat, Mar 8, 2014	CTOURN	@	Boston University	Patriot	L	70	91		15	16	L 1	Agganis Arena	s/2014-03-08-boston-unive	army	2014
1	Fri, Nov 8, 2013	REG		Nicholls State	Southland	W	76	54		1	0	W 1	Auburn Arena	s/2013-11-08-a	auburn	2014
2	Fri, Nov 15, 2013	REG		Northwestern State	Southland	L	92	111		1	1	L 1	Auburn Arena	s/2013-11-15-a	auburn	2014
3	Tue, Nov 19, 2013	REG		Jacksonville State	OVC	W	78	54		2	1	W 1	Auburn Arena	s/2013-11-19-a	auburn	2014
4	Sat, Nov 23, 2013	REG		Murray State	OVC	W	75	67		3	1	W 2	Auburn Arena	s/2013-11-23-a	auburn	2014
5	Tue, Nov 26, 2013	REG		Tennessee State	OVC	W	78	73		4	1	W 3	Auburn Arena	s/2013-11-26-a	auburn	2014
6	Mon, Dec 2, 2013	REG	@	Iowa State (17)	Big 12	L	70	99		4	2	L 1	James H. Hilton Coliseum 	s/2013-12-02-iowa-	auburn	2014
7	Sun, Dec 8, 2013	REG	N	Illinois	Big Ten	L	62	81		4	3	L 2	Philips Arena	s/2013-12-08-a	auburn	2014
8	Thu, Dec 19, 2013	REG		Clemson	ACC	W	66	64		5	3	W 1	Auburn Arena	s/2013-12-19-a	auburn	2014
9	Sun, Dec 22, 2013	REG		Boston College	ACC	W	77	67		6	3	W 2	Auburn Arena	s/2013-12-22-a	auburn	2014
10	Mon, Dec 30, 2013	REG		Arkansas-Pine Bluff	SWAC	W	91	59		7	3	W 3	Auburn Arena	s/2013-12-30-a	auburn	2014
11	Sat, Jan 4, 2014	REG		Florida A&M	MEAC	W	81	50		8	3	W 4	Auburn Arena	s/2014-01-04-a	auburn	2014
12	Thu, Jan 9, 2014	REG	@	Mississippi	SEC	L	62	65		8	4	L 1	C.M. Tad Smith Coliseum	s/2014-01-09-missis	auburn	2014
13	Sat, Jan 11, 2014	REG		Missouri (21)	SEC	L	68	70		8	5	L 2	Auburn Arena	s/2014-01-11-a	auburn	2014
14	Wed, Jan 15, 2014	REG	@	Tennessee	SEC	L	67	78		8	6	L 3	Thompson-Boling Arena	s/2014-01-15-tenn	auburn	2014
15	Sat, Jan 18, 2014	REG		Florida (7)	SEC	L	61	68		8	7	L 4	Auburn Arena	s/2014-01-18-a	auburn	2014
16	Wed, Jan 22, 2014	REG	@	Mississippi State	SEC	L	74	82		8	8	L 5	Humphrey Coliseum	s/2014-01-22-mississippi-	auburn	2014
17	Sat, Jan 25, 2014	REG	@	Arkansas	SEC	L	67	86		8	9	L 6	Bud Walton Arena	s/2014-01-25-ark	auburn	2014
18	Thu, Jan 30, 2014	REG		Alabama	SEC	W	74	55		9	9	W 1	Auburn Arena	s/2014-01-30-a	auburn	2014
19	Sat, Feb 1, 2014	REG		Georgia	SEC	W	74	67		10	9	W 2	Auburn Arena	s/2014-02-01-a	auburn	2014
20	Wed, Feb 5, 2014	REG	@	South Carolina	SEC	W	79	74		11	9	W 3	The Colonial Life Arena	s/2014-02-05-south-car	auburn	2014
21	Sat, Feb 8, 2014	REG	@	Louisiana State	SEC	L	80	87		11	10	L 1	Maravich Assembly Center	s/2014-02-08-louisiana-	auburn	2014
22	Wed, Feb 12, 2014	REG		Kentucky (14)	SEC	L	56	64		11	11	L 2	Auburn Arena	s/2014-02-12-a	auburn	2014
23	Sat, Feb 15, 2014	REG		Mississippi State	SEC	W	92	82		12	11	W 1	Auburn Arena	s/2014-02-15-a	auburn	2014
24	Wed, Feb 19, 2014	REG	@	Florida (2)	SEC	L	66	71		12	12	L 1	Stephen C. O'Connell Center	s/2014-02-19-fl	auburn	2014
25	Sat, Feb 22, 2014	REG		Vanderbilt	SEC	L	59	67		12	13	L 2	Auburn Arena	s/2014-02-22-a	auburn	2014
26	Wed, Feb 26, 2014	REG		South Carolina	SEC	W	83	67		13	13	W 1	Auburn Arena	s/2014-02-26-a	auburn	2014
27	Sat, Mar 1, 2014	REG	@	Alabama	SEC	L	57	73		13	14	L 1	Coleman Coliseum 	s/2014-03-01-al	auburn	2014
28	Wed, Mar 5, 2014	REG		Tennessee	SEC	L	54	82		13	15	L 2	Auburn Arena	s/2014-03-05-a	auburn	2014
29	Sat, Mar 8, 2014	REG	@	Texas A&M	SEC	W	69	64		14	15	W 1	Reed Arena	s/2014-03-08-tex	auburn	2014
30	Wed, Mar 12, 2014	CTOURN	N	South Carolina	SEC	L	56	74		14	16	L 1	Georgia Dome	s/2014-03-12-a	auburn	2014
1	Fri, Nov 8, 2013	REG		Oakland City		W	84	69		1	0	W 1	Winfield Dunn Center	s/2013-11-08-austin	austin-peay	2014
2	Thu, Nov 14, 2013	REG	@	Memphis (13)	AAC	L	69	95		1	1	L 1	FedExForum	s/2013-11-14-me	austin-peay	2014
3	Tue, Nov 19, 2013	REG		Southern Illinois	MVC	W	72	70		2	1	W 1	Winfield Dunn Center	s/2013-11-19-austin	austin-peay	2014
4	Thu, Nov 21, 2013	REG	@	Central Michigan	MAC	L	75	90		2	2	L 1	Rose Arena	s/2013-11-21-central-mic	austin-peay	2014
5	Fri, Nov 22, 2013	REG	N	Cal State Northridge	Big West	L	77	80	OT	2	3	L 2	Rose Arena	s/2013-11-22-austin	austin-peay	2014
6	Sat, Nov 23, 2013	REG	N	Montana State	Big Sky	W	78	72		3	3	W 1		s/2013-11-23-austin	austin-peay	2014
7	Sat, Nov 30, 2013	REG	@	Youngstown State	Horizon	W	88	86		4	3	W 2	Beeghly Center	s/2013-11-30-youngstown-	austin-peay	2014
8	Wed, Dec 4, 2013	REG		East Tennessee State	A-Sun	L	74	80		4	4	L 1	Winfield Dunn Center	s/2013-12-04-austin	austin-peay	2014
9	Sat, Dec 7, 2013	REG	@	Samford	Southern	L	63	85		4	5	L 2	Pete Hanna Center	s/2013-12-07-sa	austin-peay	2014
10	Sat, Dec 14, 2013	REG		Liberty	Big South	W	77	71		5	5	W 1	Winfield Dunn Center	s/2013-12-14-austin	austin-peay	2014
11	Tue, Dec 17, 2013	REG	@	Vanderbilt	SEC	L	56	58		5	6	L 1	Memorial Gymnasium	s/2013-12-17-vande	austin-peay	2014
12	Thu, Dec 19, 2013	REG		Lipscomb	A-Sun	L	83	88		5	7	L 2	Winfield Dunn Center	s/2013-12-19-austin	austin-peay	2014
13	Sat, Dec 21, 2013	REG	@	East Tennessee State	A-Sun	L	79	84		5	8	L 3	Memorial Center	s/2013-12-21-east-tennessee-	austin-peay	2014
14	Mon, Dec 30, 2013	REG		Dalton State		W	93	57		6	8	W 1	Winfield Dunn Center	s/2013-12-30-austin	austin-peay	2014
15	Thu, Jan 2, 2014	REG		Tennessee-Martin	OVC	W	81	68		7	8	W 2	Winfield Dunn Center	s/2014-01-02-austin	austin-peay	2014
16	Sat, Jan 4, 2014	REG		Southeast Missouri State	OVC	W	80	74		8	8	W 3	Winfield Dunn Center	s/2014-01-04-austin	austin-peay	2014
17	Sat, Jan 11, 2014	REG	@	Murray State	OVC	L	67	89		8	9	L 1	Regional Special Events Center	s/2014-01-11-murray-	austin-peay	2014
18	Thu, Jan 16, 2014	REG	@	Southern Illinois-Edwardsville	OVC	L	67	71		8	10	L 2	Sam Vadalabene Center 	s/2014-01-16-southern-illinois-edwards	austin-peay	2014
19	Sat, Jan 18, 2014	REG	@	Eastern Illinois	OVC	L	64	67		8	11	L 3	Lantz Arena	s/2014-01-18-eastern-ill	austin-peay	2014
20	Thu, Jan 23, 2014	REG		Jacksonville State	OVC	L	59	71		8	12	L 4	Winfield Dunn Center	s/2014-01-23-austin	austin-peay	2014
21	Sat, Jan 25, 2014	REG		Tennessee Tech	OVC	W	83	69		9	12	W 1	Winfield Dunn Center	s/2014-01-25-austin	austin-peay	2014
22	Fri, Jan 31, 2014	REG		Murray State	OVC	L	88	96		9	13	L 1	Winfield Dunn Center	s/2014-01-31-austin	austin-peay	2014
23	Thu, Feb 6, 2014	REG	@	Tennessee State	OVC	W	75	65		10	13	W 1	Gentry Center Complex	s/2014-02-06-tennessee-	austin-peay	2014
24	Sat, Feb 8, 2014	REG	@	Belmont	OVC	L	68	93		10	14	L 1	Curb Event Center	s/2014-02-08-be	austin-peay	2014
25	Thu, Feb 13, 2014	REG		Eastern Illinois	OVC	W	88	83		11	14	W 1	Winfield Dunn Center	s/2014-02-13-austin	austin-peay	2014
26	Sat, Feb 15, 2014	REG		Southern Illinois-Edwardsville	OVC	L	68	83		11	15	L 1	Winfield Dunn Center	s/2014-02-15-austin	austin-peay	2014
27	Wed, Feb 19, 2014	REG	@	Morehead State	OVC	L	88	90	2OT	11	16	L 2	Ellis T. Johnson Arena	s/2014-02-19-morehead-	austin-peay	2014
28	Sat, Feb 22, 2014	REG		Eastern Kentucky	OVC	L	75	96		11	17	L 3	Winfield Dunn Center	s/2014-02-22-austin	austin-peay	2014
29	Thu, Feb 27, 2014	REG	@	Southeast Missouri State	OVC	L	80	83		11	18	L 4	Show Me Center	s/2014-02-27-southeast-missouri-	austin-peay	2014
30	Sat, Mar 1, 2014	REG	@	Tennessee-Martin	OVC	W	88	85		12	18	W 1	Skyhawk Arena	s/2014-03-01-tennessee-m	austin-peay	2014
1	Sat, Nov 9, 2013	REG	@	Indiana State	MVC	L	73	82		0	1	L 1	Hulman Center	s/2013-11-09-indiana-	ball-state	2014
2	Tue, Nov 12, 2013	REG		Taylor (IN)		W	73	53		1	1	W 1	Worthen Arena	s/2013-11-12-ball-	ball-state	2014
3	Mon, Nov 18, 2013	REG		Southeast Missouri State	OVC	W	87	83		2	1	W 2	Worthen Arena	s/2013-11-18-ball-	ball-state	2014
4	Sat, Nov 23, 2013	REG		Butler	Big East	L	58	59		2	2	L 1	Worthen Arena	s/2013-11-23-ball-	ball-state	2014
5	Wed, Nov 27, 2013	REG	@	Utah	Pac-12	L	69	88		2	3	L 2	Jon M. Huntsman Center	s/2013-11-27	ball-state	2014
6	Sat, Nov 30, 2013	REG	@	Cleveland State	Horizon	L	55	78		2	4	L 3	Henry J. Goodman Arena	s/2013-11-30-cleveland-	ball-state	2014
7	Wed, Dec 4, 2013	REG		Valparaiso	Horizon	L	50	69		2	5	L 4	Worthen Arena	s/2013-12-04-ball-	ball-state	2014
8	Tue, Dec 17, 2013	REG	@	Marquette	Big East	L	53	91		2	6	L 5	Bradley Center	s/2013-12-17-marq	ball-state	2014
9	Sat, Dec 21, 2013	REG	@	Southern Illinois	MVC	L	58	66		2	7	L 6	The SIU Arena	s/2013-12-21-southern-ill	ball-state	2014
10	Mon, Dec 30, 2013	REG	@	James Madison	CAA	L	68	73		2	8	L 7	JMU Convocation Center	s/2013-12-30-james-ma	ball-state	2014
11	Fri, Jan 3, 2014	REG		Oakland City		W	94	58		3	8	W 1	Worthen Arena	s/2014-01-03-ball-	ball-state	2014
12	Wed, Jan 8, 2014	REG		Akron	MAC	L	68	72		3	9	L 1	Worthen Arena	s/2014-01-08-ball-	ball-state	2014
13	Sat, Jan 11, 2014	REG	@	Kent State	MAC	L	74	86		3	10	L 2	Memorial Athletic & Convocation Center	s/2014-01-11-kent-	ball-state	2014
14	Wed, Jan 15, 2014	REG	@	Ohio	MAC	L	51	71		3	11	L 3	Convocation Center	s/2014-01-15	ball-state	2014
