G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
4	Wed, Dec 7, 2005	REG		Denison		W	123	52		3	1	W 1	James A. Rhodes Arena	NA	akron	2006
5	Sat, Dec 10, 2005	REG	@	Louisville (5)	Big East	L	85	111		3	2	L 1	Freedom Hall	louisville	akron	2006
6	Mon, Dec 19, 2005	REG	N	Mount St. Mary's	NEC	W	74	61		4	2	W 1	Mario Morales Coliseum	mount-st-marys	akron	2006
7	Tue, Dec 20, 2005	REG	N	Mississippi State	SEC	W	83	72		5	2	W 2	Mario Morales Coliseum	mississippi-state	akron	2006
8	Wed, Dec 21, 2005	REG	N	Clemson	ACC	L	59	66		5	3	L 1	Mario Morales Coliseum	clemson	akron	2006
9	Sat, Dec 31, 2005	REG		Wright State	Horizon	W	72	44		6	3	W 1	James A. Rhodes Arena	wright-state	akron	2006
10	Wed, Jan 4, 2006	REG	@	Ball State	MAC	W	66	62		7	3	W 2	Worthen Arena	ball-state	akron	2006
11	Sat, Jan 7, 2006	REG		Toledo	MAC	W	75	58		8	3	W 3	James A. Rhodes Arena	toledo	akron	2006
12	Tue, Jan 10, 2006	REG	@	Western Michigan	MAC	W	69	55		9	3	W 4	University Arena	western-michigan	akron	2006
13	Sat, Jan 14, 2006	REG		Northern Illinois	MAC	W	86	73		10	3	W 5	James A. Rhodes Arena	northern-illinois	akron	2006
14	Mon, Jan 16, 2006	REG	@	Cleveland State	Horizon	W	62	50		11	3	W 6	Henry J. Goodman Arena	cleveland-state	akron	2006
15	Wed, Jan 18, 2006	REG	@	Central Michigan	MAC	W	76	69	OT	12	3	W 7	Rose Arena	central-michigan	akron	2006
16	Sat, Jan 21, 2006	REG		Eastern Michigan	MAC	W	79	61		13	3	W 8	James A. Rhodes Arena	eastern-michigan	akron	2006
17	Tue, Jan 24, 2006	REG	@	Ohio	MAC	L	63	66		13	4	L 1	Convocation Center	ohio	akron	2006
18	Thu, Jan 26, 2006	REG		Miami (OH)	MAC	W	52	45		14	4	W 1	James A. Rhodes Arena	miami-oh	akron	2006
19	Sun, Jan 29, 2006	REG	@	Bowling Green State	MAC	W	77	72	OT	15	4	W 2	Anderson Arena	bowling-green-state	akron	2006
20	Wed, Feb 1, 2006	REG		Buffalo	MAC	W	75	61		16	4	W 3	James A. Rhodes Arena	buffalo	akron	2006
21	Sat, Feb 4, 2006	REG	@	Kent State	MAC	L	57	63		16	5	L 1	Memorial Athletic & Convocation Center	kent-state	akron	2006
22	Wed, Feb 8, 2006	REG		Western Michigan	MAC	W	75	53		17	5	W 1	James A. Rhodes Arena	western-michigan	akron	2006
23	Sat, Feb 11, 2006	REG	@	Eastern Michigan	MAC	W	77	72		18	5	W 2	Convocation Center	eastern-michigan	akron	2006
24	Tue, Feb 14, 2006	REG		Bowling Green State	MAC	W	77	62		19	5	W 3	James A. Rhodes Arena	bowling-green-state	akron	2006
25	Fri, Feb 17, 2006	REG	@	Nevada	WAC	L	61	88		19	6	L 1	Lawlor Events Center	nevada	akron	2006
26	Wed, Feb 22, 2006	REG	@	Miami (OH)	MAC	L	60	63		19	7	L 2	Millett Hall	miami-oh	akron	2006
27	Sat, Feb 25, 2006	REG		Ohio	MAC	W	76	61		20	7	W 1	James A. Rhodes Arena	ohio	akron	2006
28	Wed, Mar 1, 2006	REG	@	Buffalo	MAC	L	71	83		20	8	L 1	Alumni Arena	buffalo	akron	2006
29	Sat, Mar 4, 2006	REG		Kent State	MAC	W	75	67		21	8	W 1	James A. Rhodes Arena	kent-state	akron	2006
30	Thu, Mar 9, 2006	CTOURN	N	Western Michigan	MAC	W	72	57		22	8	W 2	Quicken Loans Arena	western-michigan	akron	2006
31	Fri, Mar 10, 2006	CTOURN	N	Toledo	MAC	L	69	77		22	9	L 1	Quicken Loans Arena	toledo	akron	2006
32	Tue, Mar 14, 2006	NIT	@	Temple	A-10	W	80	73	OT	23	9	W 1	Liacouras Center	temple	akron	2006
33	Thu, Mar 16, 2006	NIT	@	Creighton	MVC	L	60	71		23	10	L 1	Qwest Center OMAHA	creighton	akron	2006
1	Tue, Nov 15, 2005	REG		Miami (OH)	MAC	W	64	58		1	0	W 1	Coleman Coliseum 	miami-oh	alabama	2006
2	Thu, Nov 17, 2005	REG		Memphis (12)	CUSA	L	76	87		1	1	L 1	Coleman Coliseum 	memphis	alabama	2006
3	Sun, Nov 20, 2005	REG		Alabama State	SWAC	W	105	68		2	1	W 1	Coleman Coliseum 	alabama-state	alabama	2006
4	Tue, Nov 29, 2005	REG		Louisiana Tech	WAC	W	73	63		3	1	W 2	Coleman Coliseum 	louisiana-tech	alabama	2006
5	Sat, Dec 3, 2005	REG		Winthrop	Big South	W	60	57		4	1	W 3	Coleman Coliseum 	winthrop	alabama	2006
6	Wed, Dec 7, 2005	REG		Notre Dame	Big East	L	71	78		4	2	L 1	Coleman Coliseum 	notre-dame	alabama	2006
7	Sat, Dec 10, 2005	REG	@	Temple	A-10	L	58	68		4	3	L 2	Liacouras Center	temple	alabama	2006
8	Sat, Dec 17, 2005	REG		Georgia State	CAA	W	85	58		5	3	W 1	Coleman Coliseum 	georgia-state	alabama	2006
9	Thu, Dec 22, 2005	REG		North Carolina State (21)	ACC	L	64	68		5	4	L 1	Coleman Coliseum 	north-carolina-state	alabama	2006
10	Tue, Dec 27, 2005	REG		Jackson State	SWAC	W	101	66		6	4	W 1	Coleman Coliseum 	jackson-state	alabama	2006
11	Sat, Dec 31, 2005	REG	@	Oklahoma (14)	Big 12	L	56	68		6	5	L 1	Lloyd Noble Center	oklahoma	alabama	2006
12	Mon, Jan 2, 2006	REG		Birmingham-Southern	Big South	W	61	57		7	5	W 1	Coleman Coliseum 	birmingham-southern	alabama	2006
13	Sat, Jan 7, 2006	REG		Mississippi	SEC	L	61	71		7	6	L 1	Coleman Coliseum 	mississippi	alabama	2006
14	Wed, Jan 11, 2006	REG	@	Auburn	SEC	W	56	52		8	6	W 1	Beard-Eaves-Memorial	auburn	alabama	2006
15	Sat, Jan 14, 2006	REG	@	Kentucky	SEC	W	68	64		9	6	W 2	Rupp Arena	kentucky	alabama	2006
16	Wed, Jan 18, 2006	REG		Arkansas	SEC	W	78	75	OT	10	6	W 3	Coleman Coliseum 	arkansas	alabama	2006
17	Sat, Jan 21, 2006	REG	@	Louisiana State	SEC	L	57	68		10	7	L 1	Maravich Assembly Center	louisiana-state	alabama	2006
18	Sat, Jan 28, 2006	REG		Mississippi State	SEC	W	65	59		11	7	W 1	Coleman Coliseum 	mississippi-state	alabama	2006
19	Wed, Feb 1, 2006	REG	@	Georgia	SEC	L	79	88		11	8	L 1	Stegeman Coliseum	georgia	alabama	2006
20	Sat, Feb 4, 2006	REG		Louisiana State (24)	SEC	W	67	62		12	8	W 1	Coleman Coliseum 	louisiana-state	alabama	2006
21	Wed, Feb 8, 2006	REG		Vanderbilt	SEC	W	77	74	OT	13	8	W 2	Coleman Coliseum 	vanderbilt	alabama	2006
22	Sat, Feb 11, 2006	REG	@	Mississippi	SEC	W	64	50		14	8	W 3	C.M. Tad Smith Coliseum	mississippi	alabama	2006
23	Tue, Feb 14, 2006	REG	@	South Carolina	SEC	L	56	67		14	9	L 1	The Colonial Life Arena	south-carolina	alabama	2006
24	Sat, Feb 18, 2006	REG		Tennessee (8)	SEC	W	92	79		15	9	W 1	Coleman Coliseum 	tennessee	alabama	2006
25	Tue, Feb 21, 2006	REG	@	Arkansas	SEC	L	63	65		15	10	L 1	Bud Walton Arena	arkansas	alabama	2006
26	Sun, Feb 26, 2006	REG		Florida (12)	SEC	W	82	77		16	10	W 1	Coleman Coliseum 	florida	alabama	2006
27	Wed, Mar 1, 2006	REG		Auburn	SEC	W	71	61		17	10	W 2	Coleman Coliseum 	auburn	alabama	2006
28	Sat, Mar 4, 2006	REG	@	Mississippi State	SEC	L	58	71		17	11	L 1	Humphrey Coliseum	mississippi-state	alabama	2006
29	Fri, Mar 10, 2006	CTOURN	N	Kentucky	SEC	L	61	68		17	12	L 2	Bridgestone Arena	kentucky	alabama	2006
30	Thu, Mar 16, 2006	NCAA	N	Marquette	Big East	W	90	85		18	12	W 1		marquette	alabama	2006
31	Sat, Mar 18, 2006	NCAA	N	UCLA (7)	Pac-10	L	59	62		18	13	L 1		ucla	alabama	2006
1	Sat, Nov 19, 2005	REG		Stillman		L	72	80		0	1	L 1	Elmore Health Science Building 	NA	alabama-am	2006
2	Sat, Nov 26, 2005	REG		Jarvis Christian		W	75	62		1	1	W 1	Elmore Health Science Building 	NA	alabama-am	2006
3	Sat, Dec 3, 2005	REG		Tuskegee		W	69	59		2	1	W 2	Elmore Health Science Building 	NA	alabama-am	2006
4	Sat, Dec 17, 2005	REG	@	Vanderbilt	SEC	L	58	74		2	2	L 1	Memorial Gymnasium	vanderbilt	alabama-am	2006
5	Wed, Dec 21, 2005	REG	@	Nebraska	Big 12	L	60	67		2	3	L 2	Bob Devaney Sports Center	nebraska	alabama-am	2006
6	Tue, Dec 27, 2005	REG	@	Tennessee	SEC	L	68	93		2	4	L 3	Thompson-Boling Arena	tennessee	alabama-am	2006
7	Mon, Jan 2, 2006	REG	@	Jackson State	SWAC	L	77	84		2	5	L 4	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2006
8	Wed, Jan 4, 2006	REG	@	Grambling	SWAC	W	92	84		3	5	W 1	Tiger Memorial Gym	grambling	alabama-am	2006
9	Sat, Jan 7, 2006	REG		Arkansas-Pine Bluff	SWAC	W	74	65		4	5	W 2	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2006
10	Mon, Jan 9, 2006	REG		Mississippi Valley State	SWAC	W	74	67		5	5	W 3	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2006
11	Sat, Jan 14, 2006	REG	@	Alabama State	SWAC	L	68	81		5	6	L 1	ASU Acadome	alabama-state	alabama-am	2006
12	Sat, Jan 21, 2006	REG	@	Southern	SWAC	L	65	72		5	7	L 2	F. G. Clark Activity Center	southern	alabama-am	2006
13	Mon, Jan 23, 2006	REG	@	Alcorn State	SWAC	L	74	77		5	8	L 3	Davey L. Whitney Complex	alcorn-state	alabama-am	2006
14	Sat, Jan 28, 2006	REG		Prairie View	SWAC	W	108	71		6	8	W 1	Elmore Health Science Building 	prairie-view	alabama-am	2006
15	Mon, Jan 30, 2006	REG		Texas Southern	SWAC	W	99	75		7	8	W 2	Elmore Health Science Building 	texas-southern	alabama-am	2006
16	Sat, Feb 4, 2006	REG	@	Arkansas-Pine Bluff	SWAC	L	68	70		7	9	L 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2006
17	Mon, Feb 6, 2006	REG	@	Mississippi Valley State	SWAC	W	85	74		8	9	W 1	Harrison HPER Complex	mississippi-valley-state	alabama-am	2006
18	Sun, Feb 12, 2006	REG		Alabama State	SWAC	L	74	80		8	10	L 1	Elmore Health Science Building 	alabama-state	alabama-am	2006
19	Tue, Feb 14, 2006	REG	@	Texas-El Paso	CUSA	L	44	60		8	11	L 2	Don Haskins Center	texas-el-paso	alabama-am	2006
20	Sat, Feb 18, 2006	REG		Southern	SWAC	L	80	84		8	12	L 3	Elmore Health Science Building 	southern	alabama-am	2006
21	Mon, Feb 20, 2006	REG		Alcorn State	SWAC	W	84	74		9	12	W 1	Elmore Health Science Building 	alcorn-state	alabama-am	2006
22	Sat, Feb 25, 2006	REG	@	Prairie View	SWAC	W	86	70		10	12	W 2	William J. Nicks Building	prairie-view	alabama-am	2006
23	Mon, Feb 27, 2006	REG	@	Texas Southern	SWAC	W	79	66		11	12	W 3	Health & Physical Education Arena	texas-southern	alabama-am	2006
24	Thu, Mar 2, 2006	REG		Jackson State	SWAC	W	72	62		12	12	W 4	Elmore Health Science Building 	jackson-state	alabama-am	2006
25	Sat, Mar 4, 2006	REG		Grambling	SWAC	W	58	57		13	12	W 5	Elmore Health Science Building 	grambling	alabama-am	2006
26	Thu, Mar 9, 2006	CTOURN	N	Arkansas-Pine Bluff	SWAC	L	54	64		13	13	L 1	Fair Park Arena	arkansas-pine-bluff	alabama-am	2006
1	Fri, Nov 25, 2005	REG	N	Massachusetts	A-10	W	86	77		1	0	W 1	MassMutual Center	massachusetts	alabama-birmingham	2006
2	Sun, Nov 27, 2005	REG		South Carolina State	MEAC	W	79	48		2	0	W 2	Bartow Arena	south-carolina-state	alabama-birmingham	2006
3	Tue, Nov 29, 2005	REG		Western Kentucky	Sun Belt	L	76	92		2	1	L 1	Bartow Arena	western-kentucky	alabama-birmingham	2006
4	Sat, Dec 3, 2005	REG	@	Nebraska	Big 12	W	73	72		3	1	W 1	Bob Devaney Sports Center	nebraska	alabama-birmingham	2006
5	Tue, Dec 6, 2005	REG	@	DePaul	Big East	L	66	70		3	2	L 1	Allstate Arena	depaul	alabama-birmingham	2006
6	Sat, Dec 10, 2005	REG		Alcorn State	SWAC	W	81	59		4	2	W 1	Bartow Arena	alcorn-state	alabama-birmingham	2006
7	Wed, Dec 14, 2005	REG	@	Minnesota	Big Ten	L	68	69		4	3	L 1	Williams Arena	minnesota	alabama-birmingham	2006
8	Mon, Dec 19, 2005	REG		Centenary (LA)	Mid-Cont	W	72	58		5	3	W 1	Bartow Arena	centenary-la	alabama-birmingham	2006
9	Thu, Dec 22, 2005	REG		Old Dominion	CAA	W	85	57		6	3	W 2	Bartow Arena	old-dominion	alabama-birmingham	2006
10	Wed, Dec 28, 2005	REG		Oklahoma State	Big 12	W	90	71		7	3	W 3	Bartow Arena	oklahoma-state	alabama-birmingham	2006
11	Fri, Dec 30, 2005	REG	@	South Florida	Big East	W	59	47		8	3	W 4	Sun Dome	south-florida	alabama-birmingham	2006
12	Mon, Jan 2, 2006	REG		Virginia Commonwealth	CAA	W	68	62		9	3	W 5	Bartow Arena	virginia-commonwealth	alabama-birmingham	2006
13	Thu, Jan 5, 2006	REG		Valdosta State		W	98	69		10	3	W 6	Bartow Arena	NA	alabama-birmingham	2006
14	Wed, Jan 11, 2006	REG		Tulsa	CUSA	W	84	54		11	3	W 7	Bartow Arena	tulsa	alabama-birmingham	2006
15	Sat, Jan 14, 2006	REG	@	Marshall	CUSA	W	76	64		12	3	W 8	Henderson Center	marshall	alabama-birmingham	2006
16	Wed, Jan 18, 2006	REG	@	Rice	CUSA	W	75	68		13	3	W 9	Tudor Fieldhouse	rice	alabama-birmingham	2006
17	Sat, Jan 21, 2006	REG		Houston	CUSA	W	82	79		14	3	W 10	Bartow Arena	houston	alabama-birmingham	2006
18	Thu, Jan 26, 2006	REG	@	Memphis (3)	CUSA	L	66	73		14	4	L 1	FedExForum	memphis	alabama-birmingham	2006
19	Sat, Jan 28, 2006	REG		Southern Mississippi	CUSA	W	87	73		15	4	W 1	Bartow Arena	southern-mississippi	alabama-birmingham	2006
20	Sat, Feb 4, 2006	REG	@	Central Florida	CUSA	W	75	68		16	4	W 2	UCF Arena	central-florida	alabama-birmingham	2006
21	Wed, Feb 8, 2006	REG	@	Texas-El Paso	CUSA	L	37	65		16	5	L 1	Don Haskins Center	texas-el-paso	alabama-birmingham	2006
22	Sat, Feb 11, 2006	REG		East Carolina	CUSA	W	72	64		17	5	W 1	Bartow Arena	east-carolina	alabama-birmingham	2006
23	Wed, Feb 15, 2006	REG		Tulane	CUSA	W	87	82		18	5	W 2	Bartow Arena	tulane	alabama-birmingham	2006
24	Sat, Feb 18, 2006	REG	@	Southern Mississippi	CUSA	W	87	50		19	5	W 3	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2006
25	Sat, Feb 25, 2006	REG	@	Southern Methodist	CUSA	W	73	68		20	5	W 4	Moody Coliseum	southern-methodist	alabama-birmingham	2006
26	Thu, Mar 2, 2006	REG		Memphis (3)	CUSA	W	80	74		21	5	W 5	Bartow Arena	memphis	alabama-birmingham	2006
27	Sat, Mar 4, 2006	REG		Marshall	CUSA	W	82	61		22	5	W 6	Bartow Arena	marshall	alabama-birmingham	2006
28	Thu, Mar 9, 2006	CTOURN	N	Southern Methodist	CUSA	W	69	55		23	5	W 7	FedExForum	southern-methodist	alabama-birmingham	2006
29	Fri, Mar 10, 2006	CTOURN	N	Texas-El Paso	CUSA	W	63	60		24	5	W 8	FedExForum	texas-el-paso	alabama-birmingham	2006
30	Sat, Mar 11, 2006	CTOURN	@	Memphis (5)	CUSA	L	46	57		24	6	L 1	FedExForum	memphis	alabama-birmingham	2006
31	Fri, Mar 17, 2006	NCAA	N	Kentucky	SEC	L	64	69		24	7	L 2		kentucky	alabama-birmingham	2006
1	Sun, Nov 13, 2005	REG	@	Wyoming	MWC	L	54	69		0	1	L 1	Arena-Auditorium	wyoming	alabama-state	2006
2	Mon, Nov 14, 2005	REG	N	Butler	Horizon	L	61	70		0	2	L 2	Arena-Auditorium	butler	alabama-state	2006
3	Tue, Nov 15, 2005	REG	N	Coppin State	MEAC	W	68	67		1	2	W 1	Arena-Auditorium	coppin-state	alabama-state	2006
4	Sun, Nov 20, 2005	REG	@	Alabama (15)	SEC	L	68	105		1	3	L 1	Coleman Coliseum 	alabama	alabama-state	2006
5	Fri, Nov 25, 2005	REG	@	South Alabama	Sun Belt	L	65	82		1	4	L 2	Mitchell Center	south-alabama	alabama-state	2006
6	Mon, Nov 28, 2005	REG	@	Florida (14)	SEC	L	60	87		1	5	L 3	Stephen C. O'Connell Center	florida	alabama-state	2006
7	Wed, Nov 30, 2005	REG	@	Birmingham-Southern	Big South	L	55	69		1	6	L 4	Bill Battle Coliseum	birmingham-southern	alabama-state	2006
8	Sat, Dec 10, 2005	REG	@	Florida A&M	MEAC	L	67	74		1	7	L 5	Gaither Athletic Center	florida-am	alabama-state	2006
9	Thu, Dec 15, 2005	REG	@	Troy	Sun Belt	L	53	71		1	8	L 6	Trojan Arena	troy	alabama-state	2006
10	Thu, Dec 22, 2005	REG		South Alabama	Sun Belt	W	78	75		2	8	W 1	ASU Acadome	south-alabama	alabama-state	2006
11	Fri, Dec 30, 2005	REG		Georgia State	CAA	L	49	66		2	9	L 1	ASU Acadome	georgia-state	alabama-state	2006
12	Mon, Jan 2, 2006	REG	@	Grambling	SWAC	L	59	62		2	10	L 2	Tiger Memorial Gym	grambling	alabama-state	2006
13	Wed, Jan 4, 2006	REG	@	Jackson State	SWAC	L	64	77		2	11	L 3	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2006
14	Sat, Jan 7, 2006	REG		Mississippi Valley State	SWAC	L	70	74		2	12	L 4	ASU Acadome	mississippi-valley-state	alabama-state	2006
15	Mon, Jan 9, 2006	REG		Arkansas-Pine Bluff	SWAC	L	49	52		2	13	L 5	ASU Acadome	arkansas-pine-bluff	alabama-state	2006
16	Sat, Jan 14, 2006	REG		Alabama A&M	SWAC	W	81	68		3	13	W 1	ASU Acadome	alabama-am	alabama-state	2006
17	Sat, Jan 21, 2006	REG	@	Alcorn State	SWAC	W	75	70		4	13	W 2	Davey L. Whitney Complex	alcorn-state	alabama-state	2006
18	Mon, Jan 23, 2006	REG	@	Southern	SWAC	L	68	72	OT	4	14	L 1	F. G. Clark Activity Center	southern	alabama-state	2006
19	Sat, Jan 28, 2006	REG		Texas Southern	SWAC	W	72	66		5	14	W 1	ASU Acadome	texas-southern	alabama-state	2006
20	Mon, Jan 30, 2006	REG		Prairie View	SWAC	W	78	70		6	14	W 2	ASU Acadome	prairie-view	alabama-state	2006
21	Sat, Feb 4, 2006	REG	@	Mississippi Valley State	SWAC	W	58	48		7	14	W 3	Harrison HPER Complex	mississippi-valley-state	alabama-state	2006
22	Mon, Feb 6, 2006	REG	@	Arkansas-Pine Bluff	SWAC	W	60	46		8	14	W 4	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2006
23	Sun, Feb 12, 2006	REG	@	Alabama A&M	SWAC	W	80	74		9	14	W 5	Elmore Health Science Building 	alabama-am	alabama-state	2006
24	Sat, Feb 18, 2006	REG		Alcorn State	SWAC	W	71	69		10	14	W 6	ASU Acadome	alcorn-state	alabama-state	2006
25	Mon, Feb 20, 2006	REG		Southern	SWAC	W	63	59		11	14	W 7	ASU Acadome	southern	alabama-state	2006
26	Sat, Feb 25, 2006	REG	@	Texas Southern	SWAC	L	62	69		11	15	L 1	Health & Physical Education Arena	texas-southern	alabama-state	2006
27	Mon, Feb 27, 2006	REG	@	Prairie View	SWAC	L	72	75		11	16	L 2	William J. Nicks Building	prairie-view	alabama-state	2006
28	Thu, Mar 2, 2006	REG		Grambling	SWAC	L	67	69		11	17	L 3	ASU Acadome	grambling	alabama-state	2006
29	Sat, Mar 4, 2006	REG		Jackson State	SWAC	W	93	79		12	17	W 1	ASU Acadome	jackson-state	alabama-state	2006
30	Thu, Mar 9, 2006	CTOURN	N	Jackson State	SWAC	L	65	83		12	18	L 1	Fair Park Arena	jackson-state	alabama-state	2006
1	Wed, Nov 9, 2005	REG	N	Oakland	Mid-Cont	W	90	73		1	0	W 1	Stephen C. O'Connell Center	oakland	albany-ny	2006
2	Thu, Nov 10, 2005	REG	@	Florida	SEC	L	64	83		1	1	L 1	Stephen C. O'Connell Center	florida	albany-ny	2006
3	Mon, Nov 21, 2005	REG		Sacred Heart	NEC	L	61	63		1	2	L 2	SEFCU Arena	sacred-heart	albany-ny	2006
4	Sat, Nov 26, 2005	REG	@	San Diego State	MWC	L	53	80		1	3	L 3	Viejas Arena	san-diego-state	albany-ny	2006
5	Tue, Nov 29, 2005	REG	@	UCLA (16)	Pac-10	L	65	73		1	4	L 4	Pauley Pavilion	ucla	albany-ny	2006
6	Sat, Dec 3, 2005	REG	@	Siena	MAAC	L	74	82	OT	1	5	L 5	Times Union Center 	siena	albany-ny	2006
7	Sat, Dec 10, 2005	REG	@	Cleveland State	Horizon	W	78	65		2	5	W 1	Henry J. Goodman Arena	cleveland-state	albany-ny	2006
8	Sat, Dec 17, 2005	REG		Harvard	Ivy	L	48	61		2	6	L 1	SEFCU Arena	harvard	albany-ny	2006
9	Tue, Dec 20, 2005	REG		Binghamton	AEC	W	70	65		3	6	W 1	SEFCU Arena	binghamton	albany-ny	2006
10	Fri, Dec 23, 2005	REG	@	Stony Brook	AEC	W	63	58		4	6	W 2	USB Sports Complex	stony-brook	albany-ny	2006
11	Wed, Dec 28, 2005	REG	@	Brown	Ivy	W	62	47		5	6	W 3	Pizzitola Sports Center	brown	albany-ny	2006
12	Wed, Jan 4, 2006	REG		Hartford	AEC	W	75	62		6	6	W 4	SEFCU Arena	hartford	albany-ny	2006
13	Sat, Jan 7, 2006	REG		Maine	AEC	W	76	56		7	6	W 5	SEFCU Arena	maine	albany-ny	2006
14	Mon, Jan 9, 2006	REG		Cornell	Ivy	W	68	59		8	6	W 6	SEFCU Arena	cornell	albany-ny	2006
15	Thu, Jan 12, 2006	REG	@	Boston University	AEC	W	53	47		9	6	W 7	Agganis Arena	boston-university	albany-ny	2006
16	Sat, Jan 14, 2006	REG		Utah Valley	Ind	W	72	61		10	6	W 8	SEFCU Arena	utah-valley	albany-ny	2006
17	Wed, Jan 18, 2006	REG	@	Vermont	AEC	L	53	65		10	7	L 1	Roy L. Patrick Gymnasium	vermont	albany-ny	2006
