G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
2	Sat, Nov 12, 2011	REG		Hiram		W	95	65		2	0	W 2	James A. Rhodes Arena	NA	akron	2012
3	Fri, Nov 18, 2011	REG	@	Valparaiso	Horizon	L	59	62		2	1	L 1	Athletics-Recreation Center	valparaiso	akron	2012
4	Sat, Nov 19, 2011	REG	N	Duquesne	A-10	L	76	81		2	2	L 2	Athletics-Recreation Center	duquesne	akron	2012
5	Sat, Nov 26, 2011	REG		Detroit Mercy	Horizon	W	81	63		3	2	W 1	James A. Rhodes Arena	detroit-mercy	akron	2012
6	Mon, Nov 28, 2011	REG	@	West Virginia	Big East	L	56	77		3	3	L 1	WVU Coliseum	west-virginia	akron	2012
7	Sun, Dec 4, 2011	REG	@	Middle Tennessee	Sun Belt	L	53	77		3	4	L 2	Murphy Athletic Center	middle-tennessee	akron	2012
8	Sat, Dec 10, 2011	REG	@	Cleveland State	Horizon	L	66	69		3	5	L 3	Henry J. Goodman Arena	cleveland-state	akron	2012
9	Thu, Dec 15, 2011	REG		Arkansas-Pine Bluff	SWAC	W	87	64		4	5	W 1	James A. Rhodes Arena	arkansas-pine-bluff	akron	2012
10	Sat, Dec 17, 2011	REG		Florida A&M	MEAC	W	91	69		5	5	W 2	James A. Rhodes Arena	florida-am	akron	2012
11	Mon, Dec 19, 2011	REG		Youngstown State	Horizon	W	88	62		6	5	W 3	James A. Rhodes Arena	youngstown-state	akron	2012
12	Wed, Dec 21, 2011	REG		North Carolina A&T	MEAC	W	79	52		7	5	W 4	James A. Rhodes Arena	north-carolina-at	akron	2012
13	Thu, Dec 29, 2011	REG		Virginia Commonwealth	CAA	L	75	76	OT	7	6	L 1	James A. Rhodes Arena	virginia-commonwealth	akron	2012
14	Sun, Jan 1, 2012	REG	@	Marshall	CUSA	W	67	51		8	6	W 1	Henderson Center	marshall	akron	2012
15	Sat, Jan 7, 2012	REG	@	Miami (OH)	MAC	W	65	60		9	6	W 2	Millett Hall	miami-oh	akron	2012
16	Wed, Jan 11, 2012	REG	@	Bowling Green State	MAC	W	56	55		10	6	W 3	Stroh Center	bowling-green-state	akron	2012
17	Sat, Jan 14, 2012	REG		Ohio	MAC	W	68	63		11	6	W 4	James A. Rhodes Arena	ohio	akron	2012
18	Wed, Jan 18, 2012	REG	@	Buffalo	MAC	L	70	82		11	7	L 1	Alumni Arena	buffalo	akron	2012
19	Sat, Jan 21, 2012	REG		Kent State	MAC	W	84	75		12	7	W 1	James A. Rhodes Arena	kent-state	akron	2012
20	Tue, Jan 24, 2012	REG	@	Ball State	MAC	W	70	58		13	7	W 2	Worthen Arena	ball-state	akron	2012
21	Sat, Jan 28, 2012	REG	@	Central Michigan	MAC	W	74	64		14	7	W 3	Rose Arena	central-michigan	akron	2012
22	Wed, Feb 1, 2012	REG		Toledo	MAC	W	86	72		15	7	W 4	James A. Rhodes Arena	toledo	akron	2012
23	Sat, Feb 4, 2012	REG		Eastern Michigan	MAC	W	77	47		16	7	W 5	James A. Rhodes Arena	eastern-michigan	akron	2012
24	Wed, Feb 8, 2012	REG	@	Western Michigan	MAC	W	69	66	OT	17	7	W 6	University Arena	western-michigan	akron	2012
25	Sat, Feb 11, 2012	REG		Northern Illinois	MAC	W	75	51		18	7	W 7	James A. Rhodes Arena	northern-illinois	akron	2012
26	Wed, Feb 15, 2012	REG		Miami (OH)	MAC	W	74	59		19	7	W 8	James A. Rhodes Arena	miami-oh	akron	2012
27	Sat, Feb 18, 2012	REG	@	Oral Roberts	Summit	L	61	67		19	8	L 1	Mabee Center	oral-roberts	akron	2012
28	Wed, Feb 22, 2012	REG		Bowling Green State	MAC	W	79	68		20	8	W 1	James A. Rhodes Arena	bowling-green-state	akron	2012
29	Sun, Feb 26, 2012	REG	@	Ohio	MAC	L	61	85		20	9	L 1	Convocation Center	ohio	akron	2012
30	Wed, Feb 29, 2012	REG		Buffalo	MAC	L	70	74		20	10	L 2	James A. Rhodes Arena	buffalo	akron	2012
31	Fri, Mar 2, 2012	REG	@	Kent State	MAC	W	61	55		21	10	W 1	Memorial Athletic & Convocation Center	kent-state	akron	2012
32	Fri, Mar 9, 2012	CTOURN	N	Kent State	MAC	W	78	74		22	10	W 2		kent-state	akron	2012
33	Sat, Mar 10, 2012	CTOURN	N	Ohio	MAC	L	63	64		22	11	L 1	Quicken Loans Arena	ohio	akron	2012
34	Tue, Mar 13, 2012	NIT	@	Northwestern	Big Ten	L	74	76		22	12	L 2	Welsh-Ryan Arena	northwestern	akron	2012
1	Fri, Nov 11, 2011	REG		North Florida	A-Sun	W	64	44		1	0	W 1	Coleman Coliseum 	north-florida	alabama	2012
2	Mon, Nov 14, 2011	REG		Oakland	Summit	W	74	57		2	0	W 2	Coleman Coliseum 	oakland	alabama	2012
3	Thu, Nov 17, 2011	REG	N	Maryland	ACC	W	62	42		3	0	W 3		maryland	alabama	2012
4	Fri, Nov 18, 2011	REG	N	Wichita State	MVC	W	70	60		4	0	W 4		wichita-state	alabama	2012
5	Sun, Nov 20, 2011	REG	N	Purdue	Big Ten	W	65	56		5	0	W 5		purdue	alabama	2012
6	Wed, Nov 23, 2011	REG		Alabama A&M	SWAC	W	82	45		6	0	W 6	Coleman Coliseum 	alabama-am	alabama	2012
7	Sun, Nov 27, 2011	REG		Virginia Commonwealth	CAA	W	72	64		7	0	W 7	Coleman Coliseum 	virginia-commonwealth	alabama	2012
8	Thu, Dec 1, 2011	REG		Georgetown	Big East	L	55	57		7	1	L 1	Coleman Coliseum 	georgetown	alabama	2012
9	Wed, Dec 7, 2011	REG	@	Dayton	A-10	L	62	74		7	2	L 2	University of Dayton Arena	dayton	alabama	2012
10	Sun, Dec 11, 2011	REG		Detroit Mercy	Horizon	W	62	54		8	2	W 1	Coleman Coliseum 	detroit-mercy	alabama	2012
11	Sat, Dec 17, 2011	REG	N	Kansas State	Big 12	L	58	71		8	3	L 1	Sprint Center	kansas-state	alabama	2012
12	Wed, Dec 21, 2011	REG	N	Oklahoma State	Big 12	W	69	52		9	3	W 1	Birmingham-Jefferson Civic Center	oklahoma-state	alabama	2012
13	Thu, Dec 29, 2011	REG		Jacksonville	A-Sun	W	72	55		10	3	W 2	Coleman Coliseum 	jacksonville	alabama	2012
14	Tue, Jan 3, 2012	REG	@	Georgia Tech	ACC	W	73	48		11	3	W 3	Alexander Memorial Coliseum	georgia-tech	alabama	2012
15	Sat, Jan 7, 2012	REG	@	Georgia	SEC	W	74	59		12	3	W 4	Stegeman Coliseum	georgia	alabama	2012
16	Wed, Jan 11, 2012	REG		Louisiana State	SEC	W	69	53		13	3	W 5	Coleman Coliseum 	louisiana-state	alabama	2012
17	Sat, Jan 14, 2012	REG	@	Mississippi State (20)	SEC	L	52	56		13	4	L 1	Humphrey Coliseum	mississippi-state	alabama	2012
18	Thu, Jan 19, 2012	REG		Vanderbilt	SEC	L	59	69		13	5	L 2	Coleman Coliseum 	vanderbilt	alabama	2012
19	Sat, Jan 21, 2012	REG	@	Kentucky (2)	SEC	L	71	77		13	6	L 3	Rupp Arena	kentucky	alabama	2012
20	Wed, Jan 25, 2012	REG	@	South Carolina	SEC	L	54	56		13	7	L 4	The Colonial Life Arena	south-carolina	alabama	2012
21	Sat, Jan 28, 2012	REG		Arkansas	SEC	W	72	66		14	7	W 1	Coleman Coliseum 	arkansas	alabama	2012
22	Sat, Feb 4, 2012	REG		Mississippi	SEC	W	69	67	2OT	15	7	W 2	Coleman Coliseum 	mississippi	alabama	2012
23	Tue, Feb 7, 2012	REG	@	Auburn	SEC	W	68	50		16	7	W 3	Auburn Arena	auburn	alabama	2012
24	Sat, Feb 11, 2012	REG	@	Louisiana State	SEC	L	58	67		16	8	L 1	Maravich Assembly Center	louisiana-state	alabama	2012
25	Tue, Feb 14, 2012	REG		Florida (14)	SEC	L	52	61		16	9	L 2	Coleman Coliseum 	florida	alabama	2012
26	Sat, Feb 18, 2012	REG		Tennessee	SEC	W	62	50		17	9	W 1	Coleman Coliseum 	tennessee	alabama	2012
27	Thu, Feb 23, 2012	REG	@	Arkansas	SEC	W	79	68		18	9	W 2	Bud Walton Arena	arkansas	alabama	2012
28	Sat, Feb 25, 2012	REG		Mississippi State	SEC	W	67	50		19	9	W 3	Coleman Coliseum 	mississippi-state	alabama	2012
29	Wed, Feb 29, 2012	REG		Auburn	SEC	W	55	49		20	9	W 4	Coleman Coliseum 	auburn	alabama	2012
30	Sat, Mar 3, 2012	REG	@	Mississippi	SEC	L	51	60		20	10	L 1	C.M. Tad Smith Coliseum	mississippi	alabama	2012
31	Thu, Mar 8, 2012	CTOURN	N	South Carolina	SEC	W	63	57		21	10	W 1		south-carolina	alabama	2012
32	Fri, Mar 9, 2012	CTOURN	N	Florida (22)	SEC	L	63	66		21	11	L 1	New Orleans Arena	florida	alabama	2012
33	Fri, Mar 16, 2012	NCAA	N	Creighton (19)	MVC	L	57	58		21	12	L 2	Greensboro Coliseum	creighton	alabama	2012
1	Fri, Nov 11, 2011	REG	@	Tulane	CUSA	L	63	72		0	1	L 1	Avron B. Fogelman Arena	tulane	alabama-am	2012
2	Mon, Nov 14, 2011	REG		Talladega		W	100	79		1	1	W 1	Elmore Health Science Building 	NA	alabama-am	2012
3	Sat, Nov 19, 2011	REG		Oakwood		W	75	74		2	1	W 2	Elmore Health Science Building 	NA	alabama-am	2012
4	Wed, Nov 23, 2011	REG	@	Alabama (13)	SEC	L	45	82		2	2	L 1	Coleman Coliseum 	alabama	alabama-am	2012
5	Sat, Dec 3, 2011	REG	@	South Alabama	Sun Belt	L	44	67		2	3	L 2	Mitchell Center	south-alabama	alabama-am	2012
6	Sat, Dec 17, 2011	REG	@	Michigan (20)	Big Ten	L	57	87		2	4	L 3	Crisler Arena	michigan	alabama-am	2012
7	Mon, Dec 19, 2011	REG	@	Georgia Tech	ACC	L	54	65		2	5	L 4	Alexander Memorial Coliseum	georgia-tech	alabama-am	2012
8	Wed, Dec 21, 2011	REG	@	Tennessee State	OVC	L	68	78		2	6	L 5	Gentry Center Complex	tennessee-state	alabama-am	2012
9	Sat, Dec 31, 2011	REG	@	Alabama-Birmingham	CUSA	L	58	92		2	7	L 6	Bartow Arena	alabama-birmingham	alabama-am	2012
10	Tue, Jan 3, 2012	REG	@	Jackson State	SWAC	L	52	55		2	8	L 7	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2012
11	Thu, Jan 5, 2012	REG	@	Grambling	SWAC	L	55	60		2	9	L 8	HPER Complex	grambling	alabama-am	2012
12	Sat, Jan 7, 2012	REG		Arkansas-Pine Bluff	SWAC	W	65	62		3	9	W 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2012
13	Mon, Jan 9, 2012	REG		Mississippi Valley State	SWAC	L	69	81		3	10	L 1	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2012
14	Sat, Jan 14, 2012	REG	@	Alabama State	SWAC	L	50	53		3	11	L 2	ASU Acadome	alabama-state	alabama-am	2012
15	Sat, Jan 21, 2012	REG	@	Southern	SWAC	L	69	75	OT	3	12	L 3	F. G. Clark Activity Center	southern	alabama-am	2012
16	Mon, Jan 23, 2012	REG	@	Alcorn State	SWAC	W	65	64		4	12	W 1	Davey L. Whitney Complex	alcorn-state	alabama-am	2012
17	Sat, Jan 28, 2012	REG		Texas Southern	SWAC	L	61	73		4	13	L 1	Elmore Health Science Building 	texas-southern	alabama-am	2012
18	Mon, Jan 30, 2012	REG		Prairie View	SWAC	W	64	54		5	13	W 1	Elmore Health Science Building 	prairie-view	alabama-am	2012
19	Sat, Feb 4, 2012	REG	@	Arkansas-Pine Bluff	SWAC	L	75	81		5	14	L 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2012
20	Mon, Feb 6, 2012	REG	@	Mississippi Valley State	SWAC	L	64	78		5	15	L 2	Harrison HPER Complex	mississippi-valley-state	alabama-am	2012
21	Sat, Feb 11, 2012	REG		Alabama State	SWAC	L	47	57		5	16	L 3	Elmore Health Science Building 	alabama-state	alabama-am	2012
22	Sat, Feb 18, 2012	REG		Southern	SWAC	L	65	72		5	17	L 4	Elmore Health Science Building 	southern	alabama-am	2012
23	Mon, Feb 20, 2012	REG		Alcorn State	SWAC	W	81	71		6	17	W 1	Elmore Health Science Building 	alcorn-state	alabama-am	2012
24	Sat, Feb 25, 2012	REG	@	Prairie View	SWAC	L	52	60		6	18	L 1	William J. Nicks Building	prairie-view	alabama-am	2012
25	Mon, Feb 27, 2012	REG	@	Texas Southern	SWAC	L	59	69		6	19	L 2	Health & Physical Education Arena	texas-southern	alabama-am	2012
26	Thu, Mar 1, 2012	REG		Jackson State	SWAC	W	73	53		7	19	W 1	Elmore Health Science Building 	jackson-state	alabama-am	2012
27	Sat, Mar 3, 2012	REG		Grambling	SWAC	L	72	75	OT	7	20	L 1	Elmore Health Science Building 	grambling	alabama-am	2012
28	Wed, Mar 7, 2012	CTOURN	N	Texas Southern	SWAC	L	62	75		7	21	L 2	Curtis Culwell Center	texas-southern	alabama-am	2012
1	Wed, Nov 16, 2011	REG		Creighton	MVC	L	60	70		0	1	L 1	Bartow Arena	creighton	alabama-birmingham	2012
2	Sun, Nov 20, 2011	REG		Murray State	OVC	L	55	62		0	2	L 2	Bartow Arena	murray-state	alabama-birmingham	2012
3	Tue, Nov 22, 2011	REG		Troy	Sun Belt	W	71	59		1	2	W 1	Bartow Arena	troy	alabama-birmingham	2012
4	Fri, Nov 25, 2011	REG	N	Wichita State	MVC	L	46	68		1	3	L 1		wichita-state	alabama-birmingham	2012
5	Sun, Nov 27, 2011	REG		Tennessee-Martin	OVC	L	54	59		1	4	L 2	Bartow Arena	tennessee-martin	alabama-birmingham	2012
6	Wed, Nov 30, 2011	REG	@	South Alabama	Sun Belt	L	47	55		1	5	L 3	Mitchell Center	south-alabama	alabama-birmingham	2012
7	Sat, Dec 3, 2011	REG	@	Kent State	MAC	L	48	57		1	6	L 4	Memorial Athletic & Convocation Center	kent-state	alabama-birmingham	2012
8	Wed, Dec 7, 2011	REG		Middle Tennessee	Sun Belt	W	66	56		2	6	W 1	Bartow Arena	middle-tennessee	alabama-birmingham	2012
9	Tue, Dec 20, 2011	REG	@	Virginia Commonwealth	CAA	L	49	68		2	7	L 1	Alltel Pavilion at the Stuart C. Siegel Center	virginia-commonwealth	alabama-birmingham	2012
10	Thu, Dec 22, 2011	REG		Jacksonville	A-Sun	W	70	65		3	7	W 1	Bartow Arena	jacksonville	alabama-birmingham	2012
11	Wed, Dec 28, 2011	REG	@	George Washington	A-10	W	56	49		4	7	W 2	Charles E. Smith Center	george-washington	alabama-birmingham	2012
12	Sat, Dec 31, 2011	REG		Alabama A&M	SWAC	W	92	58		5	7	W 3	Bartow Arena	alabama-am	alabama-birmingham	2012
13	Tue, Jan 3, 2012	REG	@	Florida (13)	SEC	L	61	79		5	8	L 1	Stephen C. O'Connell Center	florida	alabama-birmingham	2012
14	Sat, Jan 7, 2012	REG		Memphis	CUSA	L	59	62		5	9	L 2	Bartow Arena	memphis	alabama-birmingham	2012
15	Wed, Jan 11, 2012	REG		Marshall	CUSA	L	59	61		5	10	L 3	Bartow Arena	marshall	alabama-birmingham	2012
16	Sat, Jan 14, 2012	REG	@	Southern Mississippi	CUSA	L	55	59		5	11	L 4	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2012
17	Wed, Jan 18, 2012	REG	@	Rice	CUSA	W	61	60	OT	6	11	W 1	Tudor Fieldhouse	rice	alabama-birmingham	2012
18	Sat, Jan 21, 2012	REG		Central Florida	CUSA	L	41	48		6	12	L 1	Bartow Arena	central-florida	alabama-birmingham	2012
19	Wed, Jan 25, 2012	REG	N	Marshall	CUSA	W	56	49		7	12	W 1		marshall	alabama-birmingham	2012
20	Sat, Jan 28, 2012	REG		East Carolina	CUSA	L	66	73		7	13	L 1	Bartow Arena	east-carolina	alabama-birmingham	2012
21	Wed, Feb 1, 2012	REG		Houston	CUSA	W	80	69		8	13	W 1	Bartow Arena	houston	alabama-birmingham	2012
22	Sat, Feb 4, 2012	REG	@	Texas-El Paso	CUSA	W	61	60		9	13	W 2	Don Haskins Center	texas-el-paso	alabama-birmingham	2012
23	Wed, Feb 8, 2012	REG		Southern Mississippi	CUSA	W	71	61		10	13	W 3	Bartow Arena	southern-mississippi	alabama-birmingham	2012
24	Sat, Feb 11, 2012	REG	@	Memphis	CUSA	L	45	79		10	14	L 1	FedExForum	memphis	alabama-birmingham	2012
25	Wed, Feb 15, 2012	REG	@	Southern Methodist	CUSA	W	47	28		11	14	W 1	Moody Coliseum	southern-methodist	alabama-birmingham	2012
26	Sat, Feb 18, 2012	REG		Tulane	CUSA	W	81	73		12	14	W 2	Bartow Arena	tulane	alabama-birmingham	2012
27	Sat, Feb 25, 2012	REG	@	East Carolina	CUSA	W	61	57		13	14	W 3	Williams Arena at Minges Coliseum	east-carolina	alabama-birmingham	2012
28	Wed, Feb 29, 2012	REG		Tulsa	CUSA	W	68	64		14	14	W 4	Bartow Arena	tulsa	alabama-birmingham	2012
29	Sat, Mar 3, 2012	REG	@	Central Florida	CUSA	L	63	71		14	15	L 1	New UCF Arena	central-florida	alabama-birmingham	2012
30	Wed, Mar 7, 2012	CTOURN	N	Tulane	CUSA	W	72	64		15	15	W 1		tulane	alabama-birmingham	2012
31	Thu, Mar 8, 2012	CTOURN	N	Central Florida	CUSA	L	54	64		15	16	L 1	FedExForum	central-florida	alabama-birmingham	2012
1	Fri, Nov 11, 2011	REG	@	Marshall	CUSA	L	49	67		0	1	L 1	Henderson Center	marshall	alabama-state	2012
2	Sun, Nov 13, 2011	REG	@	Cincinnati (21)	Big East	L	40	65		0	2	L 2	Fifth Third Arena	cincinnati	alabama-state	2012
3	Thu, Nov 17, 2011	REG		Northwestern State	Southland	L	60	67		0	3	L 3	ASU Acadome	northwestern-state	alabama-state	2012
4	Sat, Nov 19, 2011	REG	@	Jacksonville State	OVC	L	65	78		0	4	L 4	Pete Mathews Coliseum	jacksonville-state	alabama-state	2012
5	Tue, Nov 29, 2011	REG	@	Evansville	MVC	L	55	62		0	5	L 5	Ford Center	evansville	alabama-state	2012
6	Sat, Dec 3, 2011	REG	@	Florida International	Sun Belt	W	60	57		1	5	W 1	US Century Bank Arena	florida-international	alabama-state	2012
7	Sat, Dec 10, 2011	REG	@	Stephen F. Austin	Southland	L	48	74		1	6	L 1	William Johnson Coliseum	stephen-f-austin	alabama-state	2012
8	Sun, Dec 11, 2011	REG	N	Texas Wesleyan		W	88	80		2	6	W 1		NA	alabama-state	2012
9	Sat, Dec 17, 2011	REG	@	Saint Louis	A-10	L	35	65		2	7	L 1	Chaifetz Arena	saint-louis	alabama-state	2012
10	Mon, Dec 19, 2011	REG	@	Clemson	ACC	L	45	70		2	8	L 2	Littlejohn Coliseum	clemson	alabama-state	2012
11	Thu, Dec 22, 2011	REG	@	Detroit Mercy	Horizon	L	56	80		2	9	L 3	Calihan Hall	detroit-mercy	alabama-state	2012
12	Thu, Dec 29, 2011	REG		Reinhardt		W	78	72		3	9	W 1	ASU Acadome	NA	alabama-state	2012
13	Tue, Jan 3, 2012	REG	@	Grambling	SWAC	W	73	62		4	9	W 2	HPER Complex	grambling	alabama-state	2012
14	Thu, Jan 5, 2012	REG	@	Jackson State	SWAC	W	81	78	3OT	5	9	W 3	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2012
15	Sat, Jan 7, 2012	REG		Mississippi Valley State	SWAC	L	60	67		5	10	L 1	ASU Acadome	mississippi-valley-state	alabama-state	2012
16	Mon, Jan 9, 2012	REG		Arkansas-Pine Bluff	SWAC	W	62	56		6	10	W 1	ASU Acadome	arkansas-pine-bluff	alabama-state	2012
17	Sat, Jan 14, 2012	REG		Alabama A&M	SWAC	W	53	50		7	10	W 2	ASU Acadome	alabama-am	alabama-state	2012
18	Sat, Jan 21, 2012	REG	@	Alcorn State	SWAC	L	60	61		7	11	L 1	Davey L. Whitney Complex	alcorn-state	alabama-state	2012
19	Mon, Jan 23, 2012	REG	@	Southern	SWAC	L	56	68		7	12	L 2	F. G. Clark Activity Center	southern	alabama-state	2012
20	Sat, Jan 28, 2012	REG		Prairie View	SWAC	L	57	64		7	13	L 3	ASU Acadome	prairie-view	alabama-state	2012
21	Mon, Jan 30, 2012	REG		Texas Southern	SWAC	W	66	59	OT	8	13	W 1	ASU Acadome	texas-southern	alabama-state	2012
22	Sat, Feb 4, 2012	REG	@	Mississippi Valley State	SWAC	L	58	70		8	14	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-state	2012
23	Mon, Feb 6, 2012	REG	@	Arkansas-Pine Bluff	SWAC	L	61	62		8	15	L 2	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2012
24	Sat, Feb 11, 2012	REG	@	Alabama A&M	SWAC	W	57	47		9	15	W 1	Elmore Health Science Building 	alabama-am	alabama-state	2012
25	Sat, Feb 18, 2012	REG		Alcorn State	SWAC	W	78	63		10	15	W 2	ASU Acadome	alcorn-state	alabama-state	2012
26	Mon, Feb 20, 2012	REG		Southern	SWAC	L	53	55		10	16	L 1	ASU Acadome	southern	alabama-state	2012
27	Sat, Feb 25, 2012	REG	@	Texas Southern	SWAC	L	59	67		10	17	L 2	Health & Physical Education Arena	texas-southern	alabama-state	2012
28	Mon, Feb 27, 2012	REG	@	Prairie View	SWAC	L	59	62		10	18	L 3	William J. Nicks Building	prairie-view	alabama-state	2012
29	Thu, Mar 1, 2012	REG		Grambling	SWAC	W	63	61		11	18	W 1	ASU Acadome	grambling	alabama-state	2012
30	Sat, Mar 3, 2012	REG		Jackson State	SWAC	W	49	46		12	18	W 2	ASU Acadome	jackson-state	alabama-state	2012
31	Thu, Mar 8, 2012	CTOURN	N	Arkansas-Pine Bluff	SWAC	L	56	60	OT	12	19	L 1	Curtis Culwell Center	arkansas-pine-bluff	alabama-state	2012
1	Fri, Nov 11, 2011	REG	@	Pittsburgh (10)	Big East	L	56	89		0	1	L 1	Petersen Events Center	pittsburgh	albany-ny	2012
2	Mon, Nov 14, 2011	REG	N	Brown	Ivy	W	77	68		1	1	W 1		brown	albany-ny	2012
3	Tue, Nov 15, 2011	REG	@	Syracuse (5)	Big East	L	74	98		1	2	L 1	Carrier Dome	syracuse	albany-ny	2012
4	Mon, Nov 21, 2011	REG	N	Monmouth	NEC	W	85	49		2	2	W 1		monmouth	albany-ny	2012
5	Tue, Nov 22, 2011	REG	@	George Mason	CAA	L	46	66		2	3	L 1	Patriot Center	george-mason	albany-ny	2012
6	Fri, Nov 25, 2011	REG		Navy	Patriot	W	69	62		3	3	W 1	SEFCU Arena	navy	albany-ny	2012
7	Sun, Nov 27, 2011	REG		Fairleigh Dickinson	NEC	W	81	62		4	3	W 2	SEFCU Arena	fairleigh-dickinson	albany-ny	2012
8	Mon, Dec 5, 2011	REG	@	Siena	MAAC	L	60	64		4	4	L 1	Times Union Center 	siena	albany-ny	2012
9	Wed, Dec 7, 2011	REG		Colgate	Patriot	W	87	63		5	4	W 1	SEFCU Arena	colgate	albany-ny	2012
10	Sat, Dec 17, 2011	REG	@	Cornell	Ivy	L	82	85	OT	5	5	L 1	Newman Arena	cornell	albany-ny	2012
11	Mon, Dec 19, 2011	REG	@	St. Francis (NY)	NEC	W	76	64		6	5	W 1	Pope Physical Education Center	st-francis-ny	albany-ny	2012
12	Fri, Dec 23, 2011	REG		Dartmouth	Ivy	W	82	74		7	5	W 2	SEFCU Arena	dartmouth	albany-ny	2012
13	Wed, Dec 28, 2011	REG	@	Maryland	ACC	L	72	83		7	6	L 1	Comcast Center	maryland	albany-ny	2012
