G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
21	Tue, Feb 3, 2009	REG		Brigham Young	MWC	L	50	71		9	12	L 9	Clune Arena 	brigham-young	air-force	2009
22	Sat, Feb 7, 2009	REG	@	San Diego State	MWC	L	34	65		9	13	L 10	Viejas Arena	san-diego-state	air-force	2009
23	Wed, Feb 11, 2009	REG		New Mexico	MWC	L	66	76		9	14	L 11	Clune Arena 	new-mexico	air-force	2009
24	Sat, Feb 14, 2009	REG	@	Utah	MWC	L	59	74		9	15	L 12	Jon M. Huntsman Center	utah	air-force	2009
25	Wed, Feb 18, 2009	REG	@	Texas Christian	MWC	L	50	62		9	16	L 13	Daniel-Meyer Coliseum	texas-christian	air-force	2009
26	Sat, Feb 21, 2009	REG		Colorado State	MWC	L	66	71		9	17	L 14	Clune Arena 	colorado-state	air-force	2009
27	Sat, Feb 28, 2009	REG		Wyoming	MWC	L	62	65		9	18	L 15	Clune Arena 	wyoming	air-force	2009
28	Wed, Mar 4, 2009	REG	@	Nevada-Las Vegas	MWC	L	43	46		9	19	L 16	Thomas & Mack Center	nevada-las-vegas	air-force	2009
29	Sat, Mar 7, 2009	REG	@	Brigham Young	MWC	L	49	54		9	20	L 17	Marriott Center	brigham-young	air-force	2009
30	Wed, Mar 11, 2009	CTOURN	N	Colorado State	MWC	W	71	67		10	20	W 1	Thomas & Mack Center	colorado-state	air-force	2009
31	Thu, Mar 12, 2009	CTOURN	N	Brigham Young (25)	MWC	L	69	80		10	21	L 1	Thomas & Mack Center	brigham-young	air-force	2009
1	Sat, Nov 15, 2008	REG		Canisius	MAAC	W	56	46		1	0	W 1	James A. Rhodes Arena	canisius	akron	2009
2	Tue, Nov 18, 2008	REG		Winthrop	Big South	W	72	58		2	0	W 2	James A. Rhodes Arena	winthrop	akron	2009
3	Fri, Nov 21, 2008	REG	@	Pittsburgh (6)	Big East	L	67	86		2	1	L 1	Petersen Events Center	pittsburgh	akron	2009
4	Tue, Nov 25, 2008	REG		Urbana		W	81	37		3	1	W 1	James A. Rhodes Arena	NA	akron	2009
5	Sat, Nov 29, 2008	REG	N	Eastern Kentucky	OVC	L	57	69		3	2	L 1	Rothman Center	eastern-kentucky	akron	2009
6	Sun, Nov 30, 2008	REG	@	Fairleigh Dickinson	NEC	W	85	41		4	2	W 1	Rothman Center	fairleigh-dickinson	akron	2009
7	Wed, Dec 3, 2008	REG	@	Niagara	MAAC	W	63	59		5	2	W 2	Gallagher Center	niagara	akron	2009
8	Sat, Dec 6, 2008	REG		Dayton	A-10	L	50	54		5	3	L 1	James A. Rhodes Arena	dayton	akron	2009
9	Sat, Dec 13, 2008	REG		North Carolina A&T	MEAC	W	78	61		6	3	W 1	James A. Rhodes Arena	north-carolina-at	akron	2009
10	Wed, Dec 17, 2008	REG	@	Virginia Commonwealth	CAA	L	69	73		6	4	L 1	Alltel Pavilion at the Stuart C. Siegel Center	virginia-commonwealth	akron	2009
11	Sun, Dec 28, 2008	REG		St. Francis (NY)	NEC	W	77	70		7	4	W 1	James A. Rhodes Arena	st-francis-ny	akron	2009
12	Wed, Dec 31, 2008	REG	@	North Carolina-Greensboro	Southern	W	75	53		8	4	W 2	Fleming Gymnasium	north-carolina-greensboro	akron	2009
13	Sat, Jan 3, 2009	REG	@	Rhode Island	A-10	L	50	79		8	5	L 1	Thomas M. Ryan Center	rhode-island	akron	2009
14	Sat, Jan 10, 2009	REG	@	Miami (OH)	MAC	L	51	64	OT	8	6	L 2	Millett Hall	miami-oh	akron	2009
15	Tue, Jan 13, 2009	REG		Buffalo	MAC	L	61	63		8	7	L 3	James A. Rhodes Arena	buffalo	akron	2009
16	Sat, Jan 17, 2009	REG	@	Bowling Green State	MAC	W	62	52		9	7	W 1	Anderson Arena	bowling-green-state	akron	2009
17	Tue, Jan 20, 2009	REG	@	Ohio	MAC	L	65	70	OT	9	8	L 1	Convocation Center	ohio	akron	2009
18	Sat, Jan 24, 2009	REG		Kent State	MAC	W	68	54		10	8	W 1	James A. Rhodes Arena	kent-state	akron	2009
19	Mon, Jan 26, 2009	REG	@	Youngstown State	Horizon	W	67	53		11	8	W 2	Beeghly Center	youngstown-state	akron	2009
20	Wed, Jan 28, 2009	REG	@	Toledo	MAC	W	70	61		12	8	W 3	John F. Savage Hall	toledo	akron	2009
21	Sat, Jan 31, 2009	REG		Central Michigan	MAC	W	64	43		13	8	W 4	James A. Rhodes Arena	central-michigan	akron	2009
22	Tue, Feb 3, 2009	REG	@	Eastern Michigan	MAC	W	78	41		14	8	W 5	Convocation Center	eastern-michigan	akron	2009
23	Sun, Feb 8, 2009	REG		Western Michigan	MAC	W	87	63		15	8	W 6	James A. Rhodes Arena	western-michigan	akron	2009
24	Wed, Feb 11, 2009	REG		Ball State	MAC	W	63	55		16	8	W 7	James A. Rhodes Arena	ball-state	akron	2009
25	Sun, Feb 15, 2009	REG	@	Northern Illinois	MAC	L	79	83		16	9	L 1	Convocation Center	northern-illinois	akron	2009
26	Wed, Feb 18, 2009	REG		Miami (OH)	MAC	W	53	44		17	9	W 1	James A. Rhodes Arena	miami-oh	akron	2009
27	Sat, Feb 21, 2009	REG	@	Valparaiso	Horizon	L	66	74		17	10	L 1	Athletics-Recreation Center	valparaiso	akron	2009
28	Thu, Feb 26, 2009	REG	@	Buffalo	MAC	W	62	57		18	10	W 1	Alumni Arena	buffalo	akron	2009
29	Sun, Mar 1, 2009	REG		Bowling Green State	MAC	L	46	50		18	11	L 1	James A. Rhodes Arena	bowling-green-state	akron	2009
30	Thu, Mar 5, 2009	REG		Ohio	MAC	W	60	51		19	11	W 1	James A. Rhodes Arena	ohio	akron	2009
31	Sun, Mar 8, 2009	REG	@	Kent State	MAC	L	63	67		19	12	L 1	Memorial Athletic & Convocation Center	kent-state	akron	2009
32	Tue, Mar 10, 2009	CTOURN	N	Toledo	MAC	W	93	92	OT	20	12	W 1	Quicken Loans Arena	toledo	akron	2009
33	Thu, Mar 12, 2009	CTOURN	N	Miami (OH)	MAC	W	73	63		21	12	W 2	Quicken Loans Arena	miami-oh	akron	2009
34	Fri, Mar 13, 2009	CTOURN	N	Bowling Green State	MAC	W	63	55		22	12	W 3	Quicken Loans Arena	bowling-green-state	akron	2009
35	Sat, Mar 14, 2009	CTOURN	N	Buffalo	MAC	W	65	53		23	12	W 4	Quicken Loans Arena	buffalo	akron	2009
36	Thu, Mar 19, 2009	NCAA	N	Gonzaga (10)	WCC	L	64	77		23	13	L 1		gonzaga	akron	2009
1	Sun, Nov 16, 2008	REG		Mercer	A-Sun	L	69	72		0	1	L 1	Coleman Coliseum 	mercer	alabama	2009
2	Wed, Nov 19, 2008	REG		Florida A&M	MEAC	W	89	48		1	1	W 1	Coleman Coliseum 	florida-am	alabama	2009
3	Mon, Nov 24, 2008	REG	N	Oregon	Pac-10	L	69	92		1	2	L 1	Lahaina Civic Center	oregon	alabama	2009
4	Tue, Nov 25, 2008	REG	N	Chaminade		W	78	56		2	2	W 1	Lahaina Civic Center	NA	alabama	2009
5	Wed, Nov 26, 2008	REG	N	Saint Joseph's	A-10	W	58	48		3	2	W 2	Lahaina Civic Center	saint-josephs	alabama	2009
6	Tue, Dec 2, 2008	REG		Alabama A&M	SWAC	W	64	56		4	2	W 3	Coleman Coliseum 	alabama-am	alabama	2009
7	Sun, Dec 7, 2008	REG		Louisiana-Lafayette	Sun Belt	W	61	44		5	2	W 4	Coleman Coliseum 	louisiana-lafayette	alabama	2009
8	Sat, Dec 13, 2008	REG		Texas A&M	Big 12	L	78	86	OT	5	3	L 1	Coleman Coliseum 	texas-am	alabama	2009
9	Wed, Dec 17, 2008	REG		Tennessee State	OVC	W	75	66		6	3	W 1	Coleman Coliseum 	tennessee-state	alabama	2009
10	Mon, Dec 22, 2008	REG		Chattanooga	Southern	W	82	63		7	3	W 2	Coleman Coliseum 	chattanooga	alabama	2009
11	Sun, Dec 28, 2008	REG		Yale	Ivy	W	66	63		8	3	W 3	Coleman Coliseum 	yale	alabama	2009
12	Tue, Dec 30, 2008	REG		Quincy		W	86	58		9	3	W 4	Coleman Coliseum 	NA	alabama	2009
13	Sat, Jan 3, 2009	REG		Georgia Tech	ACC	W	88	77		10	3	W 5	Coleman Coliseum 	georgia-tech	alabama	2009
14	Tue, Jan 6, 2009	REG	@	Clemson (12)	ACC	L	59	66		10	4	L 1	Littlejohn Coliseum	clemson	alabama	2009
15	Sun, Jan 11, 2009	REG		Louisiana State	SEC	W	65	59		11	4	W 1	Coleman Coliseum 	louisiana-state	alabama	2009
16	Wed, Jan 14, 2009	REG	@	Mississippi State	SEC	L	74	83		11	5	L 1	Humphrey Coliseum	mississippi-state	alabama	2009
17	Sat, Jan 17, 2009	REG	@	Auburn	SEC	L	71	85		11	6	L 2	Beard-Eaves-Memorial	auburn	alabama	2009
18	Wed, Jan 21, 2009	REG		Mississippi	SEC	W	76	73		12	6	W 1	Coleman Coliseum 	mississippi	alabama	2009
19	Sat, Jan 24, 2009	REG		Kentucky	SEC	L	51	61		12	7	L 1	Coleman Coliseum 	kentucky	alabama	2009
20	Thu, Jan 29, 2009	REG	@	Arkansas	SEC	L	80	89		12	8	L 2	Bud Walton Arena	arkansas	alabama	2009
21	Sat, Jan 31, 2009	REG		Georgia	SEC	W	75	70		13	8	W 1	Coleman Coliseum 	georgia	alabama	2009
22	Thu, Feb 5, 2009	REG	@	Vanderbilt	SEC	L	74	79		13	9	L 1	Memorial Gymnasium	vanderbilt	alabama	2009
23	Sun, Feb 8, 2009	REG	@	Louisiana State	SEC	L	62	76		13	10	L 2	Maravich Assembly Center	louisiana-state	alabama	2009
24	Sat, Feb 14, 2009	REG		South Carolina	SEC	L	73	75		13	11	L 3	Coleman Coliseum 	south-carolina	alabama	2009
25	Wed, Feb 18, 2009	REG	@	Florida	SEC	L	74	83		13	12	L 4	Stephen C. O'Connell Center	florida	alabama	2009
26	Sat, Feb 21, 2009	REG		Mississippi State	SEC	W	87	85	2OT	14	12	W 1	Coleman Coliseum 	mississippi-state	alabama	2009
27	Wed, Feb 25, 2009	REG		Arkansas	SEC	W	88	67		15	12	W 2	Coleman Coliseum 	arkansas	alabama	2009
28	Sat, Feb 28, 2009	REG	@	Mississippi	SEC	W	90	69		16	12	W 3	C.M. Tad Smith Coliseum	mississippi	alabama	2009
29	Tue, Mar 3, 2009	REG		Auburn	SEC	L	73	77		16	13	L 1	Coleman Coliseum 	auburn	alabama	2009
30	Sun, Mar 8, 2009	REG	@	Tennessee	SEC	W	70	67		17	13	W 1	Thompson-Boling Arena	tennessee	alabama	2009
31	Thu, Mar 12, 2009	CTOURN	N	Vanderbilt	SEC	W	82	75		18	13	W 2	St. Pete Times Forum	vanderbilt	alabama	2009
32	Fri, Mar 13, 2009	CTOURN	N	Tennessee	SEC	L	62	86		18	14	L 1	St. Pete Times Forum	tennessee	alabama	2009
1	Sat, Nov 15, 2008	REG		Oakwood		L	85	86		0	1	L 1	Elmore Health Science Building 	NA	alabama-am	2009
2	Sat, Nov 22, 2008	REG		Talladega		L	60	65		0	2	L 2	Elmore Health Science Building 	NA	alabama-am	2009
3	Tue, Dec 2, 2008	REG	@	Alabama	SEC	L	56	64		0	3	L 3	Coleman Coliseum 	alabama	alabama-am	2009
4	Sat, Dec 6, 2008	REG		Tuskegee		W	80	73		1	3	W 1	Elmore Health Science Building 	NA	alabama-am	2009
5	Wed, Dec 10, 2008	REG	@	Vanderbilt	SEC	L	55	78		1	4	L 1	Memorial Gymnasium	vanderbilt	alabama-am	2009
6	Sun, Dec 14, 2008	REG		Tennessee State	OVC	W	69	67		2	4	W 1	Elmore Health Science Building 	tennessee-state	alabama-am	2009
7	Sun, Dec 21, 2008	REG	@	Western Kentucky	Sun Belt	L	60	83		2	5	L 1	E.A. Diddle Arena	western-kentucky	alabama-am	2009
8	Mon, Dec 29, 2008	REG	@	Auburn	SEC	L	40	82		2	6	L 2	Beard-Eaves-Memorial	auburn	alabama-am	2009
9	Sat, Jan 3, 2009	REG		Grambling	SWAC	W	66	64		3	6	W 1	Elmore Health Science Building 	grambling	alabama-am	2009
10	Mon, Jan 5, 2009	REG		Jackson State	SWAC	L	53	62		3	7	L 1	Elmore Health Science Building 	jackson-state	alabama-am	2009
11	Sat, Jan 10, 2009	REG	@	Mississippi Valley State	SWAC	L	62	68		3	8	L 2	Harrison HPER Complex	mississippi-valley-state	alabama-am	2009
12	Mon, Jan 12, 2009	REG	@	Arkansas-Pine Bluff	SWAC	L	56	70		3	9	L 3	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2009
13	Sat, Jan 17, 2009	REG		Alabama State	SWAC	L	57	69		3	10	L 4	Elmore Health Science Building 	alabama-state	alabama-am	2009
14	Sat, Jan 24, 2009	REG		Alcorn State	SWAC	W	91	76		4	10	W 1	Elmore Health Science Building 	alcorn-state	alabama-am	2009
15	Mon, Jan 26, 2009	REG		Southern	SWAC	W	60	57		5	10	W 2	Elmore Health Science Building 	southern	alabama-am	2009
16	Sat, Jan 31, 2009	REG	@	Texas Southern	SWAC	L	67	71		5	11	L 1	Health & Physical Education Arena	texas-southern	alabama-am	2009
17	Mon, Feb 2, 2009	REG	@	Prairie View	SWAC	W	77	73	OT	6	11	W 1	William J. Nicks Building	prairie-view	alabama-am	2009
18	Sat, Feb 7, 2009	REG		Mississippi Valley State	SWAC	W	78	65		7	11	W 2	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2009
19	Mon, Feb 9, 2009	REG		Arkansas-Pine Bluff	SWAC	L	60	73		7	12	L 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2009
20	Sat, Feb 14, 2009	REG	@	Alabama State	SWAC	L	43	87		7	13	L 2	ASU Acadome	alabama-state	alabama-am	2009
21	Sat, Feb 21, 2009	REG	@	Alcorn State	SWAC	L	79	89		7	14	L 3	Davey L. Whitney Complex	alcorn-state	alabama-am	2009
22	Mon, Feb 23, 2009	REG	@	Southern	SWAC	L	72	81		7	15	L 4	F. G. Clark Activity Center	southern	alabama-am	2009
23	Sat, Feb 28, 2009	REG		Texas Southern	SWAC	L	71	77		7	16	L 5	Elmore Health Science Building 	texas-southern	alabama-am	2009
24	Mon, Mar 2, 2009	REG		Prairie View	SWAC	L	80	82		7	17	L 6	Elmore Health Science Building 	prairie-view	alabama-am	2009
25	Thu, Mar 5, 2009	REG	@	Grambling	SWAC	W	63	45		8	17	W 1	HPER Complex	grambling	alabama-am	2009
26	Sat, Mar 7, 2009	REG	@	Jackson State	SWAC	L	63	77		8	18	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2009
27	Wed, Mar 11, 2009	CTOURN	N	Alabama State	SWAC	L	58	70		8	19	L 2	Fair Park Arena	alabama-state	alabama-am	2009
1	Sat, Nov 15, 2008	REG	@	Troy	Sun Belt	W	87	66		1	0	W 1	Trojan Arena	troy	alabama-birmingham	2009
2	Mon, Nov 17, 2008	REG	N	Santa Clara	WCC	W	64	61		2	0	W 2	McKale Center	santa-clara	alabama-birmingham	2009
3	Tue, Nov 18, 2008	REG	@	Arizona	Pac-10	W	72	71		3	0	W 3	McKale Center	arizona	alabama-birmingham	2009
4	Sat, Nov 22, 2008	REG	@	Old Dominion	CAA	W	77	62		4	0	W 4	Ted Constant Convocation Ctr.	old-dominion	alabama-birmingham	2009
5	Wed, Nov 26, 2008	REG	N	Oklahoma (11)	Big 12	L	67	77		4	1	L 1	Madison Square Garden (IV)	oklahoma	alabama-birmingham	2009
6	Fri, Nov 28, 2008	REG	N	Boston College	ACC	L	77	83		4	2	L 2	Madison Square Garden (IV)	boston-college	alabama-birmingham	2009
7	Wed, Dec 3, 2008	REG		South Florida	Big East	W	78	77	OT	5	2	W 1	Bartow Arena	south-florida	alabama-birmingham	2009
8	Sat, Dec 6, 2008	REG	@	Cincinnati	Big East	L	80	87		5	3	L 1	Fifth Third Arena	cincinnati	alabama-birmingham	2009
9	Wed, Dec 17, 2008	REG		Jacksonville State	OVC	W	75	48		6	3	W 1	Bartow Arena	jacksonville-state	alabama-birmingham	2009
10	Sat, Dec 20, 2008	REG		Troy	Sun Belt	W	73	68		7	3	W 2	Bartow Arena	troy	alabama-birmingham	2009
11	Mon, Dec 22, 2008	REG		Florida Atlantic	Sun Belt	W	76	43		8	3	W 3	Bartow Arena	florida-atlantic	alabama-birmingham	2009
12	Sat, Dec 27, 2008	REG	@	Louisville (19)	Big East	L	62	82		8	4	L 1	Freedom Hall	louisville	alabama-birmingham	2009
13	Tue, Dec 30, 2008	REG	@	Butler (25)	Horizon	L	68	72		8	5	L 2	Hinkle Fieldhouse	butler	alabama-birmingham	2009
14	Sat, Jan 3, 2009	REG		Savannah State	Ind	W	63	37		9	5	W 1	Bartow Arena	savannah-state	alabama-birmingham	2009
15	Sat, Jan 10, 2009	REG	@	Houston	CUSA	L	56	75		9	6	L 1	Hofheinz Pavilion	houston	alabama-birmingham	2009
16	Tue, Jan 13, 2009	REG		Central Florida	CUSA	W	60	52		10	6	W 1	Bartow Arena	central-florida	alabama-birmingham	2009
17	Sat, Jan 17, 2009	REG	@	Memphis	CUSA	L	68	81		10	7	L 1	FedExForum	memphis	alabama-birmingham	2009
18	Mon, Jan 19, 2009	REG		Louisiana-Lafayette	Sun Belt	W	97	62		11	7	W 1	Bartow Arena	louisiana-lafayette	alabama-birmingham	2009
19	Wed, Jan 21, 2009	REG		Texas-El Paso	CUSA	W	78	73		12	7	W 2	Bartow Arena	texas-el-paso	alabama-birmingham	2009
20	Sat, Jan 24, 2009	REG		Rice	CUSA	W	78	40		13	7	W 3	Bartow Arena	rice	alabama-birmingham	2009
21	Wed, Jan 28, 2009	REG	@	Tulsa	CUSA	L	74	75		13	8	L 1	Donald W. Reynolds Center	tulsa	alabama-birmingham	2009
22	Sat, Jan 31, 2009	REG	@	Marshall	CUSA	W	75	73	OT	14	8	W 1	Henderson Center	marshall	alabama-birmingham	2009
23	Wed, Feb 4, 2009	REG		Tulane	CUSA	W	81	61		15	8	W 2	Bartow Arena	tulane	alabama-birmingham	2009
24	Sat, Feb 7, 2009	REG	@	Southern Mississippi	CUSA	W	66	49		16	8	W 3	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2009
25	Sat, Feb 14, 2009	REG		Southern Methodist	CUSA	W	78	75		17	8	W 4	Bartow Arena	southern-methodist	alabama-birmingham	2009
26	Wed, Feb 18, 2009	REG	@	Tulane	CUSA	W	76	70		18	8	W 5	Avron B. Fogelman Arena	tulane	alabama-birmingham	2009
27	Sat, Feb 21, 2009	REG		Southern Mississippi	CUSA	W	86	56		19	8	W 6	Bartow Arena	southern-mississippi	alabama-birmingham	2009
28	Thu, Feb 26, 2009	REG		Memphis (5)	CUSA	L	60	71		19	9	L 1	Bartow Arena	memphis	alabama-birmingham	2009
29	Sat, Feb 28, 2009	REG	@	East Carolina	CUSA	W	82	62		20	9	W 1	Williams Arena at Minges Coliseum	east-carolina	alabama-birmingham	2009
30	Wed, Mar 4, 2009	REG	@	Texas-El Paso	CUSA	L	52	70		20	10	L 1	Don Haskins Center	texas-el-paso	alabama-birmingham	2009
31	Sat, Mar 7, 2009	REG		Marshall	CUSA	W	70	52		21	10	W 1	Bartow Arena	marshall	alabama-birmingham	2009
32	Thu, Mar 12, 2009	CTOURN	N	Southern Mississippi	CUSA	W	74	73	OT	22	10	W 2	FedExForum	southern-mississippi	alabama-birmingham	2009
33	Fri, Mar 13, 2009	CTOURN	N	Tulsa	CUSA	L	67	70		22	11	L 1	FedExForum	tulsa	alabama-birmingham	2009
34	Tue, Mar 17, 2009	NIT	@	Notre Dame	Big East	L	64	70		22	12	L 2	Purcell Pavilion at the Joyce Center	notre-dame	alabama-birmingham	2009
1	Tue, Nov 18, 2008	REG	@	Southern Mississippi	CUSA	L	61	74		0	1	L 1	Reed Green Coliseum	southern-mississippi	alabama-state	2009
2	Fri, Nov 21, 2008	REG	N	Illinois State	MVC	L	71	77		0	2	L 2	Moody Coliseum	illinois-state	alabama-state	2009
3	Sat, Nov 22, 2008	REG	@	Southern Methodist	CUSA	L	51	56		0	3	L 3	Moody Coliseum	southern-methodist	alabama-state	2009
4	Sun, Nov 23, 2008	REG	N	Houston Baptist	Ind	W	77	68		1	3	W 1	Moody Coliseum	houston-baptist	alabama-state	2009
5	Wed, Dec 3, 2008	REG	@	Nebraska	Big 12	L	51	80		1	4	L 1	Bob Devaney Sports Center	nebraska	alabama-state	2009
6	Sat, Dec 6, 2008	REG	@	Mississippi State	SEC	L	67	76		1	5	L 2	Humphrey Coliseum	mississippi-state	alabama-state	2009
7	Mon, Dec 15, 2008	REG	@	Mississippi	SEC	L	81	85		1	6	L 3	C.M. Tad Smith Coliseum	mississippi	alabama-state	2009
8	Fri, Dec 19, 2008	REG		Auburn Montgomery		W	73	64		2	6	W 1	ASU Acadome	NA	alabama-state	2009
9	Mon, Dec 22, 2008	REG	@	Auburn	SEC	L	72	77		2	7	L 1	Beard-Eaves-Memorial	auburn	alabama-state	2009
10	Mon, Dec 29, 2008	REG		West Alabama		W	71	59		3	7	W 1	ASU Acadome	NA	alabama-state	2009
11	Sat, Jan 3, 2009	REG		Jackson State	SWAC	W	66	60		4	7	W 2	ASU Acadome	jackson-state	alabama-state	2009
12	Mon, Jan 5, 2009	REG		Grambling	SWAC	W	60	46		5	7	W 3	ASU Acadome	grambling	alabama-state	2009
13	Sat, Jan 10, 2009	REG	@	Arkansas-Pine Bluff	SWAC	W	71	66		6	7	W 4	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2009
14	Mon, Jan 12, 2009	REG	@	Mississippi Valley State	SWAC	W	65	64		7	7	W 5	Harrison HPER Complex	mississippi-valley-state	alabama-state	2009
15	Sat, Jan 17, 2009	REG	@	Alabama A&M	SWAC	W	69	57		8	7	W 6	Elmore Health Science Building 	alabama-am	alabama-state	2009
16	Sat, Jan 24, 2009	REG		Southern	SWAC	W	64	60		9	7	W 7	ASU Acadome	southern	alabama-state	2009
17	Mon, Jan 26, 2009	REG		Alcorn State	SWAC	L	74	79		9	8	L 1	ASU Acadome	alcorn-state	alabama-state	2009
18	Sat, Jan 31, 2009	REG	@	Prairie View	SWAC	W	65	53		10	8	W 1	William J. Nicks Building	prairie-view	alabama-state	2009
19	Mon, Feb 2, 2009	REG	@	Texas Southern	SWAC	W	72	56		11	8	W 2	Health & Physical Education Arena	texas-southern	alabama-state	2009
20	Sat, Feb 7, 2009	REG		Arkansas-Pine Bluff	SWAC	W	65	59		12	8	W 3	ASU Acadome	arkansas-pine-bluff	alabama-state	2009
21	Mon, Feb 9, 2009	REG		Mississippi Valley State	SWAC	W	80	67		13	8	W 4	ASU Acadome	mississippi-valley-state	alabama-state	2009
22	Sat, Feb 14, 2009	REG		Alabama A&M	SWAC	W	87	43		14	8	W 5	ASU Acadome	alabama-am	alabama-state	2009
23	Sat, Feb 21, 2009	REG	@	Southern	SWAC	W	89	52		15	8	W 6	F. G. Clark Activity Center	southern	alabama-state	2009
24	Mon, Feb 23, 2009	REG	@	Alcorn State	SWAC	W	76	71		16	8	W 7	Davey L. Whitney Complex	alcorn-state	alabama-state	2009
25	Sat, Feb 28, 2009	REG		Prairie View	SWAC	W	64	49		17	8	W 8	ASU Acadome	prairie-view	alabama-state	2009
26	Mon, Mar 2, 2009	REG		Texas Southern	SWAC	W	90	73		18	8	W 9	ASU Acadome	texas-southern	alabama-state	2009
27	Thu, Mar 5, 2009	REG	@	Jackson State	SWAC	L	64	67		18	9	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2009
28	Sat, Mar 7, 2009	REG	@	Grambling	SWAC	W	65	58		19	9	W 1	HPER Complex	grambling	alabama-state	2009
29	Wed, Mar 11, 2009	CTOURN	N	Alabama A&M	SWAC	W	70	58		20	9	W 2	Fair Park Arena	alabama-am	alabama-state	2009
30	Fri, Mar 13, 2009	CTOURN	N	Arkansas-Pine Bluff	SWAC	W	63	55		21	9	W 3	Fair Park Arena	arkansas-pine-bluff	alabama-state	2009
31	Sat, Mar 14, 2009	CTOURN	N	Jackson State	SWAC	W	65	58		22	9	W 4	Fair Park Arena	jackson-state	alabama-state	2009
32	Tue, Mar 17, 2009	NCAA	N	Morehead State	OVC	L	43	58		22	10	L 1	University of Dayton Arena	morehead-state	alabama-state	2009
1	Fri, Nov 14, 2008	REG	@	Villanova (23)	Big East	L	60	78		0	1	L 1	Wells Fargo Center	villanova	albany-ny	2009
2	Mon, Nov 17, 2008	REG	@	DePaul	Big East	L	64	75		0	2	L 2	Allstate Arena	depaul	albany-ny	2009
3	Wed, Nov 19, 2008	REG	@	Bryant	Ind	W	76	67		1	2	W 1	Chace Athletic Center 	bryant	albany-ny	2009
4	Sat, Nov 22, 2008	REG		Central Connecticut State	NEC	W	68	67		2	2	W 2	SEFCU Arena	central-connecticut-state	albany-ny	2009
5	Tue, Nov 25, 2008	REG	@	Columbia	Ivy	W	66	49		3	2	W 3	Levien Gym	columbia	albany-ny	2009
