G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
8	Wed, Dec 9, 2009	REG		Western Michigan	MAC	L	58	69		4	4	L 2	Lantz Arena	western-michigan	eastern-illinois	2010
9	Sat, Dec 12, 2009	REG	@	Western Illinois	Summit	W	44	41		5	4	W 1	Western Hall	western-illinois	eastern-illinois	2010
10	Sat, Dec 19, 2009	REG	@	Belmont	A-Sun	W	63	60		6	4	W 2	Curb Event Center	belmont	eastern-illinois	2010
11	Tue, Dec 22, 2009	REG		Franklin		W	100	40		7	4	W 3	Lantz Arena	NA	eastern-illinois	2010
12	Tue, Dec 29, 2009	REG	@	Saint Louis	A-10	L	42	60		7	5	L 1	Chaifetz Arena	saint-louis	eastern-illinois	2010
13	Sat, Jan 2, 2010	REG		Jacksonville State	OVC	W	50	48		8	5	W 1	Lantz Arena	jacksonville-state	eastern-illinois	2010
14	Mon, Jan 4, 2010	REG		Tennessee Tech	OVC	W	97	93	OT	9	5	W 2	Lantz Arena	tennessee-tech	eastern-illinois	2010
15	Sat, Jan 9, 2010	REG		Southeast Missouri State	OVC	W	88	68		10	5	W 3	Lantz Arena	southeast-missouri-state	eastern-illinois	2010
16	Mon, Jan 11, 2010	REG	@	Murray State	OVC	L	59	75		10	6	L 1	Regional Special Events Center	murray-state	eastern-illinois	2010
17	Thu, Jan 14, 2010	REG	@	Eastern Kentucky	OVC	L	59	67		10	7	L 2	McBrayer Arena	eastern-kentucky	eastern-illinois	2010
18	Sat, Jan 16, 2010	REG	@	Morehead State	OVC	L	51	73		10	8	L 3	Ellis T. Johnson Arena	morehead-state	eastern-illinois	2010
19	Thu, Jan 21, 2010	REG		Murray State	OVC	L	51	60		10	9	L 4	Lantz Arena	murray-state	eastern-illinois	2010
20	Sat, Jan 23, 2010	REG		Tennessee-Martin	OVC	W	60	46		11	9	W 1	Lantz Arena	tennessee-martin	eastern-illinois	2010
21	Thu, Jan 28, 2010	REG	@	Tennessee Tech	OVC	L	65	75		11	10	L 1	Eblen Center	tennessee-tech	eastern-illinois	2010
22	Sat, Jan 30, 2010	REG	@	Jacksonville State	OVC	L	55	70		11	11	L 2	Pete Mathews Coliseum	jacksonville-state	eastern-illinois	2010
23	Sat, Feb 6, 2010	REG	@	Southeast Missouri State	OVC	W	75	49		12	11	W 1	Show Me Center	southeast-missouri-state	eastern-illinois	2010
24	Thu, Feb 11, 2010	REG		Morehead State	OVC	W	76	75		13	11	W 2	Lantz Arena	morehead-state	eastern-illinois	2010
25	Sat, Feb 13, 2010	REG		Eastern Kentucky	OVC	W	77	54		14	11	W 3	Lantz Arena	eastern-kentucky	eastern-illinois	2010
26	Tue, Feb 16, 2010	REG	@	Tennessee-Martin	OVC	W	83	68		15	11	W 4	Skyhawk Arena	tennessee-martin	eastern-illinois	2010
27	Sat, Feb 20, 2010	REG		Northern Illinois	MAC	W	73	70		16	11	W 5	Lantz Arena	northern-illinois	eastern-illinois	2010
28	Thu, Feb 25, 2010	REG		Austin Peay	OVC	W	83	73		17	11	W 6	Lantz Arena	austin-peay	eastern-illinois	2010
29	Sat, Feb 27, 2010	REG		Tennessee State	OVC	W	66	61		18	11	W 7	Lantz Arena	tennessee-state	eastern-illinois	2010
30	Tue, Mar 2, 2010	CTOURN		Eastern Kentucky	OVC	W	68	61		19	11	W 8	Lantz Arena	eastern-kentucky	eastern-illinois	2010
31	Fri, Mar 5, 2010	CTOURN	N	Murray State	OVC	L	51	55		19	12	L 1	Bridgestone Arena	murray-state	eastern-illinois	2010
1	Sat, Nov 14, 2009	REG		West Virginia Wesleyan		W	102	71		1	0	W 1	McBrayer Arena	NA	eastern-kentucky	2010
2	Thu, Nov 19, 2009	REG	@	Pittsburgh	Big East	L	60	71		1	1	L 1	Petersen Events Center	pittsburgh	eastern-kentucky	2010
3	Mon, Nov 23, 2009	REG		Fairleigh Dickinson	NEC	W	68	39		2	1	W 1	McBrayer Arena	fairleigh-dickinson	eastern-kentucky	2010
4	Tue, Nov 24, 2009	REG		UC-Irvine	Big West	W	67	57		3	1	W 2	McBrayer Arena	california-irvine	eastern-kentucky	2010
5	Wed, Nov 25, 2009	REG		Texas-San Antonio	Southland	W	74	72		4	1	W 3	McBrayer Arena	texas-san-antonio	eastern-kentucky	2010
6	Sat, Nov 28, 2009	REG		Florida International	Sun Belt	W	81	67		5	1	W 4	McBrayer Arena	florida-international	eastern-kentucky	2010
7	Thu, Dec 3, 2009	REG	@	Murray State	OVC	L	60	62		5	2	L 1	Regional Special Events Center	murray-state	eastern-kentucky	2010
8	Sat, Dec 5, 2009	REG	@	Tennessee-Martin	OVC	W	85	74		6	2	W 1	Skyhawk Arena	tennessee-martin	eastern-kentucky	2010
9	Wed, Dec 9, 2009	REG		Ohio Valley		W	74	58		7	2	W 2	McBrayer Arena	NA	eastern-kentucky	2010
10	Sat, Dec 12, 2009	REG	@	Maryland	ACC	L	72	83		7	3	L 1	Comcast Center	maryland	eastern-kentucky	2010
11	Sat, Dec 19, 2009	REG	@	Ohio	MAC	L	62	74		7	4	L 2	Convocation Center	ohio	eastern-kentucky	2010
12	Tue, Dec 29, 2009	REG	N	Morgan State	MEAC	W	76	62		8	4	W 1	The McKenzie Arena	morgan-state	eastern-kentucky	2010
13	Wed, Dec 30, 2009	REG	@	Chattanooga	Southern	L	54	68		8	5	L 1	The McKenzie Arena	chattanooga	eastern-kentucky	2010
14	Sat, Jan 2, 2010	REG		Tennessee State	OVC	W	79	71		9	5	W 1	McBrayer Arena	tennessee-state	eastern-kentucky	2010
15	Mon, Jan 4, 2010	REG		Austin Peay	OVC	W	76	71		10	5	W 2	McBrayer Arena	austin-peay	eastern-kentucky	2010
16	Thu, Jan 7, 2010	REG	@	Jacksonville State	OVC	L	65	68		10	6	L 1	Pete Mathews Coliseum	jacksonville-state	eastern-kentucky	2010
17	Sat, Jan 9, 2010	REG	@	Tennessee Tech	OVC	W	78	73		11	6	W 1	Eblen Center	tennessee-tech	eastern-kentucky	2010
18	Thu, Jan 14, 2010	REG		Eastern Illinois	OVC	W	67	59		12	6	W 2	McBrayer Arena	eastern-illinois	eastern-kentucky	2010
19	Sat, Jan 16, 2010	REG		Southeast Missouri State	OVC	W	79	63		13	6	W 3	McBrayer Arena	southeast-missouri-state	eastern-kentucky	2010
20	Tue, Jan 19, 2010	REG		Chicago State	GWC	W	74	50		14	6	W 4	McBrayer Arena	chicago-state	eastern-kentucky	2010
21	Sat, Jan 23, 2010	REG		Morehead State	OVC	L	53	69		14	7	L 1	McBrayer Arena	morehead-state	eastern-kentucky	2010
22	Thu, Jan 28, 2010	REG	@	Austin Peay	OVC	L	76	80		14	8	L 2	Winfield Dunn Center	austin-peay	eastern-kentucky	2010
23	Sun, Jan 31, 2010	REG	@	Tennessee State	OVC	W	75	58		15	8	W 1	Gentry Center Complex	tennessee-state	eastern-kentucky	2010
24	Thu, Feb 4, 2010	REG		Tennessee Tech	OVC	W	76	58		16	8	W 2	McBrayer Arena	tennessee-tech	eastern-kentucky	2010
25	Sat, Feb 6, 2010	REG		Jacksonville State	OVC	W	66	65		17	8	W 3	McBrayer Arena	jacksonville-state	eastern-kentucky	2010
26	Thu, Feb 11, 2010	REG	@	Southeast Missouri State	OVC	W	59	56		18	8	W 4	Show Me Center	southeast-missouri-state	eastern-kentucky	2010
27	Sat, Feb 13, 2010	REG	@	Eastern Illinois	OVC	L	54	77		18	9	L 1	Lantz Arena	eastern-illinois	eastern-kentucky	2010
28	Wed, Feb 17, 2010	REG	@	Morehead State	OVC	L	64	77		18	10	L 2	Ellis T. Johnson Arena	morehead-state	eastern-kentucky	2010
29	Sat, Feb 20, 2010	REG		Winthrop	Big South	W	77	57		19	10	W 1	McBrayer Arena	winthrop	eastern-kentucky	2010
30	Thu, Feb 25, 2010	REG		Tennessee-Martin	OVC	W	84	60		20	10	W 2	McBrayer Arena	tennessee-martin	eastern-kentucky	2010
31	Sat, Feb 27, 2010	REG		Murray State	OVC	L	74	88		20	11	L 1	McBrayer Arena	murray-state	eastern-kentucky	2010
32	Tue, Mar 2, 2010	CTOURN	@	Eastern Illinois	OVC	L	61	68		20	12	L 2	Lantz Arena	eastern-illinois	eastern-kentucky	2010
33	Wed, Mar 17, 2010	CBI		College of Charleston	Southern	L	79	82		20	13	L 3	McBrayer Arena	college-of-charleston	eastern-kentucky	2010
1	Sat, Nov 14, 2009	REG	@	Oakland	Summit	W	81	77		1	0	W 1	Athletics Center O'rena	oakland	eastern-michigan	2010
2	Fri, Nov 20, 2009	REG	N	Citadel	Southern	L	56	63		1	1	L 1	JQH Arena	citadel	eastern-michigan	2010
3	Sat, Nov 21, 2009	REG	N	Maryland-Eastern Shore	MEAC	W	76	51		2	1	W 1	JQH Arena	maryland-eastern-shore	eastern-michigan	2010
4	Sun, Nov 22, 2009	REG	@	Missouri State	MVC	L	61	75		2	2	L 1	JQH Arena	missouri-state	eastern-michigan	2010
5	Tue, Nov 24, 2009	REG	@	Southeast Missouri State	OVC	W	86	76		3	2	W 1	Show Me Center	southeast-missouri-state	eastern-michigan	2010
6	Sat, Nov 28, 2009	REG		Davenport		W	76	66		4	2	W 2	Convocation Center	NA	eastern-michigan	2010
7	Mon, Nov 30, 2009	REG		Canisius	MAAC	W	75	58		5	2	W 3	Convocation Center	canisius	eastern-michigan	2010
8	Sat, Dec 5, 2009	REG	@	Ohio State (15)	Big Ten	L	60	111		5	3	L 1	Value City Arena	ohio-state	eastern-michigan	2010
9	Sat, Dec 12, 2009	REG		James Madison	CAA	W	75	64		6	3	W 1	Convocation Center	james-madison	eastern-michigan	2010
10	Sat, Dec 19, 2009	REG	@	Georgia State	CAA	L	65	66		6	4	L 1	GSU Sports Arena	georgia-state	eastern-michigan	2010
11	Tue, Dec 22, 2009	REG		Samford	Southern	L	56	58		6	5	L 2	Convocation Center	samford	eastern-michigan	2010
12	Wed, Dec 30, 2009	REG		Northwood (MI)		W	72	58		7	5	W 1	Convocation Center	NA	eastern-michigan	2010
13	Sun, Jan 3, 2010	REG		Chicago State	GWC	W	59	47		8	5	W 2	Convocation Center	chicago-state	eastern-michigan	2010
14	Sat, Jan 9, 2010	REG	@	Western Michigan	MAC	L	47	61		8	6	L 1	University Arena	western-michigan	eastern-michigan	2010
15	Wed, Jan 13, 2010	REG		Toledo	MAC	W	74	59		9	6	W 1	Convocation Center	toledo	eastern-michigan	2010
16	Sat, Jan 16, 2010	REG	@	Northern Illinois	MAC	L	69	77		9	7	L 1	Convocation Center	northern-illinois	eastern-michigan	2010
17	Wed, Jan 20, 2010	REG	@	Central Michigan	MAC	L	63	71		9	8	L 2	Rose Arena	central-michigan	eastern-michigan	2010
18	Sat, Jan 23, 2010	REG		Ball State	MAC	W	57	53		10	8	W 1	Convocation Center	ball-state	eastern-michigan	2010
19	Wed, Jan 27, 2010	REG		Bowling Green State	MAC	L	61	64		10	9	L 1	Convocation Center	bowling-green-state	eastern-michigan	2010
20	Sat, Jan 30, 2010	REG	@	Miami (OH)	MAC	L	51	61		10	10	L 2	Millett Hall	miami-oh	eastern-michigan	2010
21	Mon, Feb 1, 2010	REG	@	Akron	MAC	W	62	59		11	10	W 1	James A. Rhodes Arena	akron	eastern-michigan	2010
22	Thu, Feb 4, 2010	REG		Kent State	MAC	L	68	75		11	11	L 1	Convocation Center	kent-state	eastern-michigan	2010
23	Sat, Feb 6, 2010	REG		Ohio	MAC	W	70	61		12	11	W 1	Convocation Center	ohio	eastern-michigan	2010
24	Wed, Feb 10, 2010	REG	@	Buffalo	MAC	L	67	84		12	12	L 1	Alumni Arena	buffalo	eastern-michigan	2010
25	Sun, Feb 14, 2010	REG		Western Michigan	MAC	W	66	52		13	12	W 1	Convocation Center	western-michigan	eastern-michigan	2010
26	Wed, Feb 17, 2010	REG	@	Toledo	MAC	W	58	42		14	12	W 2	John F. Savage Hall	toledo	eastern-michigan	2010
27	Sat, Feb 20, 2010	REG	@	Detroit Mercy	Horizon	L	66	68		14	13	L 1	Calihan Hall	detroit-mercy	eastern-michigan	2010
28	Wed, Feb 24, 2010	REG	@	Ball State	MAC	W	72	67		15	13	W 1	Worthen Arena	ball-state	eastern-michigan	2010
29	Sat, Feb 27, 2010	REG		Northern Illinois	MAC	W	66	60		16	13	W 2	Convocation Center	northern-illinois	eastern-michigan	2010
30	Thu, Mar 4, 2010	REG		Central Michigan	MAC	L	55	56		16	14	L 1	Convocation Center	central-michigan	eastern-michigan	2010
31	Sun, Mar 7, 2010	CTOURN		Northern Illinois	MAC	W	65	59		17	14	W 1	Convocation Center	northern-illinois	eastern-michigan	2010
32	Thu, Mar 11, 2010	CTOURN	N	Akron	MAC	L	89	97	2OT	17	15	L 1	Quicken Loans Arena	akron	eastern-michigan	2010
1	Sat, Nov 14, 2009	REG		Portland	WCC	L	58	64		0	1	L 1	Reese Court	portland	eastern-washington	2010
2	Mon, Nov 16, 2009	REG	@	Washington State	Pac-10	L	61	67		0	2	L 2	Friel Court	washington-state	eastern-washington	2010
3	Tue, Nov 17, 2009	REG		Whitman		W	100	88		1	2	W 1	Reese Court	NA	eastern-washington	2010
4	Sat, Nov 21, 2009	REG	@	Texas-Arlington	Southland	W	72	68		2	2	W 2	Texas Hall	texas-arlington	eastern-washington	2010
5	Tue, Nov 24, 2009	REG		Boise State	WAC	L	69	82		2	3	L 1	Reese Court	boise-state	eastern-washington	2010
6	Sat, Nov 28, 2009	REG	@	Idaho	WAC	L	54	76		2	4	L 2	Cowan Spectrum	idaho	eastern-washington	2010
7	Tue, Dec 1, 2009	REG		Walla Walla		W	89	61		3	4	W 1	Reese Court	NA	eastern-washington	2010
8	Sat, Dec 5, 2009	REG	@	Portland State	Big Sky	L	75	98		3	5	L 1	Peter W. Stott Center	portland-state	eastern-washington	2010
9	Sat, Dec 12, 2009	REG		Seattle	Ind	W	100	97	OT	4	5	W 1	Reese Court	seattle	eastern-washington	2010
10	Thu, Dec 17, 2009	REG	@	Nevada	WAC	L	70	73		4	6	L 1	Lawlor Events Center	nevada	eastern-washington	2010
11	Sat, Dec 19, 2009	REG	@	Brigham Young	MWC	L	34	91		4	7	L 2	Marriott Center	brigham-young	eastern-washington	2010
12	Tue, Dec 22, 2009	REG	N	Chicago State	GWC	L	53	62		4	8	L 3	Orleans Arena	chicago-state	eastern-washington	2010
13	Wed, Dec 23, 2009	REG	N	Jackson State	SWAC	L	67	72		4	9	L 4	Orleans Arena	jackson-state	eastern-washington	2010
14	Mon, Dec 28, 2009	REG	@	Gonzaga	WCC	L	52	94		4	10	L 5	McCarthey Athletic Center	gonzaga	eastern-washington	2010
15	Thu, Dec 31, 2009	REG		Sacramento State	Big Sky	W	79	75		5	10	W 1	Reese Court	sacramento-state	eastern-washington	2010
16	Fri, Jan 8, 2010	REG	@	Montana	Big Sky	L	66	79		5	11	L 1	Adams Center/Dahlberg Arena	montana	eastern-washington	2010
17	Sun, Jan 10, 2010	REG	@	Montana State	Big Sky	W	75	73		6	11	W 1	Worthington Arena	montana-state	eastern-washington	2010
18	Fri, Jan 15, 2010	REG		Northern Arizona	Big Sky	L	69	73		6	12	L 1	Reese Court	northern-arizona	eastern-washington	2010
19	Sat, Jan 16, 2010	REG		Northern Colorado	Big Sky	L	71	74		6	13	L 2	Reese Court	northern-colorado	eastern-washington	2010
20	Fri, Jan 22, 2010	REG	@	Idaho State	Big Sky	L	74	80		6	14	L 3	Holt Arena	idaho-state	eastern-washington	2010
21	Sat, Jan 23, 2010	REG	@	Weber State	Big Sky	L	67	89		6	15	L 4	Dee Events Center	weber-state	eastern-washington	2010
22	Sat, Jan 30, 2010	REG		Portland State	Big Sky	L	77	85		6	16	L 5	Reese Court	portland-state	eastern-washington	2010
23	Mon, Feb 1, 2010	REG	@	Seattle	Ind	L	62	68		6	17	L 6	KeyArena at Seattle Center 	seattle	eastern-washington	2010
24	Sun, Feb 7, 2010	REG	@	Sacramento State	Big Sky	L	67	74		6	18	L 7	Hornets Nest	sacramento-state	eastern-washington	2010
25	Fri, Feb 12, 2010	REG		Montana State	Big Sky	W	74	69		7	18	W 1	Reese Court	montana-state	eastern-washington	2010
26	Sun, Feb 14, 2010	REG		Montana	Big Sky	W	69	68		8	18	W 2	Reese Court	montana	eastern-washington	2010
27	Thu, Feb 18, 2010	REG	@	Northern Colorado	Big Sky	L	54	58		8	19	L 1	Butler Hancock Sports Pavilion	northern-colorado	eastern-washington	2010
28	Sat, Feb 20, 2010	REG	@	Northern Arizona	Big Sky	L	71	74	OT	8	20	L 2	Walkup Skydome	northern-arizona	eastern-washington	2010
29	Fri, Feb 26, 2010	REG		Weber State	Big Sky	L	57	85		8	21	L 3	Reese Court	weber-state	eastern-washington	2010
30	Sat, Feb 27, 2010	REG		Idaho State	Big Sky	W	79	71		9	21	W 1	Reese Court	idaho-state	eastern-washington	2010
1	Sat, Nov 14, 2009	REG	@	Lipscomb	A-Sun	W	91	86		1	0	W 1	Allen Arena	lipscomb	elon	2010
2	Mon, Nov 16, 2009	REG	N	Charlotte	A-10	L	61	75		1	1	L 1	Cameron Indoor Stadium	charlotte	elon	2010
3	Tue, Nov 17, 2009	REG	N	Coastal Carolina	Big South	L	46	69		1	2	L 2	Cameron Indoor Stadium	coastal-carolina	elon	2010
4	Fri, Nov 20, 2009	REG		Fairleigh Dickinson-Florham		W	102	68		2	2	W 1	Alumni Gym	NA	elon	2010
5	Mon, Nov 23, 2009	REG	@	Hofstra	CAA	L	46	70		2	3	L 1	Mack Sports Complex	hofstra	elon	2010
6	Tue, Nov 24, 2009	REG	N	Yale	Ivy	L	65	69		2	4	L 2	Mack Sports Complex	yale	elon	2010
7	Sun, Nov 29, 2009	REG		North Carolina-Wilmington	CAA	L	56	86		2	5	L 3	Alumni Gym	north-carolina-wilmington	elon	2010
8	Thu, Dec 3, 2009	REG	@	Samford	Southern	L	31	55		2	6	L 4	Pete Hanna Center	samford	elon	2010
9	Sat, Dec 5, 2009	REG	@	Chattanooga	Southern	W	82	63		3	6	W 1	The McKenzie Arena	chattanooga	elon	2010
10	Sun, Dec 13, 2009	REG	@	Wake Forest	ACC	L	50	90		3	7	L 1	Lawrence Joel Coliseum	wake-forest	elon	2010
11	Thu, Dec 17, 2009	REG	@	North Carolina State	ACC	L	76	79		3	8	L 2	RBC Center	north-carolina-state	elon	2010
12	Tue, Dec 29, 2009	REG	@	Ohio	MAC	L	59	71		3	9	L 3	Convocation Center	ohio	elon	2010
13	Sat, Jan 2, 2010	REG	@	Navy	Patriot	L	73	79		3	10	L 4	Alumni Hall	navy	elon	2010
14	Thu, Jan 7, 2010	REG		Furman	Southern	L	48	53		3	11	L 5	Alumni Gym	furman	elon	2010
15	Sat, Jan 9, 2010	REG		Wofford	Southern	L	55	72		3	12	L 6	Alumni Gym	wofford	elon	2010
16	Wed, Jan 13, 2010	REG	@	Appalachian State	Southern	L	65	89		3	13	L 7	Holmes Convocation Center	appalachian-state	elon	2010
17	Sat, Jan 16, 2010	REG	@	Western Carolina	Southern	L	81	83		3	14	L 8	Ramsey Center	western-carolina	elon	2010
18	Thu, Jan 21, 2010	REG		Samford	Southern	L	49	50		3	15	L 9	Alumni Gym	samford	elon	2010
19	Sat, Jan 23, 2010	REG		Chattanooga	Southern	W	83	80		4	15	W 1	Alumni Gym	chattanooga	elon	2010
20	Thu, Jan 28, 2010	REG	@	North Carolina-Greensboro	Southern	L	55	62		4	16	L 1	Fleming Gymnasium	north-carolina-greensboro	elon	2010
21	Wed, Feb 3, 2010	REG	@	Wofford	Southern	L	56	72		4	17	L 2	Benjamin Johnson Arena	wofford	elon	2010
22	Sat, Feb 6, 2010	REG	@	Furman	Southern	W	66	55		5	17	W 1	Timmons Arena	furman	elon	2010
23	Mon, Feb 8, 2010	REG		Western Carolina	Southern	W	81	76		6	17	W 2	Alumni Gym	western-carolina	elon	2010
24	Thu, Feb 11, 2010	REG	@	College of Charleston	Southern	L	77	80		6	18	L 1	Carolina First Arena	college-of-charleston	elon	2010
25	Sat, Feb 13, 2010	REG		Citadel	Southern	L	72	77		6	19	L 2	Alumni Gym	citadel	elon	2010
26	Wed, Feb 17, 2010	REG		North Carolina-Greensboro	Southern	W	70	65		7	19	W 1	Alumni Gym	north-carolina-greensboro	elon	2010
27	Sat, Feb 20, 2010	REG	@	Gardner-Webb	Big South	W	84	79		8	19	W 2	Paul Porter Arena	gardner-webb	elon	2010
28	Mon, Feb 22, 2010	REG		Appalachian State	Southern	L	54	58		8	20	L 1	Alumni Gym	appalachian-state	elon	2010
29	Thu, Feb 25, 2010	REG	@	Georgia Southern	Southern	L	88	98		8	21	L 2	Hanner Fieldhouse	georgia-southern	elon	2010
30	Sat, Feb 27, 2010	REG		Davidson	Southern	L	96	99	2OT	8	22	L 3	Alumni Gym	davidson	elon	2010
31	Fri, Mar 5, 2010	CTOURN	N	Davidson	Southern	W	66	59		9	22	W 1	Bojangles Coliseum	davidson	elon	2010
32	Sat, Mar 6, 2010	CTOURN	N	Western Carolina	Southern	L	57	68		9	23	L 1	Bojangles Coliseum	western-carolina	elon	2010
1	Sat, Nov 14, 2009	REG		Oakland City		W	92	66		1	0	W 1	Roberts Stadium	NA	evansville	2010
2	Wed, Nov 18, 2009	REG		Southern Illinois-Edwardsville	Ind	W	76	46		2	0	W 2	Roberts Stadium	southern-illinois-edwardsville	evansville	2010
3	Sat, Nov 21, 2009	REG		Butler (11)	Horizon	L	60	64		2	1	L 1	Roberts Stadium	butler	evansville	2010
4	Sat, Nov 28, 2009	REG	@	Miami (OH)	MAC	L	58	82		2	2	L 2	Millett Hall	miami-oh	evansville	2010
5	Tue, Dec 1, 2009	REG	@	Tennessee Tech	OVC	W	91	90	2OT	3	2	W 1	Eblen Center	tennessee-tech	evansville	2010
6	Fri, Dec 4, 2009	REG		Alabama State	SWAC	W	61	57		4	2	W 2	Roberts Stadium	alabama-state	evansville	2010
7	Tue, Dec 8, 2009	REG	@	Western Kentucky	Sun Belt	L	57	63		4	3	L 1	E.A. Diddle Arena	western-kentucky	evansville	2010
8	Thu, Dec 17, 2009	REG		Georgia Southern	Southern	W	75	58		5	3	W 1	Roberts Stadium	georgia-southern	evansville	2010
9	Sat, Dec 19, 2009	REG		Tennessee-Martin	OVC	W	84	63		6	3	W 2	Roberts Stadium	tennessee-martin	evansville	2010
10	Tue, Dec 22, 2009	REG	@	Austin Peay	OVC	L	68	71		6	4	L 1	Winfield Dunn Center	austin-peay	evansville	2010
11	Tue, Dec 29, 2009	REG		Missouri State	MVC	L	60	74		6	5	L 2	Roberts Stadium	missouri-state	evansville	2010
12	Fri, Jan 1, 2010	REG	@	Northern Iowa	MVC	L	46	65		6	6	L 3	McLeod Center	northern-iowa	evansville	2010
13	Sun, Jan 3, 2010	REG		Creighton	MVC	L	64	72		6	7	L 4	Roberts Stadium	creighton	evansville	2010
14	Wed, Jan 6, 2010	REG		Illinois State	MVC	L	63	82		6	8	L 5	Roberts Stadium	illinois-state	evansville	2010
15	Sun, Jan 10, 2010	REG	@	Indiana State	MVC	L	55	69		6	9	L 6	Hulman Center	indiana-state	evansville	2010
16	Wed, Jan 13, 2010	REG	@	Illinois State	MVC	L	56	70		6	10	L 7	Redbird Arena	illinois-state	evansville	2010
17	Sat, Jan 16, 2010	REG		Southern Illinois	MVC	L	57	65		6	11	L 8	Roberts Stadium	southern-illinois	evansville	2010
18	Wed, Jan 20, 2010	REG		Drake	MVC	L	65	72		6	12	L 9	Roberts Stadium	drake	evansville	2010
19	Sat, Jan 23, 2010	REG	@	Bradley	MVC	L	64	74		6	13	L 10	Carver Arena	bradley	evansville	2010
20	Wed, Jan 27, 2010	REG	@	Missouri State	MVC	L	66	76		6	14	L 11	JQH Arena	missouri-state	evansville	2010
21	Sun, Jan 31, 2010	REG		Indiana State	MVC	L	56	63		6	15	L 12	Roberts Stadium	indiana-state	evansville	2010
22	Wed, Feb 3, 2010	REG	@	Creighton	MVC	L	71	84		6	16	L 13	Qwest Center OMAHA	creighton	evansville	2010
23	Sat, Feb 6, 2010	REG		Bradley	MVC	L	63	83		6	17	L 14	Roberts Stadium	bradley	evansville	2010
24	Tue, Feb 9, 2010	REG		Wichita State	MVC	W	65	62		7	17	W 1	Roberts Stadium	wichita-state	evansville	2010
25	Sat, Feb 13, 2010	REG	@	Southern Illinois	MVC	L	64	80		7	18	L 1	The SIU Arena	southern-illinois	evansville	2010
26	Wed, Feb 17, 2010	REG	@	Wichita State	MVC	L	70	76	OT	7	19	L 2	Charles Koch Arena	wichita-state	evansville	2010
27	Sat, Feb 20, 2010	REG		Illinois-Chicago	Horizon	L	80	82		7	20	L 3	Roberts Stadium	illinois-chicago	evansville	2010
28	Tue, Feb 23, 2010	REG		Northern Iowa (25)	MVC	W	55	54		8	20	W 1	Roberts Stadium	northern-iowa	evansville	2010
29	Sat, Feb 27, 2010	REG	@	Drake	MVC	W	56	53		9	20	W 2	Knapp Center	drake	evansville	2010
30	Thu, Mar 4, 2010	CTOURN	N	Missouri State	MVC	L	46	52		9	21	L 1	Scottrade Center	missouri-state	evansville	2010
1	Fri, Nov 13, 2009	REG		Central Connecticut State	NEC	W	67	58		1	0	W 1	Arena at Harbor Yard	central-connecticut-state	fairfield	2010
2	Sun, Nov 15, 2009	REG		Fordham	A-10	W	63	55		2	0	W 2	Arena at Harbor Yard	fordham	fairfield	2010
3	Tue, Nov 17, 2009	REG	@	Maryland (25)	ACC	L	42	71		2	1	L 1	Comcast Center	maryland	fairfield	2010
4	Mon, Nov 23, 2009	REG	@	American	Patriot	W	72	56		3	1	W 1	Bender Arena	american	fairfield	2010
5	Wed, Nov 25, 2009	REG	@	Howard	MEAC	W	81	60		4	1	W 2	Burr Gymnasium	howard	fairfield	2010
6	Mon, Nov 30, 2009	REG	@	Hofstra	CAA	L	80	84		4	2	L 1	Mack Sports Complex	hofstra	fairfield	2010
7	Thu, Dec 3, 2009	REG		Marist	MAAC	W	70	61		5	2	W 1	Arena at Harbor Yard	marist	fairfield	2010
8	Sun, Dec 6, 2009	REG	@	Saint Peter's	MAAC	W	61	48		6	2	W 2	Yanitelli Center	saint-peters	fairfield	2010
9	Wed, Dec 9, 2009	REG		Holy Cross	Patriot	W	73	54		7	2	W 3	Arena at Harbor Yard	holy-cross	fairfield	2010
10	Sun, Dec 13, 2009	REG		Sacred Heart	NEC	W	93	77		8	2	W 4	Arena at Harbor Yard	sacred-heart	fairfield	2010
11	Sun, Dec 20, 2009	REG	@	Rhode Island	A-10	L	84	89		8	3	L 1	Thomas M. Ryan Center	rhode-island	fairfield	2010
12	Tue, Dec 29, 2009	REG		St. Francis (NY)	NEC	W	65	58		9	3	W 1	Arena at Harbor Yard	st-francis-ny	fairfield	2010
13	Sat, Jan 2, 2010	REG	@	Canisius	MAAC	W	58	52		10	3	W 2	Koessler Athletic Center	canisius	fairfield	2010
14	Mon, Jan 4, 2010	REG	@	Niagara	MAAC	L	68	77		10	4	L 1	Gallagher Center	niagara	fairfield	2010
15	Fri, Jan 8, 2010	REG		Loyola (MD)	MAAC	W	65	60		11	4	W 1	Arena at Harbor Yard	loyola-md	fairfield	2010
16	Sun, Jan 10, 2010	REG		Manhattan	MAAC	W	88	85		12	4	W 2	Arena at Harbor Yard	manhattan	fairfield	2010
17	Sat, Jan 16, 2010	REG		Siena	MAAC	L	73	81		12	5	L 1	Arena at Harbor Yard	siena	fairfield	2010
18	Mon, Jan 18, 2010	REG		Canisius	MAAC	W	76	74		13	5	W 1	Arena at Harbor Yard	canisius	fairfield	2010
19	Thu, Jan 21, 2010	REG	@	Marist	MAAC	W	70	50		14	5	W 2	McCann Recreation Center	marist	fairfield	2010
20	Sun, Jan 24, 2010	REG	@	Iona	MAAC	L	58	68		14	6	L 1	Hynes Athletics Center	iona	fairfield	2010
