G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
11	Sat, Jan 10, 2004	REG		Arkansas-Pine Bluff	SWAC	W	71	41		3	8	W 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2004
12	Mon, Jan 12, 2004	REG		Mississippi Valley State	SWAC	L	60	72		3	9	L 1	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2004
13	Sat, Jan 17, 2004	REG	@	Alabama State	SWAC	W	65	58		4	9	W 1	ASU Acadome	alabama-state	alabama-am	2004
14	Sat, Jan 24, 2004	REG	@	Southern	SWAC	W	61	58		5	9	W 2	F. G. Clark Activity Center	southern	alabama-am	2004
15	Mon, Jan 26, 2004	REG	@	Alcorn State	SWAC	L	67	70		5	10	L 1	Davey L. Whitney Complex	alcorn-state	alabama-am	2004
16	Sat, Jan 31, 2004	REG		Prairie View	SWAC	W	78	68		6	10	W 1	Elmore Health Science Building 	prairie-view	alabama-am	2004
17	Mon, Feb 2, 2004	REG		Texas Southern	SWAC	W	69	64		7	10	W 2	Elmore Health Science Building 	texas-southern	alabama-am	2004
18	Sat, Feb 7, 2004	REG	@	Arkansas-Pine Bluff	SWAC	W	81	70		8	10	W 3	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2004
19	Mon, Feb 9, 2004	REG	@	Mississippi Valley State	SWAC	L	52	61		8	11	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-am	2004
20	Sat, Feb 14, 2004	REG		Alabama State	SWAC	L	64	73		8	12	L 2	Elmore Health Science Building 	alabama-state	alabama-am	2004
21	Mon, Feb 16, 2004	REG	@	Savannah State	Ind	L	69	77		8	13	L 3	Tiger Arena	savannah-state	alabama-am	2004
22	Sat, Feb 21, 2004	REG		Southern	SWAC	W	82	64		9	13	W 1	Elmore Health Science Building 	southern	alabama-am	2004
23	Mon, Feb 23, 2004	REG		Alcorn State	SWAC	W	86	72		10	13	W 2	Elmore Health Science Building 	alcorn-state	alabama-am	2004
24	Sat, Feb 28, 2004	REG	@	Prairie View	SWAC	L	65	66		10	14	L 1	William J. Nicks Building	prairie-view	alabama-am	2004
25	Mon, Mar 1, 2004	REG	@	Texas Southern	SWAC	L	77	92		10	15	L 2	Health & Physical Education Arena	texas-southern	alabama-am	2004
26	Thu, Mar 4, 2004	REG		Jackson State	SWAC	W	73	67		11	15	W 1	Elmore Health Science Building 	jackson-state	alabama-am	2004
27	Sat, Mar 6, 2004	REG		Grambling	SWAC	L	76	81		11	16	L 1	Elmore Health Science Building 	grambling	alabama-am	2004
28	Thu, Mar 11, 2004	CTOURN	N	Grambling	SWAC	W	86	80		12	16	W 1	Fair Park Arena	grambling	alabama-am	2004
29	Fri, Mar 12, 2004	CTOURN	N	Alcorn State	SWAC	W	83	81		13	16	W 2	Fair Park Arena	alcorn-state	alabama-am	2004
30	Sat, Mar 13, 2004	CTOURN	N	Alabama State	SWAC	L	58	63		13	17	L 1	Fair Park Arena	alabama-state	alabama-am	2004
1	Mon, Nov 24, 2003	REG		Georgia Southern	Southern	W	94	73		1	0	W 1	Bartow Arena	georgia-southern	alabama-birmingham	2004
2	Sat, Nov 29, 2003	REG		Richmond	A-10	W	83	75		2	0	W 2	Bartow Arena	richmond	alabama-birmingham	2004
3	Wed, Dec 3, 2003	REG		Birmingham-Southern	Big South	W	90	67		3	0	W 3	Bartow Arena	birmingham-southern	alabama-birmingham	2004
4	Sat, Dec 6, 2003	REG	@	Mississippi State	SEC	L	84	86		3	1	L 1	Humphrey Coliseum	mississippi-state	alabama-birmingham	2004
5	Mon, Dec 15, 2003	REG	N	Western Michigan	MAC	L	62	69		3	2	L 2	Mitchell Center	western-michigan	alabama-birmingham	2004
6	Thu, Dec 18, 2003	REG	@	Virginia Commonwealth	CAA	W	68	58		4	2	W 1	Alltel Pavilion at the Stuart C. Siegel Center	virginia-commonwealth	alabama-birmingham	2004
7	Sat, Dec 20, 2003	REG		Alabama A&M	SWAC	W	81	68		5	2	W 2	Bartow Arena	alabama-am	alabama-birmingham	2004
8	Tue, Dec 23, 2003	REG		Louisiana Tech	WAC	W	79	67		6	2	W 3	Bartow Arena	louisiana-tech	alabama-birmingham	2004
9	Sat, Dec 27, 2003	REG	N	Louisiana State	SEC	L	62	78		6	3	L 1	New Orleans Arena	louisiana-state	alabama-birmingham	2004
10	Tue, Dec 30, 2003	REG		Marshall	MAC	L	66	68		6	4	L 2	Bartow Arena	marshall	alabama-birmingham	2004
11	Sat, Jan 3, 2004	REG		South Alabama	Sun Belt	W	90	75		7	4	W 1	Bartow Arena	south-alabama	alabama-birmingham	2004
12	Wed, Jan 7, 2004	REG	@	East Carolina	CUSA	W	71	68		8	4	W 2	Williams Arena at Minges Coliseum	east-carolina	alabama-birmingham	2004
13	Sat, Jan 10, 2004	REG		Houston	CUSA	W	64	42		9	4	W 3	Bartow Arena	houston	alabama-birmingham	2004
14	Sat, Jan 17, 2004	REG	@	DePaul	CUSA	L	64	75		9	5	L 1	Allstate Arena	depaul	alabama-birmingham	2004
15	Tue, Jan 20, 2004	REG		South Florida	CUSA	W	86	47		10	5	W 1	Bartow Arena	south-florida	alabama-birmingham	2004
16	Sat, Jan 24, 2004	REG	@	Charlotte	CUSA	W	69	62		11	5	W 2	Dale F. Halton Arena	charlotte	alabama-birmingham	2004
17	Wed, Jan 28, 2004	REG		Tulane	CUSA	W	80	59		12	5	W 3	Bartow Arena	tulane	alabama-birmingham	2004
18	Sat, Jan 31, 2004	REG		Saint Louis	CUSA	W	72	52		13	5	W 4	Bartow Arena	saint-louis	alabama-birmingham	2004
19	Sat, Feb 7, 2004	REG	@	Louisville (6)	CUSA	L	55	73		13	6	L 1	Freedom Hall	louisville	alabama-birmingham	2004
20	Wed, Feb 11, 2004	REG	@	Southern Mississippi	CUSA	W	69	65		14	6	W 1	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2004
21	Sat, Feb 14, 2004	REG		East Carolina	CUSA	W	72	69		15	6	W 2	Bartow Arena	east-carolina	alabama-birmingham	2004
22	Wed, Feb 18, 2004	REG		Cincinnati (17)	CUSA	W	80	69		16	6	W 3	Bartow Arena	cincinnati	alabama-birmingham	2004
23	Sat, Feb 21, 2004	REG	@	Memphis (23)	CUSA	L	66	73		16	7	L 1	The Pyramid	memphis	alabama-birmingham	2004
24	Wed, Feb 25, 2004	REG	@	Tulane	CUSA	L	69	74		16	8	L 2	Avron B. Fogelman Arena	tulane	alabama-birmingham	2004
25	Sat, Feb 28, 2004	REG		Marquette	CUSA	W	87	69		17	8	W 1	Bartow Arena	marquette	alabama-birmingham	2004
26	Wed, Mar 3, 2004	REG	@	South Florida	CUSA	W	61	59		18	8	W 2	Sun Dome	south-florida	alabama-birmingham	2004
27	Sat, Mar 6, 2004	REG		Texas Christian	CUSA	W	87	62		19	8	W 3	Bartow Arena	texas-christian	alabama-birmingham	2004
28	Thu, Mar 11, 2004	CTOURN	N	Charlotte	CUSA	W	77	66		20	8	W 4	Riverfront Coliseum	charlotte	alabama-birmingham	2004
29	Fri, Mar 12, 2004	CTOURN	N	DePaul	CUSA	L	74	75	OT	20	9	L 1	Riverfront Coliseum	depaul	alabama-birmingham	2004
30	Fri, Mar 19, 2004	NCAA	N	Washington	Pac-10	W	102	100		21	9	W 1		s/2004-03-19-alabama-birmi	alabama-birmingham	2004
31	Sun, Mar 21, 2004	NCAA	N	Kentucky (2)	SEC	W	76	75		22	9	W 2		s/2004-03-21-alabama-birmi	alabama-birmingham	2004
32	Fri, Mar 26, 2004	NCAA	N	Kansas (16)	Big 12	L	74	100		22	10	L 1		s/2004-03-26-alabama-birmi	alabama-birmingham	2004
1	Sat, Nov 22, 2003	REG	N	North Carolina A&T	MEAC	W	76	43		1	0	W 1	Philips Arena	north-carolina-at	alabama-state	2004
2	Mon, Nov 24, 2003	REG	@	Birmingham-Southern	Big South	L	57	67		1	1	L 1	Bill Battle Coliseum	birmingham-southern	alabama-state	2004
3	Sun, Nov 30, 2003	REG	@	South Alabama	Sun Belt	L	49	66		1	2	L 2	Mitchell Center	south-alabama	alabama-state	2004
4	Thu, Dec 4, 2003	REG	@	Middle Tennessee	Sun Belt	L	48	71		1	3	L 3	Murphy Athletic Center	middle-tennessee	alabama-state	2004
5	Sun, Dec 14, 2003	REG		Florida A&M	MEAC	W	75	69		2	3	W 1	ASU Acadome	florida-am	alabama-state	2004
6	Wed, Dec 17, 2003	REG		Middle Tennessee	Sun Belt	L	62	67		2	4	L 1	ASU Acadome	middle-tennessee	alabama-state	2004
7	Sat, Dec 20, 2003	REG	@	Nevada	WAC	L	43	70		2	5	L 2	Lawlor Events Center	nevada	alabama-state	2004
8	Sun, Dec 21, 2003	REG	N	UC-Santa Barbara	Big West	L	53	63		2	6	L 3	Lawlor Events Center	california-santa-barbara	alabama-state	2004
9	Tue, Dec 30, 2003	REG	@	Mississippi	SEC	L	44	68		2	7	L 4	C.M. Tad Smith Coliseum	mississippi	alabama-state	2004
10	Sat, Jan 3, 2004	REG	@	Grambling	SWAC	W	60	53		3	7	W 1	Tiger Memorial Gym	grambling	alabama-state	2004
11	Mon, Jan 5, 2004	REG	@	Jackson State	SWAC	L	54	60		3	8	L 1	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-state	2004
12	Sat, Jan 10, 2004	REG		Mississippi Valley State	SWAC	L	47	60		3	9	L 2	ASU Acadome	mississippi-valley-state	alabama-state	2004
13	Mon, Jan 12, 2004	REG		Arkansas-Pine Bluff	SWAC	L	54	61		3	10	L 3	ASU Acadome	arkansas-pine-bluff	alabama-state	2004
14	Sat, Jan 17, 2004	REG		Alabama A&M	SWAC	L	58	65		3	11	L 4	ASU Acadome	alabama-am	alabama-state	2004
15	Sat, Jan 24, 2004	REG	@	Alcorn State	SWAC	L	70	77		3	12	L 5	Davey L. Whitney Complex	alcorn-state	alabama-state	2004
16	Mon, Jan 26, 2004	REG	@	Southern	SWAC	W	71	70		4	12	W 1	F. G. Clark Activity Center	southern	alabama-state	2004
17	Sat, Jan 31, 2004	REG		Texas Southern	SWAC	W	69	51		5	12	W 2	ASU Acadome	texas-southern	alabama-state	2004
18	Mon, Feb 2, 2004	REG		Prairie View	SWAC	W	68	42		6	12	W 3	ASU Acadome	prairie-view	alabama-state	2004
19	Sat, Feb 7, 2004	REG	@	Mississippi Valley State	SWAC	L	58	72		6	13	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-state	2004
20	Mon, Feb 9, 2004	REG	@	Arkansas-Pine Bluff	SWAC	W	67	52		7	13	W 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2004
21	Sat, Feb 14, 2004	REG	@	Alabama A&M	SWAC	W	73	64		8	13	W 2	Elmore Health Science Building 	alabama-am	alabama-state	2004
22	Sat, Feb 21, 2004	REG		Alcorn State	SWAC	W	65	45		9	13	W 3	ASU Acadome	alcorn-state	alabama-state	2004
23	Mon, Feb 23, 2004	REG		Southern	SWAC	W	68	61		10	13	W 4	ASU Acadome	southern	alabama-state	2004
24	Sat, Feb 28, 2004	REG	@	Texas Southern	SWAC	L	59	62		10	14	L 1	Health & Physical Education Arena	texas-southern	alabama-state	2004
25	Mon, Mar 1, 2004	REG	@	Prairie View	SWAC	W	79	57		11	14	W 1	William J. Nicks Building	prairie-view	alabama-state	2004
26	Thu, Mar 4, 2004	REG		Grambling	SWAC	W	66	52		12	14	W 2	ASU Acadome	grambling	alabama-state	2004
27	Sat, Mar 6, 2004	REG		Jackson State	SWAC	W	65	54		13	14	W 3	ASU Acadome	jackson-state	alabama-state	2004
28	Thu, Mar 11, 2004	CTOURN	N	Southern	SWAC	W	63	62		14	14	W 4	Fair Park Arena	southern	alabama-state	2004
29	Fri, Mar 12, 2004	CTOURN	N	Jackson State	SWAC	W	59	56	2OT	15	14	W 5	Fair Park Arena	jackson-state	alabama-state	2004
30	Sat, Mar 13, 2004	CTOURN	N	Alabama A&M	SWAC	W	63	58		16	14	W 6	Fair Park Arena	alabama-am	alabama-state	2004
31	Thu, Mar 18, 2004	NCAA	N	Duke (6)	ACC	L	61	96		16	15	L 1		s/2004-03-18-alabama-	alabama-state	2004
1	Fri, Nov 21, 2003	REG	@	Siena	MAAC	L	50	71		0	1	L 1	Times Union Center 	siena	albany-ny	2004
2	Fri, Nov 28, 2003	REG	@	Pittsburgh (22)	Big East	L	54	83		0	2	L 2	Petersen Events Center	pittsburgh	albany-ny	2004
3	Tue, Dec 2, 2003	REG	@	Colgate	Patriot	L	65	68		0	3	L 3	Cotterell Court	colgate	albany-ny	2004
4	Fri, Dec 5, 2003	REG		Army	Patriot	W	68	62		1	3	W 1	SEFCU Arena	army	albany-ny	2004
5	Wed, Dec 10, 2003	REG	@	Long Island University	NEC	L	65	78		1	4	L 1	Schwartz Athletic Center	long-island-university	albany-ny	2004
6	Sat, Dec 20, 2003	REG		Sacred Heart	NEC	L	69	75		1	5	L 2	William H. Pitt Center	sacred-heart	albany-ny	2004
7	Mon, Dec 22, 2003	REG		Lehigh	Patriot	W	63	55	OT	2	5	W 1	SEFCU Arena	lehigh	albany-ny	2004
8	Sun, Dec 28, 2003	REG	@	Massachusetts	A-10	L	66	82		2	6	L 1	Mullins Center	massachusetts	albany-ny	2004
9	Tue, Dec 30, 2003	REG		Wagner	NEC	L	59	69		2	7	L 2	SEFCU Arena	wagner	albany-ny	2004
10	Fri, Jan 2, 2004	REG		Maryland-Baltimore County	AEC	L	62	67		2	8	L 3	SEFCU Arena	maryland-baltimore-county	albany-ny	2004
11	Sun, Jan 4, 2004	REG		Boston University	AEC	L	62	79		2	9	L 4	SEFCU Arena	boston-university	albany-ny	2004
12	Thu, Jan 8, 2004	REG	@	New Hampshire	AEC	W	57	52		3	9	W 1	Lundholm Gymnasium	new-hampshire	albany-ny	2004
13	Sun, Jan 11, 2004	REG	@	Northeastern	AEC	L	70	77		3	10	L 1	Solomon Court at the Cabot Center	northeastern	albany-ny	2004
